,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa872,taxa904,condition
0,,0.019175439130437864,0.003177571397529793,,,,0.008932205170444359,0.037839955194888385,0.0007739175038723679,,0.04407851491156217,,0.17581092226719605,0.05946920017638118,0.008031694419270161,0.0804779157978969,0.0025109345928485123,0.027341108032675213,0.00025621987912367145,0.02200851915931163,,0.023343916137838205,,0.009443431574883697,,0.003361596725077181,,0.00041233806908695024,0.00764888129284466,0.45656683764507033,,0.009338880921760622,,,,Control
1,0.02311630025039893,0.05424120935980763,,0.00046003667885158956,,0.007222027825963233,0.0623016227537926,0.04412143644772684,0.0077288023287844605,,0.006181697633577114,0.005890103245093975,0.13467111048242536,0.021227761274776217,0.011838938976946259,0.1405743458152276,,0.015643521930793276,0.009243955723977166,0.05437211662782877,0.07967299653974659,0.0012419646099542465,0.0010803468691034858,0.0005979753009212728,,0.019235820033733954,,,,0.27562184054378014,,0.004827231358846395,,,0.018886837387942966,Control
2,0.0056974111002864305,0.12461744390933417,5.3898262773888265e-05,,5.481007548998786e-05,,0.0003354457670006468,0.32400454366407677,0.008213001071481252,,0.04937698876484632,,0.025619404509298862,,,0.08791130858498011,,0.0073383700516937,0.0012208159143333713,0.013225134259356817,,,,0.0007704817451041734,0.001624242384945445,0.0057096699156917695,0.0004709006116034449,,,0.32357497856226997,0.0005815338878235311,0.01959961695760921,,,,Control
3,0.013364950275669106,0.07296571062417283,0.000632009031174062,,0.010586048204808853,,0.03547805165179353,0.06673178462261836,0.005740954834544426,0.0012644303317748517,0.008726197753482054,0.34727102891008443,0.09787997662020081,0.06991656594409236,,0.0826649672920897,,0.0019553938909710215,,0.008345673072612088,0.03806308402473493,,,0.002055884563735977,0.0007573389368993814,0.002676556185675019,,,,0.12086708918098867,0.0007632137762302557,0.010569763562453097,,0.0007233267091943193,,Control
4,0.027484538599736315,0.17313907674483825,0.03447221800791473,,,0.0018020889683732825,0.00048671420405523654,0.30217248828550225,0.03342053118664172,0.000824063133902086,0.0785490726735618,,0.002935712143897402,0.024074269890382034,,0.2343308216060649,,0.019862720848868805,,1.5018259445029343e-05,,,0.007240027032867004,,0.00029975219871915704,0.02519849388312423,,0.0001820580838846414,,0.016386147034889872,,0.015365416217779067,0.0017587709955522455,,,Control
5,,0.010066226541160503,0.007655575827023983,,,,0.010703681521767979,0.045169409084772044,0.0014632384420895691,0.000548368223723157,0.060021971656102034,,0.10970780236126064,0.00022975613077289687,0.0033930283842870347,0.04461538639072852,0.03405087407725391,0.08052300388542886,,0.02430314423169019,,0.06766681552925263,,0.006965845845291383,,0.00589045790823833,,0.00032184321884761894,0.023815936605309892,0.4324008073198848,,0.03048682681511382,,,,Control
6,0.0006564310601110863,,0.005436452820410662,,,,,0.4583635753203097,0.007478884011473614,,0.012123495969050782,,0.020380986346178225,0.03865309039440195,,0.11044912311007896,,0.0005590530229681217,,0.011180642527872552,0.003732128204663837,,,,,0.004584290512537248,,,,0.3247466986895061,,0.0016551480104371424,,,,Control
7,0.011081053869470931,0.15268851606097605,,,0.00030429762904412005,,,0.2536638119385456,0.02383640910398812,,0.06974201142061608,,0.0029118329051326325,,,0.3300285132091441,,0.010518864766433426,,0.0024753697287744217,,,,,0.004632233776627959,0.014030604552607354,,,,0.11747912361873968,,0.006607357419899553,,,,Control
8,0.016473448298909805,0.05364287649861893,0.0008410245038022783,,,3.8963185489114926e-05,0.053559457976494626,0.037127667125900314,0.001303505080498874,4.46625876218312e-05,0.009377485392691396,0.08297997903656269,0.1012059416785361,0.030065071628531625,0.013229970357927633,0.21117632033126996,,0.004837341653769611,0.0014160423662466898,0.044934293665321784,0.08679785308702935,0.0038977693058180013,0.0014603940773885544,0.006463432894980225,,0.01745768323448325,,,,0.18502331832663482,,0.01041529470831237,,0.00022745795784204052,0.0260027450393181,Control
9,0.0005414763353919024,0.004791776795368912,0.0015587195615708938,0.0006318132003626987,0.002000705477519688,,1.4929011460795055e-05,0.01619427242481908,0.0005577129974915992,,0.06737637225675328,,0.07937090671296622,,0.020068732296998407,0.0030518386494235495,3.0838760900766425e-05,0.0016329287353285687,0.003367527307831749,0.028203953834265962,0.00911911967215455,0.008421705998073613,1.2531651956141836e-05,0.0011604309711387342,0.08453950483411199,0.06045083653135643,,0.0006633057865829162,0.00014885423106164992,0.2929082945696648,0.27171236742193305,0.04112168964154354,,0.000346854331968691,,Control
