,taxa102106,taxa1263,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa447020,taxa561,taxa572511,taxa816,taxa841,condition
0,0.02083750475750349,0.00019079932381607076,0.026806195697763668,0.03623057299588328,0.02579196417587394,0.0034729914128102,0.008930739512665247,0.07586691392188344,,0.009384220696246701,0.27943892130936704,0.1916401719989346,0.006589898041056686,0.10247698566353848,0.0028543356983205324,0.0006358498396009987,0.01834247080909008,0.14922060140168728,0.04128886274395828,Control
1,,0.005337006008623584,,0.36556502778163413,0.035883567600938186,0.003367670435686598,0.029581957287901146,0.030033176015670352,0.12878479621671002,,0.021689402684386096,0.018029943339528856,0.012396476924420323,0.009560518708687944,0.0006825177358186816,,0.022597110547150922,0.2856536760311821,0.030837152681661054,Control
2,0.02054161700688025,0.17011367041304742,0.03983002815329544,0.009474210518987098,0.004963958727753661,,0.0003081442393530363,0.029204466982667078,0.03256775176415801,0.02366160966299077,0.2780054119927159,0.007480942761498421,0.042381565599653837,0.013866877562818876,0.0005629111920566345,0.029421328326010934,0.010553102148654972,0.2822717270053486,0.004790675942109107,Control
3,0.029830588975484285,0.21506842132857967,0.007846221380598588,0.16324585724815802,0.024745482526885867,0.0008056764361488317,0.08368343300199545,0.008386457398457732,,,0.2835113387881237,0.009630799312856795,0.0026551238122260908,,0.002589329130698051,0.007412387699273072,0.013838369196574976,0.14042641121881563,0.00632410254512333,Control
4,0.005422784623410187,0.01645489283067158,0.02223565973654661,0.1048651948706746,0.0005897003321687408,,0.034920848176479224,0.1735588679220056,0.028149699564447697,0.02107577557616278,0.14854323854494436,0.018657454301728604,0.041908187895842684,0.09025908644215427,0.00011580511185760242,,0.023423039524047465,0.24415901227943923,0.02566075226741881,Control
5,,0.04002291502712348,,0.459710374257734,0.013551850246404927,,0.051739669299755486,0.02675092691179503,0.007858339260238115,,0.07522504702946338,0.016805720971142635,0.015714889927909197,0.01617308525905133,,,0.013679366375301427,0.25535841290816735,0.0074094025259135495,Control
6,0.015947237234644904,0.011039778029879235,,0.028892684760421675,0.008554033506232036,0.0027515159507038186,0.03150812030269394,0.1865076478956817,,0.005094382842721092,0.01864002517691473,0.03676835539145549,0.04622070991558528,0.052876007093582124,0.0028105158480657482,0.0029888749847912133,0.018685158738951966,0.49823510099654095,0.03247985133113421,Control
7,0.027090002622853104,0.0037223841347104243,,0.5229770976256934,0.0373816862835119,0.000793316160608192,0.06849145893081483,0.007540595004347735,,,0.06721341023016075,0.029208957840112775,0.002507430340423938,,0.0021387665871771344,0.03922715845951956,0.02518229690438732,0.16355039560290954,0.002975043272769402,Control
8,0.0012620204399257557,,0.013001115461463786,0.03223140446120012,0.0015155627650607834,0.0005872413619403758,0.017847843069353626,0.07041476480282033,,0.006080519766498655,0.013959624965374931,0.001934434036215397,0.015624012237782087,,,0.0006745762468744075,0.001708095578962422,0.3371344614219703,0.486024323384557,Treat
9,0.01395216411685345,0.14876198206170171,4.447020499476321e-05,0.1354329054412146,0.010443559560224072,0.0004472574076972032,0.0345568816660086,0.019653496710401924,,,0.07155981384164406,0.008717106353547945,0.010856974770912976,,0.0013884165704109686,0.008452177472728079,0.006921519324638824,0.14069300529158807,0.3881182692054328,Treat
10,,0.00042987955875978484,,0.0216083433918064,0.002903475893031838,0.0002752016482142887,0.0011865670658516279,0.006669809575415723,0.002637560923407774,0.00013413987274810946,0.006564923611086085,0.0008449588823197024,0.0023699131438773896,0.002665183951914414,,,0.0017069604597180397,0.10469413208000965,0.8453089499418392,Treat
11,0.0005041088436462474,,0.0014747397420219353,0.002564416945670538,0.0011376494562112716,0.0005655934092227452,0.0019829090676951357,8.735502391447335e-05,,,0.0045754604686408925,0.015911233081194832,0.00011830448644106806,0.00014935936532797786,2.1836803823797677e-05,2.4655715384817157e-05,0.0011284196682192352,0.001929404408370744,0.9678245535142143,Treat
12,,,,0.003919206843276347,0.0005992465593332055,,0.0037983703537000217,0.001445287546087345,0.006435730652146436,0.000807593012798036,0.0032739785853605034,,0.003873447816357548,0.003368391370828001,,,0.006107438395760635,0.31976244718303043,0.6466088616813214,Treat
13,,0.0003902079074909252,,0.013259172222826375,0.0016814007301773788,7.819940754979085e-05,0.0018138251684937641,0.0034063108629008437,0.0005352825422490677,,0.0028156272139351845,0.0033897539117468886,0.001320612971536422,0.0015176547171803555,1.2473561255301706e-05,,0.0022586653001249444,0.013592960773702315,0.9539278527088304,Treat
14,0.00023427715096620896,0.0005056319728198143,0.0006282129297261155,0.0020684870654679123,0.00032042889094192043,4.49980186595885e-05,0.0016895120458543258,0.009323621524917117,,0.0025450080874410952,0.0018620007983648364,0.0029272485359086,0.0014868933434222025,0.007567492414535874,5.025518165249837e-06,0.00015032552262966213,0.00082674405632337,0.04527632901306871,0.9225377631107875,Treat
15,0.0009577706660900506,0.005820985889133851,0.006431296451668416,0.022217038711209114,0.0002709304172732555,,0.005149539165197287,0.02179204166369788,0.0007513704306404661,0.00357929014288399,0.05362377090995076,0.0010271619610337942,0.010454414981177447,0.014650650449097719,,,0.007484428143154493,0.051120078684053716,0.7946692313337378,Treat
