,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,condition
0,,0.005502066094307159,0.024741765125222134,,0.00013974575295432057,,,0.0029233827248617322,0.05898675409166439,0.1382621718499559,0.010333496113724949,4.326684354124966e-05,0.028002772768996983,0.026213145389820412,0.16153296682284082,0.03209497543786404,,0.0112978750955946,0.08636031212413851,,0.03744447977105893,,0.03216243890480751,0.08479798946565141,,0.003445865745445164,0.0007133902781043008,0.0010754168765501602,,,,,0.028788957973438455,,,,0.18873366253728044,,0.023220248636709944,,,,0.01318285357546634,Control
1,,0.02748453859973632,0.17313907674483828,0.03447221800791473,,,,0.0018020889683732831,0.00048671420405523665,0.3021724882855022,0.033420531186641726,0.0008240631339020862,0.07854907267356181,,0.0029357121438974023,0.024074269890382038,,,0.23433082160606492,,0.019862720848868805,,1.5018259445029338e-05,,,,0.007240027032867003,,,,0.0002997521987191571,,0.025198493883124236,,0.00018205808388464142,,0.016386147034889876,,0.015365416217779069,0.0017587709955522457,,,,Control
2,,0.0022974541617747555,,0.0008405522261320673,,,0.0030010397857933514,,0.023667973893046697,0.05867589143293588,0.002759017106113269,0.0004110034119395922,0.03249123393025355,,0.12818706363911772,,,0.011069325821789251,0.025412899394404557,0.00021695012467897807,0.003521554316064214,0.013949043450945029,0.028442845142368594,,0.00804466395938329,0.024802662415245435,,0.010490792155978644,,,0.0012280371670582266,,0.0031095148481328407,,0.0003268756654069609,0.00024523445325460414,0.6137388484113324,,0.0030695230868500877,,,,,Control
3,,0.0004518547824030527,0.002351314679134318,,,,0.002720181884626748,,,0.0413459196819071,0.0009781469065198761,,0.01061727970344163,,0.03637501412046196,,0.0030251738036485756,,0.03289104475525053,,,,0.4390022700371493,,0.012546313354853773,,,0.018257971057353276,,,0.0012314350503513291,,0.009247129660896665,,0.0043535785802324405,,0.38167646372733716,,0.0029289082144322537,,,,,Control
4,0.0057939300733183255,0.013620276679681293,0.003961823031616064,0.02439481879293984,,0.0019397294657787596,0.0018820745957377784,0.015840593179659492,0.001989697019814277,0.08869482442664428,0.05859590733884997,0.009413338086291004,0.030675905063404438,0.006029161943085528,0.0741380130198973,,,0.0004982478959541546,0.074012380312608,,0.04206971539030316,,0.011730404949137971,0.06747871080196385,,0.001409085023801577,0.0027463485523521046,,0.0003833774310725047,,0.003046044057765128,,0.06724732259019939,,0.002102480927494443,,0.289883195626049,0.009889402584629385,0.0857331212073391,,0.00480006993261189,,,Control
5,,,0.004025242846211061,0.006149297545850118,,,,,,0.3941837186532634,0.019027851041858182,0.004988774297634288,0.031961590541482836,,0.05259974086835883,0.033161532363710534,,,0.020516357040506018,,0.014080112490502903,,0.005726305924722854,0.02042680612621241,0.037661819563397855,,0.000544784907497241,,,,,,0.028039947793636284,,,,0.28181248220478794,,0.04509363579036717,,,,,Control
6,,0.005999337879891413,0.05202251208369198,0.00226476858902205,,,0.0034159041250082767,0.0004873203999205456,0.017307925577699796,0.2984636165000331,0.004717155532013507,0.0007890352910017879,0.01879075680328412,0.060367979871548696,0.14399788121565255,0.03464265377739523,,0.007987287293915117,0.05636411309011454,0.000900377408461895,0.002134781169304112,0.0014098391048136133,0.013624736807256838,0.056856624511686424,,,6.303383433754884e-05,0.003357637555452559,,,,,0.004555598225518109,0.0004563861484473283,0.00016494736145136727,0.0018442958352645178,0.18120373435741244,0.003803535721379859,0.020243395351916844,,0.0010843938290405878,0.0006784347480632987,,Control
7,,0.0067492110575151,0.03784909541343598,3.988077682462947e-05,,,,0.05011619854400574,0.1167479220538356,0.10856931070451936,0.0034890592887772127,,0.019129445371322086,0.10041654047079866,0.076118261560313,0.03073098717029305,,,0.14970958757274302,,0.0164382050923886,,0.022130575564051017,0.0367529844708121,,0.0005294376596820708,0.00019401184031777653,0.0007089011553929035,,,,,0.025645882915126074,,,,0.1663130130262622,,0.01815063681563392,,,,0.013470851475949909,Control
8,,0.004393295744825559,0.02510395736166531,0.0007850921051232858,,,,0.0016923807466559275,0.03951819474433109,0.1345286851724927,0.005467985384716289,,0.04358226164528347,0.030281622765875246,0.08733367880000524,0.019135007460284317,,,0.1894170162185972,,0.03243564633969255,,0.01519850383551603,0.06514478999482831,,0.0015743124716117525,0.0012022529160748202,0.0006364746959767718,,,0.0004855867430794085,,0.045446997303935706,,,,0.1807311543062565,,0.06768903747418933,,0.001904573380826228,,0.006311492388156884,Control
9,,0.017957066316454738,0.1517148029774726,,,,,,0.062241905911378514,0.19559931946119888,0.06123129194766371,,0.10174824888791563,,0.0133061025519366,,,,0.013817282757327423,,0.024948509659040496,,,,0.053319430574197794,,,,,,,,0.03250734834655124,,,,0.1773346430621813,,0.09427404754668113,,,,,Control
10,,0.0015975485964997435,0.008428809900158487,0.00010393562533370193,,,0.002057819863205944,,0.0014133134677356384,0.1030537025351851,0.0032665331507161534,0.0001469871330861389,0.15805812375620185,,0.06861059700201119,,0.0007024359978136588,0.0021469829123500848,0.019841363635404383,0.0011726259942471365,0.00613863851717101,0.006513545397181814,0.00989920882302665,,0.0006032487005408874,,0.0003833483521191261,0.0015796104682695613,,,0.0011930965641098151,0.00014498228346041266,0.013872398707610619,0.00104515976541149,0.0006193930159480512,0.0006778502102981738,0.36076108312528615,0.19133546199121668,0.033895781585350664,0.0001352745905358435,0.0002747699171258475,0.0003263684153879595,,Control
11,,0.00743868942915563,0.055812413528525895,,,,,,0.00046944572550332016,0.140040934932639,0.011288328034511044,0.00014590467017382036,0.050223958567154926,,0.05892763128359378,0.01170686017231035,,,0.13942364594344206,,0.006799361692575799,,0.029296637458524295,,,,,0.0003037469951800443,,,0.01800749317411018,,0.0072158532056174314,6.866702309579101e-05,,,0.4598047938356807,,0.003025634328205924,,,,,Control
12,,0.010484517213804235,0.001828697287216914,0.0005365582566016109,0.0010522671540968837,0.015922447055919338,,0.0018150409570022626,0.002035210189165193,0.012561843108364234,0.003974409079645699,8.131250051471855e-05,0.022147335957503168,,0.14707867641179612,,,0.01654167302137758,0.07034511214401154,,0.00104340617647669,,0.028648270373654926,0.03225990060485034,,0.000537183737374801,0.005576995067354378,,,,,,0.0028642849540287275,,0.0009642828586681367,,0.5663321838734169,0.02612664463653886,0.02808366972905528,0.0011188808564416336,,3.919679511991562e-05,,Control
13,,0.0020397403246595193,0.00277444707089287,,,,7.095903121625617e-05,,0.0048016291785169946,0.002399232049713387,0.00020174826717024772,,0.013904702939970497,,0.18319886171504,,,0.008636275645308578,0.01335632746275825,,,0.011854446384785403,0.03033861037100444,0.019537624826635347,,0.05733887909642914,,0.01221261081860789,,,,,0.01805003765423124,0.00025831129349227063,0.0005337752736670321,0.00027566817882574346,0.5599790655543013,,0.027902520464788798,,,,0.030334526397984802,Control
