,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.0064854876518855836,,,,,,,,,0.13519597826428895,0.004987796254659434,0.0009919487941625602,0.015303522705618735,,0.056539678653073605,0.031457730918886616,,,0.01164249929017703,,,,0.0025450434519858115,,0.02203396690752224,0.05829605218205692,0.0081120191813502,,,,,,,,0.008948077426707899,,,,,,0.6039035554466414,,0.033556642870982936,,,,,,,,Control
1,0.0014005406349882983,,0.030828907542816284,,,0.0011630812561987337,,0.0025601774254727224,0.0012745566920436806,,,0.03746868928476818,0.00502516234393178,0.1217952638805184,0.07741207061864486,0.010255009453492721,0.0020238845515295205,0.005329840993024854,0.10607806244837217,,,0.0005767914405235756,0.10204615876314874,,,,0.04981448942684718,,0.028433855716132602,0.10035085536521461,,,0.0031229822476412203,,0.002221680385730059,,0.0005037270162806327,,0.07229609963315398,,,0.000852557453166226,,,0.182940792974459,0.03584123142363109,0.011592819061381007,,0.006790711966888039,,,,,,Control
2,,,,,0.007649835265996964,0.0008626328369779388,,,0.0006629736102587293,,,,,0.22715930747117155,0.03054826544785038,0.002149213475887464,0.03183080848864627,,0.04835235714977874,0.052243996091605016,,,0.023513962014276947,,,,0.009943796634258213,,0.008539217190477729,0.007339243031105656,0.0726144860945121,,0.0024319462837946964,5.8646112600536196e-05,,,,,0.020562982492974582,,,,,,0.3735414176814497,,0.07891747956975355,0.001077433056623276,,,,,,,Control
3,,,0.01155170066953756,,0.05002692185273152,0.003858734746047453,0.0006741688639696577,0.017237554913331135,,,0.0026476683186690392,0.012811902525060674,0.004276065157939612,0.013911355838898916,0.006336930739444575,0.0007121429807603368,0.04686865561234996,,0.03695048341948712,,,0.009293395338908089,0.021855387122386858,,,,0.15507679944393576,,0.02165037820809124,0.026122471914869216,,0.0032269018906619985,0.001773622177807901,,,,0.00113383528444602,,0.008748672028458011,,0.00025401605150521836,0.0005016175562552544,,0.010908963084668296,0.3631518670885386,0.14134582065979256,0.026924033677396802,,,,0.00016793283405067215,,,,Control
4,,,0.0031492618314165667,,0.028434897069965617,0.00012688996576218576,0.001187882151301879,,,,0.0029115219358218747,,0.010165296146059544,0.018617169090993802,0.0038621750206987975,4.597462527615424e-05,0.12739160000686556,,0.15736194739522077,0.04986745004703715,0.0024871250616059983,0.01574753514709019,0.04442967353520758,2.1556990962818993e-05,,,0.0026091110673387274,0.009431336794984231,0.061346803149323136,0.0318943343732453,,0.029255901711563777,0.00013496106664399947,0.006050158520507952,,,0.01596361588588812,0.000704739922566471,0.018253356556308498,3.3306061866725084e-05,0.0035711045597837682,0.0005242128939821055,,,0.188136339896739,0.14646187457141432,0.010380559558185893,,7.120958626106559e-05,,0.00166029696747285,6.303631954530482e-05,0.007505408659249154,0.00014037585584319098,Control
5,,,0.0015218802244913409,,0.023117216969142783,,,,,,0.00013956596208267868,0.001533595615469084,0.022769728285446416,0.12416378850072235,0.0027595348765661314,,0.010919864993871832,0.05594272375912871,0.062081894250361175,0.016982630761336402,,,0.1719513776637616,,,,0.008516885494889184,,0.027373978812664485,0.03691010332261732,,0.049577395285543314,,0.003756871204149653,,,,,0.02498852146366593,,,,,,0.3202295157152801,,0.02165635865070073,,,,,0.013106568188108837,,,Control
6,,,,,0.002457750912037517,0.002332548615681315,,,,,,,0.005186790612482022,0.07225355594582825,0.0035325154067238265,,0.03630876882110979,,0.07535799677971876,,,,0.022891547548735538,0.005041630020732966,,,0.014091996836713059,0.003470068575262681,0.04662926509544129,0.011293205980204871,0.04746113507764034,,,0.00435769833118816,,,,,0.009767939549821102,,0.0138368598646807,,,0.02712959898537788,0.5519806087671031,,0.04461851827351691,,,,,,,,Control
7,,,,,0.0021118656866643093,,,,,,,,,0.1061551265346755,0.014263881558456128,0.0005197791489442676,0.005829238027803678,,0.03276671730924657,0.012957523327467878,,0.0006589878227462967,0.03225144491592898,,,,0.004151022382551445,,0.011642652335851444,0.013093226746893595,0.2230803975158763,,,,,,,,0.008385770269634184,,,,,0.0033955899893941023,0.5143299806409809,,0.01440679578688454,,,,,,,,Control
8,,,0.017957066316454738,,0.1517148029774726,,,,,,,,0.062241905911378514,0.19559931946119885,0.0612312919476637,,0.10174824888791563,,0.013306102551936604,,,,0.013817282757327423,,,,0.024948509659040496,,,,0.0533194305741978,,,,,,,,0.03250734834655124,,,,,,0.1773346430621813,,0.09427404754668113,,,,,,,,Control
9,,,0.0031469032788207897,,0.051887622930727115,0.0,,8.910984201246406e-05,,,0.00030073286935232966,,0.01967508311008765,0.09823224368201454,0.003145258806534515,0.0003241665994317321,0.09172373071149635,0.01322309887441011,0.08807053552753898,5.467870351860539e-05,0.0006452498133267005,0.005930069843821383,0.03131342459811923,0.0001706139997009116,7.019841072031484e-05,,0.04016839396211444,0.002041201225337412,0.017105903501338445,0.0014942086311155738,,,0.0015173340226412996,0.0023896237909916836,,,0.00181128344381275,,0.03406647676437744,0.00013597730217126868,,0.0009504022019483914,,0.0007220261131921107,0.4278485214909402,,0.05350753091222475,0.0006704307952102689,,,0.007548538912068524,,,1.9425328881609806e-05,Control
