,taxa102106,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa841,taxa872,condition
0,0.0,0.021050094006456566,0.004304961964411513,7.293350455622322e-05,0.001303377104040292,0.006581924768206366,0.023625978136679743,0.041417158084136985,,0.0004036675066391287,0.0004714167233109031,0.005117009966675632,0.003203654263140078,0.05337954890332869,0.004556517751531928,,0.0006280057823661866,0.007359096651975103,0.023356041692514463,0.6098136448807573,0.1932030922392035,0.00015187607006942117,Control
1,,,0.0009614163578753756,,0.026142681569499032,,0.011769770661773465,0.0025694159747149253,,0.008591230634908291,0.004016044404429371,0.0006139574981907533,0.012556853409051464,0.14116189012346816,,,0.007960465926622142,0.01654763207281455,0.009923064721160698,0.7558586858563262,0.0006020935851822365,0.0007247972039832869,Control
2,0.00030983133349997134,0.009670195591835485,3.618078610282131e-05,,0.2843585658918287,0.03428572404370127,0.02291994099223298,0.026925548907350935,0.06681972170891994,,0.022104645933119553,0.00679131498906999,,0.005714963284506705,0.00876108663601297,,,,0.019571243810043833,0.4667748319194366,0.02495620417233837,,Control
3,0.0011639146233747859,0.004447496419207804,0.004465317016954384,,0.4558169984231505,0.03309470860534798,0.030976462707556666,0.014896489112653398,0.13366869584601865,,0.016322683576482453,0.013391468569221375,,0.0031090929982652794,0.001060926874434428,0.001069235864794797,,,0.019985417721917552,0.17759154949441433,0.08893954214620564,,Control
4,0.013380572571561267,0.012634555965441245,0.002434348554304076,0.12480997234212886,0.05696499766609045,0.010357734857089127,0.024628113622063772,0.20573918889036671,,0.010030468535266457,0.056475115802516365,0.0007773592762448306,0.024971967136192756,0.08251883943791197,,0.0035788648234395147,0.01517056467381897,0.0009744721075167559,0.010517195779444885,0.3381161773054849,0.005782722638027065,0.00013676801509007101,Control
5,0.005402232819778197,0.01639253045603816,,0.02215138884174461,0.10446776641970702,0.0005874654277293994,0.0347885017042835,0.1729010974185035,0.028043015058621935,0.02099590052466925,0.14798027473917993,0.018586744442549128,0.0020958197038632854,0.04174936011491076,0.08991701366047786,0.00011536622223100658,0.0016940788554983283,,0.0233342685802994,0.24323367439054622,0.02556350061936838,,Control
6,,0.008235312843576925,,,0.04415305076997512,0.0029466421013676714,0.027506284305025736,0.04289396606065656,0.006062987942139685,,0.0909327643147445,,,0.03885560224814151,0.013980662200376345,,0.011187104575657554,,0.0015792981100153061,0.705958192957131,0.005708131571192124,,Control
7,0.0059093438138079196,0.07812889582131989,1.843157056628063e-05,,0.3645683640117711,0.004500138844413441,0.027774250123704186,0.019488145158137807,,,0.058887652690877645,0.006022870135812318,0.0026140423047078883,0.013238121105950944,,,0.002126314591261693,0.014315152715689379,0.004933078207989538,0.38274270276904976,0.014732496134940157,,Control
8,0.01426700853108263,0.061786098971459646,0.004765757278166026,0.005281184115917008,0.017181317116005426,0.007826470535109075,0.05788546020977697,0.04563595242418567,,0.01147787277180487,0.026992648393969268,0.19152868343221985,,0.026739450703613884,0.032262741246854444,0.0021905244487879947,,0.0014003511810769113,0.010805108445616529,0.4485132478799051,0.03325271569575335,0.0002074066186953696,Control
9,,0.003339818247124446,2.3305529206746563e-06,1.167836905833255e-06,2.722046015353623e-05,1.7833579979975763e-06,0.0016424553054082281,0.0010503978608205724,,0.0035090801591922027,6.863380630393311e-06,,0.0015971469838565924,0.0019152170508648612,,0.0,0.0005165278580087224,0.0012264901614373535,0.00015354538255283736,0.9849801962936123,2.5610376099650474e-05,4.148732413751683e-06,Treat
