,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa724,taxa816,taxa838,taxa841,condition
0,0.016610318014274053,0.15371309592819368,0.0007384405690016782,0.001370197548432237,0.031208752532943043,0.1476353001421321,0.01266122953576372,0.000902585418698232,0.01396931822214861,0.3146183558305433,0.05637572819471931,0.05948708642680534,,0.08629540495823074,0.00036779431572934394,0.006752648710586221,5.1229248457418675e-05,0.007024427795701559,0.02013795350032026,,0.0027790546946694543,,0.009127256410733088,,0.0005974281015982681,0.03454245626606592,0.003149489693308974,0.019884447940943344,Control
1,,,,,,0.010911097569316802,0.0016683063534090085,,0.01057468798941343,,0.0040236900122103455,0.01791711636651204,0.0022483442470138996,0.00911477786532417,0.00301497787197797,,,0.010783704138106465,0.009377623679597564,,0.006396224773672602,,0.01700314857049692,4.597735351873468e-05,0.0004544009006188655,0.8902207512224294,,0.006245171086381839,Control
2,0.004012032864175999,,,,0.011666644756103082,0.06350943792309559,0.009163832378763113,0.005313729013071007,0.07661633705875517,,0.05242144071763148,,0.007449069938310285,0.029018976426111637,0.0005665445726594979,0.06440568430967848,,0.008489926044544384,0.014140556056716222,0.00040461507417560467,0.0007582098360067351,0.0012795769132773634,0.010870769617936113,,0.0002386164710262011,0.3954501984366709,0.20126626363749997,0.04295753795379125,Control
3,0.003229169151345466,0.01193731023769324,,,0.01748365054488872,0.11615833093192486,0.002430311340729456,,0.04613927653459672,0.006501209084995678,0.1827251591752392,0.0039044645568224825,0.023856784510818584,0.1164398383245024,,0.018929760467293676,0.0003825062280824469,0.03883620116303383,0.08892528428486057,,0.0019750644619695337,,0.019020444528108735,,,0.2775824059168986,,0.023542828556195865,Control
4,0.008289255473440074,0.027250622665641298,0.002097480575483802,,0.06904173746662287,0.015881390609732957,0.0027032154229332706,6.98650228157746e-05,0.00305570231176731,0.25673916990153617,0.08117989274444086,0.06673670167737249,,0.1290789444159998,,0.02317937870106133,,0.04377099775412001,0.03153962111739159,0.0020850374619312117,,,0.021759231872321413,,,0.21060071680493478,,0.004941038000452848,Control
5,,0.0012598620734980926,,,,0.30132923443502435,0.03401241645074414,0.0015759027476902616,0.021551084843247244,,0.02700030534425221,0.008484468078513501,,0.017109754001040752,,0.010882782322409346,,0.0211734019021767,0.014304865449487357,,,,0.01580677542244526,,,0.4497349217115642,,0.07577422521790651,Control
6,,0.007128024485784385,,,,0.2390488336904029,0.02881105537053928,0.006741456844070167,0.03301667709592799,,0.028502375750376507,0.011287023877705419,,0.019929942762799708,,0.02424482867728683,,0.014788228545772077,0.012160916431566368,,,,0.021200567068988676,,0.0026976875322600037,0.4733481552581154,,0.07709422660840422,Control
7,0.0006564310601110863,,0.005436452820410662,,,0.45836357532030975,0.007478884011473614,,0.01212349596905078,,0.020380986346178232,0.03865309039440195,,0.11044912311007898,,0.0005590530229681215,,0.01118064252787255,0.0037321282046638374,,,,0.004584290512537249,,,0.32474669868950623,,0.0016551480104371422,Control
8,0.017407416674159987,0.1441580544442433,0.004947450411047449,0.07094645200545899,0.033752839222720814,0.008028653737798676,0.004206567472190666,,0.00026112818520390886,0.07439651255114262,0.02474850569669164,0.027598626968335642,0.020051366864013296,0.23558788203517844,,0.006339514933090546,,0.035915068003133085,0.011751096110140587,0.0004770232872804461,0.002287657716234077,0.02493227875422845,0.008942930161977052,,,0.2392032509257213,,0.004059723840009054,Control
9,0.018968453453466764,0.16025976224429475,,,0.06574752659086537,0.2066159650660595,0.06467999230701736,,0.10747896616239815,,0.014055535712544791,,,0.014595506872722794,,0.026353672468605448,,,,,,,0.03433824396149609,,,0.18732257615653983,,0.09958379900398921,Control
10,0.0037098559597168144,0.009962552198284529,,,0.02474243656758535,0.16229239160266265,0.0062471209878839275,,0.0620849396805213,0.010434555025041816,0.14276007939577748,0.01003219023512726,0.02740014804920401,0.1292111683000924,,0.01844208771468265,0.0016272368458008742,0.02855275223301939,0.1102311214911292,,0.0010511977374160018,,0.012764483843817662,,,0.20628532723407927,,0.032168354898157524,Control
11,,0.01549087234756369,6.745315446188543e-05,0.007126785449551816,,0.0038324234281590535,0.0018793053513600415,,0.05088532525869379,,0.0006438804976145354,,0.0019631265819432804,0.00415863814270502,1.052978145386465e-05,0.0002701253836333001,6.870421760491885e-05,0.010198562486746549,,,0.00014595736668723274,0.04203853649799485,0.001787456465609004,0.00012510631430334232,7.92339990587835e-05,0.02798951442277719,0.8087466411560991,0.022491821695978725,Control
12,,0.008220277365537322,0.004381202655844476,,,0.14995832659290884,0.027439828523600863,0.002880322590855061,0.03659665856643479,,0.04405501153491775,0.027263661668202308,,0.06463653140100016,,0.00898714718273701,,0.018213213107605306,0.027092220436498168,,,0.005607007462529101,0.02096286670839868,,,0.5146819633274018,,0.03902376087552839,Control
13,0.0001615732100376105,0.00030107190181581314,,0.0004061302572355876,0.0003611636459664234,0.026110476014502955,0.000477463654203489,2.187012457182077e-05,0.04794820418684116,,0.08953026038325042,,0.010935777663816941,0.015654512532296754,2.3914061447691873e-05,0.0007596291399174944,,0.0265125183979868,0.010164191493175602,0.0002484405272621322,0.00262952479080817,0.0012646859419452434,0.0013034185457430007,7.092460959272718e-05,,0.7504528853132711,5.436872089817127e-05,0.014606994883412817,Control
14,0.020112353827389243,0.05402640287237743,0.0013264733519303873,0.010169664551853834,0.12005074016317921,0.14203324239403714,0.01864415412921308,0.0008859495057799837,0.02239510705240955,0.11197660087367364,0.14795164936433067,0.07863030970296928,,0.05324030117594505,0.0011814436096442968,0.011559541795525749,,0.0074739868217941425,0.05326662178310498,0.0006274321253346818,0.002825682348420475,0.0061690388247070994,0.008548975830010222,,0.0009353938852221192,0.11259572122832624,0.005092238276726977,0.00828097450609434,Control
