,taxa100883,taxa102106,taxa1263,taxa1301,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa904,taxa946234,condition
0,,0.007694983194846275,0.0482392384380135,,,,0.04418905481889312,,0.005668376419144535,0.01462318456122036,0.0006582266683982556,,0.004439268716440235,0.022108684506838294,0.13619963534242574,0.017700968878311758,,0.024423343810281946,0.11350962175892587,,0.0017780478480637326,,0.07224591431915699,0.06942870417841245,,,,0.0021227287653725973,,0.007987214939530389,0.0022812255679059545,,,,0.4007691430860446,,0.0027818957575828493,,0.0011505384241907288,,,Control
1,,0.012290544195245568,0.1868166423151804,0.0018849542811353774,,,0.0014018015811053735,,,0.2971605257862425,0.021136746933076555,0.00032299385869070143,0.05719718939760823,,0.019147730577009282,,,,0.12304542654385765,,0.01820767228783714,9.304858134365652e-05,0.009392348503991876,,,,8.985775609846475e-05,8.697572039313024e-05,,0.0209736031261853,0.017330401205102642,0.0011918246940024325,,0.0027604755564773487,0.20503831306215775,,0.004430924037258545,,,,,Control
2,,0.005273211479022248,0.025815494308159704,,,,,0.0012857631405977028,0.019463171062801828,0.11239724623094574,0.004017071412201928,,0.02950600176663084,0.0014239365189702815,0.11264985394911592,0.002424323952253692,,0.016882108586623295,0.12202170174211066,,0.00862619850442028,0.0019394997413560732,0.047202136188835335,0.060444766105035505,,0.008130214916414748,,0.0007307363028030021,,,0.01766062731322475,,,,0.3758985454360634,,0.012741675332937484,,,0.013465716009475735,,Control
3,,0.0015785702237832212,,0.00015452309610327624,,,0.0017324353081216858,,0.0026934614906291452,0.014873588263175752,0.0010578635805622446,2.0288696081693482e-05,0.06259216277280895,,0.06045812095089719,,0.00011942913531331997,0.00810922732091168,0.004087569083010158,,0.00034446915887891466,0.007927725742451125,0.021459079674038522,0.003817455253554964,,,,0.0020926967493560813,,0.027613134704439764,0.0026983965788652327,0.0029238752769407015,7.260063138422206e-05,0.00020200961179718578,0.1758437739694494,0.5492819007941984,0.04804352265282268,0.00013620843531601785,,,6.591084510863663e-05,Control
4,,0.01722669999699152,0.4356130327404803,,,,,,,0.03639387035634092,0.009710420011322829,,0.2036933208982778,0.022116165663383775,,,0.011819775567303827,,0.10382692481258528,,,,,,,,,,,0.01716871835966666,0.0013677649446302712,,,,,0.13797031449568284,0.003092992153334081,,,,,Control
5,,0.010829479877689917,0.03917120571693061,0.005898920895660813,,,0.0057716270283208896,,0.02566358811289055,0.2940445148489538,0.01940157198748914,0.0018594189850111742,0.021228384740153695,0.0613009044558576,0.11008922123253069,0.017625504033509706,,0.0012553399453446128,0.06337442330425729,0.001050417332782123,0.0034187958518394393,,0.01309960782908029,0.05908454439754209,,,0.0002638729531626589,0.011487110875117803,,,0.007452791411993458,,,0.003837710360133677,0.1943806505547972,0.008320743404822679,0.0200896498641281,,,,,Control
6,0.004311243249898838,0.027229786763080865,0.006978872289558204,0.0022708945751188023,0.0006964092214170506,,0.0004783158255387832,,0.008423944699707855,0.08544012445987262,0.05453231011763661,0.008084584858522674,0.021177054945453962,0.007889999929009087,0.0373028154647071,,,0.00045806595847217783,0.1304207817635749,,0.1158387826617845,,0.008653908707314823,0.04059318610593776,,,0.0004844838884958527,,0.006726447222503795,,0.05007629195606617,,0.014156868271938027,,0.19488285859226884,0.06923010587305498,0.10311558170245289,,0.0005462808966129071,,,Control
7,0.005839841451592115,0.05694573901153809,0.0012051771061179736,,0.02435458955426005,,5.0807218360832105e-05,0.1337391684427401,0.009958588381211043,0.11487418675762157,0.13103835384612514,0.027205957893517783,0.0036284199141881027,,0.01462426007318481,,,,0.21637150536931432,,0.12115691024867517,,0.0030080861929516196,0.015396455075771868,,,0.0017500471647891036,,0.0017401472288585001,,0.07124647665016057,,,,0.0205365765274387,0.0014644433527533963,0.02386426253882923,,,,,Control
8,,0.01209278197102948,0.057071913997874285,0.00045057683509855336,,,,,,0.0259901748450048,0.05338529249024788,,0.17227123435477906,0.01357466376049215,,,,,0.221420275312582,,0.036884413220421915,,0.02567458677543168,,,,,,,,0.02509431936867644,,,,,0.34183255772382226,0.014257209344539709,,,,,Control
9,,0.011081053869470933,0.15268851606097608,,,,0.0003042976290441201,,,0.2536638119385456,0.023836409103988127,,0.06974201142061608,,0.002911832905132633,,,,0.33002851320914406,,0.010518864766433425,,0.002475369728774422,,,,,,,0.00463223377662796,0.014030604552607354,,,,0.1174791236187397,,0.006607357419899554,,,,,Control
