,taxa102106,taxa1263,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa292632,taxa33042,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.0278940349216105,0.09112883777084053,0.10804451541053835,0.05591490707871924,0.008948713784965553,,0.006451110253143093,0.05728658241651937,0.2449308768032657,0.021076285784605357,0.03106533740252949,0.057704253469351416,0.002880964121536332,,,0.03893197102215082,0.23635945424811225,0.011382155512112151,Control
1,0.0011952120984844888,0.0007838174436499947,0.0006353424958773494,0.027975398083010982,0.01576810683996681,0.0008763615865884669,0.03752799769178735,0.06211014797067204,0.039779156430936304,0.03718915584804295,0.006619040126309279,0.014777188183236053,,0.0009973203753563485,0.0005782885825123691,0.009321463873136357,0.7183379700869028,0.025528032283530098,Control
2,0.012290818430617061,0.04040561379460739,0.1023710105274906,0.023547987999087177,0.004008168170057392,0.00010359172941779785,0.0045308149100105445,0.12036875026181484,0.19139063503544876,0.03436901370238806,0.06490105023866176,0.046765087379245694,0.003091570400712469,,,0.032263303862368475,0.31226630424180146,0.00732627931627039,Control
3,0.005924941066377698,0.07833511095442412,,0.36553061380322105,0.004512016610264767,,0.02784755809287386,0.019539582598863077,0.05904308206192133,0.00603876703226362,0.01327306209516135,,,0.002131926832953439,0.014352936445916726,0.004946098683558535,0.3837529223115952,0.014771381410605288,Control
4,0.012315775105045534,0.07728048224765828,0.04018541067354278,0.18293574234696744,0.01790607279441253,0.0005908641306299395,0.011193653149576642,0.14560139921268897,0.12030607898476317,0.004976824270333578,0.024824998667019222,0.09562012139616105,0.00010567121959700575,0.00910706973103531,0.0028013754668908732,0.009459871354358036,0.22722939371923637,0.017559195530083227,Control
5,,0.00022721787123055977,,0.0636295979784317,0.014792638015205781,,0.020521714451067086,0.029107154292148732,0.02084577241132765,,0.04615142918259316,0.03392568235842928,,,0.002626315791128505,0.007586750221636989,0.7351514745632842,0.025434252863516364,Control
6,0.01121047559244922,0.037660288479010394,0.06598457090414778,0.047136140839951886,0.002501247806276063,0.00010787486515641856,0.021349792875658694,0.1454045077432992,0.14102971043994084,0.025710214530675336,0.09121590383726305,0.08540377171010413,0.0005810062033797725,0.001779245243960502,,0.026503175293205727,0.28914374038269125,0.007278333252829701,Control
7,0.00031500003356081874,0.07156405499282335,0.0010755954808219846,0.08301697899218247,0.36513951252792093,0.019661131004773087,0.0026221770816670024,0.005806056675812721,0.30427834879279947,0.00010252166852696378,0.01324888165200589,0.00034876419358950066,0.04924527508296651,,,0.05148821873980298,0.014841319797518498,0.017246163283227516,Treat
8,7.601474302096913e-06,0.5856483490633151,0.000996253088542403,0.016673687445684374,0.009636606306847787,,0.006584118376422975,0.015418169520943312,0.09503922514005417,8.8430010196706e-06,0.18520070358507132,0.0006979078608791751,,3.2312931029846445e-06,,0.003729632560340844,0.07843981819740431,0.0019158530860694993,Treat
9,,0.624894179154356,,0.015024282353806524,0.0015934572750468964,7.683057985129362e-06,0.035933599732563964,0.01590182557304007,0.014285181679177358,1.2714936765158674e-06,0.11387327848094853,,0.003068220683800284,2.57150870991173e-06,8.166266009276526e-05,0.004618454807353616,0.1603482310245224,0.010366100514920044,Treat
10,1.9677533429633704e-06,0.22424657090701655,,0.13060525564591716,0.0413398475876222,0.000452212990727188,0.02951737188141898,0.019821916170833946,0.025975843638710475,2.5826533459559444e-06,0.08553563750411512,0.0004362379744637864,,,,0.0063060311932883325,0.3995504767743643,0.03620804732483309,Treat
11,3.7647932717810167e-06,0.3576456389447346,2.0267235980820117e-06,0.014710187289829191,0.0019533652370233383,,0.061201826720360675,0.03960782519691553,0.005394421019791914,1.7367887358609657e-06,0.15613893958252972,0.00025964284126464934,0.0004432364063003593,1.1840256040183938e-05,0.004295973202751717,0.05491096505454991,0.2660654186143447,0.03735319132795758,Treat
12,1.0955785063502802e-05,0.8548222322573759,6.377554001479883e-05,0.045578101273531596,0.003398344555628129,1.594715537926122e-05,0.008309985415477205,0.0006157451000670289,0.03385360089417387,8.109362481302181e-07,0.0059187525268205605,,0.0002991926537614459,1.3233303823474885e-06,6.45328220538348e-06,0.0016264443072793238,0.04396683159507338,0.0015115033915180742,Treat
13,7.121354256596649e-07,0.5978713954664701,,0.042054335796236214,0.003964005429785482,,0.054695136653932594,0.015769029460440672,0.006980236119546368,1.4021312741896873e-06,0.04175195309425243,0.00011093593062551134,0.0020950714775195473,1.6602441342655338e-05,9.806458546715315e-05,0.0014384169441647658,0.2232165649149756,0.009936137418541076,Treat
