,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,0.017524303422415292,0.057064800711770836,0.000894674164321307,,4.14486798650581e-05,0.05697606085195337,0.039496072241521456,0.0013866567660174621,4.751165165382988e-05,0.009975683073692997,0.08827334169729478,0.10766195382683205,0.014073921295350615,0.22464743543458668,,0.005145919746757386,0.0015063728998830285,0.04780069005437824,0.09233476114481695,0.0015535538439847433,0.006875740716019331,,0.01857132353241083,,,,0.19682611143367343,,0.01107969511850299,0.00024196769229734705,Control
1,0.0007510981653541147,0.008847218785063758,0.00016184002899028623,,,,0.29076463614339865,0.014046803962945243,,0.130508319694002,,,,0.006014205283616249,7.338626900631197e-05,0.003968495285555511,,0.00022774675211560043,,,,0.0012729319895732956,0.008015146405606667,,,0.0020744357902123963,,0.5026092233207038,0.030664512123856073,,Control
2,0.00722420249796382,0.005198228572686088,0.0026122840290473217,,0.0013434277795825202,0.007562054858420705,0.08829702456174117,0.01879943713317848,0.002997000149257084,0.01951151542918025,,0.09902620299898415,0.007915984567113976,0.03908175308773453,,0.16137894845704778,0.00021025978828298822,0.01164193852683372,0.04109860511330369,0.0008931480052172704,0.00031675796738077084,0.0035480769154022478,0.025849183299215525,,0.0019475255877838605,,0.4094923400557553,0.003639181888741785,0.03983659028862031,0.0005783284415245751,Control
3,0.010245402309708692,,0.002956531764913335,0.0005588004900585833,,0.005594544828297831,0.03863123188500579,0.0025486340513205083,,0.01121670268471299,,0.2783332679340562,0.00875914318227069,0.07884270408086645,,,0.0037580362389505496,0.06947849647546339,0.1390291743753037,,0.06755890658221923,,0.0021207532252743495,,0.00041722316607104877,,0.2769538276259142,,0.002996619099592441,,Control
4,0.0017093413073148325,0.025055432127666154,,,,0.0007802458447988765,0.2152478103205346,0.0011763315857122036,,0.011755144587306707,0.0013473761390087589,0.24811729526552212,0.022394027464300387,0.04349357119826151,,,0.0012715158368042827,0.025501539290557106,0.19465179348330194,,0.00276873539661577,0.0016438607262271258,0.004030534047693716,4.980057684747994e-05,,,0.17756058886145504,0.004280420312451691,0.015760723135294145,0.0014039124923256319,Control
5,0.05189124998509468,0.015570196358333944,0.003986851810527069,,,0.09846460371457431,0.03538563877357382,0.047429983357153434,0.0019404588110841015,0.0900500222302096,,0.01320142273341294,,0.06978635576171259,,0.2920983529203341,,0.003709293590374745,0.022162496869884286,0.005609933922618429,,0.05920432884356917,0.04377913988678775,,0.002194381463582487,,0.1048384349251072,0.0027635514846543413,0.03593330255741101,,Control
6,0.08761302664994387,0.004673369948663606,,,0.0023010171173788443,0.008104639804733894,0.10925626023180365,0.05853909962219593,0.014352569500305433,0.013030767159459208,0.368659226542522,0.023019748653896176,,0.0152047450579377,,0.02822351284576767,,0.006684750857267035,0.009959038108353007,0.015021782162086411,,,0.0634249355088818,,,,0.09800712454434035,0.020056013947453107,0.05386837173701032,,Control
7,0.0023252104925658955,0.0001581701123952425,0.00013938741154830746,0.004781899891060337,,0.003770380054221594,0.006758477094221716,,0.0003475348858462134,0.04718554957853158,,,,0.0063437199106075245,0.013295296350378436,0.000896626824640531,0.01261132045462484,0.03008077000725606,,,0.037804633988867915,0.003356721274165702,0.00989299132854327,0.0024943646405441405,0.0010242613181150253,,0.8099397174159134,,0.006792966965952346,,Control
8,0.006774393874238077,0.04653004443629818,0.48819471904258044,0.02067064395141039,0.22080467276482812,0.022644546144556715,0.0010594770483667987,0.007874459820515893,0.001828102599334385,0.0012617806605864498,2.56350934174848e-05,0.0,,3.428693744588592e-05,0.07410667574148973,0.0034910724719044717,0.0,0.000163103281868747,,,,0.006291065550429249,0.0717470722052995,,,0.022751038595128524,0.003587738136666236,8.224592471443039e-05,7.722571892017297e-05,,Control
9,0.0022944181640174688,0.005169426733721918,0.0005459721936565408,,,2.8282852966045425e-05,0.04928807533827989,0.0011130999613316833,,0.07332397510294393,,0.09986471745769282,0.02070960999303337,0.042123915550568714,0.002812673161767285,,,0.05314653527131967,,0.0017447126337694094,0.003202637138463119,,0.0027702488823182166,,,,0.6078403688627058,,0.034021330701444176,,Control
