,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,condition
0,0.0011997658335852505,0.04598922606340642,0.000395842872054188,0.013822559310318724,,0.00040963566796280924,0.15029999331101251,0.0037478033935463193,0.00035031627503249866,0.007078400637164947,0.006680276249998056,0.1484892999533845,0.045507100437999055,,0.01669954986743879,0.13654764244302564,,0.0016698616520347224,0.0004560956120760595,0.05119356944594961,0.09449050397113262,,0.00030354521522206137,0.004592897332338454,0.0008408420242639134,0.004417842900054601,,4.1585798190654816e-05,0.0005399931450841387,0.25859210813552,,0.00540843527989783,0.00023530717230572514,,Control
1,,0.0026093596072375353,,,,,0.18938980539768815,0.011151388210374858,0.0018616538245445889,0.023995236054888496,,0.05883950595296402,0.06365895172912527,,,0.007669653416987468,,0.004131486044792763,,0.01749223560197823,0.017536035566813997,,,,0.0010146474123539921,0.005627829524324098,,,,0.5313691620497224,,0.06365304960620415,,,Control
2,0.013258398319202074,0.04748770777906681,0.0032534587491294844,0.007016205654127608,,0.013725788336062136,0.002448468439255469,0.0009110482557353196,0.00029664722481008275,0.009079295220797942,,0.1878517238511509,0.004696056828577598,0.0006767757040357462,0.0011997148826390072,0.4842542803306824,,,0.0012349975260146488,0.042698823995893774,0.019156270187762472,,,0.032954828975786866,0.001467379936104813,0.009154270837971181,,0.005403494829832651,,0.10969856861676075,,0.002075795518600253,,,Control
3,0.03106052448043694,,0.001171819461352147,,0.037750190763753286,0.005062916283526676,0.12271030915085519,0.0779936658862249,0.010332055125045956,0.002039089953838116,0.005369883976938408,0.10687502471305514,,,0.0005811248625533488,0.10281282941976691,,0.05018874464410256,,0.028647478679468937,0.10110478924285927,,0.003146445147954432,,0.0005075115068191207,0.07283925871771424,,0.0008589626994816777,,0.18431522332609537,0.03611050584574175,0.01167991566853967,,0.006841730443875916,Control
4,0.01393506470405491,0.023326801497978604,,0.052672385228537705,,0.03825818826991579,0.04589121081364165,0.0010898112882855937,3.299011206710044e-05,0.002038664825011759,0.07220542725607898,0.06481181571371783,0.08038201101931795,,0.00786633192561733,0.03314637557598254,,0.007351107040607,,0.03769632219198301,0.023839544368287963,,0.00032266191112649957,0.0034589977376436,0.009202172921136878,0.0034855759783998536,,,,0.47181341371751606,0.000992495628551608,0.006180630274539782,,,Control
5,0.04433246025415792,0.0006250682318144752,,,0.0608989287713146,0.0025354150121801883,0.08696974698563006,0.07737523767715428,0.018944176222001192,0.02948593754905849,0.1425979391183542,0.04050053274824643,,,,0.11324896928552972,,0.1126603393630814,,0.006845937387750564,0.022871160187128717,,0.002612180304244041,,,0.05606602794487071,,0.0013532583193845184,,0.13006128837220426,0.01519261463160869,0.034705401309647554,,0.00011738032463797171,Control
6,0.007814545857421992,0.035131883313525236,0.0017318445366584078,0.0013639049479953536,,0.03141094078386346,0.15175016282926768,0.006651344768312418,0.00031275389615185767,0.010587679363992238,0.014580143894070332,0.18885991814891662,0.014965499499761628,0.0005454570634329109,0.012182294079729268,0.058271474998153494,0.00015212785958409713,0.0012096787731066484,0.0015946147157370294,0.018009315680626338,0.11986416346044089,,,0.0076159403138408265,0.0012399994292582376,0.0035267434482202935,0.00015684906901946568,,0.0015305111831812473,0.29558862780250994,0.003491072088041953,0.009224508826353495,,0.0006359993688267565,Control
7,0.009728098779424087,0.06473802795323941,0.001725662404795655,,0.002607077347069721,0.03187744574371612,0.03361422750533523,0.007231391344527916,,0.006138193837570084,0.12398597643190545,0.11472808230630288,0.07768662193116047,,0.012763168407189199,0.15590470793567907,,0.04868950143274971,0.002335064932925569,0.03889262737223241,0.10832930428243497,0.0014216303612802582,0.001687774225989808,,,0.012483949002511327,,,,0.136300664113882,,0.006966380006902238,,0.0001644223411764609,Control
8,0.0031718442827294436,0.052298861946249386,0.0,0.00030311634892110374,,0.019831019369093258,0.09901079025830054,0.0031701867770620685,0.00032673580468118966,0.09245069360914505,0.013327899477253791,0.0887685447690727,5.511206344020067e-05,0.0006503637862360521,0.0059770690306565,0.03156160135351913,0.00017196621299009985,0.040486751401809525,0.0020573789096285443,0.017241477546133303,0.0015060510870181154,,0.0015293597604655682,0.002408562922903508,0.0018256388985087525,0.03433647302891239,,0.0009579346816382248,0.0007277485820815972,0.4312394651270649,,0.053931608622717425,0.0006757443417677236,,Control
9,0.006417977249214932,,,,,0.04726478044668897,0.032763271004987195,0.01875045483142633,0.0024786555875370513,0.04940195458567421,,0.1270363043711603,,,0.010769991734691401,0.038231659140714,0.0011235572538936436,0.11129588357648096,,0.008523501888090491,0.055833778491187126,0.0096294645185679,3.36275938665351e-05,,,0.0050602761606282935,,0.0008256979781903712,0.0008244486558176206,0.3461195578606479,0.10533557475648367,0.02227958231405112,,,Control
