,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa724,taxa816,taxa838,taxa841,taxa846,taxa872,condition
0,0.020112353827389247,0.05402640287237745,0.0013264733519303875,0.010169664551853834,0.12005074016317925,0.14203324239403714,0.018644154129213088,0.0008859495057799838,0.02239510705240955,0.11197660087367366,0.14795164936433072,0.07863030970296928,,0.053240301175945054,0.0011814436096442968,0.01155954179552575,,0.007473986821794145,0.05326662178310498,,0.0006274321253346818,0.002825682348420476,0.0061690388247071,0.008548975830010224,,0.0009353938852221193,0.11259572122832626,0.005092238276726978,0.00828097450609434,,,Control
1,0.006423280939299859,,,,0.0473038391310201,0.03279034592732355,0.018765949838266613,0.0024807038997315487,0.049442779388651534,,0.12714128467285923,,0.010778891843894037,0.03826325303138099,0.0011244857394952486,0.11138785630422633,,0.008530545542297627,0.055879918426853616,0.009637422118526131,3.365538304827328e-05,,,0.00506445787325487,,0.0008251299639606072,0.34640558425119794,0.10542262200232651,0.022297993722385393,,,Control
2,0.0010177146495390444,0.004507297512389538,,,0.00478347199741953,0.023211749909946414,0.0002644007840878838,,0.04168722412366365,,0.19185854669698466,0.09114854178146448,0.012467029831208776,0.16943776619601975,0.0069881989962513975,0.02102711940065367,0.0004080196360972333,0.11644900713699426,0.010004499380713482,,0.0011618409886579675,0.0035534247412348607,0.0004360329245457002,0.0025089147723103265,5.460561299012724e-05,,0.2707281333700484,,0.016330224704127403,0.0049802754985122,0.004985959354139425,Control
3,0.03273922612068564,0.1998298973729452,,,0.09379286082279006,0.034060588836368234,0.008445870869319992,,0.004295967720564285,0.10948895970933986,0.04797845589298558,0.039683866187324474,,0.23529854868154815,,0.02290428117346607,,0.02841028953962742,0.03290824369663557,,0.001527522425606705,0.001675151974970375,,0.04548450766119112,,,0.05737145117864719,,0.0041043101359840295,,,Control
4,0.008245682371696384,0.12621071681992732,0.00038396205499159,0.00111421231934752,0.06356122305528218,0.14581778638929532,0.029574635611119223,0.0014581667506641542,0.03049003226725982,0.06228420193403521,0.09641781739520365,0.05256057126441315,,0.12156983247363248,0.0006684607122357205,0.0071195788975343625,,0.006503239228364071,0.05831244509370396,,9.546263537996406e-05,0.0021537437411684557,0.00477213157840633,0.007085127888258708,0.00016614277053905268,0.0032395061947915627,0.050218236030532486,0.00948380719214828,0.10883473906416612,0.0016585382659028917,,Control
5,0.0006950362825487973,0.00044822171415240383,0.0008381201165578268,,,0.04690405129061012,0.01315220951509514,,0.02545257578145669,,0.07780763680196934,,,0.0305264011872931,0.0023859077962930185,0.007294450183718429,0.0020792563353949642,0.026126522838823624,,,,0.0010648545136088062,,0.004922366424984817,0.0018525219383439852,0.00469946643251236,0.7507653168822577,,0.002643620146123104,,0.0003414638182556808,Control
6,0.0007150421082267061,,,0.008386611149533856,,6.98386508918614e-05,0.0005490604461564103,,0.008773135919683714,,0.01087461308755642,,0.007921288164726406,0.000728021989066805,0.00011073101884828026,0.0005114991980616099,0.0033667283842770696,0.06142102586775386,0.0005407900796034268,0.02696013143450312,,0.0035142165878052755,0.04901582063688484,0.01041801993411045,,0.002111815126063934,0.1530224571465788,0.6503276386116306,4.227076238191611e-05,,0.000619243695654646,Control
7,,0.010069467330938376,0.007658040515433535,,0.010707127538159472,0.04518395123307714,0.0014637095270752208,0.0005485447691373382,0.06004129553992238,,0.10974312244103347,0.00022983010003207926,0.0033941207590372814,0.04462975017318062,0.03406183664840069,0.08054892801169489,,0.02431096855206229,,0.06768860064636396,,0.006968088477316139,,0.005892354322520081,,0.02382360407072857,0.43254001739136244,,0.03049664195252386,,,Control
8,0.005352163811901288,0.026202012752975182,,,0.019754580342847803,0.11408009639434533,0.004077216384691034,,0.029947775756290845,0.001445256185456559,0.11433648624200754,0.002460621762885109,0.017134873313039752,0.12384865255808597,,0.008755352910328525,0.00196853859743221,0.047908862779226825,0.06134976589753487,0.008251943285741957,,0.0007416771376349097,,0.01792504828932884,,,0.38152662752722916,,0.01293244807101649,,,Control
9,,0.006538528319027336,,,,0.13630165994420623,0.00502858825907214,0.0010000613106974643,0.015428680457432346,,0.05700208062447622,0.03171500363672432,,0.011737715866430756,,0.0025658577391826773,,0.022214168669869975,0.05877281841235999,,,,,0.00902125804500892,,,0.6088424974644946,,0.033831081251017005,,,Control
10,0.013444649563324095,0.10519059007668416,0.00894437381643971,0.0024846986186677664,0.0923458185244538,0.21671919117133706,0.03147692629088239,0.00045569946349776936,0.02974645899327221,0.05534096548753078,0.07713346636293919,0.0259160939303754,,0.08516221980842223,0.0014041172067679488,0.006011227958515114,,0.007850803346197914,0.0476853227429211,,0.0002481992564846521,0.0038257106503242666,0.0021057428415405238,0.012994903418233065,,0.008522878873242485,0.1099642855016672,0.0075013976767986735,0.04582561431480822,0.0016986441046723266,,Control
11,,0.006554288410886939,8.479199989700658e-05,,,0.0848570366927391,0.01490574547927679,0.0014056160715910843,0.013301578507403319,,0.03678707574589213,0.007068700609214981,0.0012423581765014288,0.04336433790544227,0.0005381628370426505,0.002845526289737371,,0.006016569511016524,0.03653347663625253,,,0.00929171599918493,0.0008313833393042884,0.013085936025989856,0.00030021251272434915,,0.708680214741289,,0.01230527250861349,,,Control
12,,0.03513833956584514,0.000123795863923375,0.009980166237895225,6.790936398784926e-05,0.0014459145515233899,9.4729599181494e-05,9.737198688530137e-05,0.08724503601045965,,0.05579573391789997,,0.0035444988658871984,0.006652343163720229,0.003266783918217044,,0.01558136757304088,0.10173377626797617,,,0.0,0.014339973829792182,0.06514952215060764,0.008156126005957,,2.28566536379337e-05,0.589282845407636,0.002033977935005718,2.6555996423264004e-05,,0.00022037513449753413,Control
13,,0.007835528797524343,0.009365809345132979,,,0.26624941163117544,0.03376319031102595,0.0006037039695283369,0.036422325300360194,,0.06840006659834356,0.010748684724443095,,0.056538905784208005,,0.06806759648414158,,0.026518429714545145,0.030475105739475292,,0.0002504740333225396,,,0.045354890721966114,,,0.2729520174791442,,0.06645385936566328,,,Control
14,0.011127137290148874,0.0698218771034815,0.009874524630928775,0.00696709125360234,0.03630697847367612,0.16527998465448449,0.016177896121958395,0.0005338378011344407,0.010113315184086109,0.03859984842370926,0.13154890738575034,0.024115879615479476,0.010136800988719606,0.10869492551504367,0.0006486451530870287,0.0044964938424589705,,0.022429052661291225,0.08639149459946653,,9.547252674268495e-05,0.00822811510797025,0.0025310050853867387,0.008546866633182099,,0.0023282625114343105,0.20529870338695885,0.0026946410637168784,0.015864497175476975,0.00026861206322684465,0.000879133747397172,Control
15,,,0.0009268469718674621,0.029949484086602998,,0.025202676291811502,,7.614293564587583e-05,0.011346568225182301,,0.0024770281846412173,,0.008282318095956406,0.0038716405900939836,3.3570668428014794e-05,0.0005918815957229486,0.012105350052585222,0.13608617050489547,,,,0.007674233622411737,0.015952633375365503,0.009566263786875183,0.004572812185241889,,0.7286804810496753,0.0010689663315847993,0.0005804442702017322,0.0002557513067938667,0.000698735868416535,Control
16,0.0067104448373494965,0.001170427976781125,0.00034341539143156144,,0.0013026032032093207,0.008040003513288247,0.0037266936296990903,0.000406792942186462,0.007847353608374366,,0.008345134962583416,,0.010587228964751758,0.00017759687444428136,,0.0006678151647247908,,0.018335859830987032,0.02064742506046954,0.07804557702422647,0.0035694650496999564,,,0.0003749614137687391,,,0.36247170966485626,4.2102583564706525e-05,0.46702720981935825,,0.00016017848424517068,Treat
