,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,condition
0,0.02753369516790569,0.007056762651442032,0.002296239758827161,,0.000704181761739442,0.0004836542514620832,,0.008517963342538062,0.08639371150624055,0.055140938731714995,0.00817481594661022,0.021413409531825047,0.007978059277888905,0.0377191477423702,,0.0004631783780425206,0.13187639256532804,,0.1171316455094409,,0.008750493951026889,0.04104624181818226,,,0.0004898911554347087,,,,0.05063518748251019,,0.014314871391509762,,0.1970579229509358,0.07000277483388065,0.1042664424205495,,0.0005523778725944085,,Control
1,0.0021033144043353727,0.004539508045655812,,0.0032508225298323004,,,,0.00564002634756834,0.018570648576000427,0.0028767752173175375,0.00015531592131658005,0.015168252677172424,,0.08370644500776786,,0.022848801717914684,0.016716837659723816,0.00034119601992035843,0.02628051427658959,0.0006820801604806436,0.013349164329650663,0.06794011167776125,,0.010881678792536187,4.511854742395965e-05,,0.0013496059508245257,,0.007422416890388129,,,0.000158746594277388,0.4064858847560022,0.25991610029374873,0.028733653363140686,,,0.0008369802426504589,Control
2,0.001520613560722141,0.035535642976375015,0.0014874614452541448,,,0.005366669931647736,,0.00010466205048574016,0.03780902874576095,0.004570334199352439,,0.042338950242373476,,0.0387511241923453,,0.007209763161013113,0.011121986770662022,0.0029895810572648,0.0034726155991662653,0.008557355557123357,0.03248756624429684,0.04457082737131809,0.0032446605572706228,0.0035261795543232353,0.00012986861761843152,0.002386267352632341,0.05302721966769799,0.025571103410626624,0.05696506082111762,0.0016895249589537083,0.0005575583055981184,0.004909115941304317,0.5419137949103283,0.02614948453255175,0.001723362035485093,0.00014301987003548786,0.00016959635929495592,,Control
3,,0.0005552645164409349,,,,,,0.0006706102884617217,0.0028840455032049577,0.0002378128917054655,,0.015940284189916113,,0.15126845745491257,,0.0017596749776805929,0.0356874803598748,,,,0.033203133031889695,,0.032525802598449366,,,0.007847825426280363,0.0003631887308584945,,0.0021122318373789106,0.010058051019541277,0.0005518542936159726,,0.7019301760888615,,0.0018647900812264928,0.0005393167097006698,,,Control
4,0.010785907926280024,0.013324741059064962,,0.0021451755454533995,,,0.002062001173326919,0.041507731290364114,0.0782972542538267,0.0018324192418175532,,0.04227892820160889,0.004167500993442965,0.15367730947334404,0.01691394769127574,0.018418318943650345,0.11239079101617593,,0.029123118941831876,0.004497098815906909,0.06125043421155138,0.07254210431368124,,0.009287839328190783,0.000696184993028851,0.0014509536742511363,,,0.014155658202718574,6.808933072217468e-05,,,0.29930168656962236,,0.008656747322043525,,0.0011680574868197034,,Control
5,,0.0011558665564453904,,,,,,,0.2764559644181277,0.031204856076150214,0.0014458196024648637,0.019772147086118585,,0.02477156080632037,0.0077841162992966974,,0.015697426611073113,,0.00998446130902368,,0.019425640044033205,0.013124068035165455,0.08254516049042736,,,,,,0.014502002608363379,,,,0.4126114804207335,,0.06951942963625664,,,,Control
6,0.0039553058655096155,0.026410870178733052,,0.00045697758375677183,,,0.0006492139995961787,0.03173835708392752,0.13338169757446117,0.0084915859639538,,0.055658267731442806,0.00890986660685978,0.0970776215903132,0.009750276781949913,,0.1374875262179576,,0.030671902681770814,0.001780267327205416,0.021296840592425197,0.07510472879737916,,0.007429916667386166,0.00048610431342940917,0.002601433055904701,,,0.02211218097518995,,,,0.25414631999894305,,0.06866678532341541,,0.0014436455514173635,0.0002923075370718254,Control
7,,0.01917543913043786,0.003177571397529793,,,,,0.008932205170444359,0.037839955194888385,0.0007739175038723681,,0.04407851491156219,,0.17581092226719608,0.059469200176381194,0.008031694419270161,0.0804779157978969,0.0025109345928485127,0.02734110803267521,0.0002562198791236714,0.022008519159311634,,,0.023343916137838202,,0.009443431574883698,,,0.0033615967250771816,,0.00041233806908695035,0.00764888129284466,0.4565668376450704,,0.00933888092176062,,,,Control
8,,0.008442541151924809,0.03412444384843718,,,,,0.05501766357108538,0.17364310536603988,0.031149218096974407,0.007102039003007827,0.13920243258719076,,0.008505992615360315,,,0.3223416613464791,,0.006806892001290009,,,,0.09730143085621014,,,,,,0.0298978770806321,,,,0.02835694235110605,,0.058107760124262026,,,,Control
9,0.012093651026512383,0.00837205974546291,,,0.00230054321273772,,0.0001994869422651799,,0.021910882842607487,0.006486985461577219,0.002086623106691081,0.023894308828261122,0.10586622539673934,0.14143881941668784,,0.0038633455681888126,0.01413573751353496,,0.027883429109402665,,0.03505165990146479,0.040098731087787345,,,0.002131365914413607,,0.0022666252778512897,0.002980963791006552,0.014169964730502421,,,,0.3778385780529518,0.12923764132000357,0.024631224933331676,,0.0010611468200183447,,Control
