taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
,,304230419.6416927,,,,,,410677553.39244026,,,2070939.19143735,461179253.0940059,244594245.4152395,2254831717.1500435,866572044.6493757,,451748316.31972164,899818782.1251893,,2588652506.5249915,,,26733161.097765956,1218202051.7598171,12528752.452762058,,,4089542054.4703455,,125601172.99437355,1250963278.5953145,,13761863.548078489,81269325.3237292,,,,164682631.26266012,,1004044597.2826316,,,,4030167.9700585767,,,,10648408411.80637,10708173482.662994,2600339134.327294,,,,,,,,Control
260561566.52152675,,1645705306.7469494,157884342.926406,5668263844.114859,421786893.2270588,137247613.6464989,,42089361.96692714,,,28908301.752017137,,509123726.0384449,5163803428.067067,3295806644.7822223,,488613602.4596415,1279892200.7078595,476853339.55711776,2254495854.1542706,,,27684446.6413478,7882330277.716673,,,,7001027992.333645,,523022218.5596094,2453358242.337916,,,29281085.205266993,,406530906.24406004,,,,3026495217.5844164,,,,855608361.7090329,,,,11778269046.680735,4184107411.9762616,6232067165.72999,,33015953.38782687,,,,,,Control
,,1502750715.073013,,,10834322587.688707,115152418.58933394,,,,,4282934.570424069,,395262554.152244,8223700474.502409,1246582546.280442,,40586890.239919506,4215650548.732474,,422477573.7019157,,,,14282214388.904581,,,,485162749.0833098,,133754959.06933787,,,,130440475.24216567,,,,373407676.4168273,,697123989.8309716,,,4686887.28686068,,,,24863807.58477141,7074144263.381452,,318584042.3630073,117110035.59975754,,,,,,,Control
,,11629225.552356636,,,362961629.4856443,1358011.5267822593,,,,,,,,10673129354.430021,1286882167.8750448,,65140488.014767915,860278269.5811712,,1010624967.5506845,2508014945.8118086,,,829676941.9909362,,,,254905573.66433257,,214505732.22598717,328839086.1666729,1343241649.2033622,,,,,,,,734588093.5802267,,,,5440057.974543683,,,556644518.3009702,17519951068.974075,,936707478.7831732,49970017.06513836,,,,,,,Control
,,378246152.0872822,,,9564742722.746277,,,,,,,,,799099155.6278006,213211410.48927805,,,4472488337.819139,485604007.88083136,,,259526469.23953664,,2279724776.0902824,,,6597696469.608152,,,,,,,,,,,376973050.9585879,,30031975.210378386,,,,,,,,,3029410192.862134,67912738.98303723,,,,,,,,Control
,,295043060.3922094,,,6691053525.220801,64948556.20572432,,,,,33653361.95933271,,,20929851573.475628,330287773.29069465,,,2108358596.860775,,174689930.94484934,,,,3404233595.1843195,,,,301260047.9990541,18638594.808053803,117195163.59401579,,,,4584409.9594239835,33504945.809567194,,,,,145983773.97770077,,,9651172.405585922,,,,130606211.7936617,6026149174.271252,,99187337.42246549,,,,,,,,Control
714878.1559717874,,7271332.100741609,0.0,,990318156.3314458,4235653.07413284,,,,,16886443.29856215,8690875.867599873,6581985.307483099,10248748557.638678,94652420.98693597,,,1022140446.8172756,,87853419.09639002,3837363.815805702,5228823.083679359,147285325.22035885,21658254.989673827,344673.3966292546,,,37732800.953953736,41468039.31890633,306986552.1281848,,,,,12530792.819676902,,,202565831.7671486,,756831291.1822461,,371384308.2998862,,11131674.142989261,,,,5174951908.354342,2213783610.6880045,1756596051.7176046,,,2514839.227257895,2425479.4577614213,,,2499520.409629928,Control
,8043608.989194885,35527916.99062283,,,184876460.29737508,,,,,,213879325.74809054,,,3250899314.4825697,76908607.48370802,,,834803230.2856745,,2860052681.8188105,,237859878.80142277,,2586119154.4434266,,,,,,34517364463.042274,,986477064.6866482,,,1435566702.8532903,,,96823855.69884345,,727072652.0734584,,,,342308158.36023074,,,,30010017042.341904,,230290819.01513025,,,,,,,88329424.96689132,Control
,11863928.850063577,350564686.93276274,,,5365840986.23664,16324123.527267883,,,,,47370669.31530762,,2702301550.9211717,6199434362.189136,1257363842.8943725,6482401.585936769,61993871.14364165,1296281876.3224783,2648009075.2477026,4099197670.518084,2234609505.8868256,,,5168534069.160314,28419566.719686348,,,302688465.890272,,276484822.16169673,2479150073.5860453,,,4058588.164956039,91566284.79260539,,,202886885.20532858,,301223783.31619006,,,7063549.8330725,,,,137727409.78867114,2135025265.196746,403203488.7322682,4627102343.694689,,70512653.98580201,,,,,,Control
,,,,,197509221.26002893,187447742.72200236,,,,,,,416819690.5930046,5806423872.424804,283879201.77503616,,,2917837043.471045,,6055902242.48519,,,,1839605351.23531,405154328.0480946,,,1132457853.066398,278860863.6710245,3747210423.896478,907542057.1526644,3814060970.6988463,,,350192364.7606658,,,,,784968942.2760974,,,1111954593.5969598,,,,2180182679.39801,44358140466.66217,,3585623243.9246373,,,,,,,,Control
