,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa841,taxa872,condition
0,,0.4518935707614279,0.014424571256667388,,,0.03230429298508019,0.11712702682246413,,0.08146670810951825,,,,0.10333101401923558,,0.02528526218686858,,0.06444568329029604,,,,,0.012426708201727307,0.0018649283208998376,,,,,0.09543023404581484,,Control
1,0.005672160649026308,0.0026784416107924437,5.8077420844471996e-05,0.0013121045183120434,0.05785087843110828,0.061961019527875076,0.0030911555474206686,,0.051833086301934374,0.17621539397688576,,0.006893405369571216,0.14724548607411705,,0.00017878537043934152,0.021129152548237908,0.034044801974713254,,,0.002043637188530741,0.014384380856751233,,0.001174904200080155,1.9932494610384992e-05,,,0.405329807406571,0.006883388532178179,,Control
2,,0.09156348618626005,0.0044503452437996095,0.00013732856170265326,0.03224051292780199,0.24832337471187074,0.010111595050281886,5.215008672252657e-05,0.07491104320010927,0.012264677846418196,,0.009812703474811404,0.22053555889452447,,0.012386054616888076,0.0020549179270115563,0.020689473228906366,0.0018834361712592484,0.05062249820184455,0.00020880485703411605,0.0025504460059475637,0.0051229791074481985,0.00853328801388542,,0.00011421891542953366,0.0002690330944450341,0.18115304046253644,0.010009033213060917,,Control
3,0.01336653934015209,0.012621305138791864,0.0024317954665038014,0.0009882917617820397,0.1246790745636756,0.05690525410951273,0.01034687190714083,,0.02460228423279202,0.2055234144433321,,0.010019948814578492,0.05641588602257396,4.1170352141712214e-05,0.0007765440000260237,0.024945777121401506,0.08243229561004095,,,0.00357511139375772,0.015154654140578558,0.0009734501039729286,0.010506165590612588,1.9314486189939062e-05,,,0.33776156897060694,0.0057766578538393535,0.00013662457599620056,Control
4,0.005559386602497202,0.0005047375755716894,,,0.004298640515825884,0.08394246979705515,0.07620549324100394,0.007875443172079421,0.007435890574320824,0.13186838672669174,,0.023285720853223328,0.042457240369948766,,0.07008524136624969,,0.03317105704646179,0.10118520012817424,,,,0.0015601852900148276,0.039921887811850076,,0.0062830084719886405,,0.3381481016419067,0.026211908815136086,,Control
5,0.005432500467181848,0.021229567664420527,0.001995690934473623,,,0.16965186707851948,0.011743027997933404,0.003619560079585802,0.22631992613030527,,,,0.03770459816864715,0.0013193765046003673,0.010280199184355453,,0.002283145178133691,,,,0.00025475151421881694,0.43809290872915535,0.007213012938189091,,,0.00553692935111189,,0.05732293807916807,,Control
6,0.010185118036141015,0.009742387447568335,0.00039699168036813316,0.0003342797797214183,0.003883067985211014,0.0008497517644748215,0.0006224900085283777,,0.012480109085642855,0.2889806263210554,4.794319293729537e-05,0.008405158114446025,0.08178249044056819,,,0.0010005248401948677,0.06601215574858724,0.032126458051690045,0.0005984633049414113,,0.026668428624929724,0.01056116901154803,0.01825952322643802,3.0419129311939142e-05,0.0031015388332147806,,0.41798528816283664,0.0009347269409223034,0.005010890268722149,Control
7,0.005196811070302307,0.04411231479628763,0.004355536005547499,0.024466430853881515,0.008612844245049062,0.09434848587576226,0.011083421391052894,0.0003310639522288939,0.021184565121646435,0.12670389620268654,0.026229679888829537,0.010212711069806207,0.18418863699879454,0.0016832115959476356,0.006900087148203209,,0.020828034711553776,0.08444875867554576,,0.00017672178335761471,0.004319927062300766,0.00768635025419604,0.007028301392772707,,,0.0011446676709932085,0.29475054722567195,0.010006995007582058,,Control
8,,0.0005555641414657378,,,0.0006709721549566336,0.002885601756449753,0.0002379412173799249,,0.015948885690470087,0.1513500830837342,,0.0017606245118993687,0.035706737600111435,,,,0.03322104969910621,,0.03254335377292881,,0.007852060173537524,0.0003633847103048116,0.00211337161400415,0.010063478421611765,0.0005521520784581811,,0.7023089430372138,0.001865796336367594,,Control
9,0.003877975552084703,0.035014502307599886,0.0001562512777190333,0.003585224567179557,0.012517463470602553,0.02292503146727121,0.004755851088254923,5.6612781782258416e-05,0.1568689860713686,0.19377422948431414,0.06140637472503485,0.019391387434604373,0.05471034070201109,2.654510434679229e-05,0.003212838269234035,0.01161367186099423,0.07554195730515612,0.03927442542744223,,0.00016618996607636308,0.007450116276363471,0.01965746750898099,0.022477035654100936,0.004397429276482357,0.0006455115184994845,,0.23166956754754056,0.012782537095525261,0.0020444762594299597,Control
