,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,0.0005577360652410892,0.004935666733114594,0.0016055255941252848,0.0020607836904460454,,1.5377307494069075e-05,0.016680562364971528,0.0005744602901798944,,0.06939958461066005,,0.0817542971156212,,0.003143480829772982,0.0016819631591140519,0.003468649149556325,0.029050876663667527,0.009392953287107127,1.2907958845386447e-05,0.0011952769890827852,0.08707810055906054,0.06226608533709753,,0.0006832238738423245,0.00015332410245911206,0.30170389546483917,0.27987148611687296,0.04235651288461227,0.000357269852216218,Control
1,0.013364950275669106,0.07296571062417281,0.0006320090311740619,0.010586048204808856,,0.03547805165179353,0.06673178462261836,0.005740954834544426,0.0012644303317748515,0.008726197753482054,0.3472710289100844,0.0978799766202008,0.06991656594409235,0.08266496729208969,0.001955393890971021,,0.008345673072612088,0.03806308402473493,,0.0020558845637359767,0.0007573389368993813,0.0026765561856750193,,,,0.12086708918098865,0.0007632137762302557,0.010569763562453096,0.0007233267091943192,Control
2,0.012148810061381814,0.085196824665566,0.0005339578739506287,,,0.0011358020682495982,0.3257224210555156,0.007627418767269659,,0.04906384865713957,,0.037978692422202184,,0.11034520549057251,0.005644610546632017,0.0014358616336756734,0.012363225300389356,,,8.188977656369391e-05,0.0068291202886741455,0.004542193529794382,0.0004225390701502123,,,0.3230018945255619,,0.01592568426671104,,Control
3,0.0051075749001775585,0.02937500991186218,0.00224164831102483,,,,0.07845314218632385,0.03771597256175259,0.00028484694179250477,0.1857553662668196,0.008383867951006327,,,0.03777436802888744,0.016236767433474956,,0.0014070234133859375,,,0.00047601526051816074,0.001391164433890369,0.02845432853634036,,,0.0008172906642367596,,0.5239081492165233,0.04208309293866029,0.0001343710433229209,Control
4,0.0014467528471272934,0.012268801824829149,,,,,0.19378257172506755,0.03070176271691532,,0.02151071388547163,,0.02615720705576404,0.09481982281445876,0.025536928920431128,0.008819916098887404,,0.004723421166321282,0.007015010139932974,,,0.004359042057559026,0.019805634928222696,,,0.0006496141886882289,0.5358124619976755,,0.012590337632648031,,Control
5,0.02461210459087835,,,,0.025021275240357133,0.3966280581626686,0.017896009401941148,0.017438755075839495,0.0026599154870682474,0.028534140022933165,,,,0.14852241209773054,0.2755735739463652,,,,0.00047542607650266085,,,0.017259896049420628,,0.004358974149562082,,0.003067452720780642,0.002035542310368597,0.035916464667583546,,Control
6,0.0015886953590773544,0.03712666553597358,0.001554058937735308,0.005606949611878862,,0.00010934804093108998,0.03950183666064823,0.0047749598711296125,,0.044234574447910464,,0.04048611215473607,,0.011619946857424611,0.003628093572725393,0.008940490477488832,0.03394211853241761,0.04656637848305356,0.0001356831712076876,0.0024931067080872474,0.05540138531372797,0.059515533790906225,0.001765169357072163,0.0005825216316616967,0.005128909747075406,0.5661766758052431,0.027320264524933573,0.0018005214069543348,,Control
7,0.010358341020928427,0.06479867293544408,0.0036905608422190183,,0.024069273775482788,0.0980426745762429,0.10873022635996246,0.017729673965940752,,0.03184029640715138,0.0813182526296418,0.08670989030532521,0.0130294304117999,0.11163181480446888,0.028637729985144814,,0.019072585975786368,0.04538976648086264,0.0005526001004221625,0.0010738762346820397,,0.020345431219216344,,,,0.19629616768790695,,0.036682734281371025,,Control
8,0.0003157347079027134,0.043001448632523934,0.00018391990182956515,0.0007332406453892369,0.000377373927563496,0.0002858019933192398,0.44501964528402876,0.004109983436122645,,0.044383231427221774,,0.003814758180804905,0.00016662544451466932,0.0009404415474503922,0.0016384281067746492,0.0018006190750547298,0.013329924699267682,,,0.0005441102339840298,0.008795783611306628,0.03286301647928973,,0.000483357909570165,,0.2247059969971944,0.09612658478480204,0.0762746541635131,0.00010531881057148093,Control
9,0.08761302664994387,0.004673369948663605,,,0.002301017117378844,0.008104639804733894,0.10925626023180364,0.058539099622195924,0.014352569500305432,0.013030767159459208,0.3686592265425221,0.02301974865389618,,0.015204745057937698,0.02822351284576767,,0.006684750857267033,0.009959038108353005,0.015021782162086411,,,0.06342493550888179,,,,0.09800712454434038,0.020056013947453103,0.05386837173701031,,Control
10,0.0016154022237285061,0.02802369485772893,,,,,0.21955901551562645,0.0021276152590548264,,0.045208209644569036,,0.04024967200570734,,0.046801469220303774,0.002288680273913655,0.0014700089460342215,0.017108582692578346,,,0.0020459200098357846,0.0004359776171194417,0.0017768716705141622,0.00040534189866230086,,7.623541820687826e-05,0.5898508212394706,,0.0009564815069457137,,Control
11,0.022605156728562024,0.24102267516293308,0.001322759568953914,0.003183800421202293,,7.205018126497021e-05,0.21942703856278997,0.016920550725013892,0.0002785940342245515,0.05598871397784759,,0.0318423987620859,,0.11594049452178455,0.014123368510514267,0.0018573616940561256,0.01759036191368143,,0.0022494986380471762,0.00014921030446362626,0.013694133388084657,0.011214176368828249,0.00038672040554134363,,,0.22794939971979125,,0.0021815364103291547,,Control
12,6.25121662923964e-05,0.009390872621677976,,,,,0.08091492525631996,0.0011975645340284928,,0.02509055735165151,,0.009307288938657806,,0.07216522878650139,0.00014168086485531894,0.000718237698749556,0.008805686499980935,,,0.007088458227223196,,0.0004203265884411693,0.0006053545734221949,,,0.780192974957004,,0.003898330935194048,,Control
13,7.9817775374185e-05,0.0014776249638288111,0.00013637554063261379,0.047684791813256876,,0.00011166488976749576,0.0038756221561313336,0.001065369321317241,7.68629082013425e-05,0.8906135768204653,0.021636368543161213,0.0009914765904813464,0.0005392230697881647,0.003876360701435372,4.408293887429393e-05,,0.00035120624949753175,0.0058331885338527775,2.906253783485712e-09,3.309106754249964e-05,,7.982229169983486e-06,1.3308384922245245e-05,,0.016570651537115143,0.002955288203139136,0.0013009683064513862,0.0007250945493399658,,Treat
14,0.00035361916394435186,0.0011879424397320535,,,,0.0020813933007505668,0.0014868452794825086,7.889845089790218e-05,3.402765503803955e-06,0.44603160512479756,0.44751523536537574,0.004586586897040997,0.0015914349727023079,0.019891619626267495,0.00018416601679767944,5.761959303129823e-07,0.0028772812881450883,0.0627044914504962,7.266689764110027e-08,5.61238647221226e-05,,1.8475072101039506e-05,,,,0.009120644961997687,,0.00022958509641710125,,Treat
15,0.0005120055218540456,0.0043734082627871155,0.00016296271534739935,0.001857371557173885,,2.6918214998351017e-05,0.003261281050999227,0.0005032669233591449,1.070148622671796e-05,0.9822265901838743,,2.978480846808413e-05,0.000574329289610529,0.0057451790241490565,6.69816972565037e-05,,1.133033215494513e-05,,2.860726161745702e-07,3.3871612911132214e-07,,4.5202029217707875e-06,,5.0876828409549e-06,,0.0005342844364282572,,9.337182080444981e-05,,Treat
16,0.00010202859025175747,0.0002031490762069558,,0.004002012059489763,2.21563792656731e-05,0.00010673980803089904,0.001810773623042702,0.0002795663941550031,1.991684385761739e-05,0.8522566549704105,,0.00824135374460793,,0.0068582170066972155,0.0001673859071666507,5.01011077499888e-07,0.0023182878513377655,0.08007833234929565,1.774601645704146e-07,8.50886898024093e-05,8.951313780369008e-05,5.492246480270988e-06,2.5467887414779862e-06,1.6113730375034978e-05,,0.04085172042664059,0.00025958127177884747,0.0011006155795778658,0.0011220750537416847,Treat
17,0.0005198780230305653,0.0037481440875503694,3.983708749757767e-05,0.0005147960147048593,,0.00013674145230448053,0.002844996912526581,0.0004312564041423178,1.4041072845447102e-05,0.9659159341875407,,0.00014615651391004694,,0.022093160090974315,3.81148313795981e-05,,4.627265387002198e-05,,1.789249820344568e-07,,0.0001291807368001055,5.3296786100677754e-06,1.6214330643268634e-06,,0.0008168385849482814,0.0024473068602739474,,0.000110214449044344,,Treat
18,0.00013969658831704016,0.0011857925555585375,0.00011708209362162169,0.22850658073059746,,0.00023152370568465104,0.002536201799800225,0.00029793581761288174,8.89940080858889e-06,0.3771626133646736,0.29847762994355126,0.0034059544952751287,0.000705085627233398,0.02213907552172488,4.21206909258142e-05,,0.0005598828495382832,0.05283868309722436,1.8835755803412923e-08,0.00011612488201283901,0.0002066184228357063,4.175185021669861e-06,,,0.002922014597914222,0.00792325241287091,0.00020403721134576927,0.0002690001700953786,,Treat
19,0.00016297326086247847,0.0008461060696522678,,,6.404261971366968e-05,0.0010626143436643846,0.007716155992933686,6.311168539970582e-05,,0.5865662963019915,0.3338494034047955,0.002887025445648505,0.0003322366184409291,0.008817048905958118,1.5255295165368264e-05,6.203825739547237e-07,0.0008695461150643376,0.047536446825966326,,8.437850239640743e-05,,4.277008614152641e-06,,,,0.008617338149431004,,0.0005051230717277795,,Treat
20,,4.775056234605485e-05,,,,5.7669844625311186e-05,0.00024801655883281454,2.04509724209711e-05,,0.9078933619838304,,0.013008491799530819,,0.013722784142413277,,,0.002855338720518174,,,0.0006748820898920466,3.123280098538017e-05,4.014178042696613e-06,0.000864952789288301,4.745729660910292e-05,,0.06036323165532909,,0.00016036460533559458,,Treat
21,3.799492583839693e-05,0.0005771393373787207,,0.0012106088987539187,3.8287409704212276e-05,0.0005684640115848405,0.003099845743429718,6.889393875831688e-05,,0.1805604415186444,0.761845566080354,0.001549922871714859,0.00042398461188594423,0.019195461733069668,4.828563808307557e-05,,0.0006834127141882403,0.02144866329823338,,9.379321742207655e-05,,1.378675839895176e-05,,,,0.007994779421576656,,0.0005406678709805271,,Treat
22,7.333571307170845e-05,0.0001969377995826777,,,5.685196913206423e-06,0.0004891036871830175,0.0032081645200054388,0.00012349187603679222,,0.8128397739881661,0.11251504914077456,0.0028220535606622906,0.00019831439078843576,0.011421057045615714,8.278670426309508e-05,5.418569006264958e-07,0.0005644252682328211,0.05071921704111643,,2.077987298963855e-05,,5.5761982609653085e-06,,,,0.0040778083389783944,,0.0006358978004580654,,Treat
23,0.0006329248266312858,0.00011039401146186901,3.239071810479079e-05,,0.00010956961199193942,0.00012286069352240728,0.000758327942946453,0.0002399254182524088,4.9086380652296105e-06,0.8854935446085562,,0.008878782291141668,,0.018988269924048826,1.430372449492269e-05,,0.0017294264666434355,0.04532904429720744,1.3348978974325645e-06,,,3.821170297835676e-06,,5.821141295304347e-05,,0.034188097743009016,0.0015772020484897957,0.001695342897718713,3.1316656565402865e-05,Treat
24,0.0,0.0008729566449337758,0.00017852866366618173,0.29252110881706705,,3.0245844707930727e-06,5.405162102732307e-05,0.0002729553113205858,1.5929152463304395e-06,0.6489162426108053,,0.001717587738692774,,8.741609388965464e-05,4.818889163591236e-05,2.237997743656561e-06,0.002213673340576794,0.004398266549312725,,2.6043675653193985e-05,0.0003051849707217993,2.140495675281258e-05,,1.2836160589294672e-05,0.012674486304751938,0.02528923972057614,0.0022873969762719887,0.008012217101749501,8.335835254453279e-05,Treat
25,0.0011406764783114315,0.004085569762529829,0.0002799089135007887,0.2097263289395626,,0.0011808880321955617,0.0002106521684826482,7.838136182851379e-05,2.5521824246836272e-05,0.5173491897129915,,0.01616168391146648,0.00040402177067000526,0.18629134065116748,,1.789834516953084e-06,0.0036735616935822295,0.03836120326814739,,0.0028352442998347328,0.0001262449458496602,1.7404905054984727e-05,,0.00046488567507741623,,0.009437835092369007,,0.00017858952980936616,0.007969077228804765,Treat
