,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,condition
0,,0.002524210635761513,,,,,0.18320961195370003,0.01078749461977525,0.0018009040881093751,0.02321222030469025,,0.056919447330091334,0.06158162430750735,,0.007419376261541879,,0.003996666839955729,,0.01692142663176445,0.0169637973102933,0.032632133662161854,,,,0.0009815373023740902,0.005444181439058494,,,,0.514029452529765,,0.06157591478345027,Control
1,0.03791898512072016,0.2573912173365523,0.006486550561795422,0.004498162432916813,,0.003421136163066925,0.3654208135534248,0.03141458100086632,0.0002577347945294207,0.032073813252197915,,,,,0.17964312398237312,,0.018214366010811372,,0.002849095706904365,,,,0.0025157946898951146,,0.00023552164671254754,0.023818411045788766,,,,0.002648139378990971,,0.03119255332245373,Control
2,0.08761302664994385,0.004673369948663604,,,0.0023010171173788443,0.008104639804733894,0.10925626023180363,0.058539099622195924,0.01435256950030543,0.013030767159459205,0.36865922654252203,0.023019748653896183,,,0.015204745057937697,,0.028223512845767663,,0.006684750857267033,0.009959038108353004,,,0.015021782162086408,,,0.06342493550888179,,,,0.09800712454434037,0.0200560139474531,0.05386837173701031,Control
3,,0.00021735754383569292,,,,,0.06086833336190664,0.014150697955325206,,0.019631155877942508,,0.02784402270263453,0.007045672855441494,,0.019941151046549505,,,,0.04414864569106215,0.03245344633519441,0.036197049050519486,,,,0.00251234441465804,0.007257516254945561,0.00015319295524951056,,,0.7032489037630426,,0.02433051019169271,Control
4,0.00015850733214213888,0.00029535901359313164,,0.0003984238696602529,,0.00035431050714125156,0.025615025492510653,0.0004684037038381232,2.1455135406968827e-05,0.04703837922693737,,0.08783140915524713,,0.010728269506979035,0.015357465615137783,2.3460288248741613e-05,0.0007452150536448566,,0.02600943905648736,0.009971324309209809,,0.01847527776881028,0.0002437263279174823,0.0025796291309406914,0.0012406883208469124,0.0012786859671985067,6.957880360951574e-05,0.0004998846034539559,,0.7362129199617177,5.333706559115616e-05,0.014329824783729225,Control
5,0.004525479567366636,0.027504238369238158,,0.00017930169387851808,0.0001294324403012268,0.03038796416945862,0.10497581341201502,0.0012801499471199677,,0.024331643365723514,0.006934619753149263,0.10296769651848461,0.003550235616703675,0.016912195143148553,0.2533730549180499,,0.004853354390160072,0.00029249041465353174,0.049397254542395796,0.06922452482981856,,0.007187380306031675,,0.002059745021196502,,0.035364025893109705,,,,0.24154307472297218,,0.013026324965024268,Control
6,0.008893740271160456,0.17383288551731976,0.00521243888213719,0.0005177256587808789,,0.004376859391837648,0.37918122106622776,0.010388077893195248,,0.06066296989719998,,0.019638392739345,,,0.07153399554903536,0.00027781880693806974,0.008300089603642136,0.00033969111765353506,0.007399099353484901,,,,0.0004246138970669189,0.0002914671107723636,,0.00857558314400103,4.670752867736107e-05,,0.013844637212413809,0.2042180537943346,,0.022043931564776013,Control
7,,0.00844254115192481,0.034124443848437186,,,0.05501766357108538,0.17364310536603988,0.031149218096974404,0.007102039003007826,0.13920243258719076,,0.008505992615360313,,,0.3223416613464792,,0.006806892001290009,,,,0.09730143085621015,,,,,0.029897877080632098,,,,0.028356942351106054,,0.05810776012426203,Control
8,0.0020426769512595783,0.004602242523093298,0.0004860686833380369,,,2.517968728439893e-05,0.043880238155525456,0.0009909717727648042,,0.06527894359729905,,0.08890766286372813,,0.01843737277962999,0.037502122647638074,0.002504069541058904,,,0.0473153518136123,,,0.10971897656053124,0.0015532845492000013,0.0028512470693361964,,0.0024663000101323063,,,,0.5411487456789139,,0.030288545115654337,Control
9,0.006774289678508828,0.04652932876608443,0.4881872102077372,0.020670326019967294,0.22080127660801657,0.022644197852880327,0.001059460752741578,0.007874338704870913,0.0018280744816183186,0.0012617612533658892,2.563469912874066e-05,0.0,,,3.4286410084690635e-05,0.07410553592008809,0.0034910187763489992,0.0,0.00016310077320661246,,1.53808194772444e-05,,,,0.0062909687886856976,0.07174596867653388,,,0.02275068866551097,0.0035876829543136255,8.224465970470962e-05,7.722453112533125e-05,Control
10,,0.010066226541160508,0.0076555758270239836,,,0.010703681521767979,0.045169409084772044,0.0014632384420895693,0.0005483682237231571,0.06002197165610204,,0.10970780236126065,0.00022975613077289684,0.003393028384287035,0.044615386390728526,0.03405087407725391,0.08052300388542889,,0.024303144231690197,,,0.06766681552925265,,0.006965845845291384,,0.005890457908238332,,0.0003218432188476189,0.023815936605309902,0.4324008073198849,,0.030486826815113825,Control
11,,0.0040252428462110605,0.006149297545850119,,,,0.39418371865326335,0.019027851041858182,0.004988774297634289,0.03196159054148284,,0.05259974086835882,0.03316153236371053,,0.02051635704050602,,0.0140801124905029,,0.005726305924722856,0.02042680612621241,0.037661819563397855,,0.000544784907497241,,,0.028039947793636284,,,,0.281812482204788,,0.045093635790367174,Control
12,0.07340209987183353,,,,,0.11532531556167926,0.033491528496875055,0.020029251438018737,0.0016945252276807706,0.05915228409708799,,0.008834134382241522,,,0.22609119645242093,,0.29298094123638063,,0.0023519985658097126,0.006475397735637321,,,0.0027441344496223308,,0.0024169291625566075,0.02836864734253156,,,,0.04606070357406181,0.01285789163001729,0.06772302077554491,Control
13,0.007601583742006491,,,5.1745048068680506e-05,0.011523149843460496,0.006111498125422911,0.056339836569384905,0.021652404035211972,0.011287505900492127,0.022483116030970165,,0.06468077331149305,,0.0006679620105463279,0.030438326719736477,0.00031304680532836594,0.10218240644747593,,0.0031383049589040193,0.031256907615013846,,0.00034385765345224824,0.002030617394645419,,0.004114804870175218,0.02508733050410305,,0.00010069886947805457,,0.2660640193599481,0.2675573256226771,0.06497277856200512,Control
14,0.008259380870923478,0.12642038987412393,0.00038459992869038654,0.0011160633531258513,,0.06366681690739133,0.1460600325423859,0.02962376776353527,0.0014605891937327239,0.030540685162268336,0.06238767427914786,0.09657799569671086,0.05264788980427258,,0.12177179565643637,0.000669571221728705,0.007131406608283914,,0.00651404301797512,0.05840931918465705,,,9.562122684371695e-05,0.002157321741829144,0.004780059489983759,0.007096898365767555,0.00016641878245792413,,0.0032448879656511633,0.05030166326389422,0.009499562580196873,0.10901554551798598,Control
15,0.013577627175084655,0.01367968880971086,,,,0.03872210103124863,0.03294626475723414,0.017371784032176648,0.0024495831634471356,0.04707016072213075,,0.1273431953419153,,,0.028451395536954884,,0.1093774375399945,,0.011518518106638193,0.06488033169407657,,0.0006218276578091648,0.0007598499091162969,,0.0029519924727985478,0.016288912167440942,,0.0014833234718790575,,0.4339292783546085,0.029690581758592637,0.006886146297142577,Control
16,0.005345188266232517,0.02616786332425895,,,0.0013033131858294876,0.019728833937806438,0.11393141430047385,0.004071902494815386,,0.029908744425261397,0.0014433725640131511,0.11418746999186691,0.0024574148020962013,0.01711254120671335,0.12368723897615977,,0.008743941943433904,0.0019659729751213624,0.04784642252664856,0.06126980793869306,,0.008241188419248932,,0.0007407105000418017,,0.017901686337536728,,,,0.3810293788428278,,0.012915593040920478,Control
17,0.00366250552581077,0.014312637311534187,0.001345463128714985,,,,0.11437659405513544,0.007916962951407326,0.0024402499130136406,0.1525812993594321,0.0062822863905904296,,,,0.025419841190143844,0.0008895026825889068,0.006930747000684405,,0.0015392602139030695,,,,,0.00017174942444488992,0.29535528045180287,0.00486289875232473,,,0.0037329098206209735,,0.3195335974853068,0.038646214342540605,Control
18,0.000592721665854569,0.02001504857928831,,,,0.00254551110351693,0.03192403899445114,0.0001112005096446622,,0.03609322358072525,,0.29513616690174205,0.09842329986573531,0.007334226484143445,0.2648543695802139,0.001876743310522624,,0.004758881097551117,0.12433698260859495,0.01000084808643847,,,0.0009359202368967256,0.006635102829698298,,0.0026084134555954775,0.00024774972833590316,,0.001001326165177404,0.07831937433127133,,0.012248850884602142,Control
19,0.0002943770933045588,0.009187850815002709,3.437610562529984e-05,,,,0.2701748952821685,0.032575568364288564,0.0016489376211592942,0.021776705189199903,,0.025582515278353674,0.0634867856323292,,0.02100207666155487,,0.006452567413419113,,0.0054299036221767865,0.008324087783391191,0.03400222744995919,,,,,0.01859503943669427,,0.00013770723138394452,0.014090654150924897,0.44349232434291697,,0.023711400526147085,Control
20,,0.09156348618626005,0.00445034524379961,0.00013732856170265329,,0.032240512927801994,0.2483233747118708,0.010111595050281887,5.2150086722526574e-05,0.07491104320010929,,0.012264677846418203,,0.009812703474811406,0.22053555889452453,,0.012386054616888081,0.002054917927011557,0.020689473228906363,0.0018834361712592492,0.05062249820184458,,0.00020880485703411614,0.0025504460059475645,0.0051229791074481985,0.008533288013885422,,0.00011421891542953371,0.0002690330944450342,0.18115304046253652,,0.010009033213060917,Control
21,0.0004968142524115841,,0.004114532976678621,,,,0.34690856487949195,0.005660329613904052,,0.009175564583216916,,0.015425175788107459,0.02925426198516938,,0.0835924773549913,,0.00042311451505256515,,0.008461973993165641,0.0028246294189529578,0.2431585240230568,,,,,0.003469581197815789,,,,0.24578177075480556,,0.001252684663179548,Control
22,0.002561818395316052,0.06102737469499338,,,,,0.1497088181862148,0.003016065861541051,,0.0318958657624527,,0.02319388168342758,,,0.08580339858685522,,0.0019283557140322885,0.0004803977426758276,0.039127881212722614,,,,,0.0007779454828325453,0.003429220036200464,0.0028820835570999358,0.0003279386019779504,,0.0014439193186227429,0.5879359586797361,0.0019465296513340228,0.002512546831964685,Control
23,4.6108501266576193e-05,0.005708191072546227,,1.1376029149520089e-05,,,0.0011215148312587345,2.6805666139049874e-05,,0.0705410450467253,,7.672785439795184e-06,,,0.01875305204434977,,0.2622240432128736,,8.170177959722415e-05,,,,,,0.0002745795796851026,0.09520458767315793,,,,0.5458792157440773,,0.00012010603373384519,Treat
24,1.5608999107617843e-05,0.00020527236668174264,,,8.451298812671935e-06,3.601509795556684e-06,0.0005420604234216812,3.2167398403988358e-06,,0.0241431565378944,0.000323035654886106,0.00020208219828869617,7.998062801040068e-07,0.00039893603405919217,0.0022699383694486596,,0.1364906757867875,0.0002752110706789393,0.0015252974490436288,0.06813331714911301,,5.655994549878275e-05,1.1583044931012868e-06,0.005587974482791535,,0.0375705132045529,,,,0.7221529162264025,,9.021644212120529e-05,Treat
25,,3.0337649285176477e-05,,,,,0.0001803478560525221,6.163778199263457e-06,0.00028034092515295724,0.0022655972818303055,,3.317745307393683e-05,5.742144424801037e-07,1.272466611996715e-05,0.0007041953895382193,,0.03976328149781998,,0.00014766136356280895,0.009867094200427064,0.0064075161183004044,,,,,0.02186492326743956,,,2.874013176548115e-07,0.918335146831413,,0.00010063010602469039,Treat
26,,0.0013434849691612279,,0.0006404139245010938,,3.5345548280620236e-06,5.008342454874919e-05,,,0.04146185129757832,,0.00045689202877376107,1.970952550196059e-05,9.268614987828398e-05,0.004173037100752771,,,0.010330030808891286,0.0016166942239973167,0.11105880960377938,,1.0147393016407552e-06,0.00010792628844645019,0.20410417741836903,0.00019814250769466127,0.02276469938565631,1.6109612967149956e-05,,,0.60037566809393,,0.0011850343414427117,Treat
27,2.4194464368100907e-05,5.571205913119647e-05,1.8128460817233425e-05,3.818376157373514e-06,,3.1150073980246015e-07,8.066408479302995e-05,1.3095180866537687e-05,0.002423113176804627,0.004573880521650602,0.00011954110173549092,2.098940115271604e-05,,4.915247050223319e-06,0.0015824832681250432,,0.6166368214896614,,6.0992380183537885e-05,0.01699980939899592,,,6.536343258455398e-06,,,0.07255803063408904,,0.09099753164453989,,0.19336654341367646,5.263618184149004e-05,0.000400251670361818,Treat
