,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,,0.020112353827389247,0.05402640287237745,0.0013264733519303875,,,,0.010169664551853835,,0.12005074016317925,0.14203324239403714,0.018644154129213084,0.000885949505779984,0.02239510705240955,0.11197660087367367,0.1479516493643307,0.07863030970296928,,,0.053240301175945054,0.001181443609644297,0.01155954179552575,,0.007473986821794145,0.05326662178310498,,,0.0006274321253346818,0.002825682348420476,,,0.0061690388247071,,0.008548975830010224,,,0.0009353938852221193,0.11259572122832627,0.005092238276726978,0.00828097450609434,,,,,,Control
1,,0.013919100920247746,0.02330007869303045,,,,,0.05261204459946611,,0.03821436031078066,0.04583863858784748,0.001088562818173235,3.295231913050503e-05,0.002036329363697949,0.07212270989129455,0.0647375683502375,0.08028992669296929,,0.007857320383519543,0.033108403626449213,,0.007342685731769775,,0.03765313789750155,0.023812234173434983,,,0.00032229227488142845,0.003455035166012544,,,0.009191631061289868,,0.003481582959167842,,,,0.4712729119334293,0.0009913586416785474,0.0061735498448761824,,,0.0011455837591137954,,,Control
2,,,0.00759910719456108,0.0040501344592624505,,,,,,,0.13862663603955247,0.02536632148513735,0.0026626692932024674,0.033831210194318284,,0.04072596826415988,0.02520346678343169,,,0.059752233283518565,,0.008308028035797558,,0.01683692077621651,0.025044980610842284,0.07556559752842848,,,,,,0.005183310593276732,,0.01937879515966974,,,,0.4757897132314619,,0.03607490706716258,,,,,,Control
3,,0.0011357272713078152,0.08112543308184403,0.0007642018232542156,,,,0.00038902202653123586,0.0006421687252646277,0.0007055107688672085,0.18662647916683509,0.004928276763093117,0.00024295881759451508,0.09131641488019775,,0.009157465551950057,0.00387194852196546,,0.011158941244385455,0.0022858504616162165,0.0002028717200698047,0.0033649906974678795,0.0019816536193499766,0.01728351887642732,,,,0.0001790630847996038,0.002157837520349463,,0.0005525818139455926,0.0018405736131442275,0.0004236829699711098,0.016132841996926585,9.445937621154118e-05,0.0003070760260663584,0.006736736403082189,0.2697296900436828,0.264180616958149,0.018176730281494483,,,0.002142444960802681,,0.0001622309333527642,Control
4,,,0.03936068580614095,,,,,0.01876249593168332,,0.022355529041785126,0.012407077150911841,,,0.04489761190489031,,0.1899104878083985,0.18718434936071945,0.013755929649566404,0.0020201857963194746,0.08043660322715321,,,0.013643715192763054,0.05364860314163581,0.062023448046388624,,0.0005848391757381493,0.0018709644441873615,0.02022063272240845,,,0.0036611865712937834,,0.0036745350995208747,0.0008186012066418367,,,0.14151718937730634,,0.07140290535600469,,0.0011864996675348275,0.014655924321007575,,,Control
5,,0.003147552227645188,0.05189832310449107,0.0,,8.912821808636679e-05,,0.0003007948859523751,,0.01967914047090334,0.09825250096144368,0.0031459074162387486,0.0003242334484941186,0.09174264581690018,0.01322582571845619,0.08808869727749788,5.468997926406819e-05,0.0006453828756011655,0.005931292732328839,0.031319881997117674,0.00017064918341795716,0.04017667741722255,0.002041622158241343,0.017109431050482446,0.001494516764174856,,,0.001517646924577892,0.0023901165749804247,,,0.0018116569634787103,,0.034073501892920924,,0.0009505981922083432,0.0007221750081392464,0.4279367516557853,,0.05351856514054553,0.0006705690502622497,,0.007550095558402677,,1.942933473855054e-05,Control
6,,,0.011790743410600086,0.0003753159930876494,,,,0.000281972097119728,,0.00011867134257628538,0.10465954550101313,0.002096050460443787,0.00013245846068970924,0.04584369962914693,,0.02567733302804227,,9.160774035363854e-05,0.005790181100434661,0.03625215474783922,0.0006648454734695506,0.001307835811559303,0.0012079558003376103,0.019317692886122794,,,,6.382925052511046e-05,0.0002200832558105808,,,0.0002487808868466705,,0.0077488710137484105,0.0006117395370326586,0.00015707101969219183,0.0030153959216070577,0.6964547395975939,,0.03575530786175175,,0.00011611817255528092,,,,Control
7,,0.0020382508463218287,0.02195112700597693,,,,,,,,0.2899388757990391,0.0030839965414942603,,0.04011842319559684,,0.062650227068385,,,,0.04986215262573236,,0.0013577859884274324,0.003017978266905697,0.02404991995664496,,,,,0.0031190845952694408,,,0.002352623582457839,,0.0018123081185440766,0.00032167429645916915,,0.002289647624670593,0.4723632899451633,,0.019672634542911162,,,,,,Control
8,0.001183146992017868,0.019546795388619566,0.00017898089940815591,0.0018958447711146472,0.0007091597845735946,0.0024429852182588814,,,0.01694980334993971,0.02514577578022145,0.033986391624359895,0.024194367429472164,0.003257868603878225,0.008377554796251057,,0.07116759230315535,,,0.008802946608332769,0.262130014222738,,0.17976966406950118,,0.006181708901302856,0.0961293923681712,,,0.002677533443413523,,0.0010735732204615958,,0.0005964642531439244,,0.017206307952870585,,0.0005467242124944484,,0.1399776315499205,0.03479388684494551,0.03873136257326249,,0.0023465228381708827,,,,Control
9,,0.009052332549248409,0.1702845230634247,0.003387008803277399,,,,0.0004989172809068714,,0.0004053072451847572,0.4392297871168583,0.011289693101313595,,0.046556164457903566,,0.011801320365518944,,,,0.08309746731390742,0.0030715792971318713,0.008857547011555087,0.00016401930828034226,0.004841999272303019,,,,0.00014616480793248213,,,,,,0.0073581724738681215,,,0.0106980736406345,0.18799679264580188,,0.0012631302449486134,,,,,,Control
