,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa846,taxa872,taxa904,condition
0,,0.0044705698387285525,,,,0.0007638662835411547,,,,0.003939624515876491,0.024866331065615945,0.002683036884602943,0.001848957042486357,0.03091369097960178,,0.10062665856536426,,0.009151575946899335,0.03917783704424425,0.0002862710008293785,0.038525372185517104,0.00016669332465287976,0.0060208893001997554,0.02172634393299153,,0.0030020128908823033,0.0009614249570874555,8.769029586276569e-05,,,0.0014497515697125074,0.00045735906058959965,0.007758036105303984,,,,0.33927252825533616,0.32304675742646355,0.03879672152760992,,,,Control
1,,0.010664722877189831,0.013175030954881472,,0.002121073429473951,,,,0.002038833562855777,0.041041371250168567,0.07741754559459935,0.0018118310987246184,,0.041803903379905284,0.004120677043532984,0.1519506683393881,0.016723911062436918,0.018211379954313454,0.1111280244860264,,0.028795906191384942,0.004446571670255936,0.06056225506822334,0.07172705763124668,,0.009183485826137773,0.0006883630077928661,0.0014346514868559242,,,,,0.013996612330463282,6.73243131694121e-05,,,0.2959388830089371,,0.008559484453089563,0.0011549337790291404,,0.011235498199917456,Control
2,,0.0036388947673566155,0.009771991003829163,,,,,,0.0002820976633666881,0.02426916945969837,0.15918810352674698,0.006127627627782554,,0.06089739455877564,0.01023496547914969,0.14002940047849294,0.009840297021806024,0.026876044904087317,0.12673964954885528,,0.018089332096120802,0.0015961114684050106,0.028006602364770854,0.10812264830479837,,0.015173635032691446,,0.0010310906913033335,,,,,0.0125203280050856,,,,0.20233955334261486,,0.03155304669087782,,,0.0036720159633846726,Control
3,,0.012090212129850817,0.008369679103897678,,,0.0022998890405314344,,,0.00019943021704809882,,0.021904652361696947,0.006485140851326887,0.002086029763851949,0.023887514349184482,0.10583612174910711,0.14139860050489342,,0.0038622470044756877,0.014131717938268774,,0.02787550030187654,,0.03504169276780489,0.04008732879147762,,,0.002130759848709248,,,0.00028435553944997663,0.0022659807503976753,0.002980116137439679,0.014165935422537489,,,,0.37773113756026455,0.12920089188078873,0.02462422090807844,0.0010608450770419027,,,Control
4,,,0.006485487651885584,,,,,,,,0.135195978264289,0.004987796254659435,0.0009919487941625602,0.015303522705618737,,0.0565396786530736,0.031457730918886616,,0.01164249929017703,,0.0025450434519858115,,0.02203396690752224,0.058296052182056926,0.0081120191813502,,,,,,,,0.008948077426707899,,,,0.6039035554466414,,0.033556642870982936,,,,Control
5,,0.00721043817874927,0.1635199544438459,0.0015872515310065673,,,,0.0008224409196144857,,,0.5114961885913551,0.008071769481185168,,0.051525324137739276,,0.004269176661377509,,,0.08319468979025695,,0.007362372627699244,0.0004555010899886181,0.002864085265451547,,,,0.00011203654325754112,0.00081881383727881,,,,,0.00356763848628555,0.0002358611041060285,,0.003191832455394697,0.14727062558001836,,0.002423999275389552,,,,Control
6,0.005792179553064935,0.01361616158511114,0.003960626045913883,0.02438744838566284,,0.0019391434152615848,0.0003021300276736614,0.0018815059644880848,0.015835807260803757,0.001989095872598618,0.08866802705688576,0.05857820375574412,0.009410494034194493,0.030666636951358718,0.006027340352220815,0.07411561369997192,,0.0004980973603035617,0.07399001895009596,,0.042057004866028064,,0.011726860841566066,0.06745832345720189,,0.001408659296904342,0.002745518797987981,,0.0003832616012386454,,0.003045123756389661,,0.06722700515476425,,0.0021018457048736358,,0.28979561320813235,0.00988641469915282,0.0857072186570562,0.004798619687350314,,,Control
7,,0.0031816067315263733,0.028726941350369885,0.00012819320553303346,0.0012000824482548951,,,0.0029414250976492655,,0.010269700132146342,0.018808379129031418,0.003901841987733706,4.6446813598925145e-05,0.12869999187696834,,0.15897815358640102,0.050379620129058146,0.01590927223932784,0.04488599423171863,2.177839482082935e-05,0.002635908279309668,0.009528202556824837,0.061976873409003104,0.03222190925097701,,0.029556378226105365,0.00013634720169817806,0.00611229745447722,,,0.01612757226324279,0.0007119780449008571,0.018440830010751922,0.003607782050081844,0.0005295968901690778,,0.19006861845810819,0.14796613015780252,0.010487174434930645,7.194095350766853e-05,0.0016773492617691837,6.368374220119294e-05,Control
8,,0.008893740271160454,0.17383288551731974,0.0052124388821371895,,,,0.0005177256587808788,,0.004376859391837646,0.37918122106622765,0.010388077893195246,,0.060662969897199964,,0.019638392739344993,,,0.07153399554903535,0.0002778188069380697,0.008300089603642133,0.000339691117653535,0.007399099353484901,,,,0.0004246138970669188,0.00029146711077236356,,,,,0.008575583144001028,4.6707528677361056e-05,,0.013844637212413805,0.20421805379433455,,0.022043931564776006,,,,Control
9,,,0.0025242106357615136,,,,,,,,0.1832096119537,0.010787494619775248,0.0018009040881093754,0.02321222030469025,,0.05691944733009133,0.06158162430750735,,0.0074193762615418785,,0.0039966668399557285,,0.016921426631764446,0.0169637973102933,0.03263213366216185,,,,,,0.00098153730237409,,0.005444181439058494,,,,0.5140294525297648,,0.061575914783450265,,,,Control
