,taxa102106,taxa1263,taxa1301,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,0.00035819237876197265,8.486213918915051e-05,0.0007122652362040835,,9.042349297096376e-05,,0.005944881216692383,0.0031270256458740013,0.0007811642302787702,,0.04605593939195453,,0.16555223316161108,,,0.029259312126449534,0.027198830550287725,0.0021754162209859543,,0.00012688125665173957,0.0713205516945342,0.02208320897528349,0.0020900391416318206,,0.010063578632290087,,,0.006663119758810266,,0.00032533919623607574,2.4923103985163123e-05,,0.0009218458833520464,0.5951863805329549,,0.009530306597433992,,,,,0.0003232794355761449,Control
1,0.01017403106112585,,0.0029359360521088967,,0.0005549077889738837,,0.005555572259180664,0.03836212002677124,0.002530879824700132,,0.011138565189337929,,0.27639435013911784,,,0.008698125472420281,0.07829347213644912,,,0.003731857107035026,0.06899449722455907,0.1380606730451798,0.0033646847013702524,,0.06708827952728207,,,,0.0011498641895057006,0.0021059796906635624,,0.0004143167171684069,,0.27502451925129545,,0.0029757441314652803,0.0008228606614996343,6.217757410045469e-05,,,0.0015665862286895985,Control
2,0.030911599078886496,,0.0011662009572622881,0.0025670445194049545,,0.03756919052592282,0.005038641199536533,0.122121951987853,0.07761971089979788,0.010282516185054522,0.002029313161744213,0.005344137079842432,0.10636259273589616,,,0.0005783385524393256,0.10231987438561996,,0.049948105470281036,,0.02851012307015091,0.10062002372171848,,0.003131358937565078,,0.0022276395383045685,,0.0005050781494882709,,0.07249001748516502,,0.0008548442447203059,,0.1834314900632206,0.03593736737904735,0.011623914163088334,,0.0068089265079895175,,,,Control
3,0.004127378525314305,0.03721192235813796,0.0003044300033978932,0.014156685355079851,8.632772680937819e-05,0.005027714067278288,0.001773487937478763,0.019417473666326877,0.018159828406388048,0.002203215256540945,0.023932636765205576,,0.07490772595990486,,,0.0190081337071016,0.024735707611281,,0.12480568297655453,,0.03271162504247367,0.035353805640502896,0.005223092932381924,0.000445442575603126,,0.0017978041114508998,0.0019100407747196732,,,0.014536612300373767,0.0016716573224600743,0.0008387487257900102,0.0014118246687054026,0.427285083248386,0.07472413353720693,0.03223177879714577,,,,,,Control
4,0.0011588022821634573,0.004427961378772258,0.004445703701897624,,,,,0.4538148824783348,0.03294934447014239,0.0025527175578900444,0.030840402687602755,,0.014831058252291916,0.13308157375930002,,,0.01625098834536183,,0.013332648312759494,,0.0030954367180315995,0.001056266893303982,,0.0010645393875219438,,,,,,0.01989763441496921,,,0.00038031703680998694,0.17681150207596066,,0.0885488869576727,0.0014593332892133641,,,,,Control
5,0.011118006754868813,0.06976458374081422,0.00986642194529045,,0.006961374304954036,,0.036277186251362135,0.16514436174522895,0.016164621112632373,0.0005333997527173153,0.010105016555366176,0.03856817475341585,0.1314409630053927,0.024096090977674702,0.0008205646287965575,0.010128483088379112,0.10860573430383637,0.0006481128978177652,0.004492804178658247,,0.022410648174019943,0.08632060479476934,,9.539418536421805e-05,0.008221363407750985,,,0.0025289282321383664,,0.008539853376735868,,,0.002326352021570873,0.20513024253262171,0.0026924299365726897,0.015851479330241138,,0.00026839164966889267,0.0008784123613400764,,,Control
6,0.0010354125323501935,0.01349688504455132,,,0.00038214109404395346,,0.0015258819602888963,0.03849658843125613,0.000456217040459601,,0.08585195849889944,,0.2311654426424686,0.05592847441207375,0.0005513396346033713,0.003253254621622027,0.20929446787832767,0.00014185853248121924,2.7133668394589573e-05,0.0011841834442323158,0.16144635864622597,0.01618425308387553,,0.0009684553050190583,0.0038570045358620954,,,0.0005868300601841272,,0.0038923917916010463,7.634568293534708e-05,,,0.13376485839165442,,0.029943189526610344,,0.003550486935860858,0.0029385866041182307,,,Control
7,0.003184780155448095,0.022857243200501604,,,,0.0001063934730186669,0.021377134389934143,0.053470983762600004,0.008014837241227575,,0.021114662724943434,0.09817060038456595,0.09000288708502024,0.022651480289576174,,,0.1566256535322375,,0.02421938953904253,0.004367503714733275,0.09745063678559494,0.07140324210867732,0.002238498013385952,,0.0009225243762424409,,,,,0.011960588965344136,,,,0.2515492903916881,,0.006143964830243017,,,,0.03216770503597494,,Control
8,0.002315439139347878,,0.0008471322542290568,,0.0030245325867125426,,0.02385325200947226,0.05913521924415504,0.002780615300150349,0.00041422083723982107,0.03274558247103456,,0.12919054022771395,,,0.01115597894417437,0.025611837172263553,0.00021864845807415817,0.0035491218194558904,0.014058239637665882,0.028665502003389992,,0.024996823123525823,,0.010572916389309949,,,0.0012376505126805142,,0.003133856815749622,,0.0003294345201642641,0.0002471542026081816,0.6185433313943163,,0.0030935519901447387,,,,,0.0002794189464214171,Control
9,,0.004079375755315666,,,,,,0.17291277073466552,0.011699370460951125,7.658897039805902e-05,0.05638943992086618,,0.054245759215015746,0.03491707369753416,,,0.008078211521919084,,8.489623967403898e-05,,0.02197748871857637,0.03251850165633781,,,,,,,,0.0041846349355320455,,,0.0002456722926128216,0.5623676852087957,,0.03622253067180582,,,,,,Control
10,,,,,,,,0.010911097569316802,0.0016683063534090085,,0.010574687989413429,,0.004023690012210345,0.017917116366512036,,0.0022483442470139004,0.009114777865324167,0.0030149778719779697,,,0.010783704138106464,0.009377623679597562,,,0.006396224773672603,,,,,0.01700314857049692,4.597735351873468e-05,,0.00045440090061886544,0.8902207512224294,,0.006245171086381839,,,,,,Control
11,0.03792484375867579,0.3239434302553947,0.012070837626242373,0.0014478671182704152,0.0003959758733370761,,0.001993863453617046,0.24156687581102565,0.0372775656172432,0.0007926715158544585,0.10985014405666023,,0.002206195361807403,0.04254123763282313,,,0.0951710685693251,,0.021848079347354436,,0.0008392508642371372,,,0.005344183339605609,2.508909714210506e-05,,,,,0.015150627124604384,,0.00037685057797465183,,0.03957506884078089,,0.006916159229394552,0.002742114928629745,,,,,Control
