permu_index,permu_delta
0,-0.22000000000000064
1,-0.17999999999999972
2,-0.33000000000000007
3,0.6199999999999992
4,-0.16999999999999993
5,0.1899999999999995
6,0.11999999999999922
7,-0.08000000000000007
8,0.3100000000000005
9,0.16999999999999993
10,0.6199999999999992
11,-0.11999999999999922
12,0.8100000000000005
13,0.15000000000000036
14,0.0
15,-0.019999999999999574
16,0.08999999999999986
17,-0.33999999999999986
18,0.1999999999999993
19,0.4800000000000004
20,0.0
21,-0.21000000000000085
22,0.03999999999999915
23,-0.5
24,0.15000000000000036
25,-0.16999999999999993
26,0.08000000000000007
27,-0.16999999999999993
28,-0.07000000000000028
29,-0.10999999999999943
30,0.21000000000000085
31,0.3800000000000008
32,0.03999999999999915
33,-0.23000000000000043
34,0.4900000000000002
35,0.03999999999999915
36,0.3000000000000007
37,-0.15000000000000036
38,-0.10999999999999943
39,0.02999999999999936
40,-0.3699999999999992
41,0.02999999999999936
42,0.2599999999999998
43,-0.23000000000000043
44,0.15000000000000036
45,-0.28999999999999915
46,0.10999999999999943
47,0.3800000000000008
48,-0.02999999999999936
49,0.41999999999999993
50,-0.16000000000000014
51,0.25
52,0.5999999999999996
53,-0.16999999999999993
54,0.0600000000000005
55,-0.25
56,0.02999999999999936
57,-0.28999999999999915
58,-0.28999999999999915
59,-0.41000000000000014
60,0.03999999999999915
61,-0.4900000000000002
62,0.25
63,-0.07000000000000028
64,-0.1999999999999993
65,0.7300000000000004
66,-0.09999999999999964
67,-0.08000000000000007
68,-0.4800000000000004
69,0.1899999999999995
70,0.1999999999999993
71,-0.08999999999999986
72,0.3100000000000005
73,0.10999999999999943
74,0.0600000000000005
75,-0.10999999999999943
76,0.27999999999999936
77,0.2400000000000002
78,0.009999999999999787
79,-0.41000000000000014
80,0.13000000000000078
81,0.0
82,0.33000000000000007
83,0.0
84,-0.47000000000000064
85,0.03999999999999915
86,-0.13000000000000078
87,-0.07000000000000028
88,0.15000000000000036
89,0.21000000000000085
90,0.15000000000000036
91,0.09999999999999964
92,0.4499999999999993
93,-0.28999999999999915
94,0.08999999999999986
95,0.5999999999999996
96,-0.02999999999999936
97,-0.39000000000000057
98,0.03999999999999915
99,-0.08999999999999986
100,0.03999999999999915
101,0.28999999999999915
102,-0.08000000000000007
103,-0.02999999999999936
104,-0.09999999999999964
105,-0.6400000000000006
106,0.10999999999999943
107,-0.21000000000000085
108,0.25
109,0.13000000000000078
110,0.4800000000000004
111,-0.14000000000000057
112,0.17999999999999972
113,0.09999999999999964
114,0.5700000000000003
115,0.5600000000000005
116,-0.11999999999999922
117,-0.2400000000000002
118,-0.17999999999999972
119,-0.019999999999999574
120,0.02999999999999936
121,-0.4499999999999993
122,-0.0600000000000005
123,0.41999999999999993
124,-0.22000000000000064
125,0.1999999999999993
126,-0.27999999999999936
127,0.019999999999999574
128,-0.0600000000000005
129,-0.11999999999999922
130,0.3200000000000003
131,0.09999999999999964
132,-0.2699999999999996
133,-0.17999999999999972
134,-0.17999999999999972
135,-0.4299999999999997
136,0.5700000000000003
137,-0.5500000000000007
138,-0.1899999999999995
139,0.1899999999999995
140,0.07000000000000028
141,-0.2699999999999996
142,0.1899999999999995
143,0.3200000000000003
144,0.16999999999999993
145,0.21000000000000085
146,0.3100000000000005
147,-0.2599999999999998
148,-0.3800000000000008
149,-0.09999999999999964
150,0.33999999999999986
151,-0.46000000000000085
152,0.0600000000000005
153,0.6099999999999994
154,0.009999999999999787
155,0.0
156,-0.3000000000000007
157,0.08000000000000007
158,0.16000000000000014
159,0.3699999999999992
160,0.07000000000000028
161,-0.0600000000000005
162,-0.22000000000000064
163,0.41999999999999993
164,0.25
165,-0.10999999999999943
166,0.16000000000000014
167,0.28999999999999915
168,0.33000000000000007
169,0.0
170,-0.5800000000000001
171,-0.27999999999999936
172,-0.0600000000000005
173,-0.0600000000000005
174,-0.25
175,0.03999999999999915
176,0.08000000000000007
177,0.41000000000000014
178,-0.28999999999999915
179,-0.33999999999999986
180,0.05000000000000071
181,0.1999999999999993
182,-0.21000000000000085
183,-0.27999999999999936
184,0.1899999999999995
185,-0.33000000000000007
186,0.16999999999999993
187,-0.13000000000000078
188,0.41999999999999993
189,-0.33000000000000007
190,0.09999999999999964
191,0.15000000000000036
192,-0.07000000000000028
193,0.08000000000000007
194,0.05000000000000071
195,0.46000000000000085
196,0.2400000000000002
197,-0.22000000000000064
198,0.5899999999999999
199,0.019999999999999574
200,0.16000000000000014
201,0.009999999999999787
202,0.08000000000000007
203,-0.08000000000000007
204,0.009999999999999787
205,-0.10999999999999943
206,0.5700000000000003
207,-0.4299999999999997
208,0.05000000000000071
209,-0.16999999999999993
210,0.16000000000000014
211,0.4499999999999993
212,-0.5899999999999999
213,0.15000000000000036
214,0.41000000000000014
215,0.07000000000000028
216,-0.02999999999999936
217,-0.08999999999999986
218,0.4800000000000004
219,0.08999999999999986
220,0.07000000000000028
221,0.16999999999999993
222,-0.15000000000000036
223,0.5099999999999998
224,0.2400000000000002
225,0.13000000000000078
226,0.05000000000000071
227,0.3200000000000003
228,0.10999999999999943
229,-0.17999999999999972
230,0.08999999999999986
231,-0.08000000000000007
232,-0.21000000000000085
233,-0.07000000000000028
234,0.11999999999999922
235,0.019999999999999574
236,0.03999999999999915
237,-0.09999999999999964
238,-0.13000000000000078
239,0.10999999999999943
240,0.0600000000000005
241,-0.41000000000000014
242,-0.35999999999999943
243,-0.10999999999999943
244,0.28999999999999915
245,-0.10999999999999943
246,0.22000000000000064
247,-0.17999999999999972
248,-0.2400000000000002
249,-0.019999999999999574
250,-0.15000000000000036
251,-0.22000000000000064
252,-0.05000000000000071
253,-0.1899999999999995
254,-0.2699999999999996
255,0.7300000000000004
256,-0.2400000000000002
257,-0.4499999999999993
258,0.09999999999999964
259,-0.3699999999999992
260,0.17999999999999972
261,0.0600000000000005
262,-0.08000000000000007
263,-0.16000000000000014
264,-0.41000000000000014
265,-0.33999999999999986
266,0.1999999999999993
267,0.0
268,-0.11999999999999922
269,0.34999999999999964
270,-0.6500000000000004
271,0.13000000000000078
272,0.23000000000000043
273,0.22000000000000064
274,-0.2599999999999998
275,-0.34999999999999964
