,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa292632,taxa33042,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa838,taxa841,condition
0,0.02282031218847283,0.05339297224652161,0.0014108323706497207,0.011996676167157421,0.14195436288115956,0.11383703900186862,0.023501846906502824,0.0005142914149557581,0.023028453417189666,0.10217309667261783,0.1588490038360794,0.07753253466500876,0.009284997633032558,0.007821582215128055,0.0618855725702287,,0.000909394589467353,0.00045645006297550253,0.012922283862861664,0.005453154128360771,0.1419149255957185,0.005398964376884319,0.022941253197158826,Control
1,0.013597797106698868,0.013700010356637852,,,0.03877962375739861,0.032995207322715436,0.017397590286202302,0.0024532220853480642,0.04714008471625673,0.1275323670954523,,0.028493660852897753,0.10953992067544013,0.01153562917615808,0.06497671317785887,0.0006227513995773033,0.0007609786866638252,,0.002956377737288007,0.016313109786085987,0.43457389200889107,0.029734687919112053,0.006896375853316701,Control
2,0.0016552910084274887,0.006113524962615227,0.0002932017705510574,9.814630294114159e-05,0.0024507709175596824,0.03208043873046932,0.005515780987349745,,0.03301210694441795,0.13107892375155994,,0.02803025421645074,0.0004899067558574631,0.028938313708368357,0.017556950887157013,,,0.00021649919766428296,,0.004958450195648263,0.630368342456369,0.024548637833440978,0.052594459373152345,Control
3,0.00043833862150491614,0.0020229385573676067,,,,0.34148620598190965,0.034144388509158824,0.0020268532397223456,0.03183927541557263,0.03348079694891773,0.03436392812770159,0.01841773406123854,0.014694130526301533,0.023598657454396328,0.01028387054589822,,0.0020859966839466386,,,0.027116052451241837,0.38602471095625424,,0.03797612191886725,Control
4,0.03791898512072016,0.2573912173365522,0.006486550561795422,0.004498162432916813,0.0034211361630669254,0.36542081355342476,0.03141458100086631,0.00025773479452942074,0.0320738132521979,,,0.1796431239823731,0.018214366010811365,0.0028490957069043647,,,0.0025157946898951137,,0.00023552164671254757,0.02381841104578877,0.00264813937899097,,0.031192553322453735,Control
5,0.01006891865538641,0.0020666828197944704,,0.0011430021309475537,0.022680678524601577,0.08297631628105419,0.015528646255047528,0.0021035323738316223,0.027440486582822096,0.0954307995898156,,0.03560843441894857,0.18143854665358874,0.012876699283331669,0.0315993805279187,0.002248710737327388,0.001450451723365958,,0.005641422539296109,0.020017632289621508,0.41131982782378856,0.001552564945396619,0.03680726584411507,Control
6,0.0045772559797718155,0.026155134009577526,0.000817966224349845,,0.0411729379740309,0.140161797525671,0.005696946040788633,,0.04540717932836876,0.09099059720566739,0.019936246592031418,0.19734846468696693,0.033793822403371226,0.015834909964037226,0.06787259426047285,0.0016402335725295828,0.0012525947873605026,0.0006631257664737076,0.0005059196904911294,0.0473499969623313,0.18829890014887268,,0.07052337687683571,Control
7,0.0010476660930740045,0.013656613554018277,,0.0003866635321588394,0.0015439399677724716,0.038952175232906325,0.00046161612829546104,,0.08686797110629614,0.23390116362339644,0.056590358381975965,0.21177135741865766,2.745478103611629e-05,0.16335699107291615,0.01637578517542039,,0.0009799164623042725,0.0039026501484228436,0.0005937748841575265,0.003938456193652455,0.1353478948759566,,0.030297551367582148,Control
8,0.0023779528437206177,,0.0008700036717522151,0.003106190848758124,0.024497257338357118,0.06073178965320814,0.0028556881275436322,0.0004254042358980693,0.03362966861578374,0.13267850892544633,,0.026303321906291394,0.0036449432765755943,0.029439431530400056,,0.02567170331555793,,0.010858370737164311,0.0012710653915048696,0.0032184666831380783,0.6352431592167844,,0.0031770736821154786,Control
9,0.02049821253980587,0.1119096303122898,0.0009693306133482139,0.01623612969618314,0.05441371858903275,0.10234847688473711,0.008805069226045148,0.0019392935362941757,0.01338362302334092,0.15012136392341785,0.10723306852734306,0.12678566206371628,0.002999044422120403,0.012800001264619198,0.05837845784431432,,,0.0031531698865715618,0.0011615527310637108,0.004105111985981697,0.18537736631987126,0.001170563142831625,0.01621115346707208,Control
