,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,condition
0,,0.0005354447968698731,0.004738400896107654,0.001541356887588381,0.0006247753938924379,0.008513345980419466,9.762789011151238e-05,0.0019784194949750197,,1.4762716275140393e-05,0.01601388341872182,0.0005515005977822521,,0.06662586266255825,,0.0784867892546822,,0.0007309160911991042,0.01984518544180661,0.0030178440292086264,3.0495246028209722e-05,0.0016147394407516702,0.0033300162120486394,0.027889788241227093,0.009017541231889406,,0.008327896092028834,1.2392061106869672e-05,0.001147504858496132,,0.08359781404042074,0.0017971721316554121,0.05977747090963657,,0.0006559171822392669,0.00014719613453899108,0.28964557088878556,0.26868574648967936,0.04066363258724145,,,0.000342990700027532,,Control
1,,0.005182251305198368,0.012935497318790902,,,,,6.686710612821347e-05,,0.010875262094271696,0.01611214008223744,0.0004587629747223119,,0.017175236025204755,,0.3677630140737556,,6.646246403364033e-05,0.023663874332732548,0.025601199521025155,7.53645901142497e-05,,0.005699788544157429,0.07856723113227253,,,0.0033551910876769386,,0.0317906049996161,,0.0010925336553475125,0.002910792907311974,0.0021432880144303464,,9.195491599174897e-05,,0.3798365225705819,,0.01453616028439865,,,,,Control
2,,0.004129889102862076,0.037234557407530386,0.00030461518029085597,0.0013029284813068597,0.014165296500431638,,8.638023773158908e-05,0.00503077229563716,0.001774566704296434,0.019429284813068604,0.018170874560063752,0.002204555415366226,0.023947194368815993,,0.07495329039112823,,,0.019019695862939105,0.02475075370210505,,0.12488159904376121,,0.03273152267746863,0.03537531044558071,,0.005226270004648382,0.00044571352679460797,,0.0017988976691679394,,,0.014545454545454547,0.001672674148349824,0.0008392589149345907,0.0014126834451158778,0.42754498970715193,0.07476958629391062,0.032251384554087256,,,,,Control
3,,0.0001746653655479954,0.004094415231791364,0.007856703157830398,,,,,,,0.37011651677592017,0.02693115280254424,0.0033250173324510333,0.012898015159860804,,0.01142105049579766,0.037236814156354645,,,0.031421955193577496,,0.00949244531815357,,0.004394969192207092,0.004992231641491139,0.33744822401450436,,,,,,,0.02127405936983044,,,,0.09012186400530352,,0.026799900786834075,,,,,Control
4,,0.007811154711494637,0.035116637725977,0.0017310929974577356,,,,0.0013633130772975446,,0.031397309910635884,0.1516843103848591,0.006648458397033263,0.0003126181756479985,0.010583084808350691,0.014573816796310748,0.18877796181339102,0.014959005175765663,0.0005452203606823025,0.012177007536184949,0.05824618791446029,0.0001520618432370338,0.001209153829326207,0.0015939227278342599,0.018001500483346925,0.11981214804237678,,,,0.007612635353392773,,0.0012394613277368987,,0.0035252130071813034,0.00015678100388921763,,0.001529847013201275,0.2954603562190252,0.0034895571266981376,0.009220505822710156,,0.0006357233749675166,0.00043395303952747986,,Control
5,,0.01155170066953756,0.050026921852731505,0.003858734746047453,0.0006741688639696578,0.017237554913331135,,0.0026476683186690384,0.012811902525060672,0.004276065157939612,0.013911355838898916,0.006336930739444575,0.0007121429807603368,0.046868655612349944,,0.03695048341948711,,,0.009293395338908089,0.021855387122386858,,0.15507679944393576,,0.021650378208091233,0.026122471914869216,,0.0032269018906619985,0.001773622177807901,,,0.00113383528444602,,0.00874867202845801,0.00025401605150521836,0.0005016175562552544,0.010908963084668297,0.3631518670885386,0.14134582065979256,0.026924033677396795,,,0.00016793283405067212,,Control
6,,,0.003080878131659893,0.013917791886687262,,,0.001427652496440474,,,,0.2420871955950652,0.029376376719072568,0.002913037965647769,0.005404453345590385,,0.009463758758273964,0.03306238942517978,,,0.04919263824721482,,0.010466350978862048,,0.006038403852154249,0.0064034056589637465,0.31098457265770457,,,,,,,0.015717220461697958,,,,0.2440840891364745,,0.016379784683310885,,,,,Control
7,,0.004391598354863183,0.025094258218307658,0.0007847887776133299,,,0.00038635913923516763,,0.0016917268798873912,0.03950292652862555,0.134476708785487,0.005465872778589699,,0.04356542324018828,0.030269923184168778,0.08729993663503784,0.019127614475272704,,,0.18934383322325446,,0.0324231145312922,,0.015192631754656473,0.06511962070984026,,0.0015737042216003336,0.0012017884146730226,0.0006362287881610893,,0.0004853991322033283,,0.045429438441176535,,,,0.18066132717304573,,0.06766288519593515,,0.0019038375314942018,,0.006309053885390506,Control
8,,0.005904386798199512,0.0780633578921933,1.8416109360119123e-05,,,,,,,0.364262548150031,0.004496363931462932,,0.02775095187000412,,0.019471797651075845,,,,0.05883825515661181,,0.006017817889368156,0.002611849531886785,0.013227016391956326,,,,,0.0021245309457420935,,0.014303144540554497,,0.004928940126597598,0.0005728219510309579,,0.0001729292906397999,0.38242164147842095,,0.01472013787392291,9.30924209412615e-05,,,,Control
9,,0.0013957963216541865,0.011836678595244517,,,,,,,,0.1869572963700133,0.029620406521860848,,0.020753078438459232,,0.025235916048603438,0.0914801447718723,,,0.024637484919596633,,0.008509267130574658,,0.004557056101645736,0.006767932317622564,0.03404867470615484,,,,,0.004205510901159091,,0.01910805458978757,,,0.0006267339282350965,0.5169404470416957,,0.012146889491822221,0.0011726318039980248,,,,Control
