,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0006950362825487973,,0.00044822171415240383,0.0008381201165578269,,,,,,,0.04690405129061012,0.013152209515095142,,0.025452575781456696,,0.07780763680196935,,,,0.030526401187293113,0.0023859077962930185,,0.007294450183718431,0.0020792563353949647,0.02612652283882363,,,,,0.0010648545136088064,,,,,0.004922366424984819,0.0018525219383439847,,0.00469946643251236,0.7507653168822578,,0.002643620146123104,,,,0.00034146381825568084,,,,Control
1,,,0.020132327601913597,,0.03125294769884277,0.000762731716458701,,,,0.040456535432251084,,0.09272895746464062,0.17169584433026716,0.0027134966866043026,0.0004962024789301351,0.0025857500559607286,0.13444109547681143,0.08981837490044196,0.06233848172036294,,,0.0530715932930416,,,0.00737432261490169,,0.022651965913409233,0.029644089766214292,,,,0.0023202619482662586,,,0.007483953586431995,,0.0013293145721737227,,,,0.2046892487727682,,0.021211458674954057,,,,0.0008010452943534322,,,,Control
2,,,0.002119969503844617,,0.00014420879992140624,0.00012708400493073924,,,,0.004359812572623903,,0.0034375772681265204,0.006161921846641751,,0.00031685877982731193,0.04302058951155378,,,,,,0.005783774326847843,0.012121751083393646,,0.0008174836345544714,0.01149814816873351,0.027425609540053048,,0.0823108779201406,,,0.03446770579121511,,,0.003060431198332065,,0.009019759710084231,0.0022741928037605654,0.0009338521244910505,,0.7384481991475458,,0.006193367376624614,,,,,,,0.005956824886753529,Control
3,,,0.026508874168585026,,0.0036425324134495545,0.012056432490773823,,8.744943605123021e-05,0.000843412934445901,0.00481245836274216,,,0.5117583142024522,0.03657978301793061,0.0007762981262957402,0.06702219603655978,,0.007378835908929948,,,,0.06577156374026086,,,0.028582374049896126,,0.002453641526218132,,,,0.0020928862623152255,,,,0.03838566655277168,,0.02464209211080708,,0.0006138318246198401,0.0024636507990191763,0.16004195044272068,,0.002911223334375352,0.0005745322587799497,,,,,,,Control
4,,,0.0010711612628147807,,0.0007024651807164397,,,,0.002031401673193752,,,0.000569400419445895,0.025071836853342504,0.014131538039410524,0.00078540418471563,0.033632973971244325,,0.05566374756266022,,,0.010182272552866571,0.03565048537435084,,,0.033329300457815236,,0.005932051214432354,0.013243466641006571,,0.006442468313073001,,0.0008938086838747655,,0.003590030892765907,0.0005182681208638701,,0.00835399091616598,,0.0006716650166099446,,0.6437818092217704,0.08087197076359846,0.022878482683261984,,,,,,,,Control
5,,,0.005382044730547131,,0.00723628833709201,,0.0017513704660795562,,,,,0.025922767858177004,0.06774338447788564,0.0007607558238095828,,0.0459041643510558,0.000987876974253496,0.19917377179262713,,,0.01629175707113325,0.09651248471380942,0.00553282706130081,,0.0027520934210257535,0.013916408887144271,0.06249380076136651,0.014636415575477818,,0.019614022504052274,0.0002523919321344733,0.02591339660996675,,,0.016854663733290483,,0.06321559746340316,0.0011959397435057776,0.0011257080293907613,,0.2630877904850032,,0.03874095069101901,,,,0.0021282209980400405,,,0.0008731055074088665,Control
6,,,,,0.00969262088108614,0.007371440908302502,,,,,,0.010306416868144867,0.043492956957723074,0.0014089306871659416,0.0005280156644647125,0.05779427011890242,,0.10563602275756404,0.0002212287853428541,,0.0032670969238754086,0.04295949668729062,0.03278708379459702,0.037114767738109566,0.0775344112986463,,0.023401138678225235,,,0.06515537738730694,,0.006707310094643919,,,,,0.005671834931102955,,0.0003098980825320041,0.02293201364973828,0.41635235178643626,,0.029355315318798904,,,,,,,,Control
7,,,0.005697411100286432,,0.12461744390933421,5.389826277388828e-05,,,,5.481007548998788e-05,,0.0003354457670006469,0.3240045436640769,0.008213001071481252,,0.049376988764846336,,0.025619404509298865,,,,0.08791130858498013,,,0.007338370051693703,0.0012208159143333717,0.013225134259356817,,,,,0.0007704817451041737,,,0.0016242423849454454,,0.005709669915691771,0.000470900611603445,,,0.32357497856226997,0.0005815338878235313,0.019599616957609218,,,,,,,,Control
8,,0.00032959556014112784,0.0003026187618193457,,0.2813832353339494,0.0017760088153215164,,,,,,0.000992811444689133,0.09550667702952817,0.08949008956188266,0.0017279291989576945,0.07942458924289289,0.0007705791907721947,0.08624493301214989,0.029112316485706374,,0.0006467904952472428,0.049247885775014585,0.002530924058681063,,0.016139739815306833,0.0006175293712611165,0.0031979471526696426,0.012711619657601338,,,0.0007079234011216039,0.0027927512907799717,,,0.002164670510497836,,0.08031243048443475,0.0003520037071342209,,0.014158141690194316,0.06739130553018928,0.06788820075089047,0.012078752671165337,,,,,,,,Control
9,,,,,0.008442541151924809,0.03412444384843718,,,,,,0.05501766357108538,0.17364310536603988,0.031149218096974407,0.007102039003007825,0.13920243258719076,,0.008505992615360312,,,,0.3223416613464791,,,0.006806892001290009,,,,0.09730143085621014,,,,,,,,0.029897877080632105,,,,0.02835694235110605,,0.058107760124262026,,,,,,,,Control
10,,,0.001647961219659303,,0.025493776511942973,,,,,,,0.031708657131977104,0.08357862800358068,0.001185648519562319,,0.03506566126271723,0.010847963210777257,0.13784758489836588,0.0032111962221855334,,,0.23471547339244184,,,0.02146684415270879,0.00015565979426773732,0.013393068254693852,0.10180067581861911,,0.004779201611478131,,0.000835025092234391,,,,,0.025383953912256407,,,,0.24372217101546184,,0.018736523657385012,,,,,0.004424326317684529,,,Control
11,,,0.007049783900964918,,0.04848949586807417,2.251959021049323e-05,,,,0.0016591177159730824,,0.058739051682250056,0.03526934424943411,0.00169881504011158,,0.008910949475152145,,0.0518591597595243,0.0747675533135587,0.0018579185635057161,0.0009211036107491975,0.02252053289101367,0.0003664932378907712,,0.001112258271838268,0.0071976800003938305,0.05084274067393069,0.053663031306524826,0.1912719724427251,,6.672083239108925e-05,0.05487898443561142,,,0.00040535262378887807,,0.001328236853298905,,0.0015816084287369663,,0.3175471704239643,3.9383097298350955e-05,0.004826733749209064,,,,,,,0.001106287961875486,Control
12,,,0.004477761831595002,,0.02721422712080222,,0.0002139579841800081,,,0.00017741109405930818,0.0001280676737843015,0.03006754622848891,0.10386892340130134,0.001266651740793895,,0.024075084715588935,0.006861499468739254,0.10188198057118185,0.0035128010857190415,,0.01673386892442503,0.25070142900387815,,,0.0048021794640669855,0.00028940632596980044,0.04887639811049509,0.06849460493170083,,0.007111594854075024,,0.002038026578495503,,,,,0.03499113917065997,,,,0.23899618694113084,,0.012888972288141414,,,,,0.010330280490727482,,,Control
13,,,0.013444649563324095,,0.10519059007668416,0.008944373816439708,,,,0.0024846986186677664,,0.0923458185244538,0.21671919117133706,0.03147692629088238,0.00045569946349776936,0.02974645899327221,0.05534096548753078,0.07713346636293919,0.025916093930375403,,,0.08516221980842223,0.001404117206767949,,0.006011227958515114,,0.007850803346197912,0.0476853227429211,,,0.0002481992564846521,0.003825710650324267,,,0.0021057428415405238,,0.012994903418233068,,,0.008522878873242485,0.1099642855016672,0.0075013976767986735,0.04582561431480822,,0.0016986441046723266,,,,,,Control
14,,,,,0.0021118656866643093,,,,,,,,0.10615512653467547,0.014263881558456124,0.0005197791489442675,0.005829238027803677,,0.03276671730924657,0.012957523327467876,,0.0006589878227462967,0.03225144491592898,,,0.004151022382551445,,0.011642652335851442,0.013093226746893595,0.2230803975158763,,,,,,,,0.008385770269634182,,,0.003395589989394102,0.5143299806409809,,0.01440679578688454,,,,,,,,Control
15,,0.0004620327489716202,0.012966596336498276,,0.04644255836128825,0.003181853892284443,0.0003535849643719245,,,0.006861787098308021,,0.013423699640715363,0.002394580486279455,0.0008909971393815908,0.00029011836315732996,0.008879470454397244,,0.18371732509842198,0.004592702059737682,0.0006618806550615897,0.0011733105483442458,0.4735964047916258,,,,0.001207816661625967,0.04175907236065461,0.01873466287989459,0.0059111231380434524,,,0.03222953137925351,,,0.0014350846041630188,,0.008952795945120901,,0.005284570170389339,,0.1072842302440948,,0.0020301096647412733,,,,0.006844636738432878,0.00013853793695548248,0.007905391631548651,0.00039353400623677457,Control
16,,,0.0005121489315440979,,0.08253307134971419,0.0005251985907171148,,,,,,0.0016194627033714094,0.011297792620036287,0.001457044637664167,6.334103798595171e-05,0.059516383646327733,,0.0008668988970628829,,,,0.007283215548448063,0.0008574629896608554,,0.0007379080352372918,,0.009568612397617892,,,,,,,,0.0016608200847505095,4.537266112464371e-05,0.0028082866540332574,0.0005113458755949891,,0.01135079431267746,0.015343789255633384,0.7345512613700174,0.056889788400780315,,,,,,,,Control
17,,,0.0039264277304126285,,0.026218041430973952,,0.00045364113877660015,,,,0.0006444740148201142,0.031506631752236135,0.13240786272755115,0.008429587935231655,,0.05525190042902286,0.0088448146638956,0.09636884690473826,0.00967908890932609,,,0.13648371425213854,,,0.030447963654185214,0.0017672693942687764,0.02114134995259125,0.07455638068515197,,0.007375670006173156,0.00048255521090440534,0.002582439699186255,,,,,0.021950737443083162,,,,0.25229076899659697,,0.06816544136401723,,0.001433105332106,,0.0002901733667111875,0.007301113005900743,,,Control
18,,,,,0.007649835265996965,0.0008626328369779388,,,0.0006629736102587294,,,,0.22715930747117158,0.03054826544785038,0.0021492134758874645,0.03183080848864628,,0.048352357149778744,0.05224399609160502,,,0.023513962014276947,,,0.009943796634258215,,0.00853921719047773,0.007339243031105657,0.07261448609451208,,0.0024319462837946964,5.86461126005362e-05,,,,,0.020562982492974585,,,,0.37354141768144966,,0.07891747956975356,0.0010774330566232762,,,,,,,Control
19,,,6.251216629239637e-05,,0.009390872621677973,,,,,,,,0.08091492525631995,0.0011975645340284926,,0.025090557351651502,,0.009307288938657805,,,,0.07216522878650138,,,0.00014168086485531894,0.0007182376987495559,0.008805686499980933,,,,,0.007088458227223194,,,,,0.00042032658844116916,0.0006053545734221947,,,0.780192974957004,,0.003898330935194048,,,,,,,,Control
20,,,0.016595905005239844,,0.1535797168900329,0.0007377998136240207,,,,0.0013690086085439562,,0.03118167225477997,0.14750719489376252,0.012650243206933271,0.0009018022325013957,0.013957196846172273,0.31434535701131444,0.056326810174059966,0.05943546863638428,,,0.08622052520877592,0.00036747517537388645,,0.006746789341320271,5.118479611037764e-05,0.007018332599860481,0.020120479511834242,,,,0.0027766432694103825,,,,,0.00911933656061388,,8.432299400451906e-05,0.0005969097047428783,0.03451248328578952,0.00314675683633635,0.019867193922834432,,0.0004553863818892361,,0.00032800483775474986,,,,Control
21,,,0.020112353827389247,,0.054026402872377456,0.0013264733519303877,,,,0.010169664551853837,,0.12005074016317926,0.14203324239403717,0.018644154129213088,0.0008859495057799841,0.022395107052409553,0.11197660087367368,0.14795164936433072,0.07863030970296929,,,0.05324030117594506,0.001181443609644297,,0.011559541795525752,,0.007473986821794146,0.05326662178310499,,,0.0006274321253346819,0.0028256823484204764,,,0.006169038824707102,,0.008548975830010226,,,0.0009353938852221194,0.11259572122832628,0.005092238276726979,0.008280974506094342,,,,,,,,Control
22,0.00430001012176765,,0.027158838392514723,0.0026055426428213914,0.006960688540208954,0.0022649776624659784,,0.0006945946974937944,,0.0004770695532586056,,0.008401995752571995,0.08521750657218445,0.054390223858213536,0.008063520127924285,0.021121877225744212,0.007869442197742193,0.03720562138831651,,,0.0004568724480841536,0.1300809648551798,,,0.1155369597738667,,0.008631360579150829,0.04048741882853076,,,0.00048322154506461675,,0.006708921177430872,,,,0.049945816041980264,,0.014119981947966685,,0.1943750829938517,0.06904972388003569,0.1028469096571878,,0.0005448575384418234,,,,,,Control
23,,,0.005385211251837711,,0.0014128579108231528,0.001110176007421304,0.0009623784984307172,0.00851638210596352,,7.918824143971001e-05,0.002056737399260951,0.001283239803563861,0.010306282862863425,0.004011382565070447,0.0002885081325604999,0.015975893907887336,,0.13031652495292356,,,0.014824942632176062,0.06996871704983437,,,0.019133974384914834,0.0002277047098208004,0.021686074804232493,0.03981514937819257,,0.0009641245426647965,0.0025731556586109667,,0.0006545611708109882,,0.0003587607358610987,,0.003933837659380459,0.00015128959745874563,,,0.5748563056949595,0.03757261233072873,0.030963834904738908,0.00016114961195707524,,,0.0004490414936114296,,,,Control
24,0.0006837559585651756,,,,0.022492256196896546,0.00011034483998537428,,1.5619076128275986e-05,,0.025580113837220458,,0.0015792122007682787,0.0001342791077215094,0.0008554534285220508,2.224875592373126e-05,0.0004599199898779397,,0.03775085753222643,,0.00015899994763676637,0.04709825657400171,0.009402346726859663,8.079219954122618e-05,,,0.010081495619804266,0.061911320953586174,,,,,,,,0.09305519691609769,0.0004989114964715495,0.05040635442447975,6.506075595878991e-05,0.00047879772217686317,,0.5895066327137167,,0.030752275384763016,0.00015821337545764456,,0.013327791370494146,,,,0.0033334928951182403,Control
25,,,,,0.011790743410600091,0.0003753159930876496,,,,0.0002819720971197281,,0.00011867134257628539,0.10465954550101314,0.0020960504604437885,0.00013245846068970927,0.045843699629146945,,0.025677333028042284,,9.160774035363858e-05,0.005790181100434662,0.03625215474783922,0.0006648454734695507,,0.0013078358115593037,0.0012079558003376108,0.0193176928861228,,,,6.382925052511048e-05,0.00022008325581058096,,,0.0002487808868466706,,0.007748871013748413,0.0006117395370326589,0.00015707101969219192,0.003015395921607059,0.696454739597594,,0.03575530786175177,,0.00011611817255528095,,,,,,Control
26,,,0.006379851731525457,,,,,,,,,0.04698400752509132,0.032568643224338945,0.018639069145624985,0.0024639313179145137,0.04910848593966411,,0.12628165463006,,,0.010706013397833523,0.03800454680605348,0.0011168828453853089,,0.11063473863730564,,0.00847286865749585,0.05550210207245312,,0.009572261399019956,3.342783164005325e-05,,,0.0005985962173562478,,0.005341829591123804,0.0050302159655256605,,0.0008207929806107192,0.0008195510797448348,0.3440634603063128,0.10470983658964916,0.022147232108270576,,,,,,,,Control
