,taxa1263,taxa1301,taxa1730,taxa189330,taxa216851,taxa239759,taxa292632,taxa33042,taxa375288,taxa572511,taxa816,taxa841,condition
0,0.026171654584244662,0.000759231095801336,0.051703272195740606,0.001422161078658448,0.12365879741835635,0.0996112487438401,0.025262920309754244,0.00373693459370281,0.06429861943326366,0.01589355287694201,0.5518086015380234,0.03567300613167242,Control
1,0.17902704386622784,0.0053681875073599405,0.39051122516349085,0.010698475556775834,0.06247559051051716,0.020225191498984996,0.07367144439311359,0.008548097796011166,0.0076201857927218255,0.008831823133641715,0.21032012651755314,0.022702608263601976,Control
2,0.017224221452220346,,0.1631005119661752,0.009720728437991868,0.06211619879888615,0.0343277868189907,0.07567623676341592,0.0034547311008531743,0.017214149649516678,0.007639565124224895,0.5931479881831033,0.016377881704621775,Control
3,0.05234281667515351,0.000642888874270395,0.24785818761537443,0.005138887873715705,0.01511471050915402,0.18924777291306788,0.13043870912202138,0.0066652210600519615,0.040857553335168766,0.004133460351802176,0.2958523272236151,0.011707464446604733,Control
4,0.0051533077382337564,0.005173956439348115,0.5281545039694278,0.03834679151487865,0.035892383023524696,0.017260540623532498,0.018913070108420884,0.015516675472978768,0.0036025016091418777,0.02315707492273522,0.20577507433215705,0.10305412024562072,Control
5,0.06515984038187757,0.0028366942281671877,0.37383511160808774,0.005908386373730018,0.023536016714973268,0.18036189679278927,0.07059783284416347,0.002673880877153943,0.017065413415209743,0.0057060307418675925,0.2269634036190741,0.02535549240290612,Control
6,0.00016873578548986498,4.249359769928975e-05,0.9877430671810763,8.021590029906649e-05,7.820481642093812e-05,0.008139105519127176,0.00044527092336404776,9.947616106758059e-05,9.301933099521812e-05,8.097069177743291e-05,0.0015115135289960424,0.0015179265636870256,Treat
7,0.0002987876377291833,0.00023702118210092263,0.8800886585452976,5.9270165825899805e-05,0.0008052199470807157,0.08506205600539822,0.00020680519009322004,6.903725330548584e-05,0.0003949573096081282,8.292827262950993e-05,0.012868983659977956,0.01982627483095336,Treat
8,0.006034374153084065,0.00012187572603691004,0.12654786787102065,2.284020967185749e-05,0.005371592972524632,0.6914986825564566,0.0016039433712520179,,0.02452898355685589,0.0019665197540763998,0.14208171322832489,0.00022160660069605722,Treat
9,0.00133904481082405,0.00016185208372859058,0.9361497380884156,0.0006141973154038061,0.00022569106073440622,0.05251899715725419,0.001144333904462168,0.00033018253612124185,0.00011014074237673262,0.00021821687356268543,0.0003435834425310528,0.006844021984585502,Treat
10,0.00044453617975842547,,0.8103426608238132,0.00011945137405825702,0.00015123590981962583,0.142664885515136,0.003309690987513166,0.0010171743554959584,0.0006650050475171699,0.0007047353592531087,0.005277829814302363,0.03530279463333255,Treat
11,6.1527101253468665e-06,,0.8781007578682528,0.0005623840374831087,0.00019922735987496328,0.0568804572911524,0.0007925110883593375,,0.0017545773142452876,0.0002884318007805132,0.02794886578050354,0.03346663474922277,Treat
