,taxa100883,taxa102106,taxa1263,taxa1301,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,,0.010163808540032012,0.009722004240749359,0.00039616108688476936,,,0.0003335803932597184,,0.0038749437571138795,0.0008479738978016579,0.0006211876231885557,,0.012453997965962483,,0.28837601560271975,4.784288528452934e-05,6.0491004382738246e-05,0.008387572684066154,0.08161138357114914,,,0.0009984315232481778,0.06587404387093597,0.03205924247005229,0.0005972111887241249,,,0.02661263243543053,,0.010539072734493653,,0.01822132030745708,3.0355485835701374e-05,0.003095049735153886,,0.4171107714571766,0.0004914069228764991,0.0009327712875818235,,,0.005000406389565808,0.00037196468513167407,0.0011683562537415063,Control
1,,0.003928209727946968,0.02622994041101205,,,,,0.0006447665074327912,0.031520930943244534,0.13246795564179992,0.008433413678616596,,0.055276976339517656,0.008848828856694989,0.09641258361896357,0.009683481735007684,,,0.13654565697946572,,0.030461782371829543,0.0017680714642212445,0.02115094489131795,0.07459021787653108,,0.00737901743204408,0.00048277421715004534,0.002583611731754405,,,,0.021960699719912435,,,,0.25240527041089944,,0.06819637804661474,,0.0014337557426938427,0.0002903050610296656,0.007304426594299093,,Control
2,,0.002039632453698873,0.002774300345220402,,,,7.095527857246555e-05,,0.004801375246020838,0.0023991051671573642,0.00020173759778301,,0.013903967594571137,,0.18318917330668547,,,0.008635818918862078,0.013355621118006084,,,0.011853819466493899,0.03033700592410215,0.01953659158611286,,0.05733584674966632,,0.012211964958914343,,,,0.018049083084241174,0.0002582976327889753,0.0005337470451465465,0.0002756536002095785,0.5599494512553571,,0.027901044849657497,,,,0.03033292216706201,5.288465366983765e-05,Control
3,,0.0013957963216541865,0.011836678595244513,,,,,,,0.18695729637001327,0.029620406521860848,,0.020753078438459232,,0.025235916048603438,0.09148014477187233,,,0.024637484919596633,,0.00850926713057466,,0.004557056101645736,0.006767932317622564,0.03404867470615484,,,,,0.004205510901159091,,0.01910805458978757,,,0.0006267339282350965,0.5169404470416957,,0.012146889491822221,0.0011726318039980248,,,,,Control
4,,0.02258879835064231,0.24084825743803598,0.0013218023448485607,,,0.0031814964420201815,,7.199804165326704e-05,0.21926824866959366,0.016908306051522208,0.0002783924277259659,0.05594819735796803,,0.031819355790118256,,9.773351186124334e-05,,0.11585659338151108,,0.014113148037267004,0.0018560176014276245,0.01757763252669315,,,,0.002247870772808597,0.00014910232739541823,,0.01368422353380073,,0.011206061152583458,0.0003864405526467553,,,0.22778444256103467,,0.002179957726426437,0.0006259234004154236,,,,,Control
5,,0.016473448298909805,0.05364287649861892,0.000841024503802278,,,,3.8963185489114926e-05,0.05355945797649462,0.03712766712590031,0.0013035050804988738,4.466258762183119e-05,0.009377485392691393,0.08297997903656269,0.1012059416785361,0.030065071628531618,,0.01322997035792763,0.21117632033126996,,0.00483734165376961,0.0014160423662466892,0.04493429366532178,0.08679785308702935,,0.0038977693058180013,0.0014603940773885542,0.006463432894980224,,,,0.017457683234483247,,,,0.18502331832663477,,0.010415294708312369,,,0.00022745795784204052,0.026002745039318095,,Control
6,,0.00210926541120615,0.004552351890358233,,,,,,0.005655983940725389,0.01862319138987684,0.0028849146134290516,0.0001557553639947602,0.015211168931496308,,0.08394327960954821,,,0.02291344891270975,0.016764135398742594,0.00034216138194832866,0.02635487097794873,0.0006840100021215673,0.01338693375132207,0.06813233784735453,,0.010912466840735968,4.524620346300263e-05,,0.00043067296429876464,0.0013534244547389403,,0.00744341748536405,,,0.00015919574352074887,0.4076359744848944,0.26065149320290465,0.0288149508468807,,,0.0008393483504162076,,,Control
7,,0.0004968142524115841,,0.0041145329766786205,,,,,,0.34690856487949195,0.005660329613904052,,0.009175564583216916,,0.015425175788107457,0.02925426198516938,,,0.08359247735499127,,0.00042311451505256515,,0.008461973993165645,0.0028246294189529578,0.2431585240230568,,,,,,,0.0034695811978157887,,,,0.2457817707548055,,0.001252684663179548,,,,,,Control
8,,0.0015393458795975713,,0.00015068350315082518,,,0.0016893877212729492,,0.002626534306163425,0.0145040090474268,0.0010315777653604398,1.978456215961864e-05,0.061036871472532866,,0.058955856364078726,,0.000116461557793647,0.007907729079830707,0.003986001085477329,,0.0003359097823965521,0.007730737456186552,0.02092586403728053,0.0037225990498062976,,,,0.002040697379080232,,0.02692700298639945,0.02289180785447118,0.002631346767229279,0.002851222766149149,7.079664945766235e-05,0.00019699007296225692,0.1714744043911033,0.5356333332442137,0.0468497362503977,0.00013282392541754786,,0.0019562119514796978,,6.427309112395028e-05,Control
9,,0.0134505162591464,0.013551622414019615,,0.002562454157316235,0.0019014546519333098,,,0.03835959279135766,0.03263782869281479,0.0172091530104718,0.0024266506763816437,0.04662949968720926,,0.12615103488635956,,,,0.028185039501412813,,0.10835346876478755,,0.011410684140665634,0.06427293555028313,,0.0006160062368700993,0.0007527363526253214,,0.004897882783578054,0.0029243565344846114,,0.01613641876645549,,0.0014694369066705767,,0.4298669228846266,0.029412624719898885,0.006821679630631006,,,,,,Control
