,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa447020,taxa459786,taxa561,taxa572511,taxa61170,taxa724,taxa816,taxa841,condition
0,,0.09247087546727663,0.004494447928606001,0.00013868948044937866,,0.03256001469716073,0.2507842461555493,0.010211800419744798,5.266689130989064e-05,0.07565340765629956,0.012386220151942948,,0.22272105456052418,,0.012508799759756358,0.002075282054438358,0.020894504808848614,0.0019021009236017171,0.051124164468168184,0.0002108741020682287,0.0025757207902966507,0.005173747558089257,0.008617852444513106,0.00011535081881009382,0.00027169919811043585,0.1829482574642668,0.010108222200168675,Control
1,,0.00211654911618962,,,,,0.06312496647229271,0.009247141838014936,,0.015672351631388182,0.0353552175517848,0.005056478673976175,0.008096891270946309,,,,0.008533452044769798,0.012039749649110023,0.006687726737375769,,,,0.006509279268387395,,,0.81055484252186,0.017005353223904236,Control
2,0.011275222404905968,0.07053440772163408,0.004017235405822429,,0.026199795352829063,0.10672104333941654,0.11835461700550025,0.01929903801473177,,0.03465867967692979,0.0943851236334283,0.014182746581278494,0.12151304314470672,,0.0311726341217921,,0.020760819544287115,0.04940749787484803,,0.0006015141826905012,0.0011689317195600231,,0.022146332260821845,,,0.21367156607800977,0.03992975193680725,Control
3,0.03611218519694898,0.22041737441251338,,,0.017744051482468617,0.10345587118335106,0.037569681318731896,0.00931600679436013,,0.0047385598350204155,0.05292143675859307,0.04377229687118796,0.2595401838528073,,0.025263994954865372,,0.03133725988427492,0.03629861581023665,,0.0016848954377436832,0.001847734522806678,,0.05017054948697057,,,0.06328214547111706,0.004527156726002237,Control
4,0.004576692990965849,0.02615191700626134,0.0008178656169488161,,0.0017630288401113035,0.04116787382570915,0.1401445580434616,0.005696245333451457,,0.045401594381014855,0.09097940563414475,0.01993379449328188,0.1973241914156042,,0.03378966586421153,,0.01583296231743572,0.0678642461342222,,0.0012524407219451504,0.0006630442039862428,0.0005058574638811858,0.0473441730542147,,,0.1882757399469027,0.07051470271224537,Control
5,0.002342939527877064,0.0052787475364535555,0.0005575181776803271,,,2.888096651887313e-05,0.0503303982569759,0.0011366393183167708,,0.07487459884337504,0.10197661334855168,,0.04301473391387926,0.0028721543583688953,,,0.05427045523334666,,,0.0017816090626162457,0.0032703651247311177,,0.0028288329085905855,,,0.6206947143210316,0.03474079910168642,Control
6,0.023280884223321193,0.03614069229357824,0.0008820176750274143,0.04678365741402917,,0.10723112426793498,0.19854788539693685,0.0031378687775374687,0.0005738051104532699,0.002990143458501346,0.10386534674635889,0.07208778857003338,0.06137162296549609,,0.008527615604994777,,0.026194576518344184,0.03428022012156096,,,0.002683134849257569,0.008654392101282502,0.001537210165813544,,,0.2367012298162908,0.024528783923247362,Control
7,0.005023838239365788,0.08574056956994333,0.09871524056902153,0.0006938293220607483,0.001089004920578636,0.004946902783825628,0.14951066073140704,0.013154709366523486,0.004530417160962604,0.17072933401629867,0.0017040184908334774,0.003634926064400461,0.010880804415813104,0.0435805666993577,0.06080470725902475,0.002099820854773281,0.005850541830872677,,,0.00014384266432966732,0.00019899802145825434,0.0005874358916905478,0.044747290532253896,6.048286321487101e-05,0.09217431662590864,0.06777104823226299,0.13162669287381817,Control
8,,0.002113258298149107,,,,,0.1062251276002337,0.014273287481096724,0.0005201219029446516,0.0058330819577829375,0.03278832441576481,0.012966067808262424,0.032272712240302336,,0.004153759659585727,,0.011650329761295115,0.01310186071355915,0.22322750172121272,,,,0.008391300034173713,,0.003397829117406246,0.5146691413378658,0.014416295950364937,Control
9,0.008009461238359019,0.02517439536316956,0.0009257099498985228,0.0014032886061843665,,0.012494427418727215,0.0029142925653047854,0.0008992516052410548,0.0001548754149614965,0.025808067182497372,0.31828281579224416,0.0017013047727864742,0.26529084750506116,,,0.000451563129112183,0.06478563703778573,0.021693739236075624,0.03255837690565121,,0.02771760687704409,0.005000073618406684,0.010495106479338632,0.0038104444481591913,,0.16978397259756842,0.0006447422564229844,Control
10,0.06469070215462137,0.058507476693987356,0.00036652749516510543,,0.00834585441060978,0.21239567973807988,0.18371431959890216,0.07861664585786576,0.010743107648891874,0.005199204191767186,0.014604369754804775,,0.12418161647496734,,0.1019746026795261,,0.0006777256805505104,0.01725924279621725,,0.0037040288141971735,,,0.08429688820491173,,,0.020277141477745474,0.010444866327189056,Control
11,0.0032386613533072995,0.05340057326569569,0.0,0.00030950170225936243,,0.02024877336415234,0.10109652031657604,0.00323696893114867,0.0003336187180198322,0.09439823074187538,0.09063851491648002,5.627303677442954e-05,0.03222646808631268,0.00017558879895780642,0.04133963252860775,0.002100719004398817,0.017604681070448554,0.001537777083884693,,0.0015615767704904196,0.002459300949258434,0.0018640972313454358,0.03505979433262822,0.0009781142313029134,0.0007430791040232474,0.4403238195937214,0.05506771486833062,Control
