taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
2456816.8993461267,,395870441.6660437,,,81253873.29631418,,31157500.286556568,255439136.80306375,5201644.305542777,,44938366.65979825,126375519.36956277,891715439.5736858,3262303738.6869893,610525545.1808501,,82702653.42168348,1078852448.297592,,3751965238.288461,,,25619843.723021515,1399984163.435925,,,,7133452961.264868,,506261377.9054024,1242363867.8686388,,88410498.01199384,57026080.35640353,,90653488.92898124,106441701.25905989,221798636.843811,82532465.39490816,787014892.7424037,,,,105071469.45374076,,,,16171484493.967777,61040772.27007749,1447117519.261569,,,,,,,,Control
7913148.552924793,,38695482.90805722,,,,,,,,3866440.2198894126,453852947.4832247,,,3779414.2342327368,29713157.95992185,,,474770264.74998975,,588494579.5777661,,22514865.717748314,428671356.9192826,39397906.93514323,5992360.726645327,,,27680479.58065523,182195117.11408147,3323882928.4547057,29265595.747973237,,1458984433.3923216,,190176643.22716507,,,2652558258.9572825,43419750.70084814,563785415.793103,,473825411.1914316,,,,9722045.826217107,114283767.59271197,8281019826.579224,35193370760.977646,2287540.194404025,,,1987082978.9243553,33511220.619652446,,,10927977.341745317,Control
,,88150488.97953154,,,1338997607.6185324,,,,,,8083952.734584523,88829068.9536025,1318870335.5180445,7191826593.02114,159838037.71855882,,,632501443.4838319,3240319688.011105,3595913296.51057,983669530.4132689,,,9959783810.733736,,,,493315839.7587371,,1585558166.0233603,2137910463.526271,,2871626535.664357,,217605845.94599125,,,,,1447387481.9116583,,,,,,,,18548364018.209988,,1254381635.1995964,,,,,759159870.8180338,,,Control
,,198779703.61890003,,,667777287.4419532,,,,,,,,1170012221.1212249,835799340.414719,44351133.32246719,,1912794.291989251,378566053.255297,461175111.6438733,2578255018.327047,894592274.5643375,,368416823.8403391,2500682848.958954,,,,455883319.33287954,19227865.009772547,1617404202.0406253,1514345782.0741513,,63489272.37398011,10302171.389264068,31548870.459878147,,,,,469943784.83742744,,,,,,,,5126982039.481381,,129056516.37220013,,2247227.4091387577,,,263060195.80662408,,,Control
,,290468368.5519372,,,5593694446.370321,,,,,,13985616.275426669,,,23979259210.552933,498854051.0557945,,,4945313914.9908695,,3998570502.714536,,,,6572273537.799929,9265470.782470169,,,475170514.0209602,288867383.5309344,1408314754.682109,,,,17518824.597639725,376783543.7360014,,,,,117350361.82683668,,,92194654.65774685,,,,179558751.06246805,40769635623.63638,,1444070086.8178382,,,,,,,,Control
573769416.6573417,,7592699410.410561,,3268592890.332688,405002482.05808705,,,,,,,199410201.63898367,702362379.4308496,9468340204.249865,5073101617.22049,,1243818986.1680288,1129269264.0802248,31948658767.327423,1994932017.7075384,,,,1317670022.9533782,,,,2445899400.3252187,,579312299.0203812,863067806.978868,,,1301814135.7117748,,2556785.6683210996,,,,5496516772.188501,,,,,68079188.5415648,,,8493470265.752134,1738089540.98164,4668328101.043148,,,,,,,,Control
,,61341536.01590848,,,138205223.93920034,14596629.989289206,97040670.65403125,,,,,,756145.3579200789,1317722416.9215946,29758856.706302624,,,1960324987.8963947,,2669894816.3500285,,,553673827.7205352,1126187773.1790073,75197143.554436,,,,,1420878791.2304835,,,3294858028.4152684,46645094.83937383,85622875.74943806,,,,,74062925.51755588,,,,,5746704.7201926,,,16250682836.832218,,909564226.4606314,,,,,,,,Control
52246209.606700905,,129160077.95063525,,771124976.7563007,11726463.595133089,,26351066.23539287,115278342.63437386,290276203.92030776,,,18134889.866535343,99869425.13701709,1950218021.8023336,1770466447.2971652,,182968540.72797653,172756506.22683156,5651147958.972673,3063670927.507257,,,540992331.6338696,986400275.3987644,,,,1628275902.594679,,770656300.8051085,2350814805.744065,,,,,149274884.590574,12086738.305913413,36247461.83063298,,927496954.3220694,,,,145971835.02979153,,,,7856124837.101573,803779256.2944608,608975850.7309395,,6019457.114630579,,,,,,Control
,,81019820.53899957,,,358823994.26507366,,,,,,,,380810124.8810722,1847877313.1071537,21048831.40561423,,,3318701778.340379,,15273775443.149508,7256295761.165065,,992494821.6441466,13488866860.615849,556327482.19115,,,1673959828.587215,32482265.739182036,9270454802.293768,796453843.6928941,,,92493655.70060119,282886597.8927272,,,34712391.44664827,,199733613.6335425,,,4347129.096437795,,,,,21552548929.539757,,1300042084.9687104,,396477565.99258316,,396930055.26656175,,,,Control
113196233.270932,,1103804480.0305827,,,23360481.6102883,,,472075795.76500756,,,984818.8155608207,2592325533.834072,193031729.16474116,2226657238.6959653,2539974448.340712,,527345131.13094854,70331270.19216524,,283468509.9554698,,,,4194024717.6214433,,,,2348438050.6863627,,58307066.93305684,298436307.68903023,,,33921939.27569607,,33730044.43295812,,,,1381002011.351673,,,,,,,,398069558.30154,28385954.0955766,462571570.0633637,,,,,,,,Control
278254101.8245406,,1757451254.6497157,168604935.1776343,6053147768.124097,450426878.7720942,146566939.90828076,,44947295.055150524,,,30871220.36709035,,543694018.2606977,5514433705.849623,3519597037.9440618,,521791225.41630954,1366798870.2039733,509232422.386194,2407579626.3414764,,,29564263.59242521,8417552753.426635,,,,7476408673.242769,,558536240.0235617,2619945079.732899,,,31269316.39615502,,434134986.5637684,,,,3231998946.3052487,,,,913705499.1617289,,,,12578031819.443993,4468214807.730179,6655234211.478167,,35257787.93263311,,,,,,Control
61786808.55156909,,,,,74955834.61038321,,,,,,2257275032.4759436,,378846614.61855817,1808032495.3172288,142825565.86363444,,,1665918275.7365496,,10844565281.895472,,2854504.9559617895,472197134.520235,4105161159.286952,,,,,,2173053456.5388603,,5575459207.210785,,,1222877218.9933429,,,35038364.34762043,,1933749271.0933735,,,680612475.6020075,75366226.6967036,,,,56460648857.06172,,916396408.9292793,93095164.82574423,,,,,,,Control
,,12030727.22455369,,,22949469.828548826,,,,,,,,,4634925399.634513,319096210.8136867,,2188480.370248213,606934612.8076301,,1171854345.7143686,1120356050.875735,,,350539350.4035232,,,,18927397.7967413,,297313930.5159369,239258080.98230734,685928896.1539048,,,,,,81833393.01578589,,48221489.09507279,,,,,,,,28597799651.88386,,1147284217.4494739,16423460.7965474,,,,,,,Control
,,382453208.1479635,,,,,,65348069.99446481,,,,,337031315.77155936,2127292142.6094823,229531379.91633528,,158176603.46131426,2644638316.2209997,,8608519670.163258,,,782909048.9047848,3351628540.9671097,24490225.321714737,,,3295810762.1546044,14260463.227317646,515081636.5325015,1858669082.0743012,,256819488.88779965,82249035.91623366,7501825.535891196,,,124024936.16155784,39126654.164467484,663692975.2662342,,,,,,,,29024458077.726173,27636358051.994137,3319024453.061121,,,,,,,,Control
,,27062158.844025373,,,1840876.2216163508,1622272.1702994092,,,,,55654546.04726934,,43881886.93277977,78659106.88614866,,,4044814.142495926,549173006.8823729,,,,,,73831920.34946577,154738430.2895044,,,10435467.08128769,146777919.0172787,350097584.1497447,,1050727403.7793378,,,439992427.9190782,,,39067484.258747004,,115140415.73077771,,,29030873.69214286,11920951.921230884,,,,9426551857.078077,,79060520.17336223,,,,,,,76040971.81540541,Control
,,119319232.97991146,,,1644128513.0316226,,,,,,3276634.1652017967,,,2731416328.428414,256667108.09150094,,,750972191.5629898,,31354208.083340134,,,,3553700714.8847833,,,,113265659.61457391,,26654433.85243262,,,,,,,,49879243.23097583,,151079580.80358058,,,,,,,,1264998716.409046,,71147097.43796083,,,,,,,,Control
,,39245828.726553746,,,1325254691.616309,,,,14698191.399173947,,,,168545707.95236966,2113783650.593703,7362909.78924785,,,2389837511.331854,,19541825656.967518,6516893496.146713,52279422.32159191,485620507.9384971,17536779613.139416,124264643.54442596,,,,315099385.1646219,8232713944.74502,662185294.9390063,,,61970006.218697675,439329493.4848957,,,,,172710655.9851243,,,16404231.47229235,,,,66300723.32738285,5185754002.33487,,811032111.0349642,,489274334.65379924,,449033891.4716624,,,,Control
,,29870554.451011036,,,40629815.12923085,,,,,,1039144.8264817634,,70316463.37354079,35135056.51438124,2954460.686515057,,,203624540.4732351,,2682817762.6658387,,,126472148.83109775,195593969.44728756,,,,,173599983.26376706,444287491.94158715,286114697.6269407,,839687331.5213408,,178845048.08577862,,,,,264330035.58112878,,,3782786.20287606,7816761.371002386,,,4036965.512950736,8200497370.594538,,408612678.18640023,,,,,444227685.0450989,112408557.12190714,774499.3095216596,Control
,,6191602.285608292,,,930131714.1413805,,,,,,,,,8014328503.886652,118614403.33665325,,,2485128279.174151,,921853054.9055674,,,,7147702951.230082,,,,14032973.398521522,71138826.9027033,872171161.1242576,,,,,702085958.0489763,,,,,41631816.97337582,,,59958164.669462,,,,,77275271254.6276,,386115474.1543624,,,,,,,,Control
,,127263952.93244897,,,253395194.51242417,,104541592.86929071,319177619.2230067,,,14367549.26032533,27636453.675018195,133140425.3625761,2258643470.08614,348713280.65442836,,24843000.114030223,1605069019.7087686,,10279738771.90153,,,1482565861.1073937,1913140957.701506,,,,919412436.5135869,37098425.95019392,2891684333.4649086,4291298250.4136963,,527894590.013044,55826488.086207785,106134202.06412227,,23361107.066432945,111652976.17241557,,309996695.6292719,,,3176701.762952785,20099239.03637687,,,,50955829270.57053,323785114.27329487,1372837642.5715125,,,,105750953.86215746,,,,Control
,,5475475.068844287,,,128353256.82818067,246294862.9171105,,,,,,,,11602550704.977457,844247829.4590518,,104233884.32040365,404331793.10518456,,358031353.5746038,1167313547.918475,,,985027178.8971184,,,,297572718.66033125,,137775134.55382815,156498340.72782522,10578452870.838226,,,,,,,,666907153.1563095,,,,,,,,2825173828.6559124,,840133292.2839121,,,,,,,,Control
158829158.25777322,,2557643841.6156645,,54017701.16839046,36061655.60234035,,,799571657.9036882,20407241.050540987,,,3513402352.136217,146274051.8948386,5017489137.968761,4463959342.747308,,1092934057.1424506,1701113047.9621968,8226810303.83234,2336570936.3262944,,,,6533599245.381164,,,,6499639801.499421,,394958220.2179825,1319490993.007292,,,150702822.0413933,,160599004.488948,,,,3234580943.059689,,,,78072653.4653433,,,,7503541453.162821,876497650.4305241,2002236181.3789742,,6771946.846983268,,,,,,Control
,,797949886.3075315,,,4336178762.351183,82622644.51036058,23530610.5474375,,,,,508455340.25300336,3264366089.6052628,2412650915.4460406,343500450.1635798,,,682561945.2344661,8249470303.834313,4900116892.706695,4653775627.843006,,,15256066370.16371,,,,1473301640.9334915,,2822428698.844081,3855062407.2017775,,,10147368.370774351,142419933.02072096,,,,,5946150437.465701,,,,,,,,20800694650.992546,,976346098.3598775,,,,,355746987.9520205,,,Control
,,654920613.6903177,,,809078628.4578598,,130255115.68466988,,,,,125204765.61597906,2520350538.4412932,4754211342.861757,111264544.68103366,,,2567177635.2272663,253050770.21198153,9331290283.438524,1027015349.8071549,,1118360811.9191282,6824371794.061911,,,,1768356550.0766232,273063958.6829428,3719127980.3982835,4404758486.742318,,563957848.9127419,42272371.13396136,88101945.35978323,,,,,859531939.330421,,,4134385.956853746,,,,,18173606300.59908,,525637925.6586255,,70924481.39944096,,,689971925.2850702,,,Control
,,27302349.307098474,897122.8272710792,,1950217246.3813646,18371052.317500643,,,,,9351906.505054306,15437434.051468806,16960146.980842866,4486412762.017654,118473454.91059972,,5840615.676655037,2195203654.5359726,,220141163.80172667,93079820.93630055,,268255697.86729783,54950769.734509245,4876940.710862365,,1301770477.8245304,80892793.33022635,47638020.75375656,415487662.87584853,,,,4304592.319576662,51873398.84927076,,13283806.848910045,44246523.77469616,10185139.279344656,387825932.0207334,,843109111.6469539,2270758.966356767,7381963.204815141,,,161947973.8784454,6484174856.158846,6350777749.706164,436960044.8484554,,,492485.8250597912,51503368.95909071,,,3899955.3173653735,Control
,,,,,56690211.534467764,,,,,,,,,13558958874.133154,1530462043.3865416,,70911143.37322351,969737548.467283,,1214936978.9431918,381776942.2908958,,,769890287.2189482,,,,489694264.8872318,,952742889.8672346,643678276.6639615,4048479976.5638037,,,,,,,,711259955.5348108,,,,,,,,20236792885.96703,,3409624709.5813737,,,,,,,,Control
,,103278876.1526757,,,710367964.2973263,329910.53357539116,,,,,24305966.752717193,,860523291.1020701,516693601.94499344,24887529.972368695,,,130544830.90198328,,759733321.393391,1095339798.6926513,27218386.25376878,13494108.057032513,329924343.7837734,5369102.125489738,,,16294511.423428275,105445544.40108712,744842847.8221558,786159922.3665788,2802121970.1055503,,977455.859941973,803973556.712052,,,5938389.6043570405,,19458583.610555977,,,,23170460.730178636,3957391.9353066683,,,4652045416.93262,576959.8168574283,70711335.85219152,,,,,,,16207046.770340845,Control
7604090.913790417,,,,8555457.823796598,,39574125.70975355,,,,,215665980.82226464,,2416061.289440159,351807270.0807752,886023745.3311528,,,9692238615.7601,,,,13688732.518074557,,2006720276.5859168,86369057.82279143,,,323006176.8627463,,477846274.74094665,,705927935.957105,,,,16173237.470105091,,11070967754.98057,9246738.815959364,868070972.6336981,,,,24297500.219582338,,5420738.077157524,174647693.83185425,35277506346.98031,,5636684676.996411,12477279.690224959,,,,,,51599677.22688205,Control
,,,,,83979785.89682497,,,,,,,,,4221331334.907697,567213022.542576,,20669373.965216562,231803643.86231792,,1302990962.705914,515264792.48433226,,26205102.25262524,1282500802.9658296,,,,165068248.96152142,,462978046.667506,520661131.92997164,8870944842.497358,,,,,,,,333465899.9721606,,,,,,,135027962.29107276,20452684054.34037,,572896104.7484264,,,,,,,,Control
,,1553701831.2757454,,,2411929858.912174,58863420.46814972,,,,,3122211918.6152096,,7156308692.8611555,13250536799.978125,209412684.63846385,,38294166.25050526,199553905.37086627,10375421082.5173,6931686008.912535,4810939655.01889,,,4095772397.4391646,,,,569109482.9045925,,1748153597.4168444,2287767091.167932,,,,179064999.80250952,,,577570195.6745845,,102589155.4105017,,,,,,,,15796785495.904503,,1636983206.2624192,,,,61820250.761936106,,,,Control
,,,,,267045802.70860013,,,,,,,,,10048640756.302147,533112722.3054854,,,1769869339.726363,,4292570098.8832936,2036596058.989708,,,815112181.3891772,,,,243795976.75687522,,639464857.0672137,1452321821.5636556,922719017.1559767,,57343080.84813657,22362882.137795404,,,,,348693307.3359997,,,,,,,,28136399629.017532,,2361834029.002463,,,,,,,,Control
,,,,,1163456875.0018692,5066134.078084135,,,,362999860.47280127,535264079.5112108,,,287837849.6296334,141147036.9266532,,,3821791322.0519586,,48359264.39914625,,10641230.621509029,147442511.11332962,312338519.69196,790849.3692217894,,2165322082.3539357,20288026.887659963,5160096.379377814,765972849.954288,,,,,10962268.484262425,,7657927.555434752,3157344738.645489,198385738.798052,134248637.97334236,,,9396230.129367795,13334816.591927795,,,5950945.748599603,2102179415.8845842,60741694765.54487,1689269913.0412908,,,,,,,33560201.945391975,Control
