,taxa102106,taxa1263,taxa1485,taxa1678,taxa1730,taxa189330,taxa216851,taxa239759,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.0011465085116851364,0.005077705194665758,,0.005388830123387733,0.026149244147083767,0.0002978612419407381,0.046962827260032175,0.2161386366279226,0.014044757853674775,0.1908804606798577,0.007872569815302018,0.02368814419639953,0.0004596553522463596,0.13118586621536593,0.00400311788113061,0.0004912137794155128,0.002826423047805415,0.30498933016437946,0.01839684790770486,Control
1,0.01108105386947093,0.15268851606097603,0.00030429762904412,,0.25366381193854554,0.023836409103988113,0.06974201142061606,0.002911832905132632,,0.33002851320914406,,0.010518864766433425,,0.0024753697287744213,,0.0046322337766279585,0.01403060455260735,0.11747912361873965,0.00660735741989955,Control
2,0.0018835206463068013,0.0291378546046752,,0.0362410896945072,0.09552534947836042,0.0013551250109637945,0.040077943689951004,0.15755150612905752,,0.26826568178208476,,0.024535312900771142,0.00017790979108341256,0.015307472211225505,0.0009543835028671807,,0.029012333972591703,0.2785597959430404,0.021414720642513922,Control
3,,0.0028273054935295237,,,0.14211745297678924,0.019096077437091217,0.007804017463408067,0.04386714573675798,0.0008822340848591201,0.04317731376615004,,0.005557270265842068,,0.015586850582529246,,,0.0112266298470249,0.6885702954197034,0.01928740692631522,Control
4,0.009278886832561464,0.041715126563797146,0.0016194824233835322,0.03729692936166482,0.18018610593707238,0.007897717476557368,0.012571668326013275,0.22424973116591781,0.014465092430090684,0.06919076705663803,0.00018063457799277863,0.0014363563339701642,0.0018934241040774087,0.021384019645069252,0.009043065276602617,0.00147235867399769,0.004187607820156727,0.35097796806281006,0.010953057931626944,Control
5,0.006062323708994459,0.04633550324139835,0.014086854665526734,0.03379145994197122,0.15681097565080415,0.02217722337038109,0.021883040384524762,0.21376803301312042,0.012871751028294073,0.055654304698176324,0.0043495997899654654,0.0055795135546325425,0.0016608884730085426,0.03740607349862333,0.02485004745972655,0.0009623890081926933,0.01622826445502097,0.30198523026382224,0.023536523793816096,Control
6,0.009183018353961864,0.17274286955099805,0.0005061199997625962,0.000411158544085344,0.4455708155613173,0.011452679007972052,0.047228281813673736,0.011971692481242554,,0.08429712047804905,0.003115922764409837,0.008985420755995514,0.00016638720574484056,0.004911901760736834,,,0.0074644001986822845,0.19071084584665404,0.0012813656767139564,Control
7,0.012393836566727936,0.024942968924603584,8.455625684766626e-06,,0.01471863146008123,0.0010364501499934256,0.005657756364746159,3.912101359210123e-06,,0.011557136611609571,8.447904439247981e-08,0.0001511696277401341,9.299181734860176e-05,0.9261571274609606,7.55386058455376e-05,5.449398610755269e-06,0.0006961052599305139,0.0005079418001154789,0.0019944437455981135,Treat
8,,0.00048359530037759646,6.101610896774059e-05,0.00012968299431291358,5.105874962392719e-07,1.8392697206705607e-05,9.88852090726994e-06,1.0422510099319988e-06,0.0010126372088144783,0.00020215538404979528,1.119343717640231e-08,,0.00021675744130939453,0.9960988397880313,,9.805168612102183e-05,0.0010837630469552131,0.00019135721530262012,0.00039229857570057143,Treat
9,0.23550014394439267,0.10454897317342617,0.0051526814821027086,0.19433159451302642,0.0004210081817382003,0.017693228074549323,0.002835111679616006,0.0,,7.70397739064368e-05,0.0010729725734206985,0.001999432712191558,0.0,0.27424095849008806,,0.0006927489858326602,0.1612094468883017,0.00012170660221303979,0.00010295292519425228,Treat
10,0.007055549087353071,0.00031569759638995807,,,0.00014612062176632196,0.000244614321958986,0.0009010179207774278,6.84863517918828e-06,0.00014568086551961984,0.0005330370890676916,,0.0002680073860417034,,0.9890787231272166,,4.188746404019384e-06,0.0005343277451853336,0.0002151059141310101,0.0005510809430089837,Treat
11,,0.0009724943411636607,5.142899329857551e-05,0.002109613358732324,5.4213392804516105e-05,,0.0011092965636908668,6.0251772648607964e-06,4.9913237403840606e-05,0.0019873673402466176,,,0.00033709869494551924,0.9918960451017388,0.00023177381194126225,4.433142286206148e-06,9.078766077124035e-05,5.278866963726739e-05,0.0010467205140745387,Treat
12,,0.00046049491766214813,1.4510232370770795e-05,3.3991220436296384e-06,3.3511889308082296e-06,1.2414502083545215e-06,0.001143363521739063,9.3894694616136e-07,4.6451361491959704e-05,8.718027816019318e-05,2.7587287394161893e-07,,0.0002041969161395846,0.997681881683395,8.718407442436187e-05,4.184275046551629e-05,0.0001068876509237792,0.00011659354336134176,2.064888633863937e-07,Treat
13,0.005151611146685632,0.0024982909905841137,,8.025851065790399e-05,0.001108612824888892,0.000505291322206719,0.0022481389939473374,3.3870971686191845e-06,,0.006240920549993107,,7.757860871881134e-05,,0.9813260081223812,6.307676408057084e-06,3.9503071157128446e-05,0.00032299805568805433,0.00031073688638934955,8.03561431250072e-05,Treat
