,taxa102106,taxa1263,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa816,taxa838,taxa841,condition
0,0.005303718373757473,0.023802090491725186,0.0009479155238729522,0.28925137002698653,0.0043889396193003225,,0.05378515709275725,0.0293882361001958,,0.07890078912412483,0.003110268157012413,0.0003729670846861631,0.07310929750456675,,,0.004038097700654864,0.0004788008282357086,0.0038541631405745367,0.4085773864897415,,0.020690802741807676,Control
1,0.0034996931736966134,0.03159896524886991,0.011296430540031325,0.02068877821822759,0.004291935151508615,5.1090411294841054e-05,0.1415669883281117,0.174872259779982,0.01749982827945093,0.049373546406839774,0.002899437608105891,0.010480800507271015,0.06817311474963145,0.035443348397435716,0.000149978740712189,0.006723384592153762,0.017739953212536682,0.020284482763514414,0.2090710457582754,0.1627592909332118,0.011535647199138502,Control
2,0.01924587445720365,0.0626707928954998,0.06257333531557611,0.04337612911567597,0.001522880618459749,5.217915148709371e-05,0.010955684767222872,0.11823856259633773,0.0154565300452639,0.2467165875464467,0.005651450047723948,0.0016543575523692239,0.05249658474741658,0.1014056409657913,0.0017061735079062913,0.00755120699699419,,0.02039575283498652,0.21616212292391138,,0.012168153913726916,Control
3,0.04032734037367781,0.3444648857844682,0.002120172482826832,0.25686986835927667,0.03963905788286274,0.0008428863735811485,0.11680902834193128,0.0023459553809258176,,0.10120004977064176,0.02323213084168147,,0.0008924164718081896,,0.005682731402322819,2.667846350418994e-05,,0.01611040247961011,0.042082105376869385,,0.0073542902140115735,Control
4,0.0037704639571063256,0.02706070982603795,0.02530840773595697,0.06330434352996481,0.009488772682920149,,0.024997667306694938,0.10655449520088861,,0.18542924552933063,0.028673356044329364,0.005170691393174937,0.11537189245813044,0.08453435956348614,,0.0010921774001335172,,0.014160151532735423,0.2978094206078993,,0.007273845231210569,Control
5,,0.00879819154708455,,0.19697282170076227,0.010326748827408834,,0.042006944624012964,0.02353538838199763,,0.039657978213381226,0.004939062679678009,,0.012286165431900998,0.01682947662207131,,,0.002498227264576216,0.012037887870621534,0.5761742256777862,,0.053936881158718315,Control
6,0.017534113809991717,0.029351481387067002,0.04813924022136712,0.057743665377496936,0.0013712799736518536,4.1510562876726254e-05,0.002565196633194059,0.08155094914097209,0.009897992020863028,0.04170718500997621,0.009249698527910518,,0.047432259380899226,0.029996651828267037,0.0004059967278225264,0.004352362998551295,0.011578844499479558,0.004385805677734112,0.5936700165300527,0.001248830319523329,0.007776919372303035,Control
7,0.06511187133979378,0.05888838995454841,0.21377848302185964,0.1849103927239864,0.07912847997890846,0.010813050712485284,0.005233053640297791,0.014699451587351375,,0.12499010159697369,0.10263850891161741,,0.0006821380174573757,0.01737160919483511,0.0037281439149082747,,,0.08484570357613733,0.02040915592293414,0.0022585982169480868,0.01051286768895728,Control
8,0.013625242245951727,0.009432332872797426,,0.02468576990511102,0.0073085247925701,0.0023508819001258493,0.02692038536343716,0.15935123093175182,0.004352616023978066,0.01592594722014604,0.03141470474305523,,0.03949075066191147,0.045177004332986624,0.002401291126640405,,0.002553680309099156,0.015964509116926758,0.42568965687461635,0.14560484393175707,0.027750627647137743,Control
9,0.001368311624980767,0.02635026035955549,,0.11295928468837706,0.574730055930322,,0.02329592909821859,0.018836097470596683,,0.03096006057099169,0.0022383894722316747,0.0013607698522687187,0.0066341593753225046,,8.252606461919541e-05,0.0017749171986113715,,0.0005528032710888751,0.19205384272359047,,0.006802592299224917,Treat
10,0.0032384135867711853,0.0015292059305923441,0.03302887247209917,0.035375480333708506,0.43162727915128113,,0.02959312708346552,0.10060686947414729,0.003935660322274721,0.0840670446763534,0.00010207414926551345,0.012063292794945885,0.019437240250374743,,0.0011667762687407135,0.00821249207950254,,0.0006707894857222085,0.2314154405436515,,0.003929941397103648,Treat
