taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577309,taxa577310,taxa61170,taxa644652,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
,,746000955.8400635,,,18864189824.954266,,,,,,,,,1576033835.6905932,420509012.830107,,,8820924037.389029,957738901.0827857,,,511854497.5278833,,4496217218.947902,,,13012393769.268387,,,,,,,,,,,743490065.3692786,,59230958.69997789,,,,,,,,,5974794157.285412,133941794.02880424,,,,,,,,Control
,,691100939.3096244,,,4218261887.6666365,,,,,,,339578748.2760377,1979898180.1286874,718993932.5835239,178286110.65998524,,,90684713.07114775,2311231261.857747,1012789850.6836578,837697173.9160651,,,4966978981.499631,,,,483492498.41286856,,599720277.8867551,694668775.7962977,,,32244872.840360258,35361223.84569526,,,,,960144441.1914119,,,,,,,,1211069059.8782232,,86638962.68471637,,,,,98589012.54687023,,,Control
,,,,,354875051.095057,58806518.29592953,,,9893402.349347021,,,,165306084.7624298,700294576.9260226,14322697.48097259,,,815750039.6747199,,3253688721.193611,1100581598.555211,,148640557.74837938,1489384638.679209,46469237.85536875,,44966608.37049534,505995041.0569572,4741797.154008956,407306153.8804464,,,432020011.4230653,,174767223.83530638,,,,,62212228.95902988,,,,7631037.408858927,,,141555931.0612926,8449568155.15198,,172832331.07396257,,,,,,,,Control
,,1008837371.5078444,,,13901013659.60988,,,,,,27703756.687503256,,,23093970690.61995,2170105893.3486767,,,6349427438.403354,,265098057.35871857,,,,30046338706.63164,,,,957654750.822165,,225361731.84456375,,,,,,,,421726182.58793175,,1277369317.4180205,,,,,,,,10695492655.720942,,601544687.9532745,,,,,,,,Control
,,447933555.3072838,,,5922240299.4563265,1397129.5618914096,,,,,,,,27634608611.327736,341114556.11102575,,,2105313042.513213,,1477218862.5464263,,,,4463736831.810402,,,,456538952.22420835,198146748.634841,1003461439.9523147,,,,,161176550.99709907,,,1085101400.89031,,373931747.74336517,,,43456870.60366632,,,,13119200.116881425,29012239771.641098,,1116736405.9702797,7062413.170000532,,,,,,12435988.408044415,Control
,,12429502.488735719,,,23710162.072907858,,,,,,,,,4788556478.3053875,329673100.5886465,,2261020.610045337,627052308.6082311,,1210697095.4146006,1157491817.6358762,,,362158466.97513574,,,,19554772.843635347,,307168816.1744295,247188624.38758716,708664967.853345,,,,,,84545875.17165925,,49819857.73017014,,,,,,,,29545713680.549553,,1185312555.9169567,16967839.352862753,,,,,,,Control
,26399322.222478945,553271557.7994152,,,2487345031.169065,122614972.40474395,,,,,96564768.9623597,,2223901485.3214455,10743944755.935158,470916665.99282444,,22143044.328984175,749610017.2773454,1032277380.207625,13371323558.217947,1059560641.4690671,38618479.52579292,862509088.3126457,4125633189.147855,10770685.768878581,,,85645522.01046209,112899071.03530039,1275063493.5564501,8486409018.778207,,,,539210241.8266656,,,87792231.10508686,,249694208.3592093,,,11104948.430671364,,,,108360526.89406946,20927739571.29712,247168668.24788603,653097244.7290423,,45028894.573063426,,30737308.766634185,,,,Control
4857845.718644815,,50894296.6564461,,,244731414.58736193,20027271.393175222,4165802.4618208674,358271200.345384,4582924.424838041,,9100842.829465613,149897111.14490217,69273394.57886839,817690413.8461696,307849551.62755156,,47125301.776326634,35980832.18649441,,758632444.4849589,,,16133681.640985692,221005571.5026286,,,,1381364386.5515819,,128033419.68078119,491597193.5049675,,,6420698.7878715,,73362002.39168933,,,,422967087.66776526,,,,23431961.70169852,,,,2319008513.4832067,130575425.92942807,150605405.90677872,204498.1052454327,,,,,,,Control
,,6913723.14339935,,,162067924.90262905,310989361.1861175,,,,,,,,14650203374.663258,1066007183.6520504,,131613094.62495506,510537997.2433165,,452075778.65819854,1473932871.6459687,,,1243765174.3441901,,,,375736418.4803858,,173964655.91995007,197605903.88770378,13357104820.113907,,,,,,,,842084268.7260305,,,,,,,,3567264837.7937493,,1060811877.2111529,,,,,,,,Control
,,22378563.730348986,,,103277368.70004165,,,,,,,,,17433943642.393696,1743178302.7985744,,103477225.5327771,1625495037.5335217,,1709299868.881908,1754386490.0398185,,,940283185.7320687,,,,750181527.0485295,,1204785601.5533886,525023899.59599096,2404056234.830483,,106496684.16788813,,,,,,1384359666.534188,,,,,,,,19707774245.320972,,1938800331.2944274,,,,,,,,Control
,,,,,17784474.378758084,,,,,,40347630.88345405,,72913275.13569662,221914528.04000688,50099416.8920596,,,458674180.4787383,,4020923329.083454,,,162242397.8100139,661637703.5996082,2010730.2735477348,,,,,397743425.1920207,,1578054886.6695893,,,308956636.8917393,,,67328765.99173391,,206345438.41556475,,,152700382.64419577,10688080.25812015,,,,17060074262.268885,,22568272.866715167,17925174.334286235,,,,,,,Control
,,169336765.23228675,,,,,,28933816.08856731,,,,,149225556.431095,941889785.3621477,101628383.72452086,,70035010.28341867,1170952388.7820737,,3811548297.4847684,,,346644459.9971344,1483982676.3016822,10843406.323799444,,,1459268536.3619695,6314029.1731941765,228059946.42675793,822952986.9022796,,113710594.05532345,36416966.54337071,3321543.243777194,,,54913858.87293649,17323899.785434667,293859795.5112346,,,,,,,,12851004355.023703,12236402717.049265,1469546738.3575735,,,,,,,,Control
,,237291057.73549974,,,1041043323.3283595,12786380.495243326,,,,,960506570.9922261,,1299080751.8421445,4929637488.762382,102207050.55798593,,17196034.203178424,300615623.29077,5346438603.339515,3763938262.409778,1104225746.200004,,318490065.75670767,2594288115.555487,4296585.664141895,,,132564205.05869374,7233124.287228349,812613569.7107103,1509703903.8201318,,,,93252061.48956387,,,65201495.0822375,,82210159.3842729,,,,,,,21450623.165339988,5884190219.620011,8560866.172914302,232849098.87219512,,1175907.6554493608,,7701549.040085924,,,,Control
,,924856570.1107289,,,,,,134929235.8125701,363285345.4746572,,23365672.19942685,1270893436.5368822,2705611609.086361,4704773365.116782,2087173409.7135482,,398935544.9033964,3637917688.420696,,160264730.16246977,,,,8394307556.869507,,,,29191331672.07978,,217045749.02355397,274020168.6048664,,,40062601.0457984,,688714290.7120454,46451987.802968465,45234279.56449435,1039271003.5998291,2070240102.20912,,,,10565409.716172472,,,,3539756078.420407,622922230.8862528,6159977688.03118,,,,,,,,Control
,,86816957.07267572,,,195602486.8832328,20658677.32521735,137342105.94742507,,,,,,1070175.9907385698,1864978576.2442534,42117846.29150714,,,2774456940.2135196,,3778714370.6265564,,,783617106.0504843,1593898717.086211,106426861.92696926,,,,,2010976265.6047719,,,4663227669.083873,66017016.51668088,121182448.48727268,,,,,104821597.9408614,,,,,8133337.529613129,,,22999665901.438156,,1287310418.5554626,,,,,,,,Control
,,39187951.58476473,,,346792472.3358542,112808303.37461756,45725848.921003394,623071868.576039,7145156.799315121,,144795892.75433296,,1080448.6550840747,1172018650.2240837,40363038.07825033,,,4876190964.178965,,5744264423.403485,,53494038.156461895,1452422678.921268,220868941.85609195,2231875.688969293,,2762541594.832777,118179000.7039041,243716093.34352675,2041188331.0767539,659972739.0661,,609499225.2519535,906945.951347946,83983195.09481981,,,6118328366.172045,131530822.40505254,4374973199.031423,4392772.9991374435,,,48005043.52917346,,,10772940.604706908,21198481477.614883,19664480981.9915,2976076104.212751,,,542708570.8000774,25102686.636004455,,,,Control
,,,,,949585621.4429036,41714817.943855524,,,,,,,,10907110617.19121,321531855.6684971,,,1227577901.1089635,76372739.81163664,634693788.2584383,186447338.10331598,,,1784793111.224778,,,258012302.23666492,398733350.16611063,,372852239.97271144,383723404.6035229,,,,,,,,,324557309.5221236,,416152176.06595045,,,,,,6058646079.320911,,175795843.38926944,,,,,,,,Control
