,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,6.119547923016739e-05,,0.009860515611586315,,0.002023907323740172,,0.0007760847632387126,0.006362590714417546,0.0001295648512297683,0.0011193446627216052,0.0031478171909514172,0.022211241576925986,0.08125890079006297,0.015207239631714085,0.002059994178277322,0.026872532751537875,,0.0934556054515498,,,0.0006381503704446053,0.034871423189456206,,0.17768319350401834,,0.012610181753834174,0.030945347328366245,,0.0022021676895260947,0.0014204307683478286,,0.002258037096851683,0.0026512968550306266,0.005524658299878717,0.002055755059822657,0.019603314164546925,,0.002617166516703323,,0.4028064703295404,0.0015204304857399315,0.036045441610708495,,,,,,,,Control
1,0.0006639138999643458,,,6.349909181837209e-05,0.03496512414269652,0.0001231856087656618,,8.624307294586355e-05,,0.009930968730575591,,6.757460288746016e-05,0.0014387868754870893,9.426262698503683e-05,9.689198896509365e-05,0.0868149591765259,,0.055520687294186674,,0.0006606271974892747,0.003527026160048212,0.006619550252892035,0.0032506802159442405,,0.015504558787801026,0.10123227678557341,,,,0.0,0.014269284529570332,,,0.0648283657673898,0.0013458389294920808,0.008115920155742369,,0.0007067725002392718,2.2743981127491455e-05,0.5863779592154404,0.0020239513841487336,2.6425087899570986e-05,0.0006432734084208996,,0.0004580348569258971,0.00021928878913673834,,,0.000301324882914511,Control
2,0.0026661847824723433,,0.06263115776859139,,0.056644786366745754,0.0003548584357817548,,0.016679363591908726,,,0.008080149185198697,0.20563368280108518,0.17786544513995944,0.07611374410796556,0.010401081572348345,0.0050336782127882625,,0.014139413482292505,,,,0.12022807226319104,,0.0987280585322038,,0.0006561490694741621,0.016709763884655636,,,0.00358610442172823,,0.010277220156546812,,,,0.0816131457646572,,,,0.01963158235557968,0.0021725473151173423,0.010112335297373064,4.147549233500128e-05,,,,,,,Control
3,,,0.01003744658100956,,0.03371963399020165,,,,,,,0.05908015232353945,0.042203962875101655,0.0022395250794063986,9.658717754762065e-05,0.019115817499248827,0.023287189101012268,0.13018983602215695,0.04517273144213305,,0.01860332881838048,0.12627280378984196,,0.023019978305984474,0.0009709173743033213,0.08167135770062382,0.0764673888531807,,0.0032059117119057805,0.0005202115362159698,0.0015930706011079306,,,,,0.023729966140942728,,,,0.2588886461051993,,0.006516751285134615,,0.00011347448790775903,,,0.013283311197913716,,,Control
4,,,,,0.010066226541160508,0.007655575827023984,,,,,,0.010703681521767983,0.04516940908477205,0.0014632384420895695,0.0005483682237231572,0.06002197165610205,,0.10970780236126067,0.00022975613077289692,,0.0033930283842870355,0.04461538639072853,0.03405087407725392,0.08052300388542889,,0.0243031442316902,,,0.06766681552925267,,0.006965845845291385,,,,,0.005890457908238333,,0.00032184321884761905,0.023815936605309906,0.43240080731988495,,0.03048682681511383,,,,,,,,Control
5,,0.00011578607456001809,0.001198147671363908,,0.045927198936010896,0.000395308986221457,,,,0.01380391638629797,,0.0004090831793489011,0.15009727894439553,0.0037427486122759337,0.0003498437923647058,0.0070688537737871515,0.006671266349604764,0.14828902772631156,0.04544572356872152,,0.016677026655031443,0.13636347630807713,,0.0016676094566774695,0.0004554804614623968,0.05112452305561729,0.09436306163236824,,,0.00030313581416562875,0.004586702746076995,,,0.0008397079539647825,,0.004411884415256503,,4.152971010605301e-05,0.0005392648392075262,0.2582433367599659,,0.005401140751747821,0.00023498980606143207,,,0.0012329456329490296,,,,Control
6,,0.00012641519916524737,,,0.03935571001720549,,,,,0.018760124067023282,,0.02235270296312887,0.012405508707782752,,,0.04489193616433932,,0.18988648023625865,0.1871606864139144,0.013754190690980054,0.002019930414129682,0.08042643481793607,,,0.013641990419789612,0.053641821142784735,0.06201560733985095,,0.0005847652431772688,0.0018707279258445187,0.020218076527095608,,,0.003660723741664193,,0.003674070582434429,0.0008184977230072625,,,0.14149929945362594,,0.07139387894350316,,0.0011863496759430465,,0.014654071589415587,,,,Control
7,,,,,0.025183122008014376,0.0007305540907357696,,,,0.00810466200859146,0.0004897939090776621,,0.04975038195341104,0.0013684444689433326,2.544115321644951e-05,0.11898806675469029,,0.09584882080771938,,0.0003376640863890554,0.013417933096592715,0.024308711640351446,0.00011851854303272818,0.0035957864072468804,0.0046385634311552565,0.061869988881388685,,,,0.0002609269494516346,0.0007580636303925809,,,0.0048337156918033895,0.00032701189622119246,0.015293235662746697,0.002082451468156208,0.00014892382370604591,0.0008751343029170557,0.5309661753662829,0.0010801113991569051,0.034325596913057324,0.000164436722008759,2.3786444064160107e-05,,,,,8.397648947868699e-05,Control
8,,,0.0015340496352555597,,,0.00015016506433757702,,,,0.0016835752458060353,,0.0026174975018672052,0.014454106828002274,0.0010280285383962161,1.9716491768950854e-05,0.06082686916604994,,0.05875301395884987,,0.00011606086235885124,0.00788052189660288,0.003972286925472086,,0.0003347540575474304,0.007704139226994158,0.020853866904941357,0.003709791145867082,,,,0.0020336761942438926,,0.000708621371739212,0.026834358448804475,0.02281304673298797,0.0026222934052704634,0.0028414129029837765,7.055306784348898e-05,0.00019631231264004032,0.1708844327959648,0.5337904433205215,0.04668854593324444,0.00013236693392992949,,0.00021283153547348567,0.0019494814456089138,,0.0025191281942848172,6.405195434129439e-05,Control
9,0.0004578540598450747,,0.013856533182846234,0.0003653794435210454,0.01837390165726857,0.0012869292255057996,0.0007234843641846582,0.037700435148730914,0.00011022004329443299,0.0006670517020179085,0.0034584845184927183,0.0038773206830115645,0.057039974605301996,0.07286095961978493,0.009735626204153972,0.03933136112935865,,0.03654742327582787,,0.00024105123468492497,0.009118724621835031,0.10813556183564868,1.510014593133732e-05,0.15136959425797664,,0.014110700602683194,0.039673263703657966,,0.00044154149343749864,0.0018664662131479286,,0.00494711642322733,,,,0.035806965024975865,0.0003726539663784779,0.0010345253263615481,0.00021878678593944954,0.2505268518069474,0.04515329403621389,0.040318381617060306,0.0002564820407461456,,,,,,,Control
