,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577310,taxa61170,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,0.0011558665564453897,,,,,,,,,0.27645596441812764,0.0312048560761502,0.0014458196024648633,0.019772147086118578,,0.024771560806320363,0.007784116299296695,,,0.015697426611073106,,,,0.009984461309023678,,0.019425640044033198,0.013124068035165453,0.08254516049042733,,,,,,,,0.014502002608363372,,,,,,0.4126114804207333,,0.06951942963625662,,,,,,,,Control
1,,,,,0.004060099187939831,,,,,,,,,0.1720956935946483,0.011644086585066072,7.622705903301741e-05,0.05612297884860439,,0.05398942783122523,0.0347520775402617,,,0.008040038968563194,,,,8.449507337257751e-05,,0.021873636911965214,0.032364839643878485,0.004725371853944922,,,,,,,,0.004164860979388648,,,,,0.0002445113996760149,0.5597102887775419,,0.036051365744890616,,,,,,,,Control
2,,,0.017957066316454738,,0.15171480297747264,,,,,,,,0.062241905911378514,0.19559931946119888,0.06123129194766371,,0.10174824888791563,,0.0133061025519366,,,,0.013817282757327423,,,,0.0249485096590405,,,,0.0533194305741978,,,,,,,,0.03250734834655123,,,,,,0.17733464306218127,,0.0942740475466811,,,,,,,,Control
3,0.005335003130870383,,0.005265178331821145,4.896936858650787e-05,,0.001240182485016549,,,,,0.0024657457222087334,0.0005008370286123216,0.05211864081888234,0.00021284806972256653,0.0015435063192465468,,8.505744188721201e-05,,0.00025353660562534345,,,,0.00010284589728189335,0.007816185960921627,7.912795675565154e-05,,,0.0001363781580258904,0.020057505782525912,,,,,,,,0.07703116813412905,0.006629880004600464,0.012834063869755793,,,,,0.0014447497220553844,0.15661099254980637,0.6415508670594099,0.0030274110896706835,0.0001057084073454053,,0.003327872413837169,,,0.0001757376713991796,,Control
4,,,0.0010711612628147807,,0.0007024651807164397,,,,0.002031401673193752,,,,0.000569400419445895,0.025071836853342508,0.014131538039410524,0.0007854041847156299,0.033632973971244325,,0.05566374756266022,,,0.010182272552866571,0.03565048537435084,,,,0.033329300457815236,,0.005932051214432354,0.013243466641006571,,0.006442468313073001,,0.0008938086838747655,,0.0035900308927659078,0.0005182681208638701,,0.00835399091616598,,,0.0006716650166099448,,,0.6437818092217704,0.08087197076359848,0.022878482683261984,,,,,,,,Control
5,,,,,0.02517715148558686,0.0007303808878429012,,,,,0.008102740520609376,0.0004896777866398612,,0.04973858691977162,0.00136812003226745,2.5435121518877924e-05,0.11895985655418623,,0.09582609655875211,,0.0003375840315412049,0.013414751915543812,0.024302948426879082,0.00011849044414891909,,,0.003594933902804336,0.004637463700669564,0.0618553204794293,,,,0.0002608650877728821,0.0007578839054202244,,,0.004832569693783884,0.00032693436684021144,0.0152896098769333,0.00015778046925938094,0.002081957751642788,0.00014888851620806595,7.930381384137956e-05,0.0008749268223282318,0.5308402916312452,0.001079855321720167,0.03431745885352121,0.0001643977366464061,2.378080467212163e-05,,,,,8.395657997288162e-05,Control
6,,,,,0.005973150357391743,7.727389042683711e-05,,,,,,,,0.07733316071452052,0.013584122845257013,0.0012809866783454085,0.012122189844956614,,0.03352533804798465,0.006441952035570264,,0.0011322040961230556,0.039519425179353314,0.0004904464590048864,,,0.002593226801902718,,0.005483108473729407,0.0332942243835536,0.08866531605931481,,,0.008467863063383808,,,0.0007576684727584252,,0.01192566737231349,,0.00027359407539868377,,,,0.6458448595162695,,0.01121422163244128,,,,,,,,Control
7,,,,,0.0021118656866643097,,,,,,,,,0.1061551265346755,0.014263881558456128,0.0005197791489442676,0.005829238027803678,,0.03276671730924657,0.012957523327467878,,0.0006589878227462966,0.03225144491592898,,,,0.004151022382551444,,0.011642652335851442,0.013093226746893595,0.22308039751587633,,,,,,,,0.008385770269634182,,,,,0.003395589989394102,0.5143299806409809,,0.01440679578688454,,,,,,,,Control
8,0.001183116090534915,,0.0195462848645946,2.6118042104156878e-05,0.00017897622477748936,0.0018957952553610925,0.0007091412627084826,0.0024429214122680923,,,,0.01694936065426216,0.025145119021790875,0.03398550396635247,0.024193735519964957,0.003257783514728859,0.00837733599092216,,0.07116573354498314,,,0.008802716692602611,0.2621231678999897,,,,0.17976496883784596,,0.006181547447169497,0.09612688165665388,,,0.002677463511482313,,0.001073545180831022,,0.0005964486746654473,,0.017205858557795016,,,0.0005467099331284472,,,0.139973975608246,0.034792978096743934,0.038730350985904057,,0.002346461551588596,,,,,,Control
9,,,0.011081053869470933,,0.15268851606097608,,,,,,0.0003042976290441201,,,0.25366381193854565,0.023836409103988123,,0.06974201142061609,,0.002911832905132633,,,,0.33002851320914417,,,,0.010518864766433428,,0.002475369728774422,,,,,,,,0.00463223377662796,,0.014030604552607358,,,,,,0.11747912361873969,,0.006607357419899554,,,,,,,,Control
