,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa946234,condition
0,,0.002561818395316052,0.06102737469499337,,,,,,,,0.1497088181862148,0.003016065861541051,,0.0318958657624527,,0.02319388168342758,,,,0.08580339858685522,,,0.0019283557140322885,0.0004803977426758276,0.039127881212722614,,,,,0.0007779454828325453,,,0.003429220036200464,,0.0028820835570999358,0.0003279386019779505,,,0.0014439193186227429,0.5879359586797361,0.0019465296513340225,0.0025125468319646843,,,,,,,Control
1,,0.003926427730412628,0.02621804143097396,,0.0004536411387766002,,,,0.0006444740148201142,0.031506631752236135,0.13240786272755115,0.008429587935231655,,0.055251900429022865,0.008844814663895598,0.09636884690473828,0.00967908890932609,,,0.13648371425213854,,,0.030447963654185218,0.0017672693942687766,0.02114134995259125,0.07455638068515197,,0.007375670006173157,0.0004825552109044054,0.0025824396991862555,,,,,0.02195073744308317,,,,,0.25229076899659697,,0.06816544136401723,,0.001433105332106,,0.0002901733667111875,0.007301113005900744,,Control
2,,0.0010249973342764565,0.006817353347920497,,,,,,8.349725884485041e-05,0.040013347386845234,0.06692432114851646,0.01195471749874272,,0.01362334376389613,,0.07531097656182233,0.0670287180857599,,,0.050947835924538366,,,0.004598030702439206,0.005487281581874338,0.1541716518994206,0.01137236723656843,,0.024214712338754163,,,,,,,0.006228104162779682,,,,,0.4397921354510186,,0.011946601118782105,,,,,0.00846000719719993,,Control
3,0.005792179553064935,0.013616161585111138,0.003960626045913883,0.024387448385662838,,0.0019391434152615848,0.0003021300276736614,0.0018815059644880848,0.015835807260803754,0.0019890958725986177,0.08866802705688576,0.05857820375574412,0.009410494034194491,0.030666636951358718,0.006027340352220814,0.07411561369997191,,,0.0004980973603035617,0.07399001895009595,,,0.042057004866028064,,0.011726860841566066,0.06745832345720187,,0.0014086592969043414,0.002745518797987981,,0.0003832616012386453,,0.0030451237563896604,,0.06722700515476424,,0.0021018457048736358,,,0.28979561320813235,0.00988641469915282,0.08570721865705618,,0.004798619687350314,,,,,Control
4,,0.010150748701746133,0.00970951209248636,0.00039565204544528374,0.0012849354879563932,,,0.0003331517639743326,,0.003869964704366529,0.000846884306047512,0.0006203894371668414,,0.01243799538200908,,0.28800547102639634,4.7781410263381016e-05,6.0413277344504736e-05,0.008376795194266583,0.08150651820817734,,,,0.0009971486031516619,0.06578939997423101,0.03201804841168551,0.0005964438108739287,,,0.02657843691958631,,,0.010525530705926949,,0.01819790708635661,3.0316480994696935e-05,0.0030910727959121962,,,0.4165748110245224,0.0004907754966822677,0.0009315727366522633,,,,0.004993981189941652,0.00037148673450748194,0.001166854991328498,Control
5,,,0.03939838095910804,0.0017307510264261887,,,,,,,0.4525368640336659,0.013340381587568171,,0.05093230216711033,0.0031687108882478155,0.026333494418532492,0.0077357144943329854,,,0.07405120437941842,,0.010704950397427495,0.016543477571906797,,0.015469668306034811,0.01592071376831032,,,,,,,,,0.013465907902212929,,,,,0.2513736949457845,,0.0072937831539128676,,,,,,,Control
6,,0.004626824890092525,0.08565400286859372,0.007905328641906474,,,,0.00795580470887346,,0.006472917704153226,0.22465954447512823,0.061756635911025884,0.004455539071637523,0.0779493581940351,0.0022992680526544144,0.05747327014913071,0.03125733220340902,,,0.050252751971811505,0.007798275005372097,,0.01125283484131046,,0.02035849544933296,0.014527123009509584,,,4.248864538100168e-05,0.0019182014811563966,,,,,0.020937805387138683,0.0007714518015130176,,0.0008039561699115384,0.01011507101095131,0.17131022446540578,0.07541368464971773,0.04203180924084772,,,,,,,Control
7,,,0.12389783616470999,0.003954854155799175,,,,,,,0.008857023552997827,0.03211328091093952,,0.022336119624857688,0.009017139105864191,,,,,0.02833076165283071,,0.011610695044760722,0.00693258208239546,,0.0176693832938803,,,,,,,,0.003407090422308984,,0.0005113163773771892,,,,,,0.7051973508460422,0.02616456676523605,,,,,,,Control
8,,0.0016479612196593034,0.025493776511942973,,,,,,,0.031708657131977104,0.08357862800358068,0.001185648519562319,,0.03506566126271722,0.010847963210777255,0.13784758489836588,0.003211196222185533,,,0.23471547339244184,,,0.021466844152708792,0.00015565979426773732,0.013393068254693854,0.10180067581861912,,0.00477920161147813,,0.0008350250922343912,,,,,0.02538395391225641,,,,,0.24372217101546184,,0.018736523657385016,,,,,0.004424326317684529,,Control
9,,0.012288676372261456,0.12275458477916765,0.0003471222407137174,,,,0.00022704275439769516,,0.023447832834713692,0.1432474048189596,0.007368264364394165,0.00040426421472693056,0.062261874549574825,,0.01953472605202238,,,,0.15165601914439147,7.818892885437867e-05,,0.00882568973006213,0.0015930612968665864,0.01141090651166347,,,,0.00025937575748702206,0.0012566150477389675,,,,,0.004153469107544042,0.002006273009303771,,,0.004837952682378473,0.417366198305832,,0.00467445749694565,,,,,,,Control
