,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.005048471278901077,,0.042853155768455976,0.004231209895984722,,,,0.023768051559329584,,0.008366995877387023,0.09165536609047475,0.010767051910823732,0.00032161393433335325,0.020579864675823227,0.01977459821819669,0.12308721103207554,0.02548096972973506,,0.009921195482796817,0.1789310850845032,0.0016351653511160959,,0.006703128383613134,,0.020233511208079615,0.08203822054426545,,,0.00017167736821057785,0.004196617388229252,,,0.007466948090461445,,0.006827682831042268,,,0.0011119938328948405,0.286337073251081,0.007373666126823632,0.009721351459664603,,0.0013961236256974999,,,,,,Control
1,,,0.005697411100286431,,0.12461744390933417,5.3898262773888265e-05,,,,5.481007548998789e-05,,0.0003354457670006468,0.3240045436640768,0.008213001071481252,,0.04937698876484632,,0.025619404509298862,,,,0.08791130858498013,,,0.0073383700516937,0.0012208159143333713,0.013225134259356819,,,,,0.0007704817451041735,,,0.001624242384945445,,0.00570966991569177,0.0004709006116034449,,,0.32357497856226997,0.0005815338878235315,0.019599616957609214,,,,,,,,Control
2,,,0.005903419088426544,,0.07805056356199021,1.84130910197534e-05,,,,,,,0.36420284670434006,0.004495626992053639,,0.02774640357934301,,0.019468606286836294,,,,0.05882861175815477,,,0.006016831588608651,0.0026114214582520587,0.013224848527033652,,,,,0.002124182742037046,,,0.014300800301731881,,0.004928132289358286,0.0005727280673781538,,0.00017290094809208,0.382358963816455,,0.01471772529125058,9.307716339655565e-05,,,,,,0.000163896744241761,Control
3,,,0.0024010814712059096,,0.010099310337067636,0.0001223647377376066,,,,0.00031254244589630064,,,0.03932298343314063,0.0029433843072548425,,0.027791865015419158,,0.02897783852033907,,,,0.04899009910539121,0.004602441186564232,,0.0027340180400584773,0.002189906858131649,0.03285221956373053,,,,,0.002281831106924679,,,0.00036619004027387204,,0.0034131523808681825,0.0002995826337713817,,0.005532634213421784,0.7729081255811823,,0.011858429021620584,,,,,,,,Control
4,,,0.013919100920247746,,0.023300078693030447,,,,,0.052612044599466105,,0.038214360310780654,0.04583863858784747,0.001088562818173235,3.2952319130505014e-05,0.0020363293636979484,0.07212270989129452,0.06473756835023749,0.08028992669296929,,0.007857320383519543,0.03310840362644921,,,0.007342685731769775,,0.03765313789750154,0.02381223417343498,,,0.00032229227488142845,0.003455035166012544,,,0.009191631061289868,,0.0034815829591678415,,,,0.47127291193342935,0.0009913586416785474,0.006173549844876182,,,,0.0011455837591137954,,,,Control
5,,,0.002079857609115681,,0.004488882085787136,,0.0032145683786599126,,,,,0.005577127076400946,0.018363543114331825,0.0028446925543420877,0.00015358379142046396,0.014999091758502545,,0.08277292554198169,,,0.022593985004917452,0.01653040645528918,0.00033739089922487465,,0.02598742607238032,0.0006744733972621583,0.013200290431678396,0.06718242310607489,,0.010760323035851945,4.461537180487375e-05,,0.0004246684353132107,0.010727632509967267,0.0013345547391033891,,0.007339639863485187,,,0.00015697620448396822,0.40195263183919466,0.25701743772274915,0.02841320701357757,,,,0.0008276459870991672,,,,Control
6,,,0.012290544195245568,,0.18681664231518047,0.0018849542811353774,,,,0.0014018015811053742,,,0.2971605257862425,0.02113674693307656,0.00032299385869070154,0.05719718939760823,,0.019147730577009282,,,,0.12304542654385765,,,0.018207672287837144,9.304858134365652e-05,0.009392348503991876,,,,8.985775609846475e-05,8.697572039313025e-05,,,0.020973603126185302,,0.017330401205102645,0.0011918246940024325,,0.0027604755564773487,0.2050383130621578,,0.004430924037258547,,,,,,,,Control
7,,0.00010217581232282495,0.0004513016213904913,,0.0023484361976853817,,,,,0.0027168518356281528,,,0.041295303971534636,0.0009769494582371186,,0.010604282020513126,,0.036330483796945624,,0.0030214703832808633,,0.03285077951002227,,,,,0.4384648430812608,,0.012530954147273022,,,0.018235619633509326,,,0.0012299275265054302,,0.009235809316826599,,0.00434824892559672,,0.38120921507275085,,0.0029253226424815083,,,,,,,0.0011220250462353088,Control
8,,,0.0022621187080328524,,,0.0008276243101813089,,,,0.0029548829987318865,,0.02330395418350164,0.057773440675924125,0.0027165826919916506,0.000404682070564434,0.0319915101435239,,0.12621551263588396,,,0.010899076657719864,0.02502204226831288,0.000213613374278277,,0.003467391877611573,0.013734503466728795,0.028005386647858347,,0.007920934896172575,0.024421190895581715,,0.010329440992977787,,,0.0012091496300479544,,0.0030616896858710256,,0.00032184823106397515,0.00024146268238618989,0.6042993823064267,,0.003022313008473024,,,,,,0.01510728053342544,0.00027298442672811334,Control
9,,,0.0076949831948462735,,0.04823923843801348,,,,,0.04418905481889311,,0.005668376419144534,0.01462318456122036,0.0006582266683982555,,0.004439268716440235,0.02210868450683829,0.13619963534242568,0.017700968878311754,,0.024423343810281942,0.11350962175892584,,,0.0017780478480637324,,0.07224591431915699,0.06942870417841243,,,,0.002122728765372597,,,0.007987214939530387,,0.0022812255679059545,,,,0.40076914308604455,,0.0027818957575828497,,0.0011505384241907288,,,,,,Control
10,,,0.0052714504394007836,,0.025806872975883306,,0.0003339596047816769,,,,0.0012853337476474258,0.0194566711498859,0.11235971009101589,0.004015729872620728,,0.029496147953942172,0.0014234609816931717,0.11261223344841234,0.0024235143259847343,,0.016876470644311824,0.12198095142282206,,,0.008623317702576974,0.0019388520267889756,0.047186372582088854,0.06042457999483594,,0.008127499753054471,,0.0007304922663961185,,,,,0.017654729377107027,,,,0.37577301050639156,,0.012737420128079033,,,,,0.013461219004279107,,,Control
11,,,,,0.00655761664953041,,,,,,,,0.21991936405175114,0.02650550047424541,0.006201983415030389,0.030374574591911126,,0.02622152240702819,0.010383799305361594,,,0.018335083548908667,,,0.022304678177840605,,0.013604826122892374,0.011187760118421089,0.0800232711590086,,,,,,,,0.01950402834170225,,,0.0024818097513636846,0.4354692874772788,,0.07092489440772584,,,,,,,,Control
12,,,,,0.0011558665564453902,,,,,,,,0.2764559644181277,0.031204856076150207,0.0014458196024648635,0.019772147086118585,,0.02477156080632037,0.007784116299296697,,,0.015697426611073113,,,0.00998446130902368,,0.0194256400440332,0.013124068035165457,0.08254516049042736,,,,,,,,0.014502002608363375,,,,0.41261148042073337,,0.06951942963625664,,,,,,,,Control
13,,,,,0.00021735754383569298,,,,,,,,0.060868333361906626,0.014150697955325206,,0.01963115587794251,,0.027844022702634537,0.007045672855441496,,,0.019941151046549508,,,,,0.04414864569106216,0.03245344633519441,0.03619704905051949,,,,,,0.0025123444146580402,,0.007257516254945562,0.00015319295524951056,,,0.7032489037630426,,0.024330510191692717,,,,,,,,Control
14,,,0.03784169075782205,,0.2568665490181292,0.0064733283251906144,,,,0.004488993342595497,,0.0034141624917181264,0.36467593684104976,0.03135054526740872,0.0002572094258604966,0.03200843373444054,,,,,,0.1792769379999942,,,0.018177237701287357,,0.0028432880874018967,,,,0.002510666473854553,,,,0.00023504155750200028,,0.02376985940599229,,,,0.002642741390476435,,0.03112897017199365,0.0020384080072826626,,,,,,,Control
15,,,,,0.0021118656866643093,,,,,,,,0.10615512653467547,0.014263881558456124,0.0005197791489442675,0.005829238027803677,,0.03276671730924656,0.012957523327467874,,0.0006589878227462965,0.03225144491592898,,,0.0041510223825514435,,0.01164265233585144,0.013093226746893592,0.2230803975158763,,,,,,,,0.008385770269634182,,,0.003395589989394102,0.5143299806409808,,0.01440679578688454,,,,,,,,Control
16,,,0.004477761831595002,,0.027214227120802213,,0.00021395798418000802,,,0.00017741109405930815,0.0001280676737843015,0.030067546228488902,0.10386892340130136,0.0012666517407938947,,0.024075084715588935,0.006861499468739255,0.10188198057118185,0.0035128010857190415,,0.01673386892442503,0.25070142900387815,,,0.0048021794640669855,0.00028940632596980044,0.04887639811049509,0.06849460493170081,,0.007111594854075024,,0.0020380265784955037,,,,,0.03499113917065997,,,,0.23899618694113084,,0.012888972288141414,,,,,0.010330280490727482,,,Control
17,,,0.0039072220457024975,,,,,0.0002667271180394002,0.004149461074047614,,,0.011361863956163678,0.061850309896267025,0.008924435343771625,0.00517491253128709,0.07461480285716057,,0.051051976834063935,,,0.0072544695590182765,0.028260881272494626,0.0005517440956015021,,0.06272314263682263,,0.00826813421789868,0.013771146506956905,,0.005789350200919188,0.00039404486238354063,0.0007384022730637415,,0.01463046507353184,0.0012461490954800778,0.00020891083988152642,0.010586780353723851,,0.0007261074230512588,0.00023238282626899365,0.3851194109364621,0.1960083600915672,0.0418353101792518,,,,0.0003530958991188251,,,,Control
18,,,,,0.004950070234096278,,,,,,,,0.18626571545547105,0.009881995490421656,,0.03280702204624823,,0.07956883522876508,0.03775117761908218,,,0.015109252815880003,,,0.004519101949913445,,0.011853382163707396,0.026920831356767157,0.0171038971402312,,0.0010629348027891537,0.00041452753084345473,,,,,0.006463521777782768,,,,0.5215478127181657,,0.04377992166983519,,,,,,,,Control
19,,,0.010191273343003134,,0.0250894648085239,,,,,,,0.0442633036652058,0.04179004147528878,0.003524285695660427,,0.0043839527045581965,0.0808132158352429,0.10355938482992626,0.09566356817655222,,0.017836499219123825,0.22723584000420488,,,0.024304636257888194,0.0016856618445308536,0.08503722571679383,0.08453399098099051,,,0.0008661345299821444,0.0004077618055101431,,,,,0.01621807906205751,,,,0.11581482398949346,,0.004263944257770342,,0.0003095170804665362,,,0.01220739471722612,,,Control
20,,,,,0.007160794930159224,,,,,,,,0.0383920985286304,0.002562173437882737,,0.02391735018938224,,0.03729729526196867,0.005271908200980152,,,0.07906814107229049,,,,,0.03378584455401523,0.012156509036909973,0.12906629401156453,,,0.009727446091013994,,,,,0.001373236222377156,0.0014105845026211466,,,0.6138469715785694,,0.004963352381634699,,,,,,,,Control
21,,,0.009124637485255549,,0.011360704412394142,,0.0007069665960356589,,,,0.0016598165888156852,0.04083737601780644,0.04030901696502144,0.00796000849603845,5.0690126900504e-05,0.017007107709470733,0.0108538031433891,0.11683193133840905,0.027675047054224657,,0.014148454070339447,0.06927028711654969,,,0.012612615787808023,0.0009140808568683931,0.07946978334583656,0.05697083057897974,,0.013634400206741086,,0.00027480475749128044,,,,,0.02626857743912028,,,,0.4224301634658115,,0.00852889891818562,,,,0.000470101688126351,0.010629895834380742,,,Control
22,,,0.02650887416858502,,0.0036425324134495545,0.012056432490773823,,8.744943605123021e-05,0.000843412934445901,0.004812458362742158,,,0.5117583142024522,0.03657978301793061,0.0007762981262957397,0.06702219603655976,,0.0073788359089299455,,,,0.06577156374026086,,,0.02858237404989612,,0.0024536415262181315,,,,0.002092886262315225,,,,0.03838566655277168,,0.024642092110807076,,0.0006138318246198401,0.0024636507990191763,0.16004195044272068,,0.0029112233343753517,0.0005745322587799497,,,,,,,Control
23,,,,,0.0006965853689818312,,,,,0.001580342986130817,,0.002855879773693923,0.008691986622995815,0.001962302627465504,,0.017965429646480922,,0.15749222052818646,,,0.006354738303538077,0.025915140030492646,7.875663118810691e-05,,,,0.015578883283073375,,0.061809526786873736,,,0.012101266999809223,,,0.0026371447534857327,,0.008082173827307752,0.005980995002861693,0.00041863257646807976,,0.6682119399060852,,0.0008839580157016275,0.0007020963291794722,,,,,,,Control
24,,,0.011118006754868816,,0.06976458374081422,0.009866421945290456,,,,0.006961374304954037,,0.03627718625136215,0.16514436174522898,0.016164621112632373,0.0005333997527173153,0.010105016555366176,0.038568174753415854,0.13144096300539276,0.024096090977674702,0.0008205646287965578,0.010128483088379112,0.10860573430383637,0.0006481128978177653,,0.0044928041786582475,,0.02241064817401995,0.08632060479476936,,,9.539418536421808e-05,0.008221363407750985,,,0.0025289282321383664,,0.008539853376735868,,,0.002326352021570874,0.20513024253262174,0.0026924299365726897,0.015851479330241138,,0.00026839164966889267,,0.0008784123613400764,,,,Control
25,,,0.0005123082864860104,,0.004533655118061851,0.0014747550271474934,0.0005977789183026543,0.00814548524327375,9.340939978996285e-05,0.0018929322076641484,,1.4124820939541846e-05,0.015321925289388708,0.000527670318018797,,0.06374696651427668,,0.07509538378169502,,0.0006993332878314769,0.018987677176289516,0.002887443322867218,2.91775498240171e-05,0.03611500202387032,0.001544966728314121,0.003186126580253005,0.026684673579512114,0.008627894273756348,,0.007968048624025927,1.1856601518593522e-05,0.00109792130062176,,,0.07998556175237681,0.0017195165228443715,0.05719449301068805,,0.0006275750734232937,0.00014083580586433695,0.27713001784263874,0.2570758651349725,0.03890656152576109,,,0.007094887247843592,0.0003281701098581146,,,,Control
26,,,6.311033120219853e-05,,0.036406977215941015,0.0001911751266612052,,,,,,0.0005101076932723157,0.21635368996680968,0.0018201593248997716,6.80280193478244e-05,0.09878662192116863,,0.023269270883065164,,8.083449889372507e-05,0.001626525354165753,0.0016416882259480995,0.000529163734836616,,0.004364038421897482,0.0007438003320259113,0.007970445513859477,,,,,0.00034495533304838063,,0.006516449052136101,0.09190862033849266,0.0028064631536068576,0.006305910528401495,0.0009164316763046522,2.7559543982778248e-05,0.004992990245355756,0.39116418480508125,,0.10052481977697465,3.165761743746647e-05,,,3.4321365183013805e-05,,,,Control
27,,,,,0.0044647352948868685,0.003459879258951741,,,,,,,0.3058177336648517,0.03001882151069303,0.002817264404698453,0.024747135113155027,,0.025124607459322518,0.10773643952892012,,,0.01814452551365349,,,0.015083161657066526,,0.010370418914140223,0.007997964635440575,0.15997833166441858,,0.0005709682581530067,,,,,,0.01890387922728695,,,,0.2389669502769617,,0.025797183617399563,,,,,,,,Control
28,,,0.013452085981829535,,,,,0.001962552616559706,0.005284003878221511,0.00033985489383754104,0.01848520985258299,0.039353258845864436,0.06843116854864872,0.03035804369437897,0.005802537847145311,0.052913698319291484,,0.0023310586740408162,,,,0.12209563154145135,,,0.4245894079877777,,0.003156941489322909,0.003985637327944553,,,0.0005827125754853975,,0.010017384484238421,0.0006756465317401759,0.0006579349033059692,0.015116249752297662,0.030111747873093887,,0.0001536744231791456,,0.051485932695395205,0.0090604356185432,0.08959718964382332,,,,,,,,Control
29,,,0.01795706631645474,,0.15171480297747264,,,,,,,0.06224190591137853,0.19559931946119888,0.061231291947663725,,0.10174824888791564,,0.013306102551936604,,,,0.013817282757327428,,,0.0249485096590405,,,,0.053319430574197815,,,,,,,,0.03250734834655124,,,,0.1773346430621813,,0.09427404754668113,,,,,,,,Control
30,,0.0008139259453384471,0.007596432165278205,,0.023876211019330955,0.0008779732655985674,0.0015522550536485556,,,0.001330924314126697,,0.01185011919101305,0.002764009353848635,0.0008528793155294384,0.00014688885417034155,0.024477205873706245,,0.3018697197709248,0.0016135724881270964,0.001391506779356352,0.0056166349999916005,0.2516104226199177,,,,0.00042827708088693573,0.061444794149812784,0.02057504414015317,0.030879418005150667,,,0.026288275098569878,,,0.004742231585030483,,0.009953898528885553,,0.003613948792382527,,0.16102861256285037,,0.0006114944150736733,,,,0.007316723868273352,0.0008105660859149653,0.033148058085249725,0.0009179765918593964,Control
31,,,0.0,0.0001379020246913983,0.018222650978747385,0.003726720618453861,,,,0.017575062254808264,,6.31370956242423e-05,0.0011283078381185267,0.005697842384105691,3.325152370517445e-05,0.020452543037773524,,0.0358540164270687,,0.00023847258411870508,0.00034944699452125056,0.00040809615443068394,0.0006996079788153114,0.05756573142846303,0.004429694549055278,0.002773340274673905,0.04620962209337312,0.003944487499161062,,,,0.0005436522127257049,,0.0006275970103004246,0.006370624747171122,0.004653479343561884,0.020218864384986546,,0.0002679501618818812,0.0027860900920455216,0.5279036383082848,0.04774857604939667,0.1672521042808583,,,0.00016737960245457445,0.00013147611673610388,,0.0015048864440065763,0.0003137475058807257,Control
32,,,,,0.007649835265996966,0.0008626328369779387,,,0.0006629736102587293,,,,0.2271593074711715,0.03054826544785038,0.002149213475887464,0.03183080848864627,,0.04835235714977874,0.052243996091605016,,,0.023513962014276944,,,0.009943796634258213,,0.008539217190477729,0.007339243031105656,0.0726144860945121,,0.002431946283794696,5.864611260053621e-05,,,,,0.020562982492974585,,,,0.3735414176814497,,0.07891747956975355,0.001077433056623276,,,,,,,Control
33,,,0.0016305698951463122,,0.006022221897245661,0.00028882291864699245,0.002132658681992561,0.0038239585719879953,,9.668052691699612e-05,0.0017972219378677313,0.002414169628015579,0.031601330129064444,0.005433404990665048,,0.03251908424854857,,0.12912131212536296,,,,0.027611633510933018,,,0.0004825901931823168,0.0007816701845379402,0.0285061314952659,0.017294744804031013,,,,0.00021326586819925614,,,,0.0005567254711753914,0.004884397712814964,,0.0015898462698377882,,0.6209540418147341,0.024182013684762985,0.05180898202717128,,,,0.004252521411893168,,,,Control
