,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,,0.0608424615798981,0.0017144297648033877,0.04518585960691666,,,0.004330704243148725,0.03545801117418747,0.0002928215696233679,,,0.003389892855153701,,0.00032274797560332883,0.005821309429893652,0.00018880652661662855,,0.00991395326991706,0.09764986271261256,,,,,0.034733023207096536,0.05224454279517619,,0.003137077071302156,0.0011137195114347966,0.6433003089901418,,0.0003154741963720883,4.499352010181627e-05,Control
1,,,,,,,0.010911097569316802,0.0016683063534090083,,0.01057468798941343,,0.0040236900122103455,0.01791711636651204,0.0022483442470138996,0.00911477786532417,0.00301497787197797,,,0.01078370413810646,0.009377623679597564,,,0.0063962247736726015,,0.017003148570496923,4.597735351873468e-05,,0.00045440090061886544,0.8902207512224294,,0.006245171086381837,,Control
2,,0.03511339943767652,0.00012370799737216224,0.00997308261845866,,6.786116398003351e-05,0.0014448882852091181,9.466236298382106e-05,9.730287520094299e-05,0.0871831121288232,,0.055756131797470604,,0.003541983088047352,0.006647621532215304,0.0032644652540278368,,0.015570308390702859,0.10166156871774612,,,0.0,0.01432979575109898,0.0651032809948605,0.008150337034979393,,0.0007097696839623737,2.2840430678104665e-05,0.5888645903086864,0.002032534279129602,2.6537147782075355e-05,0.0002202187189079686,Control
3,0.003402881589949591,0.0063077337603521175,0.00029224047567912633,,,0.013856657307641056,0.07771104992813024,0.004848548920621858,,0.03734918015803179,0.000750423506585095,0.17506889137965248,0.00463771613009049,0.020477513068858897,0.050648694163230375,0.0006110115848078936,0.0005991081066821991,0.016837066301061764,0.056657327816441116,,,,0.013859582738705845,0.0006351211718590885,0.005820094664931718,9.300853247364669e-05,,,0.4822673987238462,,0.027268749970367403,,Control
4,0.00760158374200649,,,5.1745048068680485e-05,0.011523149843460494,0.006111498125422911,0.0563398365693849,0.021652404035211972,0.011287505900492129,0.022483116030970158,,0.06468077331149305,,0.0006679620105463278,0.030438326719736467,0.00031304680532836577,0.10218240644747591,,0.003138304958904018,0.03125690761501383,0.00034385765345224824,0.002030617394645418,,0.004114804870175216,0.02508733050410304,,0.00010069886947805453,,0.26606401935994817,0.26755732562267703,0.06497277856200512,,Control
5,0.0006950362825487973,0.00044822171415240383,0.0008381201165578268,,,,0.04690405129061013,0.013152209515095142,,0.02545257578145669,,0.07780763680196935,,,0.030526401187293106,0.0023859077962930185,0.007294450183718431,0.0020792563353949647,0.026126522838823628,,,,0.0010648545136088064,,0.004922366424984818,0.0018525219383439847,,0.00469946643251236,0.7507653168822577,,0.002643620146123104,0.00034146381825568084,Control
6,0.010358341020928426,0.0647986729354441,0.0036905608422190183,,0.024069273775482788,0.0980426745762429,0.10873022635996246,0.017729673965940752,,0.03184029640715138,0.08131825262964182,0.0867098903053252,0.013029430411799905,,0.11163181480446888,,0.028637729985144814,,0.019072585975786368,0.04538976648086265,,0.0005526001004221625,0.0010738762346820397,,0.02034543121921634,,,,0.19629616768790695,,0.036682734281371025,,Control
7,0.03503926728072499,,0.0026526189154485887,,0.006714224128476435,0.06623226877059539,0.06750237063183664,0.023511331788907467,0.0013622696648550876,0.03720963978207059,,0.00731173302467313,,,0.06018188482947479,,0.505909495856878,,0.0032057311922843944,0.006657278345923273,0.0007381860701335823,0.0006288290766009358,,,0.028332003192338386,0.0009761983501752241,,,0.05658512593032535,0.010416438180502105,0.07883310498777565,,Control
8,,0.09644581424442385,0.0046876455734104665,0.00014465116504504058,,0.03395963446230535,0.2615644190446238,0.010650763296086288,5.493082216900277e-05,0.07890543335841123,,0.012918652299204959,,0.010335934289811785,0.23229490742810124,,0.01304650109511595,0.002164489808447607,0.021792672766860133,0.0019838643402565917,,0.000219938703664909,0.002686440326547582,0.005396145471896155,0.008988298119265587,,0.00012030927129956094,0.00028337841789538484,0.1908124430160037,,0.010542732679153913,,Control
9,0.005396206946024944,0.007255329775768249,,,,0.02599098056218988,0.06792164319854008,0.0007627576629696409,,0.04602495574158045,0.0009904764559143491,0.19969787406506762,,0.016334626906986532,0.09676644592618257,0.005547386042685502,0.002759335230039793,0.013953028274608386,0.06265824582206748,0.01467492957556152,0.019665634489272776,0.00025305607171463373,0.025981584654646023,0.01689901479158663,0.06338194184693349,0.001199086717786738,0.0011286701972053192,,0.26378007495400496,,0.038842892930255245,0.0021338211604072506,Control
10,0.004525479567366636,0.02750423836923816,,0.00017930169387851808,0.00012943244030122684,0.030387964169458617,0.10497581341201503,0.0012801499471199677,,0.024331643365723514,0.006934619753149264,0.10296769651848463,0.0035502356167036756,0.016912195143148553,0.2533730549180499,,0.004853354390160072,0.00029249041465353185,0.0493972545423958,0.06922452482981857,0.007187380306031676,,0.0020597450211965024,,0.03536402589310971,,,,0.2415430747229722,,0.01302632496502427,,Control
11,0.009729698559240139,0.06474867408182002,0.00172594618890878,,0.0026075060793239154,0.03188268796991514,0.03361975534421871,0.007232580542353438,,0.0061392032597430085,0.12400636584889912,0.11474694926834446,0.07769939744799688,0.012765267302324794,0.1559303463682894,,0.04869750839108884,0.0023354489329068156,0.03889902324070313,0.10834711896939565,0.0014218641475122274,0.0016880517794154067,,,0.012486001980188845,,,,0.13632307867363389,,0.0069675256237775075,,Control
12,0.02357235156763619,0.05531131031494016,,,0.007364508035489749,0.0635307440584614,0.044991888855440254,0.00788128046951322,,0.006303653626448709,0.006006306500567015,0.13732797757032603,0.02164655443745772,0.012072504195283253,0.14334767523578204,,0.015952146092336826,0.009426325659422608,0.05544480019485725,0.08124483003501208,0.0012664667833209348,0.0011016605571673571,0.0006097724925439152,,0.019615315064058794,,,,0.2810594625714305,,0.0049224656825039145,,Control
13,0.0016780060345346216,0.02459612139961746,,,,0.0007659425478050151,0.2113019343138684,0.0011547673311303175,,0.011539651835427496,0.0013226763329064245,0.2435688630154137,0.01833178233400016,0.021983505027243205,0.04269625651812664,,,0.0012482066852497525,0.025034050623100657,0.19108347917424326,,,0.002717979541984567,0.0016137258292065187,0.003956647174841616,4.8887643512604275e-05,,,0.17430558679534994,0.004201952578985793,0.015471800989351487,0.0013781762741003345,Control
14,0.003189466365269218,0.06142114676111907,,0.00015356802164177548,,,0.26330247626414266,0.0054776298877316715,,0.054301652452531816,,0.043906006671722286,,,0.07216636185435002,0.00010173881433767628,0.005217574566872509,0.003171886868054962,0.015463895652954054,,,0.0001923641534249609,0.004137243740941254,,0.001288556939486319,0.0010123365637174939,,0.001971631541012664,0.4476679584566171,,0.015856504424072434,,Control
15,0.024612104590878345,,,,0.025021275240357122,0.39662805816266855,0.017896009401941144,0.01743875507583949,0.002659915487068247,0.028534140022933162,,,,,0.1485224120977305,,0.2755735739463652,,,,,0.0004754260765026609,,,0.017259896049420624,,0.0043589741495620804,,0.003067452720780642,0.0020355423103685967,0.035916464667583546,,Control
16,0.004630547647443756,0.08572292033930333,0.00791168929332827,0.007962205973491955,,0.00647812583338644,0.22484030622656384,0.06180632548774131,0.004459124011899289,0.07801207648425222,0.0023011180507089765,0.05751951331675202,0.03128248194778108,,0.050293185488589555,0.007804549521112975,0.011261888906381601,,0.020374875956569425,0.014538811576779914,,4.252283187404893e-05,0.001919744871890809,,0.02095465200890959,0.0007720725139742461,,0.010123209627790881,0.17144806119202044,0.07547436272930409,0.04206562816214988,,Control
17,0.00030473889450848544,0.009511254659261396,3.558611272420826e-05,,,,0.27968480151766895,0.03372219821821699,0.001706978699139677,0.02254322505497477,,0.026482996136544864,0.06572146172214952,,0.021741330320165845,,0.00667969181376643,,0.005621031203667196,0.008617087968450761,,,,,0.019249567612984336,,0.0001425543984645275,0.014586632134490735,0.45910284365582543,,0.02454601987699592,,Control
18,0.004476036087439778,,,,,0.00394444156788764,0.024896735590104708,0.0026863174835962934,0.0018512177965770424,0.030951489723290464,,0.1007496966483247,,0.009162765748653925,0.03922574051270066,0.00028662102969500295,0.03857247787308164,0.00016689714367459826,0.006028251153288939,0.021752909136938132,0.0030056835077584155,0.000962600509225595,8.779751641496338e-05,0.0014515242078627691,0.007767522000031516,,,,0.3396873630722009,0.3234417526922013,0.03884415899905102,,Control
