,taxa100883,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.013284814277914484,0.012544136552238641,0.002416927097751678,,,0.0009822491950648696,,0.12391676766664392,0.056557326697981705,0.01028360955261085,,0.024451862110884032,0.003947789040111574,0.20426681290951465,,0.0016192663905888363,0.009958685317748822,0.056070950682239856,4.091863032310967e-05,0.0007717960914524315,0.02479325483153042,0.08192829196948138,,,,0.003553252616872701,0.01506199627145399,,0.0009674982814175264,,0.010441929290181994,1.919639447256997e-05,,,0.3356964431707917,,0.005741338485780321,0.0004161576254342931,,0.00013578923247965286,,,0.00013093961703395095,Control
1,,0.008253754116061354,0.027133913258246944,0.0020884974517589075,,,,,0.06874604439699751,0.015813373533227877,0.0026916380482090007,6.956580376634339e-05,0.0030426153004958364,0.25563960323321544,0.080832214187118,0.0664508806522977,,,0.1285261230256514,,0.023080105683150404,,0.043583534617162634,0.03140454271807508,,,0.0020761076297742447,,,,,0.021666041082212355,,,,0.20969875264959384,,0.0049198764430080375,,0.0030494195469956092,0.000695962705417155,0.0005374339175642178,,,Control
2,,,0.007654910269494537,0.0008632051191922033,,,,,,0.22731000800782844,0.030568531577590683,0.0021506392929838978,0.0318519254746719,,0.04838443475316737,0.05227865546055517,,,0.023529561492607504,,0.009950393482548833,,0.008544882221893613,0.007344111983541528,0.07266265952022521,,0.002433559669634654,5.868501921959631e-05,,,,0.02057662425184176,,,,0.37378923007678955,,0.07896983448602428,0.0010781478401892788,,,,,,Control
3,0.0005919580106655785,,0.06051075807209362,0.0017050829640313165,,,0.04493951342457011,,,0.004307093926415734,0.03526469968775455,0.0002912251525935057,,,0.003371411693774995,,,0.0003209884045264119,0.005789572568698854,0.00018777718320170324,,0.00985990395977331,0.09711749105707289,,,,,,,0.03454366424075494,,0.0519597137849948,,0.0031199742217167988,0.001107647688253085,0.6397931371314963,,0.00031375428079271944,0.0003792747728950198,,4.47482225241263e-05,,0.00024647693006937934,0.004234132621330206,Control
4,,0.012090212129850817,0.008369679103897678,,,0.0022998890405314344,,0.00019943021704809882,,0.021904652361696947,0.006485140851326887,0.002086029763851949,0.023887514349184475,0.10583612174910709,0.1413986005048934,,,0.0038622470044756877,0.014131717938268774,,0.02787550030187654,,0.03504169276780488,0.04008732879147762,,,0.002130759848709248,,0.00028435553944997647,0.002265980750397675,0.002980116137439679,0.01416593542253749,,,,0.37773113756026455,0.12920089188078873,0.024624220908078438,,0.0010608450770419025,,,,,Control
5,0.0001459959660156256,0.0007139237144126233,,,,,0.008373493692641678,,,6.97294166044779e-05,0.0005482016634365202,,0.008759413901316132,,0.010857604159176205,,0.00041539464957470227,0.007908898517206253,0.0007268832934854947,0.00011055782501104721,0.0005106991647035198,0.0033614625011138934,0.0613249575459099,0.0005399442325228321,,0.02691796322667829,,0.0035087200190746654,,0.048939155234999025,0.0008010854851682205,0.010401725160816333,,,0.002108512046502181,0.15278311548051537,0.649310464378418,4.220464689218398e-05,,,0.0006182751396624019,,,0.00020161893814255283,Control
6,,0.0006950362825487973,0.00044822171415240383,0.0008381201165578268,,,,,,0.04690405129061012,0.01315220951509514,,0.02545257578145669,,0.07780763680196935,,,,0.030526401187293106,0.0023859077962930185,0.007294450183718431,0.0020792563353949642,0.026126522838823628,,,,,0.0010648545136088062,,,,0.004922366424984818,0.0018525219383439847,,0.00469946643251236,0.7507653168822577,,0.002643620146123104,,,0.0003414638182556808,,,,Control
7,,0.03784169075782205,0.2568665490181292,0.0064733283251906144,,,0.004488993342595497,,0.0034141624917181264,0.36467593684104976,0.03135054526740872,0.0002572094258604966,0.03200843373444054,,,,,,0.17927693799999422,,0.018177237701287357,,0.0028432880874018967,,,,0.002510666473854553,,,0.00023504155750200034,,0.02376985940599229,,,,0.002642741390476435,,0.031128970171993658,0.0020384080072826626,,,,,,Control
8,,0.0015218802244913409,0.023117216969142783,,,,0.00013956596208267868,0.001533595615469084,0.022769728285446416,0.12416378850072235,0.0027595348765661314,,0.010919864993871832,0.05594272375912871,0.062081894250361175,0.0169826307613364,,,0.1719513776637616,,0.008516885494889184,,0.027373978812664485,0.036910103322617314,,0.049577395285543314,,0.003756871204149653,,,,0.02498852146366593,,,,0.3202295157152801,,0.02165635865070073,,,,0.013106568188108837,,,Control
9,,0.010592622713414712,0.07699120347593531,,,,,,0.0031580014494974485,0.3373037121856304,0.0065225343357237404,0.00011801796384505384,0.06149858924633789,,0.008294743535019841,,,,0.12874881867183033,0.0011429161810081125,0.005125409910793325,,0.007187048978169638,,,,5.686505697378461e-05,0.0008718628124885464,,0.0008536904962563496,,0.012036607212224784,,,0.002931970504901472,0.3253794058040541,,0.011185979465895208,,,,,,,Control
