,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa904,condition
0,,0.0350978437232148,0.00012365319304348513,0.009968664406949653,6.783110055960659e-05,0.0014442481800084328,9.462042626699985e-05,9.725976870122579e-05,0.08714448882205487,,0.055731431071262896,,0.0006631347865992666,0.003540413941270672,0.006644676545285506,0.0032630190514335252,,0.01556341053190008,0.10161653125740251,,0.0,0.014323447456300735,0.06507443935417928,0.008146726324603488,,0.0007094552463199318,2.2830312056054357e-05,0.5886037152703776,0.0020316338387454144,2.652539146397067e-05,,Control
1,0.005055529422968891,0.04291306771614563,0.004237125446926219,0.023801281090181443,0.008378693569431779,0.09178350721334466,0.010782105062436148,0.00032206357489924657,0.020608636880665738,0.0198022445997242,0.12325929624765372,0.025516594049534942,,0.009935066063250585,0.17918124425288653,0.0016374514357514805,0.00671249986325972,,0.020261799184620396,0.08215291617145236,0.00017191738613502906,0.004202484576232759,0.00747738744773572,0.00683722844721171,,,0.0011135484842420505,0.28673739410135685,0.007383975068868839,0.009734942643083418,,Control
2,0.004416132744584797,0.025234451437530676,0.0007891731297701691,,0.039723616153742175,0.13522798513528558,0.005496408779854518,,0.04380880867432713,0.030439031110767147,0.08778765215339901,0.019234474053508373,,,0.19040163382802502,,0.03260425161706835,,0.015277507901846241,0.0654834222289955,0.001208502404192546,0.0006397831853940622,0.0004881108946455429,0.045683237504179554,,,,0.181670621523377,,0.06804089508230092,0.00634430045720585,Control
3,,0.01179211268917612,0.0003753595791560322,0.0002820048430067497,0.00011868512407600257,0.10467169978751072,0.0020962938782580695,0.00013247384331030581,0.04584902353397315,,0.025680314979288313,,9.161837891237033e-05,0.005790853523763376,0.03625636477065989,0.0006649226830764001,0.0013079876926999046,0.0012080960822469524,0.019319936281817725,,6.38366631217742e-05,0.00022010881444387738,0.0002488097781834271,0.007749770902983386,0.000611810579359084,0.000157089260610062,0.003015746104533607,0.6965356200409126,,0.03575946018492,,Control
4,0.009277448992422284,0.011550963627243935,,,0.04152128493891148,0.040984077387398524,0.008093315807951411,5.153904113985389e-05,0.017291927984887785,0.011035573215845399,0.11878853109833072,0.02813852471655372,,0.014385400096311606,0.0704303657490715,,0.012823840927542537,0.0009293890895117208,0.0808006742866454,0.05792492859102485,,0.0002794069490015392,,0.026708500769344036,,,,0.42950465711624,,0.00867173351301382,0.010807916101608007,Control
5,,0.015485928780527663,6.743162828935026e-05,0.007124511094639403,,0.0038312003955433003,0.0018787056128961792,,0.050869086339998815,,0.00064367501748845,,0.00014163768600498764,0.0019625000937997916,0.004157311005925646,1.0526421108538447e-05,0.00027003917913092203,6.868229218343404e-05,0.010195307842579767,,,0.00014591078764310717,0.042025120834976566,0.001786886038672195,0.0001250663894083776,0.00017749005096872258,7.920871329197248e-05,0.02798058219238045,0.8084885476707219,0.02248464393182047,,Control
6,6.251216629239637e-05,0.009390872621677973,,,,0.08091492525631995,0.0011975645340284928,,0.025090557351651502,,0.009307288938657806,,,,0.07216522878650139,,0.00014168086485531894,0.0007182376987495559,0.008805686499980935,,,0.007088458227223196,,0.00042032658844116927,0.0006053545734221949,,,0.7801929749570041,,0.003898330935194048,,Control
7,0.023324448306169105,0.05472961806485861,,,0.06286261052030619,0.04451872282638181,0.007798395436710143,,0.006237360015958827,0.005943139999482505,0.13588374094282282,0.021418904199458636,,0.011945541335616983,0.14184013127638068,,0.01578438221725874,0.00932719185565608,0.05486170407225542,0.08039040283519588,0.0010900747277108513,0.0006033597004548099,,0.01940902675357217,,,,0.2781036455738041,,0.0048706976060924,0.019056901733853163,Control
8,0.01050435380847088,0.0657120851165298,0.0037425835623706985,,0.0994246993796425,0.11026290455706597,0.01797959421019178,,0.03228912218197313,0.08246452737774536,0.08793216641743626,0.013213095291211913,,,0.11320539424398443,,0.029041411885129636,,0.01934143611678299,0.04602958769512672,0.0005603896374624913,0.0010890137612593858,,0.020632223584911673,,,,0.19906318902560022,,0.037199819814303405,0.010312402332800808,Control
9,0.004630547647443756,0.08572292033930333,0.007911689293328267,0.007962205973491955,0.006478125833386441,0.22484030622656387,0.06180632548774131,0.004459124011899289,0.07801207648425224,0.002301118050708977,0.057519513316752036,0.03128248194778108,,,0.05029318548858956,0.007804549521112975,0.011261888906381601,,0.020374875956569425,0.014538811576779914,4.252283187404893e-05,0.001919744871890809,,0.02095465200890959,0.0007720725139742461,,0.010123209627790881,0.17144806119202047,0.07547436272930408,0.04206562816214988,,Control
