,taxa102106,taxa1263,taxa1301,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,0.01647344829890981,0.05364287649861894,0.0008410245038022782,,,3.896318548911493e-05,0.05355945797649463,0.03712766712590032,0.001303505080498874,4.46625876218312e-05,0.009377485392691398,0.0829799790365627,0.10120594167853612,0.030065071628531625,,0.013229970357927634,0.21117632033127,,0.004837341653769611,0.0014160423662466898,0.044934293665321784,0.08679785308702936,,0.0038977693058180017,0.0014603940773885546,0.006463432894980226,,,0.01745768323448325,,,,0.1850233183266348,,0.01041529470831237,,,0.00022745795784204052,0.0260027450393181,,Control
1,0.08761302664994385,0.004673369948663606,,,,0.0023010171173788443,0.008104639804733894,0.10925626023180364,0.058539099622195924,0.01435256950030543,0.013030767159459207,0.36865922654252203,0.023019748653896183,,,,0.0152047450579377,,0.028223512845767667,,0.006684750857267033,0.009959038108353004,,,0.01502178216208641,,,,0.06342493550888179,,,,0.09800712454434037,0.0200560139474531,0.05386837173701031,,,,,,Control
2,0.005648498739667384,0.002667268259658847,5.7835145853890066e-05,0.00010650130516996832,0.0013066309606850983,,0.05760954848182238,0.06170254376906406,0.003078260524359226,,0.051616860093658665,0.0007460129266588887,0.17548029620058356,,0.002471797557643957,0.006864648932100228,0.14663123877743753,,0.00017803955178366513,0.021041010458589384,0.033902781134981484,,,,0.00203511197901894,0.014324375166313831,,,0.00117000298546232,1.984934448295531e-05,,,0.4036389390132417,,0.00685467388081184,0.00015778717492542137,,,,0.0006894876360246862,Control
3,,0.12535327481140734,0.004001312171197842,,,,,0.008961067778246477,0.032490518412068216,,0.022598503962838017,0.009123064222424529,,,,,0.028663565571577808,,0.007014019726477528,,0.017876947074695924,,,,,,0.0034471138095360904,,0.0005173228552896421,,,,,0.713481365399819,0.02647192420442161,,,,,,Control
4,,0.01916519373475907,0.003175873628000562,0.0005342978384534771,,,0.00892743271252917,0.03781973738862058,0.0007735040014229077,,0.0440549638563227,,0.1757169868714522,0.05943742591127239,,0.008027403102302825,0.08043491662144285,0.0025095930059230555,0.027326499737752426,0.0002560829813960869,0.021996760055097254,,,0.023331443533904716,,0.009438385969805653,,,0.00335980063121322,,0.0004121177577479251,0.007644794512103307,0.4563228949706071,,0.009333891177870549,,,,,,Control
5,0.0070497839009649186,0.04848949586807417,2.251959021049324e-05,,0.0016591177159730828,,0.058739051682250056,0.03526934424943411,0.0016988150401115799,,0.008910949475152145,,0.05185915975952429,0.0747675533135587,0.0018579185635057161,0.0009211036107491977,0.022520532891013672,0.0003664932378907713,0.0011122582718382681,0.007197680000393832,0.05084274067393069,0.053663031306524826,0.1912719724427251,,6.672083239108925e-05,0.05487898443561143,0.00040535262378887807,,0.0013282368532989053,,0.0015816084287369665,,0.3175471704239643,3.9383097298350955e-05,0.004826733749209066,,,,,0.0011062879618754862,Control
6,0.0015218802244913409,0.023117216969142783,,,0.00013956596208267868,0.0015335956154690837,0.022769728285446416,0.12416378850072235,0.0027595348765661314,,0.010919864993871832,0.055942723759128704,0.062081894250361175,0.0169826307613364,,,0.1719513776637616,,0.008516885494889184,,0.027373978812664485,0.03691010332261732,,0.0495773952855433,,0.003756871204149653,,,0.02498852146366593,,,,0.3202295157152801,,0.021656358650700726,,,,0.013106568188108837,,Control
7,,,0.0005825997349382804,,0.003174977109634246,,3.556861059031701e-05,0.005179212897883527,0.01304380551486773,,0.14268655459162047,,,,0.00020152187303295756,,0.029542401260075967,0.001271502257901446,0.004755210877022183,,0.007034725543834484,,0.010392482992309627,,,,0.16298383764349994,0.00013612802523376281,0.012779509578385003,,0.00035770132463349964,0.0025711168170909904,0.5193460494306956,,0.08298177002908266,0.00018368718726954084,,,,0.0007596367003977337,Control
8,,0.09156348618626006,0.00445034524379961,,0.0001373285617026533,,0.03224051292780199,0.2483233747118708,0.010111595050281886,5.215008672252657e-05,0.07491104320010929,,0.012264677846418196,,,0.009812703474811403,0.22053555889452447,,0.012386054616888076,0.0020549179270115563,0.020689473228906366,0.0018834361712592484,0.05062249820184455,,0.0002088048570341161,0.0025504460059475637,0.0051229791074481985,,0.008533288013885422,,0.00011421891542953366,0.0002690330944450341,0.1811530404625365,,0.010009033213060917,,,,,,Control
9,0.00853096579435266,,0.0024617941388687063,,0.00046529240360233543,,0.0046583695908119374,0.0321667912925579,0.002122152869832585,,0.009339731524064561,,0.23175776962177094,,,0.007293413046843369,0.06564938997180918,,,0.003129177131291823,0.0578521622634146,0.11576442731671803,0.16149599474403123,0.0028213015985224395,,0.05625379108935804,,0.0009641657284009383,0.0017658724056091235,,0.00034740622679021364,,0.23060916093580855,,0.0024951733728505814,0.0006899719604350193,5.213614492033104e-05,,,0.0013135888273350716,Control
