,taxa102106,taxa1263,taxa1301,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa872,condition
0,0.014502791669440133,0.01923084687734362,0.001346950655300261,0.0006981625013598135,0.0036197856853384374,0.004058156059622525,0.05970027694625198,0.07625914103170929,0.010189688628983964,0.041165746800271186,,0.038251968138779756,,0.0002522936864629729,0.00954401521191343,0.11317892467516467,1.580440559918943e-05,0.15842936047876505,,0.014768813270255681,0.04152359545843677,,0.0004621346629952763,0.001953516820559663,,,0.037476975461295414,0.00039003427248802524,0.0010827748244816935,0.00022899084025102936,0.2622112393780263,0.0472592103634448,0.04219880119545909,,Control
1,0.0065229477405658095,0.03136638744816834,0.0025668268011571896,0.0011664238641991016,0.019211799488266245,0.008878533791316704,0.1048005805735924,0.03945602295633253,0.006039888571805973,0.004611540063101449,,0.09723132285484326,,,0.0020677987342565323,0.028325527377200472,,0.17704474363756573,,0.016409605014511736,0.06300632906448812,,,0.0008229189791916578,,,0.05421024338857241,,0.003003194300353104,,0.2972193808962336,0.01673540525158044,0.019302579202697224,,Control
2,0.0015757277067206636,,0.00015424484776777926,0.0017293157275994387,,0.0026886113989898217,0.014846805527898882,0.0010559586952221425,2.0252162410957535e-05,0.06247945363387833,,0.060349254561690116,,0.00011921408035423111,0.008094625108937476,0.0040802086344930225,,0.00034384887639360873,0.007913450358720531,0.021420438504199366,0.0038105811965568697,,,,0.002088928449329144,0.027563411983609547,0.002693537600657352,0.002918610281289399,7.246990008677779e-05,0.00020164585492423663,0.17552713368299142,0.5482928138650026,0.04795701111799928,0.002002446242276947,Control
3,,0.004950070234096278,,,,,0.18626571545547105,0.009881995490421657,,0.032807022046248246,,0.07956883522876507,0.03775117761908218,,,0.015109252815880003,,0.004519101949913445,,0.011853382163707397,0.026920831356767153,0.017103897140231205,,0.001062934802789154,0.00041452753084345473,,0.006463521777782769,,,,0.5215478127181659,,0.04377992166983519,,Control
4,0.001069054107031536,0.004085019826605569,0.004101388023059273,,,,0.4186673355869896,0.03039744792704323,0.002355011921670448,0.028451841753481706,,0.013682406377933018,0.12277452779259507,,,0.014992364186145154,,0.012300046915468607,,0.002855697980064139,0.0009744599901027642,0.07879539312591984,,0.0009820917872222828,,,0.0183565808584888,,,0.0003508618307315599,0.16311761322373536,,0.08169085678571197,,Control
5,0.006774289678508831,0.04652932876608443,0.4881872102077372,0.020670326019967294,0.22080127660801663,0.022644197852880327,0.001059460752741578,0.007874338704870913,0.0018280744816183186,0.0012617612533658892,2.563469912874066e-05,0.0,,,,3.4286410084690635e-05,0.0741055359200881,0.0034910187763489992,0.0,0.00016310077320661246,,1.53808194772444e-05,,,,0.006290968788685699,0.07174596867653388,,,0.02275068866551097,0.0035876829543136255,8.224465970470962e-05,7.722453112533125e-05,,Control
6,0.0005882677543856852,0.019864648721221647,,,,0.0025263832704187764,0.03168415094648264,0.00011036491132966214,,0.03582200686685094,,0.29291841372285177,0.09768371383517341,0.0007836322831653029,0.007279114620793515,0.2628641640888108,0.0018626408252644948,,0.004723121252213123,0.12340267238383137,0.009925698324658574,,,0.0009288874150560311,0.006585244418418849,,0.002588812952906381,0.00024588805291552313,,0.000993801861025729,0.07773085601033744,,0.012156808867955214,0.006730706613933084,Control
7,0.007057591629624606,0.04854319862434321,2.254453095369343e-05,0.0016609552107279255,,0.058804105956778895,0.03530840551340662,0.0017006965001765293,,0.008920818469234738,,0.05191659446300029,0.07485035936506632,0.0018599762328214604,0.0009221237451478143,0.022545474678244984,0.0003668991339859224,0.0011134901125454445,0.007205651525934443,0.05089904967986244,0.053722463821532895,0.1914838086751565,,6.67947265930359e-05,0.054939763634748846,0.0004058015571664817,0.00132970789313389,,0.0015833600809338176,,0.3178988581037785,3.942671459808712e-05,0.004832079420502794,,Control
8,0.0036625055258107703,0.014312637311534187,0.0013454631287149845,,,,0.11437659405513544,0.007916962951407328,0.002440249913013641,0.1525812993594321,0.0062822863905904296,,,,,0.025419841190143844,0.0008895026825889068,0.006930747000684403,,0.0015392602139030695,,,,,0.00017174942444489,0.2953552804518029,0.004862898752324732,,,0.0037329098206209735,,0.31953359748530685,0.038646214342540605,,Control
9,,0.01917543913043786,0.003177571397529793,,,0.008932205170444357,0.03783995519488838,0.0007739175038723679,,0.04407851491156217,,0.17581092226719602,0.05946920017638117,,0.00803169441927016,0.08047791579789688,0.002510934592848512,0.02734110803267521,0.0002562198791236714,0.022008519159311627,,,0.023343916137838202,,0.009443431574883695,,0.0033615967250771807,,0.0004123380690869502,0.007648881292844659,0.4565668376450703,,0.009338880921760617,,Control
10,0.0005414182215506462,0.004791262518866285,0.0015585522723003504,0.002000490752197598,,1.4927409207574668e-05,0.016192534377714445,0.0005576531410537749,,0.06736914110084524,,0.07936238824600546,,0.0007390701945618903,0.02006657842424961,0.00305151111144041,3.083545113681482e-05,0.0016327534815730395,0.0033671658886254008,0.02820092685046484,0.00911814096442831,,0.008420802140132851,1.2530306999059028e-05,0.0011603064281128662,0.08453043164837387,0.06044434865720872,,0.0006632345974197592,0.000148838255310562,0.29287685824452797,0.2716832059455108,0.04111727626428619,0.0003468171058956947,Control
11,0.03503926728072499,,0.0026526189154485887,,0.006714224128476434,0.06623226877059539,0.06750237063183664,0.023511331788907467,0.0013622696648550878,0.03720963978207059,,0.0073117330246731315,,,,0.06018188482947479,,0.5059094958568779,,0.0032057311922843944,0.006657278345923273,,0.0007381860701335825,0.0006288290766009358,,,0.028332003192338393,0.0009761983501752241,,,0.05658512593032535,0.010416438180502105,0.07883310498777565,,Control
12,0.0011370217657185276,0.08121789931237676,0.0007650728554235139,0.00038946543125674605,0.0006429006649182667,0.0007063149053620066,0.18683919478992148,0.004933893980259103,0.0002432357404432966,0.09142049672418887,,0.00916790317044595,0.0038763617432086895,,0.01117166013160007,0.002288455858810633,0.00020310295191071983,0.003368826091545329,0.001983912295001273,0.01730321851660345,,,,0.00017926717971595744,0.002160297009242515,0.0018426714867402153,0.01615123010322774,9.456704038201093e-05,0.0003074260292840754,0.006744414890550569,0.27003712615531433,0.26448172827308386,0.01819744799810556,0.002144886905358459,Control
13,0.013911957381027365,,,0.0003514731325080646,0.01911714302122728,0.04069858463644349,0.07077054827545969,0.03139586013782875,0.006000902710577606,0.05472259966854639,,0.0024107479665038136,,,,0.1262695781686698,,0.4391043706039595,,0.003264864312730492,0.00412188984797548,,,0.0006026331177552437,,0.0006804269870596039,0.031141144477114757,,0.00015892791859270245,,0.05324602462014342,0.009370174584742897,0.09266014843113363,,Control
14,0.01214881006138182,0.085196824665566,0.0005339578739506287,,,0.0011358020682495985,0.32572242105551563,0.0076274187672696605,,0.04906384865713958,,0.037978692422202184,,,,0.11034520549057253,,0.005644610546632018,0.001435861633675674,0.01236322530038936,,,,,8.188977656369394e-05,0.006829120288674147,0.004542193529794383,0.00042253907015021234,,,0.3230018945255619,,0.015925684266711045,,Control
15,,0.0011558665564453902,,,,,0.27645596441812764,0.031204856076150207,0.001445819602464864,0.01977214708611858,,0.024771560806320363,0.007784116299296697,,,0.01569742661107311,,0.009984461309023678,,0.019425640044033198,0.013124068035165455,0.08254516049042734,,,,,0.014502002608363372,,,,0.4126114804207333,,0.06951942963625662,,Control
16,,0.008468586342408841,,,,,0.18959366123752533,0.009939879532431887,,0.040433245357919236,,0.022653685993130997,0.020003496623067475,,,0.03817227789007128,,0.004754031385834347,,0.01182589083453749,0.01619899670390665,0.017311724148816116,,,,0.002404636586939749,0.011586914454752423,0.00014761496109500963,,,0.5545891053076432,,0.05191625263992006,,Control
17,0.0380844167812559,0.3253064584761505,0.012121627025859944,0.0003976419861200127,,0.002002252857141825,0.24258329546389726,0.03743441514463543,0.0007960067699296748,0.1103123508261732,,0.0022154781755884165,0.04272023464904197,,,0.09557151148664923,,0.021940007585245468,,0.000842782106131276,,,,0.005366669588834468,2.5194662324924204e-05,,0.015214375083057199,,0.00037843621893789836,,0.039741585369996515,,0.006945259743028901,,Control
18,0.013467526097133508,0.1053695754848934,0.008959592976229043,0.0024889264188561197,,0.09250294811192894,0.2170879463315686,0.031530485363963336,0.0004564748518137339,0.02979707361670772,0.05543513004437239,0.07726471160981441,0.02596019105586862,,,0.08530712625552271,0.0014065063605054053,0.006021456269709197,,0.00786416175820668,0.04776646096023226,,,0.0002486215760591193,0.003832220228623424,0.0021093258354357197,0.013017014693502617,,,0.00853738084488399,0.1101513935168861,0.0075141615630392854,0.04590358817424371,,Control
19,0.011081053869470931,0.15268851606097605,,0.00030429762904412005,,,0.2536638119385456,0.02383640910398812,,0.06974201142061608,,0.0029118329051326325,,,,0.3300285132091441,,0.010518864766433426,,0.0024753697287744217,,,,,,0.004632233776627959,0.014030604552607354,,,,0.1174791236187397,,0.006607357419899552,,Control
20,0.0006950362825487973,0.00044822171415240383,0.0008381201165578268,,,,0.04690405129061013,0.013152209515095142,,0.02545257578145669,,0.07780763680196935,,,,0.030526401187293106,0.0023859077962930185,0.007294450183718431,0.0020792563353949647,0.026126522838823624,,,,,0.0010648545136088064,,0.004922366424984818,0.0018525219383439847,,0.00469946643251236,0.7507653168822577,,0.002643620146123104,0.00034146381825568084,Control
21,,0.004025242846211061,0.006149297545850118,,,,0.3941837186532634,0.019027851041858182,0.004988774297634289,0.031961590541482836,,0.052599740868358835,0.033161532363710534,,,0.020516357040506018,,0.014080112490502903,,0.005726305924722855,0.02042680612621241,0.037661819563397855,,0.0005447849074972411,,,0.028039947793636288,,,,0.28181248220478794,,0.04509363579036717,,Control
22,,0.00844254115192481,0.034124443848437186,,,0.05501766357108539,0.17364310536603988,0.03114921809697441,0.007102039003007828,0.13920243258719078,,0.008505992615360317,,,,0.3223416613464792,,0.006806892001290009,,,,0.09730143085621015,,,,,0.02989787708063211,,,,0.028356942351106054,,0.05810776012426203,,Control
23,0.0518912499850947,0.015570196358333949,0.0039868518105270695,,,0.09846460371457434,0.03538563877357383,0.04742998335715344,0.0019404588110841015,0.0900500222302096,,0.013201422733412946,,,,0.06978635576171258,,0.29209835292033415,,0.0037092935903747463,0.02216249686988429,,,0.005609933922618428,,0.05920432884356916,0.04377913988678776,,0.0021943814635824875,,0.10483843492510722,0.0027635514846543413,0.03593330255741102,,Control
24,0.024612104590878345,,,,0.025021275240357126,0.3966280581626686,0.017896009401941148,0.01743875507583949,0.0026599154870682474,0.02853414002293316,,,,,,0.1485224120977305,,0.2755735739463652,,,,,,0.00047542607650266074,,,0.017259896049420628,,0.004358974149562082,,0.003067452720780642,0.002035542310368597,0.035916464667583546,,Control
25,,0.0064854876518855836,,,,,0.13519597826428895,0.004987796254659434,0.0009919487941625602,0.01530352270561873,,0.056539678653073605,0.031457730918886616,,,0.01164249929017703,,0.0025450434519858115,,0.02203396690752224,0.05829605218205692,0.008112019181350199,,,,,0.008948077426707897,,,,0.6039035554466414,,0.033556642870982936,,Control
