,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa872,condition
0,0.08761302664994386,0.004673369948663606,,,,0.0023010171173788443,0.008104639804733896,0.10925626023180364,0.05853909962219593,0.014352569500305435,0.013030767159459207,0.36865922654252203,0.023019748653896183,,,0.0152047450579377,,0.02822351284576767,,0.006684750857267034,0.009959038108353005,,,0.01502178216208641,,,0.06342493550888179,,,0.09800712454434037,0.0200560139474531,0.05386837173701032,,,Control
1,,0.005974785023175866,7.729503789126188e-05,,,,,0.07735432439938265,0.013587840397887336,0.0012813372446241252,0.012125507311918358,,0.03353451289203329,0.006443714997817224,0.0011325139452287765,0.039530240418931016,0.0004905806789721581,0.002593936487557674,,0.005484609030265966,0.03330333597896846,0.08868958100322687,,,0.008470180454573737,0.0007578758230935113,0.011928931057176574,,,0.6460216072005791,,0.01121729061669603,,,Control
2,0.010799257393939356,0.013341232781509907,,0.0021478305793887296,,0.002064553264274197,0.041559104445063756,0.07839416094639441,0.0018346871845419093,,0.04233125584880894,0.00417265901260208,0.15386751230900786,0.01693488169138399,0.018441114869107714,0.11252989448712448,,0.02915916394955028,0.004502664770633584,0.06132624245098896,0.07263188799087321,,0.009299334671149781,0.0006970466450207716,0.0014527494859048224,,0.014173178332008134,,,0.29967212531363474,,0.008667461577088207,,,Control
3,0.0016377443356241626,0.006048719425916345,0.0002900937276105579,0.002142042292483023,9.710591725923038e-05,0.001805129640479622,0.002424791875090782,0.03174037468195772,0.005457311749163175,,0.03266216688182291,,0.12968944058831497,,,0.027733123562791617,,0.0004847135701847298,0.0007851095012019917,0.028631557301467356,0.017370840969884112,,,,0.00021420422924830232,,0.004905888861869689,0.0015968415280391297,,0.6236862140606104,0.02428841355043714,0.05203693941733186,,0.004271232331211148,Control
4,0.0015635007373103252,0.03653788538356406,0.0015294136041185146,,0.005518030755327207,,0.00010761392462208006,0.03887538941380414,0.004699235279112349,,0.043533072195843826,,0.03984405559132514,,0.007413106333685144,0.011435669762163366,0.0030738987919210117,0.00357055677388103,0.008798706041155567,0.0334038411128294,0.045827896881633,0.003336172519206762,0.0036256314394925923,0.0001335314143216386,0.0024535693101989694,0.05452279210806804,0.05857169559401268,0.0005732836036804526,0.005047571974911307,0.5571978573560528,0.026887001012613227,0.0017719675022850353,0.00014705358286053874,,Control
5,0.010654157472078839,0.0018582857435838985,0.0005452398085866107,0.0010692929139058188,,0.0018444084529437496,0.0020681400394475234,0.01276509465212652,0.0040387153103486565,8.262814274287086e-05,0.022505681479314945,,0.14945842019440286,,0.0168093185053247,0.07148330122311898,,0.0010602885650171725,,0.02911180149160748,0.032781868165103326,,0.0005458754096846327,0.005667231256997573,,,0.0029106292948757953,0.0009798850261173789,,0.5754954801876252,0.026549375664931447,0.0285380655671262,0.0011369844308451705,3.983100214271724e-05,Control
6,,0.006557616649530408,,,,,,0.21991936405175105,0.026505500474245408,0.006201983415030387,0.03037457459191112,,0.026221522407028186,0.010383799305361594,,0.018335083548908664,,0.0223046781778406,,0.01360482612289237,0.011187760118421092,0.0800232711590086,,,,,0.019504028341702246,,0.002481809751363684,0.4354692874772787,,0.07092489440772584,,,Control
7,0.005348598228384585,,0.0012598315620467823,,0.002504812253318469,0.0005087721393510169,0.052944392835649154,0.0002162203703059435,0.0015679611675692292,,8.640506632783142e-05,,0.00025755356309257446,,,0.00010447535664158462,0.00794002325251725,,0.00013853889240544127,0.02037529085118856,,,,,,0.07825162671557416,0.013037402904643391,,0.0014676399006549443,0.1590922898536878,0.6517154053898276,0.003075376477363067,0.00010738321945069432,,Control
8,0.0043320545387985614,0.07407868988862705,,,,,,0.15085540219005095,0.0036109404666987057,,0.03847498710921205,,0.018900848689557298,,,0.09048142596786792,,0.0034720269648230687,,0.009632146712111952,,,,,,,0.0046952966279482,,,0.599914828089222,,0.0015513527550823246,,,Control
9,0.001601018560817556,0.00844711774360016,0.00010416137928700745,,0.002062289562289562,,0.0014163832631169317,0.10327754090316905,0.0032736282422212073,0.00014730639730639735,0.15840143478334434,,0.06875962303097982,,0.0021516462785307012,0.019884460179686318,0.0011751730030624503,0.006151971981117711,0.00652769317970323,0.009920710454630055,,0.0006045589902373824,,0.00038418100604030263,0.0015830414699761434,0.0011956880361402977,0.013902530328409725,0.0006207383719946535,0.000679322538619021,0.36154467624316866,0.19175105324602815,0.03396940510633978,0.0001355684144628868,0.0003270773057205218,Control
10,0.014368064837035089,0.026392848081429186,,,,0.005533668847560607,0.05103497681781618,0.09440318421151499,0.0050513435579570025,0.00028614261739180996,0.02504509576771395,0.05535480397944095,0.117369937630173,0.03756434992360095,,0.13995976505426674,,0.043014131636926176,0.0006770669558285345,0.02812164354967122,0.05634724538839484,,0.0016573627428931384,0.000495808988480701,0.001198711123073748,,0.02980175360135701,,,0.22318815369564,,0.043133940991834124,,,Control
11,0.0035883892964778214,0.06124212752469858,0.07050957769329537,,0.0004955831764956583,0.0007778462232711893,0.0035334364194093116,0.1067913473953008,0.009396046616156279,0.0032359522091280415,0.12194726135454029,0.003229013149294544,0.0012171334788595948,0.002596327580927346,0.002010200865636522,0.007771858933838079,0.031128398572433928,0.04343112781658678,0.0014998442069147058,0.004178880904244555,,,,0.00010274285366373405,0.00014213880626682163,0.0004195892792868616,0.03196175727437311,4.320124347952216e-05,0.06583757585959284,0.04840699331880458,0.28031227559975863,0.09401732168406954,,0.00017605066319504754,Control
12,0.0031958454527499557,0.028855503722784115,0.00012876691167284496,0.001205453206135401,0.0029545889282228135,,0.010315660368457909,0.018892552721082267,0.003919303995143767,4.665467814233512e-05,0.1292759660499091,,0.15968963234558464,0.050605085256240454,0.015980471388500242,0.0450868736026276,2.187586019562825e-05,0.002647704823108788,0.009570844351181166,0.062254240003068846,0.03236611273740103,,0.02968865259734369,0.0001369573996133882,0.006139651966468762,0.016199748375769218,0.018523358701382588,0.0005319670078851589,,0.19091923712343845,0.1486283265433497,0.010534107939226578,,0.0016848559433135287,Control
13,0.02756833642664515,0.007065641050777131,0.002299128751210068,,0.00048426275649430525,,0.008528680137733282,0.08650240693907292,0.055210313783414136,0.008185101014147541,0.021440350610948726,0.007988096797880272,0.0377666037321459,,0.000463761121547831,0.13204231160411392,,0.11727901358386485,,0.008761503302412784,0.041097883759971574,,,0.0004905075073688061,,,0.05069889366579602,0.014332881511861257,,0.1973058495170569,0.07009084816442028,0.10439762426111637,,,Control
14,0.022599740558885535,0.24096492640585782,0.001322442637275329,,0.003183037586265805,,7.20329181240135e-05,0.21937446409552408,0.01691649658042879,0.0002785272834128523,0.05597529914606764,,0.03183476935979186,,,0.11591271531201186,,0.014119984567585881,0.001856916672320314,0.017586147283102246,,,,0.002248959660748456,0.00014917455384547476,0.013690852289400271,0.011211489465006918,,,0.22789478330454743,,0.0021810137167024004,0.0006262266030951473,,Control
15,,0.0044647352948868685,0.003459879258951741,,,,,0.30581773366485165,0.030018821510693024,0.002817264404698453,0.02474713511315503,,0.025124607459322518,0.10773643952892012,,0.01814452551365349,,0.015083161657066519,,0.010370418914140223,0.007997964635440577,0.15997833166441858,,0.0005709682581530067,,,0.01890387922728695,,,0.2389669502769617,,0.02579718361739956,,,Control
16,0.00015306883148267136,4.652998337664617e-05,,1.1859600003542426e-05,,2.7843975844094042e-05,0.0006850605777999335,0.0006761971787943534,0.00013353179247390314,8.503437539196843e-07,0.00028529989363360535,0.0001820761610514531,0.007726763357199414,5.833553335798159e-05,0.00023734502716766842,7.560616732855054e-06,,0.00021158082868489943,1.5334010679067025e-05,0.001333132071776502,0.000955704649024469,,1.4868650374324041e-05,,4.609941291699557e-06,,0.0004406641315685752,,,0.9866408216129157,,0.00014307511869376252,,7.886112319071103e-06,Treat
17,2.6042038586743256e-05,0.00011493608454454446,3.14929046191836e-05,,3.4484847355844696e-07,,0.000225421024197473,0.0028504176100156648,0.00022896601374331244,3.657622992948006e-06,0.00031727656435262606,4.732976009027047e-05,0.02694077260397689,4.6680632514174494e-05,0.00038106266387308063,1.0110371293915338e-05,4.291927142454387e-06,5.611516896474202e-05,2.3285483170664128e-05,0.0016313828479211012,0.0029141414647364016,,,,5.621891029760521e-05,0.00015398177834979648,2.8911227449931002e-05,,3.734095175458589e-05,0.9549943221694535,0.008331640800044811,0.000541950650953484,,1.9058764866009465e-06,Treat
18,1.9274281237915784e-05,3.990639407531514e-05,,,,,,0.0025816571184579893,0.0004090224603881616,,0.0002865752432284249,,0.001373852549874721,0.0001587291325374492,,2.213561544994013e-06,,0.00011750282276777823,,6.29275056521042e-05,9.34570673853339e-05,0.0004701715586175113,,,,5.807308602303613e-05,0.00026385942730995345,,8.654447505514923e-06,0.9938701966519222,,0.00016773404586265287,1.6192645608921518e-05,,Treat
19,3.246176067953365e-05,0.0003038002815822197,1.0710220461040705e-05,,8.596651698825971e-07,,1.108340865106387e-05,0.00406662890075617,0.00010140336841539172,9.478418841340191e-06,0.0001915184955641429,0.00018074654472580517,0.015839287774040155,0.00015471356857316962,0.00045183549662586433,2.4038030151984987e-05,,4.5181024328969727e-05,1.2340463606931369e-05,0.001385131459127702,0.0025566056646515413,,,8.212946106750364e-06,0.00012426886135147257,2.2750449960209074e-05,0.00011953245785704325,1.125176422551041e-06,1.461045793571888e-05,0.9741455692405676,,0.00014633466530893237,6.366646640319982e-06,3.340455189643427e-05,Treat
20,1.3011147261369382e-05,7.44658530273278e-05,0.0005852604003929294,,,,,0.02757066627678584,0.0020061515569098783,0.0002476867123793822,0.0009607970881795098,,0.003354128947864356,0.0003485418803741432,,1.5229340190580009e-05,,0.0007071098698788939,,0.00032738941226029684,0.0003718806006360801,0.02513714451611651,,,,,0.0015847441674515517,,,0.9346994178796375,,0.0019963743506537968,,,Treat
