,taxa102106,taxa1263,taxa1485,taxa1730,taxa189330,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa816,taxa841,condition
0,0.00026815074484073926,0.006285851179754526,,0.568212360475388,0.04134539587035424,0.019801363374088308,0.017533889375855063,0.05716691125453222,,0.04823979077406078,0.014573045288268263,0.006747269321224395,0.007664201937707617,,,0.03266048107424358,0.13835739491706747,0.0411438944126147,Control
1,0.015689314636626435,0.026263353342121164,0.05930317813821516,0.05166833888481816,0.001227004865753116,0.0022953071663115564,0.07297081072093467,0.09050109840106295,0.00885660448933811,0.037319088681666064,0.008276519251040329,0.042441816530752616,0.026840644111185884,0.0038944421849349473,0.010360611117819133,0.003924366292972388,0.5312088070492349,0.00695869413521249,Control
2,,0.0007505061490333347,0.0017026730412188947,0.009364809682133875,0.0021141991401997743,0.019356084724285072,0.1696832652458437,,0.006846641323049932,0.02792116058132704,,0.016784802293664247,,0.013037993186285086,0.0028412789609333056,0.008707792935439846,0.7199364099335405,0.0009523828030454658,Control
3,0.0020497897280232226,0.022075396037039192,,0.2915802686602356,0.003101455565894534,0.04034554035349517,0.06300490056699394,,,0.050144430678781354,0.0013654726438381481,0.02418607060846905,,0.003136742259058175,0.0023659421812234813,0.0018225679003683272,0.47503741817260625,0.01978400464397358,Control
4,0.0018378094511949147,0.00970855819803274,,0.16895276681891283,0.0042812260322825715,0.03324565363763164,0.1651354220817652,0.004076197495853446,0.020701563193078545,0.04303297348587216,0.032511184323588065,0.10110806809294462,0.04574799363723218,0.0007977720157148673,,0.02468342725114732,0.3103829632908648,0.03379642099388401,Control
5,0.0038516115510995714,0.010343226675645424,,0.1684936711667116,0.006485826840535069,0.06445723861501872,0.1482150188059163,0.010415525619327274,0.02844712244197436,0.13414839653065547,0.019146769804422616,0.02964376825152431,0.11444311192564523,0.001091364568297219,,0.013252221636234308,0.21416760052802258,0.033397525038969894,Control
6,0.0001616994458342142,0.0003013071267726724,0.0004064475634061779,0.026130875910863407,0.0004778366925600561,0.047985665717436704,0.08960020962630244,,0.010944321695371132,0.015666743271906976,0.0007602226318062708,0.0265332324066963,0.010172132690912992,0.0026315792165176035,0.0012656740304860217,0.0013044368957429273,0.7510392078711323,0.014618407206251887,Control
7,0.0004401488878246085,0.0020312929604650045,,0.3428964877754835,0.03428539921068545,0.03197076637963676,0.033619067126583135,0.03450584549169826,,0.0184937962698152,0.014754814865494834,0.023696116023374313,0.010326341237669347,,,0.027228037282299996,0.38761892944061677,0.03813295704835284,Control
8,,,0.003228216683313173,0.005266060480450029,0.013262530444460177,0.14507919273478107,,,,0.03003778273661184,0.00483494858570608,0.007152687272681451,,,0.16571683058583167,0.012993802664062509,0.5280546987559532,0.08437324905614878,Control
9,0.0004887667177018381,0.04205759484144122,0.24668603370523853,0.04033581134499245,3.922759814060018e-06,0.0006070215261496983,0.044678284275589265,0.0024669348899165116,0.00022518437032150392,0.3700931426838456,0.0006489620079815089,0.001958903262872303,0.003931684359110574,0.00040629465693261483,0.21702574496563581,0.0006610207214180951,0.027721665375056995,3.0275359813083833e-06,Treat
10,,0.011456878814096112,0.05574083713437515,0.0012709697314959771,5.159659970135779e-07,0.0011310529926350438,0.00017612363794652922,,3.35777322068119e-05,0.006481942825532091,1.970770045996556e-05,0.0007440626715921305,,1.0648699592416741e-05,0.9207559471097845,0.00013040853893713216,0.0020420478773397967,5.27856800931902e-06,Treat
11,,0.026363143327537697,,0.06337954000553919,3.501690564325732e-06,0.0026463602869399097,0.05078497290307539,0.0019146257934976932,,0.6134809788083615,,0.012270177509197618,0.0021854738837204656,0.00353276621684176,,0.000498725203796191,0.22293393591835778,5.798452570539778e-06,Treat
12,,0.02362488076636219,,0.3986231039137622,1.7507986496670082e-05,0.004705708587699157,0.14045047015649006,0.01777333308308174,,0.15197245236566634,0.002127602614219286,0.005580597020903045,0.006274043442146952,0.00019516042524893515,,0.0030430395206590315,0.24554579694772619,6.630316953823205e-05,Treat
13,0.0019643687323098384,0.13251785415598666,,0.03085384840276386,5.49503017133939e-06,0.0003776204295941896,0.08685735413186867,0.015687049905694087,0.0006042074027341993,0.6725704437357503,0.009831739620957142,0.007853483281747068,0.010828334736720562,,,0.0025208501303618184,0.027522825255915647,4.52504742469733e-06,Treat
14,0.000690572678724158,0.09382703180792326,0.005498205078357728,0.019651662850004418,1.7859487187668327e-06,0.0012657692714364397,0.033887505126433015,0.04069213703025489,1.6755501125571766e-05,0.7789221993635862,0.0003367355346876823,0.0024689842671078606,0.0006458703160541231,0.0020145972762018083,,0.0032296250780627037,0.01683639592931764,1.4166942003642807e-05,Treat
15,,0.058929223534192846,0.20056050533507466,0.05220220475577388,1.18872559834065e-06,0.008368054725694896,0.08295257192843188,,0.0007261383675935853,0.11987999338675766,0.0008300325953743093,0.014281745807676617,,0.00017498745791060105,0.33497218941676327,0.0035302108220993224,0.12256546487495167,2.5488266106588635e-05,Treat
16,0.0014314494736248438,0.36693968628011564,,0.013746538149860479,3.036442931351541e-06,0.005156684531974162,,,,0.1843178649379786,,,,,0.4282902592575356,0.00011365417696804622,,8.267490113029411e-07,Treat
17,4.07213188778206e-05,0.0016131810107517543,,0.005780586070352826,3.312495788669622e-07,0.0005168502111452392,,,,0.006038094241988937,7.705903968947353e-05,1.711416011922974e-05,,1.909584307959312e-06,0.9858587031020196,5.406780941856318e-05,,1.3822017498465514e-06,Treat
