,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577310,taxa61170,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.010253199815718195,,0.06414094110805098,0.0036531002088928317,,,,,0.023824961250129915,0.09704750315389318,0.10762657211463782,0.017549710853604794,,0.03151710496831624,0.08049284061918607,0.08582975106759118,0.012897176606491537,,,0.11049870830366598,,,,0.028347045845759967,,0.018878991782283923,0.044929042631129706,,,0.0005469909936703871,0.0010629759716637658,,,,,0.020138917149580264,,,,,,0.19430368495277042,,0.036310390207647494,,8.455258880342178e-05,,,0.010065837806512061,,,Control
1,,,0.00041862582813242364,,0.0019319637542582523,,,,,,,,0.3261290216321335,0.03260886039803708,0.0019357023870463044,0.030407411950650855,,0.03197511161839754,0.03281852696655621,,,0.01758945891474967,,,,0.014033311824406324,,0.022537387843542457,0.009821388334212752,0.04497160963096057,,0.0019921860553847124,,,,,,0.025896599925671938,,,,,,0.3686645583472253,,0.036268274588634186,,,,,,,,Control
2,,,,,0.00969008523355915,0.0073695124953233075,,,,,,0.010303720647920794,0.043481578940352504,0.0014085621024811136,0.0005278775324124804,0.05777915079257168,,0.10560838774293253,0.00022117091057096975,,0.0032662422318022223,0.04294825822631372,0.03277850649760367,0.0002616059740806799,0.037105058293142666,0.07751412783345375,,0.023395016800546724,,,0.06513833235133895,,0.0067055554222531484,,,,,0.005670351145200979,,,0.0003098170113422574,,0.022926014497969813,0.41624343152388643,,0.029347635792940484,,,,,,,,Control
3,,,0.0031469032788207897,,0.05188762293072712,0.0,,8.910984201246407e-05,,0.0003007328693523297,,0.019675083110087654,0.09823224368201457,0.003145258806534516,0.00032416659943173203,0.09172373071149637,0.013223098874410113,0.08807053552753899,5.4678703518605406e-05,0.0006452498133267006,0.005930069843821385,0.031313424598119234,0.00017061399970091159,7.019841072031485e-05,,0.04016839396211444,0.0020412012253374122,0.017105903501338445,0.0014942086311155742,,,0.0015173340226412998,0.002389623790991684,,,0.00181128344381275,,0.034066476764377435,0.0001359773021712687,,0.0009504022019483916,,0.0007220261131921108,0.42784852149094027,,0.053507530912224766,0.0006704307952102688,,,0.007548538912068525,,,1.942532888160981e-05,Control
4,,,0.012290544195245568,,0.18681664231518047,0.001884954281135378,,,,0.0014018015811053742,,,0.2971605257862425,0.02113674693307656,0.00032299385869070154,0.05719718939760823,,0.019147730577009282,,,,0.12304542654385765,,,,0.018207672287837144,9.304858134365652e-05,0.009392348503991878,,,,8.985775609846475e-05,8.697572039313025e-05,,,0.0209736031261853,,0.017330401205102642,,0.0011918246940024325,,,0.0027604755564773487,0.2050383130621578,,0.004430924037258546,,,,,,,,Control
5,,,0.01795706631645474,,0.15171480297747264,,,,,,,0.06224190591137853,0.1955993194611989,0.061231291947663725,,0.10174824888791563,,0.013306102551936604,,,,0.013817282757327427,,,,0.024948509659040496,,,,0.0533194305741978,,,,,,,,0.03250734834655124,,,,,,0.1773346430621813,,0.09427404754668113,,,,,,,,Control
6,,,0.01647344829890981,,0.05364287649861893,0.0008410245038022782,,,,,3.896318548911492e-05,0.05355945797649463,0.037127667125900314,0.001303505080498874,4.46625876218312e-05,0.009377485392691398,0.0829799790365627,0.1012059416785361,0.030065071628531618,,0.013229970357927634,0.21117632033127,,,,0.004837341653769611,0.0014160423662466894,0.044934293665321784,0.08679785308702936,,0.003897769305818001,0.0014603940773885544,0.006463432894980226,,,,,0.017457683234483247,,,,,,0.1850233183266348,,0.01041529470831237,,,,0.00022745795784204052,0.0260027450393181,,,Control
7,,,,,0.008468586342408841,,,,,,,,0.18959366123752533,0.009939879532431887,,0.040433245357919236,,0.022653685993130997,0.020003496623067468,,,0.03817227789007127,,,,0.004754031385834347,,0.011825890834537488,0.016198996703906645,0.017311724148816113,,,,,,0.0024046365869397485,,0.011586914454752423,,0.0001476149610950096,,,,0.5545891053076432,,0.051916252639920064,,,,,,,,Control
8,,,0.03784169075782205,,0.2568665490181292,0.0064733283251906144,,,,0.004488993342595497,,0.003414162491718125,0.36467593684104976,0.03135054526740872,0.0002572094258604966,0.032008433734440546,,,,,,0.1792769379999942,,,,0.01817723770128735,,0.0028432880874018967,,,,0.002510666473854553,,,,0.00023504155750200028,,0.023769859405992282,,,,,,0.002642741390476435,,0.03112897017199365,0.0020384080072826626,,,,,,,Control
9,,,0.020112353827389243,,0.05402640287237745,0.0013264733519303873,,,,0.010169664551853835,,0.12005074016317925,0.14203324239403714,0.018644154129213084,0.0008859495057799838,0.02239510705240955,0.11197660087367366,0.1479516493643307,0.07863030970296928,,,0.053240301175945054,0.0011814436096442968,,,0.01155954179552575,,0.007473986821794143,0.053266621783104984,,,0.0006274321253346818,0.002825682348420476,,,0.0061690388247071,,0.008548975830010224,,,,,0.0009353938852221193,0.11259572122832626,0.005092238276726977,0.00828097450609434,,,,,,,,Control
10,,,0.0016154022237285064,,0.02802369485772893,,,,,,,,0.21955901551562645,0.002127615259054827,,0.04520820964456905,,0.04024967200570735,,,,0.04680146922030378,,,,0.002288680273913655,0.0014700089460342215,0.01710858269257835,,,,,0.0020459200098357846,,,0.0004359776171194417,,0.0017768716705141626,,0.00040534189866230097,,,7.623541820687826e-05,0.5898508212394707,,0.000956481506945714,,,,,,,,Control
11,,,0.015157875698059353,,0.07448660774988873,0.0015705121425744009,,,,,,0.2365415969344743,0.10218030640580746,0.024334790496939263,0.0005660232383565404,0.035017575318321975,0.2936435752207653,0.040481830923840584,0.0500812397128379,,,0.04533905493436288,0.009501636233429924,,,0.013081989518264042,,0.004363828730109328,0.016881413760936822,,,0.001963329032492,,,,,,0.008645856580395156,,,,,0.0033068922960837878,0.013612939820020795,0.0014063707992874044,0.007834754452752113,,,,,,,,Control
12,,,0.013919100920247745,,0.02330007869303045,,,,,0.052612044599466105,,0.038214360310780654,0.04583863858784747,0.001088562818173235,3.295231913050502e-05,0.0020363293636979484,0.07212270989129455,0.06473756835023749,0.08028992669296929,,0.007857320383519543,0.03310840362644921,,,,0.007342685731769776,,0.03765313789750154,0.02381223417343498,,,0.00032229227488142845,0.003455035166012544,,,0.009191631061289868,,0.003481582959167842,,,,,,0.47127291193342924,0.0009913586416785479,0.0061735498448761824,,,,0.0011455837591137954,,,,Control
13,0.0006956918493468906,,0.03427989140327261,,0.0015134700735905434,,,0.12222671619201939,0.0021316048913478753,,0.0012850197696566712,0.0028259249836734535,0.08333740463782609,0.048122924623956544,0.006047232548797354,0.0282056457931325,0.0323046668123543,0.04876353515290923,,,,0.15341730526352665,,,,0.15370431904029347,,0.0009139067355063583,0.04368423546230374,,,0.005437117233626154,,0.002502823445269058,0.0009612851126270549,0.0009374376444104016,0.0038691989582666135,0.044908475843939206,,,0.0006173961793612404,,,0.0822488626815296,0.03132259430486582,0.06204013824356221,,0.0016951751190289392,,,,,,Control
14,,,0.009124637485255549,,0.011360704412394142,,0.0007069665960356589,,,,0.001659816588815685,0.04083737601780644,0.040309016965021434,0.007960008496038447,5.0690126900504e-05,0.017007107709470733,0.0108538031433891,0.11683193133840905,0.027675047054224654,,0.014148454070339447,0.06927028711654967,,,,0.01261261578780802,0.0009140808568683928,0.07946978334583656,0.056970830578979725,,0.013634400206741084,,0.0002748047574912804,,,,,0.02626857743912028,,,,,,0.4224301634658115,,0.00852889891818562,,,,0.000470101688126351,0.01062989583438074,,,Control
15,,,0.0031894663652692187,,0.06142114676111908,,,,,0.0001535680216417755,,,0.26330247626414266,0.005477629887731672,,0.05430165245253182,,0.04390600667172229,,,,0.07216636185435003,0.00010173881433767629,,,0.00521757456687251,0.0031718868680549617,0.015463895652954055,,,,0.00019236415342496093,0.004137243740941255,,,,,0.0012885569394863196,,0.001012336563717494,,,0.0019716315410126645,0.44766795845661717,,0.015856504424072437,,,,,,,,Control
16,0.005335003130870383,,0.005265178331821145,4.896936858650787e-05,,0.001240182485016549,,,,0.0024657457222087334,0.0005008370286123216,0.052118640818882345,0.00021284806972256655,0.0015435063192465468,,8.505744188721201e-05,,0.0002535366056253435,,,,0.00010284589728189334,0.007816185960921627,7.912795675565155e-05,,,0.0001363781580258904,0.020057505782525912,,,,,,,,0.07703116813412905,0.006629880004600464,0.012834063869755793,,,,,0.0014447497220553848,0.15661099254980643,0.6415508670594099,0.0030274110896706835,0.0001057084073454053,,0.003327872413837169,,,0.0001757376713991796,,Control
17,,,0.0016305698951463124,,0.006022221897245661,0.0002888229186469925,0.0021326586819925613,0.0038239585719879957,,9.668052691699611e-05,0.0017972219378677315,0.0024141696280155795,0.031601330129064444,0.005433404990665048,,0.032519084248548574,,0.12912131212536299,,,,0.02761163351093302,,,,0.00048259019318231674,0.0007816701845379403,0.028506131495265898,0.017294744804031016,,,,0.00021326586819925617,,,,0.0005567254711753916,0.0048843977128149646,,,0.001589846269837788,,,0.6209540418147341,0.024182013684762988,0.051808982027171296,,,,0.0042525214118931684,,,,Control
18,,,0.024612104590878352,,,,,,,,0.02502127524035713,0.39662805816266866,0.017896009401941148,0.01743875507583949,0.002659915487068248,0.028534140022933162,,,,,,0.14852241209773054,,,,0.27557357394636517,,,,,,0.0004754260765026608,,,,,,0.01725989604942062,,,0.004358974149562083,,,0.0030674527207806422,0.002035542310368597,0.03591646466758355,,,,,,,,Control
19,,,0.0016770227394275084,,0.008859173541941634,,0.0030538968151704094,,,,,0.03759900014971394,0.154171386843336,0.003906669107669864,,0.030337049959770816,0.0005505642897844224,0.15068801487337025,0.0037195781567556513,,0.01889041989305029,0.03926809443387433,,,,0.02966683807231864,,0.09226230130724784,0.041745582254428454,,0.04113879800911341,,0.0007279763472556323,,,,,0.022523917678334122,,,,,,0.2832281045411103,,0.030839631650146304,,,,,0.005145979336180302,,,Control
20,,,0.020132327601913597,,0.03125294769884278,0.0007627317164587009,,,,0.040456535432251084,,0.09272895746464062,0.1716958443302672,0.002713496686604302,0.000496202478930135,0.002585750055960728,0.1344410954768114,0.08981837490044195,0.06233848172036293,,,0.0530715932930416,,,,0.0073743226149016895,,0.02265196591340923,0.029644089766214285,,,,0.0023202619482662577,,,0.007483953586431993,,0.0013293145721737227,,,,,,0.20468924877276812,,0.021211458674954057,,,,0.0008010452943534322,,,,Control
21,,,,,0.002457750912037517,0.002332548615681315,,,,,,0.005186790612482021,0.07225355594582825,0.0035325154067238265,,0.03630876882110978,,0.07535799677971876,,,,0.02289154754873553,0.005041630020732966,,,0.014091996836713055,0.003470068575262681,0.04662926509544129,0.01129320598020487,0.04746113507764034,,,0.00435769833118816,,,,,0.009767939549821102,,0.0138368598646807,,,0.027129598985377874,0.551980608767103,,0.04461851827351692,,,,,,,,Control
22,,,0.00023814060781306867,,0.018624470812652304,0.0025772016159685274,,,,0.0011749748702174017,,,0.10764318430893352,0.0026314436341748917,,0.13999885063381498,,0.07347131776849548,,0.00033089647537785417,0.004982905698537382,0.00918162102977161,,3.2464553647674906e-05,,0.0030650773150402632,,0.017535093476741974,0.009059021970033807,,,0.00013772229901467053,0.0037832295375010965,,,0.0044868634502561395,,0.0036818030127509075,,,0.00013217711127981927,,,0.5713499305843318,,0.02543275149190756,8.54967127118892e-05,,,0.0003633610290255291,,,,Control
23,,0.0008139259453384471,0.0075964321652782045,,0.023876211019330955,0.0008779732655985673,0.0015522550536485554,,,0.0013309243141266971,,0.011850119191013048,0.0027640093538486353,0.0008528793155294383,0.00014688885417034155,0.024477205873706245,,0.3018697197709248,0.0016135724881270967,0.0013915067793563518,0.0056166349999916,0.2516104226199176,,,,,0.0004282770808869357,0.061444794149812784,0.02057504414015317,0.03087941800515067,,,0.02628827509856988,,,0.004742231585030483,,0.009953898528885551,,,0.0036139487923825273,,,0.1610286125628504,,0.0006114944150736732,,,,0.00731672386827335,0.0008105660859149653,0.03314805808524972,0.0009179765918593967,Control
24,,,0.0034883183333998006,,0.013631934417921288,0.0012814734792163777,,,,,,,0.10893689228387794,0.007540435588046685,0.002324192673472722,0.14532459818518512,0.0059835035435512164,,,,,0.024210884442573157,0.0008471983164028958,0.0008276109360403209,0.03942145583998627,0.006601123645073845,,0.0014660536581285685,,,,,0.00016358109546042168,,,0.28130830995494194,0.007310504447394119,0.004631621372761259,,,,,0.0035553742301365422,,0.30433671659742856,0.03680821695900095,,,,,,,,Control
25,0.0006616830428654348,,,8.836644132716859e-05,,0.0029717908144149515,5.8133146820284284e-05,,,0.01511411090323185,,,3.905979323875994e-05,0.0013285402401599,0.0013545124663134648,0.2225028440094909,,4.545139576873884e-05,0.0,,,0.0005647944648316276,0.006500462681005367,,,,0.0008840702293053356,0.12856759216056762,,,,,,,,0.009827139616846763,7.294543204848934e-05,0.056683166132054784,,0.0014182255835964294,,0.00016100751135042087,0.03708407787893758,0.47390993501566403,,0.02427449477679256,2.252278986754469e-05,,0.008713073150470603,,0.0005528228918389687,0.006599177431190596,,Control
26,,,,,0.0011558665564453902,,,,,,,,0.2764559644181277,0.031204856076150214,0.0014458196024648641,0.019772147086118592,,0.02477156080632037,0.007784116299296698,,,0.015697426611073113,,,,0.009984461309023682,,0.0194256400440332,0.013124068035165457,0.08254516049042736,,,,,,,,0.014502002608363375,,,,,,0.4126114804207334,,0.06951942963625664,,,,,,,,Control
