,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa459786,taxa561,taxa572511,taxa724,taxa816,taxa838,taxa841,condition
0,0.0004610410557470688,0.0023991172480159685,,0.0027754835773624743,,0.042186488233240796,0.000998032775174643,,0.010833130541640106,0.037114523439863045,,,0.03355972447151938,,,0.4479272499383415,,0.018629158260348003,0.0012564703037523633,0.0094351251497588,,0.3894360016614721,,0.0029884533437638918,Control
1,0.0029459196058136583,0.03857891954737887,0.0020437401223369353,,,0.047720270626978485,0.006332316657476061,,0.22247536503275378,,,,0.04759413207203736,0.006237611991625691,0.0002567100942412175,0.0011330976687203922,,4.2986514995912924e-05,0.04490142990612149,0.038138173435811405,0.0007233824476655973,0.008473851101428696,0.5310822728313807,0.0013198203432338888,Control
2,0.00725877188962478,0.005223103235255837,0.0026247843804363164,,0.007598240947644545,0.08871954516874693,0.018889396558519286,0.0030113414515664846,0.019604882305172485,0.09950006507540497,,0.007953864287534302,0.03926876783845168,0.16215118208098317,0.0002112659274345076,0.011697647753248731,0.041295270942823474,0.00031827372365133525,0.0035650552407698335,0.025972877304448406,,0.4114518506162,0.0036565961713664556,0.04002721710071656,Control
3,,0.09647864090661964,0.004689241078191441,0.00014470039906279824,0.03397119309196201,0.26165344609980173,0.01065438843017414,5.494951863144239e-05,0.0789322899102125,0.012923049340573459,,0.01033945226750805,0.23237397220157724,0.013050941651584281,0.0021652265223871883,0.021800090203405887,0.0019845395758285042,0.0026873546935400703,0.00539798212438287,0.008991357410416664,0.0002834748696457351,0.1908773886609621,,0.010546321043532302,Control
4,0.0014467528471272934,0.012268801824829145,,,,0.19378257172506758,0.03070176271691531,,0.02151071388547163,0.02615720705576404,0.09481982281445875,,0.025536928920431124,0.008819916098887404,,0.0047234211663212825,0.007015010139932974,,0.004359042057559025,0.019805634928222692,0.0006496141886882289,0.5358124619976755,,0.01259033763264803,Control
5,0.004015932976226904,,,,0.011677985944808986,0.06357117568362138,0.00917274057425972,0.005318894508783709,0.07669081608461938,0.05247239979488485,,0.007456311206868639,0.029047185880893264,0.06446829331464599,,0.008498179133190115,0.014154302143787377,0.0007589468946048659,0.0012808207947480497,0.010881337133463738,0.00023884843098408265,0.39583461704356393,0.20146191532003285,0.042999297136012006,Control
6,0.005345756862625909,0.040858645352182185,0.0017204202522111637,0.012421788016586128,0.02979730835140501,0.1382759135703416,0.019555874895018865,0.0006243661656461602,0.019296464347017945,0.1885006450240308,0.04531528294982918,0.011350309666147529,0.04907596419398352,0.004920014883160779,0.001464571405098124,0.032984674475972885,0.042236667425704706,0.021912771095894994,0.000848634598219957,0.014310083103979585,0.0034625668798384233,0.2662905668826878,0.028676203635261893,0.020754505967154953,Control
7,,0.00022555658010863544,,,,0.06316437362948109,0.01468448244596552,,0.02037167105069727,0.028894338914783622,0.007311445675145049,,0.02069335967878579,,,0.04581399551529432,0.033677636574873396,,0.002607113625895893,0.007531280109540596,,0.729776454494012,,0.025248291705416863,Control
8,0.004038903428988268,0.027365806335612402,,,0.027349191430899936,0.0853936256124365,0.006401183065877464,,0.04755323304351084,0.17351675200413325,0.019430760665260786,0.019958098691899028,0.11191037856901648,0.026162654414109258,0.0016088942442266123,0.026732217580749233,0.10107470918360816,0.0014008375393558944,,0.01686560986700986,,0.2860462209716714,,0.017190923351634777,Control
9,0.0683970291132098,0.0014475276823964528,,6.102410564349584e-05,0.01196117341278433,0.13797438109329624,0.15738902082111078,0.032676838098785015,0.004358063426929805,0.017565070878825646,,,0.25988192284264644,0.14552050533343952,,0.0036129860194222692,0.018492547543274958,,,0.08557352002521733,,0.024666302466428328,0.001758930103841939,0.02866315703274774,Control
