,taxa102106,taxa1263,taxa1301,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa946234,condition
0,0.004525479567366636,0.027504238369238158,,,0.00017930169387851808,0.0001294324403012268,0.030387964169458617,0.10497581341201498,0.0012801499471199675,,0.02433164336572351,0.006934619753149265,0.1029676965184846,0.003550235616703675,,0.016912195143148557,0.25337305491804984,,0.004853354390160071,0.00029249041465353174,0.049397254542395796,0.06922452482981856,,0.007187380306031674,,0.002059745021196502,,,0.035364025893109705,,,,0.24154307472297215,,0.013026324965024268,,,,,Control
1,0.005697411100286431,0.1246174439093342,5.389826277388827e-05,,5.4810075489987876e-05,,0.00033544576700064683,0.3240045436640768,0.00821300107148125,,0.04937698876484633,,0.02561940450929887,,,,0.08791130858498013,,0.007338370051693702,0.0012208159143333715,0.01322513425935682,,,,,0.0007704817451041736,0.0016242423849454452,,0.00570966991569177,0.0004709006116034449,,,0.3235749785622699,0.0005815338878235312,0.019599616957609214,,,,,Control
2,0.0016908878100557938,0.008932418265450385,,,,,0.037909856276093404,0.15544602499652724,0.003938968158735608,,0.03058786667826662,0.0005551161736580296,0.15193385365655135,0.0037503304015752124,,0.019046599651295258,0.039592750081030144,,0.02991211370008444,,0.09302509556988847,0.04209072095336711,,0.041478920016137504,,0.0007339950154782624,,,0.022710137997291994,,,,0.2855697410502959,,0.031094603548217033,,,,,Control
3,0.012288676372261454,0.12275458477916762,0.0003471222407137174,,0.00022704275439769516,,0.023447832834713682,0.14324740481895956,0.0073682643643941635,0.0004042642147269305,0.06226187454957484,,0.019534726052022378,,,,0.15165601914439145,7.818892885437866e-05,0.008825689730062128,0.001593061296866586,0.01141090651166347,,,,0.000259375757487022,0.0012566150477389673,,,0.004153469107544041,0.0020062730093037707,,0.004837952682378472,0.417366198305832,,0.0046744574969456495,,,,,Control
4,0.005903419088426543,0.0780505635619902,1.8413091019753398e-05,,,,,0.36420284670434006,0.004495626992053638,,0.027746403579343017,,0.019468606286836297,,,,0.05882861175815478,,0.00601683158860865,0.002611421458252059,0.013224848527033655,,,,,0.002124182742037046,0.014300800301731881,,0.004928132289358286,0.0005727280673781537,,0.00017290094809208002,0.382358963816455,,0.014717725291250582,9.307716339655563e-05,,,0.00016389674424176104,Control
5,0.07332746288542916,,,0.00046731049855564135,,,0.11520805006076462,0.033457473520771545,0.020008885222748615,0.0016928021944623603,0.05909213665945813,,0.008825151626040638,,,,0.2258613015913034,,0.2926830313051119,,0.0023496069981939907,0.006468813398491633,,,0.0027413441489910705,,0.0024144715719786676,0.000549513087345656,0.028339801432813557,,,,0.046013867964284506,0.01284481742254293,0.06765415841071187,,,,,Control
6,0.0002381483391926025,0.018625075467414008,0.002577285286384972,,0.001175013016490512,,,0.1076466790103192,0.0026315290655914165,,0.14000339578156817,,0.07347370305947014,,0.0003309072181329896,0.004983067471598643,0.00918191911667736,,0.003065176824637726,,0.01753566276420653,0.00905931607668659,,,0.00013772677025279215,0.0037833523623468325,0.0044870091190044,,0.003681922544722886,,0.0001321814024900516,,0.571368479806997,,0.025433577181638415,8.549948841461767e-05,,0.0003633728257621251,,Control
7,0.009052332549248409,0.1702845230634247,0.0033870088032773994,,0.0004989172809068714,,0.0004053072451847572,0.4392297871168584,0.011289693101313595,,0.046556164457903566,,0.011801320365518944,,,,0.08309746731390742,0.0030715792971318713,0.008857547011555087,0.00016401930828034226,0.00484199927230302,,,,0.00014616480793248213,,,,0.0073581724738681215,,,0.010698073640634504,0.1879967926458019,,0.0012631302449486134,,,,,Control
8,0.010167590524640061,0.00972562182861055,0.00039630849965105713,,0.0003337045195562622,,0.0038763856356763032,0.0008482894315129515,0.0006214187690253111,,0.012458632137142545,,0.28848332121045955,4.7860687770185956e-05,6.0513513272648926e-05,0.008390693725815914,0.0816417514195095,,,0.0009988030427074668,0.06589855580649716,0.032071171813377645,0.0005974334128554247,,,0.026622535078308345,0.010542994356069656,,0.018228100517126485,3.0366781205911097e-05,0.0030962014127374786,,0.41726597966591916,0.0004915897769130825,0.0009331183746642465,,,0.005002267056256333,0.0011687910027188173,Control
9,0.08761302664994387,0.004673369948663605,,,,0.0023010171173788443,0.008104639804733894,0.10925626023180364,0.058539099622195924,0.014352569500305432,0.013030767159459207,0.3686592265425221,0.023019748653896187,,,,0.015204745057937698,,0.02822351284576767,,0.006684750857267033,0.009959038108353005,,,0.01502178216208641,,,,0.06342493550888179,,,,0.09800712454434038,0.020056013947453103,0.05386837173701031,,,,,Control
