,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa946234,condition
0,0.010592622713414714,0.07699120347593531,,,,,,0.0031580014494974485,0.33730371218563043,0.0065225343357237404,0.00011801796384505384,0.06149858924633789,,0.008294743535019841,,,,0.12874881867183033,0.0011429161810081125,0.005125409910793325,,0.007187048978169638,,,,5.686505697378461e-05,0.0008718628124885468,0.0008536904962563498,,0.01203660721222478,,,0.002931970504901472,0.3253794058040541,,0.011185979465895208,,,,,,Control
1,0.005903419088426543,0.07805056356199021,1.84130910197534e-05,,,,,,0.36420284670434006,0.004495626992053639,,0.02774640357934302,,0.019468606286836294,,,,0.058828611758154785,,0.006016831588608651,0.0026114214582520596,0.013224848527033654,,,,,0.0021241827420370465,0.014300800301731883,,0.0049281322893582865,0.0005727280673781538,,0.00017290094809208005,0.382358963816455,,0.014717725291250584,9.307716339655565e-05,,,,0.00016389674424176104,Control
2,0.004630547647443757,0.08572292033930333,0.00791168929332827,,,0.007962205973491955,,0.0064781258333864436,0.22484030622656387,0.06180632548774132,0.00445912401189929,0.07801207648425224,0.002301118050708977,0.05751951331675203,0.03128248194778108,,,0.05029318548858957,0.007804549521112976,0.011261888906381603,,0.020374875956569425,0.014538811576779916,,,4.252283187404893e-05,0.0019197448718908093,,,0.020954652008909593,0.0007720725139742464,,0.010123209627790881,0.17144806119202047,0.0754743627293041,0.04206562816214989,,,,,,Control
3,,0.12535327481140734,0.004001312171197842,,,,,,0.008961067778246477,0.032490518412068216,,0.022598503962838017,0.009123064222424529,,,,,0.028663565571577808,,0.007014019726477528,,0.017876947074695924,,,,,,0.0034471138095360904,,0.0005173228552896421,,,,,0.713481365399819,0.02647192420442161,,,,,,Control
4,0.0007140279596143492,,,,,0.008374716367447847,,,6.973959830450188e-05,0.000548281710354472,,0.008760692927142995,,0.01085918955704573,,0.0004154553043732005,0.007910053353086768,0.000726989431009758,0.00011057396836437472,0.0005107737356084653,0.0033619533327384063,0.061333912049649095,0.0005400230737131495,,0.026921893714558113,,0.0035092323528419915,0.048946301197525244,0.0008012024574949765,0.01040324399247271,,,0.002108819925704387,0.15280542445607126,0.6494052749288668,4.221080950009324e-05,,,0.0006183654185190292,,0.00020164837799229325,Control
5,0.00030555108506688435,0.0005828604769220801,,,,,,,0.11771578381164115,0.008104264325423624,5.558205578896126e-05,0.01541465665762365,,0.029762237991947518,0.028454307093562226,,,0.008902843267515835,,0.0004807096716883135,,0.0075510476115889895,0.006076570841533357,0.017420918501984482,,,,0.0020783682951140774,,0.0012247080364742474,,,,0.7263142577386996,,0.029138216749387123,0.0004171157880378804,,,,,Control
6,0.0039264277304126285,0.026218041430973955,,0.00045364113877660025,,,0.0006444740148201142,0.03150663175223614,0.13240786272755117,0.008429587935231653,,0.05525190042902287,0.0088448146638956,0.09636884690473825,0.009679088909326092,,,0.13648371425213857,,0.03044796365418522,0.0017672693942687768,0.021141349952591253,0.07455638068515198,,0.007375670006173156,0.00048255521090440534,0.0025824396991862555,,,0.021950737443083165,,,,0.252290768996597,,0.06816544136401723,,0.0014331053321059997,0.0002901733667111874,0.007301113005900745,,Control
7,0.0016780060345346216,0.024596121399617463,,,,,,0.0007659425478050154,0.21130193431386846,0.0011547673311303182,,0.0115396518354275,0.0013226763329064247,0.2435688630154137,0.01833178233400017,,0.021983505027243208,0.04269625651812665,,,0.0012482066852497525,0.02503405062310066,0.1910834791742433,,,,0.002717979541984568,0.0016137258292065189,,0.0039566471748416175,4.88876435126043e-05,,,0.17430558679534994,0.0042019525789857935,0.01547180098935149,,,0.0013781762741003347,,,Control
8,,0.00759910719456108,0.0040501344592624505,,,,,,0.13862663603955247,0.02536632148513735,0.0026626692932024674,0.03383121019431827,,0.04072596826415988,0.02520346678343169,,,0.059752233283518565,,0.008308028035797558,,0.016836920776216506,0.025044980610842284,0.07556559752842845,,,,0.005183310593276732,,0.01937879515966974,,,,0.475789713231462,,0.036074907067162584,,,,,,Control
9,0.003147552227645188,0.05189832310449106,0.0,,8.912821808636679e-05,0.0003007948859523751,,0.019679140470903335,0.09825250096144365,0.003145907416238749,0.00032423344849411863,0.0917426458169002,0.01322582571845619,0.0880886972774979,5.468997926406818e-05,0.0006453828756011655,0.005931292732328839,0.03131988199711766,0.0001706491834179571,0.04017667741722255,0.002041622158241343,0.017109431050482446,0.0014945167641748558,,,0.001517646924577892,0.002390116574980424,0.00181165696347871,,0.03407350189292091,,0.0009505981922083433,0.0007221750081392465,0.4279367516557853,,0.05351856514054553,0.0006705690502622495,,0.007550095558402677,,1.9429334738550534e-05,Control
10,0.013248416563771893,0.03677161116881929,0.0015758824451717849,,,,0.0027769339317562673,0.07158771126093462,0.06898012497631788,0.006526264299106938,3.154214765889893e-05,0.009674354376131023,0.3587138398369363,0.07029928087986463,0.004192655763087235,,,0.12428933193527103,,0.015057751732878637,,0.017293365247045448,0.04237192458956419,,,0.0007295525220652124,0.003057546759957928,,,0.04450301008042125,,,,0.08306650105507972,,0.015307434882307975,,0.0012798558166578471,,0.008665107729194025,,Control
11,0.0016154022237285064,0.02802369485772893,,,,,,,0.21955901551562645,0.0021276152590548264,,0.045208209644569036,,0.04024967200570735,,,,0.04680146922030377,,0.002288680273913655,0.0014700089460342215,0.017108582692578346,,,,,0.0020459200098357838,0.0004359776171194416,,0.0017768716705141626,0.00040534189866230097,,7.623541820687826e-05,0.5898508212394706,,0.0009564815069457137,,,,,,Control
12,,0.03500662266822914,0.0001233318121971082,,8.634543095123051e-05,0.009942755348513722,,6.765480412947025e-05,0.0014404945066010162,9.437450303663457e-05,9.700698568758671e-05,0.08691799592781259,,0.055586582288577754,,0.0006614112660517276,0.0035312122279872135,0.006627406697904583,0.0032545383013721416,,0.015522960447869535,0.1013524247995134,,,,0.0,0.01428622009845222,0.06490530762468326,0.0013474362448898576,0.008125552574561452,,0.0007076113365759377,2.2770974930736094e-05,0.5870739047128153,0.0020263535205704165,2.6456450642069097e-05,0.0006440368805554433,,0.00021954905308940923,,0.0003016825117991163,Control
