,taxa102106,taxa1263,taxa1301,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa447020,taxa459786,taxa561,taxa572511,taxa577310,taxa61170,taxa816,taxa838,taxa841,condition
0,,0.00846858634240884,,,,0.18959366123752533,0.009939879532431885,,0.040433245357919236,0.022653685993131004,0.02000349662306747,,0.03817227789007127,0.004754031385834347,,0.01182589083453749,0.01619899670390665,0.017311724148816116,,,0.0024046365869397485,0.011586914454752422,0.00014761496109500963,,0.5545891053076433,,0.05191625263992007,Control
1,0.005672160649026309,0.0026784416107924437,5.8077420844471996e-05,0.0013121045183120434,0.05785087843110828,0.06196101952787508,0.0030911555474206686,,0.051833086301934374,0.17621539397688576,,0.006893405369571216,0.14724548607411705,0.00017878537043934152,0.021129152548237908,0.034044801974713254,,,0.002043637188530741,0.014384380856751233,,0.001174904200080155,1.9932494610384992e-05,,0.405329807406571,,0.00688338853217818,Control
2,0.018575171658885482,0.060486767624977615,0.0009483244943009388,,0.06039270636106532,0.04186450691099071,0.0014698094891339964,5.036075123751906e-05,0.010573888219229815,0.11411804653567108,0.033900847976899955,0.014917882763910203,0.23811871863553447,0.00545450169029844,0.0015967045606976751,0.05066712221140485,0.09787173829422177,,0.001646714773063471,0.0072880536819902005,,0.019684977726760092,,,0.20862905182039507,,0.011744103819331332,Control
3,0.020498212539805865,0.11190963031228979,0.0009693306133482135,0.016236129696183137,0.054413718589032746,0.10234847688473707,0.008805069226045148,0.0019392935362941754,0.013383623023340918,0.15012136392341782,0.10723306852734305,,0.12678566206371628,0.0029990444221204026,,0.012800001264619196,0.058378457844314315,,,0.0031531698865715613,0.0011615527310637106,0.004105111985981696,,,0.18537736631987123,0.0011705631428316245,0.01621115346707208,Control
4,0.010635963057670238,0.07730621755257834,,,0.0031709225997813475,0.338683810335098,0.006549221671917708,0.0001185008413457226,0.06175021437273742,0.008328681970291754,,,0.1292756021016473,0.0051463808295161406,,0.0072164552154465236,,,5.709772372799958e-05,0.0008754300909104423,0.0008571834215682807,0.012085855704723788,,,0.32671071494653375,,0.011231747564505309,Control
5,0.00017466536554799542,0.0040944152317913644,0.0078567031578304,,,0.3701165167759202,0.026931152802544246,0.003325017332451034,0.01289801515986081,0.01142105049579766,0.03723681415635465,,0.0314219551935775,0.009492445318153572,,0.0043949691922070926,0.00499223164149114,0.3374482240145043,,,,0.021274059369830442,,,0.0901218640053035,,0.026799900786834082,Control
6,0.06825356242208881,0.0014444914100672007,,6.0896104082188256e-05,0.011936084165580091,0.13768497191614965,0.15705888832370934,0.032608296556862634,0.004348922138957746,0.017528227135303977,,,0.2593368056053073,0.1452152677279305,,0.003605407574042499,0.018453758364259002,,0.0020975573498015505,,,0.08539402465934004,,,0.024614563482397444,0.0017552406470748379,0.02860303441704518,Control
7,0.027582756934599415,0.1737578039523518,0.03459540740909346,,0.0004884535186339788,0.30325232735695484,0.033539962295571595,0.0008270079935561866,0.0788297744614067,0.0029462031607782077,0.024160301340140515,,0.23516822271511867,0.019933701970147124,,1.5071928471703372e-05,,,0.007265899884868924,,0.00030082338868012045,0.02528854284287945,,0.00018270868392228175,0.01644470432413628,,0.015420325838688739,Control
8,6.251216629239637e-05,0.009390872621677973,,,,0.08091492525631995,0.0011975645340284926,,0.025090557351651502,0.009307288938657805,,,0.07216522878650138,0.00014168086485531888,0.0007182376987495559,0.008805686499980933,,,,0.007088458227223196,,0.00042032658844116927,0.0006053545734221947,,0.780192974957004,,0.003898330935194048,Control
9,0.00705095431243353,0.00702661829892996,,,0.030274217118557593,0.08576703383041173,0.0022831507068746646,,0.025646156310539216,0.10695212846559703,0.0323352070621597,0.014062862843201334,0.06100270648918177,0.008881130687961798,0.0007053117513633846,0.08896078408255986,0.05477420127310881,,,0.00030977041188540616,,0.013798952296762649,,,0.447953541360461,,0.012215272698010515,Control
