,taxa100883,taxa1017280,taxa102106,taxa117563,taxa1253,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577310,taxa61170,taxa644652,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.0010249973342764571,,,0.006817353347920499,,,,,,8.349725884485042e-05,0.04001334738684524,0.06692432114851647,0.011954717498742724,,,0.013623343763896135,,0.07531097656182233,0.06702871808575993,,,0.05094783592453838,,,,0.004598030702439207,0.005487281581874339,0.15417165189942061,0.011372367236568433,,0.02421471233875417,,,,,,,0.006228104162779683,,,,,,0.4397921354510186,,0.011946601118782109,,,,,0.008460007197199934,,,Control
1,,,0.0015218802244913404,,,0.023117216969142783,,,,,0.00013956596208267866,0.0015335956154690837,0.022769728285446413,0.12416378850072232,0.002759534876566131,,,0.010919864993871832,0.055942723759128704,0.06208189425036116,0.016982630761336395,,,0.17195137766376156,,,,0.008516885494889184,,0.027373978812664485,0.036910103322617314,,0.0495773952855433,,0.003756871204149652,,,,,0.02498852146366593,,,,,,0.3202295157152801,,0.021656358650700726,,,,,0.013106568188108837,,,Control
2,,,0.00041862582813242364,,,0.0019319637542582523,,,,,,,,0.3261290216321335,0.03260886039803708,,0.0019357023870463046,0.030407411950650862,,0.03197511161839755,0.03281852696655621,,,0.017589458914749674,,,,0.01403331182440632,,0.02253738784354246,0.009821388334212752,0.044971609630960564,,0.0019921860553847124,,,,,,0.025896599925671938,,,,,,0.3686645583472252,,0.03626827458863418,,,,,,,,Control
3,,,0.009052332549248412,,,0.17028452306342473,0.0033870088032773994,,,,0.0004989172809068714,,0.00040530724518475725,0.4392297871168584,0.011289693101313595,,,0.046556164457903566,,0.011801320365518946,,,,0.08309746731390744,0.0030715792971318713,,,0.008857547011555089,0.00016401930828034228,0.00484199927230302,,,,0.00014616480793248215,,,,,,0.007358172473868123,,,,,0.010698073640634504,0.1879967926458019,,0.0012631302449486136,,,,,,,,Control
4,,0.00022691125080618091,0.005996259511504444,,,0.0519958183951858,0.0022636064954430868,,,,0.0034141513630398953,0.00048707034704079886,0.01729904456916034,0.2983104694394594,0.004714735074496879,0.0002862067713154955,0.0007886304227738847,0.018781114927319046,0.06033700397311754,0.14392399330765343,0.03462487800740792,,0.007983188872856746,0.05633519164788711,0.0008999154085869022,,,0.002133685774612856,0.0014091156909606414,0.01361774570925437,0.056827450352972486,,,6.300149054114682e-05,0.0033559146911111043,,,,,0.00455326066596705,,0.0004561519684895134,0.00016486272398750514,,0.0018433494938333195,0.1811107554556379,0.003801584058653435,0.020233008100932835,,0.0010838374070238298,,0.0006780866309672339,,,,Control
5,0.001678403645271074,,0.004149253070945046,,0.024772303707585142,0.0003767113325994392,,0.0008465250581659502,0.0037033038751489735,0.009325090613517113,,0.0005825813104474198,0.0032082941224428592,0.06265053601987167,0.05687603677554764,,0.0058778439247462256,0.005549783457558624,0.18154249668457154,0.09842008619089737,,,0.017379318199602513,0.03168799862015903,,,,0.052308181416311696,,0.02475724754502611,0.07551966293861058,,,,,0.004795438986488785,0.0003882851174237287,0.0011644456607729813,,0.029795736012824973,,,0.004689328888453703,,,0.25237713249545957,0.025821318788738883,0.01956328115365848,,0.00019337438715273008,,,,,,Control
6,0.002665102910680531,,0.06260574359500377,,,0.05662180131449944,0.00035471444301190516,,0.01667259551900766,,,0.008076870460657706,0.20555024174241154,0.17779327174481438,0.07608285903455991,,0.01039686107089194,0.005031635670762188,,0.014133676058277547,,,,0.12017928668732973,,,,0.09868799712975017,,0.0006558828204226503,0.01670298347606824,,,0.003584649269316489,,0.010273049914987148,,,,0.08158002917017944,,,,0.00040577524818431954,,0.01962361634537709,0.002171665749191359,0.01010823196200805,4.145866260680548e-05,,,,,,,Control
7,0.0005833498232179138,,,5.6624040102856154e-05,,0.0596308173690373,0.001680287837512632,,,,0.044286008026559534,,,0.00424446064634305,0.03475188435334175,,0.0002869901888666342,,,0.00332238500049546,,,0.0003163206269055237,0.005705381249356487,0.0001850465483217439,,,,0.00971652233477212,0.09570521932089647,,,,,,,,0.034041334123489905,,0.0512041214153851,6.079955385144805e-05,,0.003074603904146092,,0.0010915403989611731,0.6304893366035415,,0.00030919170099329363,0.000373759401398349,,0.014424465007208872,4.409749885708041e-05,,0.00024289269000955376,0.004172560336428272,Control
8,0.002697241518470072,,0.0434339842553906,,0.000917330217712474,0.0006124001145780861,,,0.013578349821571441,0.00034655637820363576,,0.05966470388196762,0.002484030326505213,0.08520715068852683,0.07580709114178757,,0.01856023886426589,0.028888352686023588,0.13970793876563278,0.039679717562196015,,,,0.11095377790195107,,,,0.11037707760972053,,0.006707192314801882,0.02240763552880186,,,0.0025592398336642275,,0.002727297100130241,,,,0.054929750369345005,,,0.001325832137459838,,,0.12742536549986105,0.014884709328659903,0.034002034748767784,,0.000115001404004871,,,,,,Control
9,0.0009629725593050545,,,3.391537411407543e-05,,,0.0008913734361753401,,,,0.02880321709220786,,,0.024238085518888935,,,7.322869065471542e-05,0.010912297083196345,,0.002382224025610283,,0.00010928287214535419,0.007965326062203038,0.003723459946656108,3.228580658907481e-05,,,0.0005692283060767796,0.01164203779048569,0.13087769729072177,,,,,0.007380515016668441,,3.849853277813967e-05,0.015342072703969914,0.00028303550949854535,0.00920013085427226,0.0,0.004397795358095428,,,,0.7007914402077047,0.0010280534123347672,0.0005582287252830254,0.00042266907679703626,0.0002459628483047813,0.026626318574747655,0.0006719929081221313,1.3443932081255128e-05,0.006301333923236779,0.0034818765610747653,Control
