,taxa100883,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa577310,taxa61170,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa946234,condition
0,0.00011190622842267114,,,,0.0005823958710530015,,,,0.003173866118450376,,3.5556164386321256e-05,0.005177400582496599,0.013039241213321378,,0.1426366255689112,,,,0.00020145135629643773,,0.029532063753310734,0.0012710573325523734,,,0.004753546928848894,,0.007032263945596047,,0.010388846444207293,,,,0.0002380147774642412,,0.16292680617508845,0.00013608039117824367,0.012775037759538596,,0.0003575761574261769,0.0025702171293081008,0.5191643193386755,,0.08295273296464381,0.000183622911264203,,,,,0.0007593708875594219,Control
1,,0.002039632453698873,,0.002774300345220402,,,,,7.095527857246555e-05,,0.0048013752460208375,0.0023991051671573642,0.00020173759778300992,,0.013903967594571135,,0.18318917330668544,,,0.008635818918862078,0.013355621118006084,,,,,0.011853819466493894,0.03033700592410215,0.01953659158611286,,0.05733584674966632,,0.012211964958914343,,,,,0.018049083084241174,0.0002582976327889753,0.0005337470451465465,0.0002756536002095785,0.5599494512553571,,0.027901044849657504,,,,,0.03033292216706201,5.2884653669837636e-05,Control
2,,0.004477761831595002,,0.027214227120802216,,0.00021395798418000805,,,0.00017741109405930815,0.00012806767378430148,0.030067546228488905,0.10386892340130136,0.0012666517407938947,,0.024075084715588932,0.006861499468739255,0.10188198057118185,0.003512801085719042,,0.01673386892442503,0.25070142900387815,,,,0.0048021794640669855,0.0002894063259698004,0.04887639811049508,0.06849460493170081,,0.007111594854075025,,0.002038026578495503,,,,,0.034991139170659956,,,,0.2389961869411308,,0.012888972288141416,,,,,0.010330280490727482,,Control
3,,0.0016184556482601023,,0.03704343439189347,,,,,,,0.015901882051837034,0.19878696460098633,0.008033248274058085,,0.05625799300748454,,0.07923586417387106,0.0040267160300541645,,0.01631194761465684,0.05647453764676732,,,,0.030112078839693978,0.00029281703681938425,0.07455474720112251,0.058171801344077866,,0.036911276234991616,,0.0003013368259059198,,,,,0.009266082040091895,,,,0.2768535891487909,,0.03301337130184102,,,,,0.006831856586796011,,Control
4,,,,0.009690085233559149,0.0073695124953233075,,,,,,0.010303720647920796,0.04348157894035251,0.0014085621024811136,0.0005278775324124804,0.05777915079257169,,0.10560838774293256,0.00022117091057096983,,0.003266242231802223,0.042948258226313735,0.032778506497603666,0.00026160597408068,0.03710505829314266,0.07751412783345375,,0.023395016800546724,,,0.06513833235133894,,0.006705555422253149,,,,,0.005670351145200981,,0.0003098170113422576,0.022926014497969813,0.4162434315238865,,0.029347635792940488,,,,,,,Control
5,,0.007811154711494639,,0.03511663772597701,0.0017310929974577356,,,,0.0013633130772975443,,0.03139730991063589,0.15168431038485908,0.006648458397033263,0.00031261817564799855,0.010583084808350693,0.014573816796310752,0.18877796181339102,0.014959005175765663,0.0005452203606823025,0.012177007536184952,0.05824618791446028,0.00015206184323703382,,,0.0012091538293262066,0.00159392272783426,0.018001500483346925,0.11981214804237679,,,,0.007612635353392773,,,0.0012394613277368982,,0.0035252130071813043,0.00015678100388921763,,0.0015298470132012751,0.2954603562190253,0.0034895571266981384,0.009220505822710152,,0.0006357233749675167,,0.00043395303952748,,,Control
6,,0.001677022739427508,,0.00885917354194163,,0.003053896815170409,,,,,0.037599000149713936,0.15417138684333598,0.003906669107669863,,0.030337049959770813,0.0005505642897844222,0.15068801487337022,0.003719578156755651,,0.018890419893050285,0.03926809443387432,,,,0.029666838072318638,,0.09226230130724783,0.04174558225442845,,0.0411387980091134,,0.000727976347255632,,,,,0.02252391767833413,,,,0.28322810454111025,,0.0308396316501463,,,,,0.005145979336180301,,Control
7,,0.0044705698387285525,,,,,0.0007638662835411547,,,,0.003939624515876492,0.02486633106561595,0.002683036884602943,0.0018489570424863565,0.03091369097960178,,0.10062665856536426,,,0.009151575946899335,0.039177837044244254,0.00028627100082937856,,,0.038525372185517104,0.0001666933246528798,0.0060208893001997554,0.02172634393299153,,0.0030020128908823046,0.0009614249570874555,8.769029586276569e-05,,,0.0014497515697125074,0.00045735906058959965,0.007758036105303984,,,,0.33927252825533616,0.32304675742646355,0.03879672152760992,,,,,,,Control
8,,0.029673846316209937,,0.2139383599572577,0.002273840323538793,,,,8.457233854583231e-05,,0.0078049939812515285,0.16238809376914573,0.024615459189449296,0.0008014430679367448,0.08324372449215947,,0.008342391368262833,,,,0.2820216490869715,,,,0.009580194978611992,,0.002641172657343665,,,,0.002575723689182441,,,,0.007373439847438454,,0.0137656564925223,9.254893154048156e-05,,0.0004909695252219359,0.13968855085860352,,0.0062908730084467,0.002312496120359016,,,,,,Control
9,,,,0.0044647352948868685,0.003459879258951741,,,,,,,0.3058177336648517,0.03001882151069303,0.002817264404698454,0.02474713511315503,,0.025124607459322518,0.10773643952892012,,,0.01814452551365349,,,,0.015083161657066526,,0.010370418914140223,0.007997964635440577,0.15997833166441855,,0.0005709682581530067,,,,,,0.01890387922728695,,,,0.2389669502769617,,0.025797183617399563,,,,,,,Control
