,taxa100883,taxa102106,taxa117563,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa32207,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa46255,taxa547,taxa561,taxa570,taxa572511,taxa574697,taxa577310,taxa61170,taxa713,taxa724,taxa816,taxa838,taxa841,taxa84111,taxa846,taxa848,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.010008863842540726,,0.009573794738360685,0.00039012171104219897,0.0012669749516301067,,,0.000328495044306216,,0.0038158712169457953,0.0008350467496211424,0.0006117177745603387,,0.012264139908346305,,0.28397979598432405,4.711353256617338e-05,5.956883427906981e-05,0.008259706254164403,0.08036723861412132,,,,0.0009832106865189016,0.06486981068807852,0.031570507405164254,0.0005881068547915437,,,0.026206929566676807,,,0.010378407229013793,,0.01794354087548424,,2.98927241109514e-05,0.0030478664826314606,,,0.4107520229576121,0.00048391554828887986,0.0009185514245832564,,,,0.004924176455450743,0.00036629417733057104,0.013977772810098023,0.0011505449573573792,Control
1,,0.009052332549248409,,0.17028452306342473,0.0033870088032773994,,,,0.0004989172809068714,,0.00040530724518475714,0.43922978711685823,0.011289693101313595,,0.046556164457903566,,0.011801320365518944,,,,0.08309746731390744,0.003071579297131871,,0.008857547011555089,0.00016401930828034228,0.004841999272303019,,,,0.00014616480793248215,,,,,,0.007358172473868122,,,,,0.0106980736406345,0.18799679264580188,,0.0012631302449486134,,,,,,,,Control
2,,0.012092781971029476,,0.05707191399787427,0.00045057683509855336,,,,,,,0.025990174845004797,0.053385292490247864,,0.172271234354779,0.013574663760492149,,,,,0.22142027531258193,,,0.03688441322042192,,0.025674586775431673,,,,,,,,,,0.025094319368676437,,,,,,,0.34183255772382215,0.014257209344539706,,,,,,,,Control
3,,0.0010711612628147805,,0.0007024651807164397,,,,0.002031401673193752,,,0.000569400419445895,0.025071836853342504,0.014131538039410524,0.0007854041847156299,0.03363297397124432,,0.05566374756266021,,,0.010182272552866571,0.03565048537435084,,,0.033329300457815236,,0.005932051214432353,0.013243466641006571,,0.006442468313073001,,0.0008938086838747655,,0.003590030892765906,0.0005182681208638701,,0.00835399091616598,,,0.0006716650166099448,,,0.6437818092217705,0.08087197076359846,0.022878482683261984,,,,,,,,Control
4,,0.006749211057515099,,0.037849095413435965,3.988077682462947e-05,,,,,0.05011619854400573,0.1167479220538356,0.10856931070451936,0.0034890592887772136,,0.019129445371322086,0.10041654047079866,0.076118261560313,0.03073098717029305,,,0.14970958757274302,,,0.0164382050923886,,0.022130575564051017,0.036752984470812114,,0.0005294376596820708,0.00019401184031777653,0.0007089011553929035,,,,,0.02564588291512608,,,,,,0.16631301302626222,,0.01815063681563392,,,,,0.013470851475949909,,,Control
5,,0.00030555108506688435,,0.0005828604769220801,,,,,,,,0.11771578381164115,0.008104264325423624,5.558205578896126e-05,0.015414656657623654,,0.029762237991947514,0.028454307093562232,,,0.008902843267515835,,,0.0004807096716883135,,0.0075510476115889895,0.006076570841533358,0.01742091850198449,,,,,,0.0020783682951140774,,0.0012247080364742474,,,,,,0.7263142577386996,,0.029138216749387123,0.0004171157880378804,,,,,,,Control
6,,0.0031531327844080336,,0.011656225643192821,,0.0022272528076195566,,,,9.23257087335819e-05,0.01707196778504225,0.11342318233498638,0.002373085461187373,,0.04505284755042584,0.006348126884480498,0.1784225795949902,0.0038125271928063998,,0.023295035300419983,0.11369806114962501,,,0.01848402655077552,0.00037349945805858126,0.037921735706537694,0.08683138482373083,,0.018882286085267198,,0.0019285581567507978,,,,,0.018572575298697276,,,,,,0.27104624857039405,,0.02298847198119325,,,,,0.002344863170676767,,,Control
7,0.0008559408646359647,0.006877596114234725,,0.004948825374494481,0.0024869505654800186,0.0006516440089295746,0.03222278127047244,0.0007695326302351747,,0.0012789721328016407,0.007199238825955253,0.08406066596215732,0.017897468379851032,0.0028532085841587443,0.01857538222888738,,0.09427507453524366,,,0.007536187518895017,0.03720666928279537,,,0.15363622893188675,0.00020017183949127697,0.011083375804717388,0.03912675577787223,,0.0019369122191121768,0.0008502961056047572,0.00030156039593642474,0.005291635932582037,0.0007108054256989595,0.0033778455148861524,0.005539245458547116,0.02460897831489831,,,0.0018540862356350384,,,0.38984551271509116,0.0034645794084618197,0.03792529052869138,,,,0.0005505811116593041,,,,Control
8,,0.016977454922122485,,0.22214478701518464,0.0010708450289472152,,,,0.002381064967710263,,0.007527270373098117,0.44628757825854803,0.01876540995008135,0.00010340103141260424,0.03779738958565918,,0.0030407412240530895,,,,0.10685111489447717,,,0.01845967166976126,,0.0007741378495061408,,,,0.0001296825497009894,,,,0.0011268581490058588,,0.013152124125074053,,,,,0.0018452872975841096,0.08879804571035903,,0.012724922611583315,4.221278613115148e-05,,,,,,,Control
9,,0.0003583712714309036,,0.0038044653965144406,,,,,,,,0.1820656741240059,0.014945841204433066,0.0006303916530555952,0.041147656603721994,,0.05029793570105665,0.010371958217026023,,,0.01860846596588748,,,0.0030747551414465777,,0.01956455829760679,0.01940100428396917,0.01948433942675072,,,,,,,,0.008790701527093873,,,,,,0.5569793232341997,,0.05047455795180113,,,,,,,,Control
