,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa904,taxa946234,condition
0,,,0.007558012289907123,,,,,,0.17941223735999123,0.019688441416323792,0.0018084376410928782,0.005507347670708034,,0.011191518994768246,,,,0.02550709258753817,,,,,0.046494009371755664,0.03511332069821365,,0.0019597529774583,,,,0.013608278979361222,,,,,0.6418627193396408,,,0.010288830673241009,,,,Control
1,,0.0019240907944169134,0.08792808413078043,,,0.011208413499394044,,0.031219336975545426,0.035606213424920576,0.015656490909655898,,0.04101465083587766,0.005652925242657595,0.08331273111658045,0.051761897714338985,,0.02340078255066854,0.18964292241435154,0.0002461732282137483,,0.007537619893577744,0.0007733863250087036,0.025615182894489438,0.03416920222282733,,0.006761705473799196,0.0031396830295845023,0.01283587450748237,0.008612060170762267,0.007898294747409098,,,0.0009213852063267677,0.00015800592311537116,0.28725582159656554,,0.01233267831100095,0.010432077730487188,0.0029823091301615927,,,Control
2,,,0.020585256428790877,,,,,,0.03424306334592296,0.0038401238757689448,,0.00022652591412774937,,0.007892628796831218,0.00046033227544968724,,,0.03685934404834883,,0.01763209903405107,0.00029641820719195853,,0.09160508275060285,,,,,,0.0016813672763035799,,,0.001404710282924418,,,0.36864544367773244,,0.2734223946971719,0.12850613336073555,,0.012699076028045946,,Control
3,,0.0008610787617551523,7.175660037622474e-05,0.0007893218293092694,,,0.0218857149646481,0.0013633783957751936,0.0007534439165357581,,,0.0013992529878521223,,0.00048435680348727305,,,0.0003229045356581822,,0.00014351275799290511,,,0.00010763484521939403,0.00048435680348727305,0.00044847889071376206,0.027572407861754605,,1.7939177766527703e-05,1.7939177766527703e-05,,3.5878244843169324e-05,0.0011122230442708692,,,0.000179391777665277,0.004682115767043641,,0.9370695823434065,5.381742260969702e-05,8.969566745286633e-05,5.381742260969702e-05,,Control
4,,,,,0.005248501334125007,,,,0.10786051778100893,0.022336220379642883,,0.0016043321665937524,,0.0014844952658682898,,,0.004328638294758482,0.021091503302769703,,,0.004706938754888338,,0.04657406865172108,,0.04260890778581805,,,,,0.012025027540043844,0.00579465696530586,,,,0.6376784544213188,,0.04962792625688083,0.03702981109925617,,,,Control
5,,,0.03607901895415661,0.0005113198336935276,,,0.00752486282570198,,0.09777473648861125,0.004511699173902688,0.0013163550587921655,0.0018913368432761184,,0.003686624097839815,,,0.008823303472268541,0.0014013726083374077,0.004392472181802337,,,5.698200046901347e-05,0.00015029888223176734,,0.07517605970580082,,,,0.0003828826070591084,0.0018072301960474328,,3.927001098042137e-05,0.00022468923808385423,0.000124085137788651,0.7341396978010717,,,0.01998570288208481,,,,Control
6,,,0.02699328385518768,0.00028551111033108326,,,0.0037522824957452786,0.0013886934466268166,0.15784700595164786,0.02154182894468387,0.0024820557886411293,0.0038604069008651735,0.025567399791920593,0.006022372663141706,0.005137841901643983,,,0.09167581023049097,,,0.015585062200783992,,0.11435278872689733,0.00443111571745453,,,,,0.05611646178920087,0.010744327360165111,,,,,0.36036662844181655,0.0709569803810095,,0.020892142301746065,,,,Control
7,,,0.06747726926631119,,0.010157352269342756,,0.00013505626392990692,,0.07279298188533652,0.016676543611553313,0.0001615578704369075,0.0013622845037156266,,0.0029874445581295414,9.611928821577524e-05,,0.0015322005731278191,0.0015578867455884507,,,0.009489511785366342,,0.029900641400035025,,0.06552624138111694,0.0013846070107349858,,,,0.010855159954523241,,,,,0.7016096464216817,,,0.006297495210853915,,,,Control
8,,,0.0728349488408631,0.04179301866083034,0.00045925942516953294,,0.0004661431794170405,0.00020918393504366198,0.19900522559141468,0.026644135899281836,0.004773626714144707,0.003823154914985121,0.018706859024103517,0.010841604712022251,0.0006391617190111106,,0.012168011687176315,0.024013103380324027,0.0027471316577590546,,0.09300928043089425,,0.04151818220393358,0.03258943923191275,0.007293183511333177,,,,,0.011891736833869631,,,,0.0006137842966359708,0.3157269845529582,0.04954700273634369,,0.02868583686057243,,,,Control
9,,,,,,,,,0.1799383851940553,0.015432793863013968,,,,,,,,0.0018857149716084854,,,0.0012843368880962743,,0.08258807005037459,0.0007666756792001917,0.033084135764154005,,,,,0.00611601104045529,,,,,0.6678623023218769,,,0.011041574227165082,,,,Control
