,taxa1263,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa239759,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa561,taxa572511,taxa816,taxa841,condition
0,0.06074285847908505,0.0030522205130447066,0.00014813248351174639,0.002241507799576852,0.014098003312392799,0.0038413792893097543,0.00018636022119219707,0.04447726110459861,0.06275449150500366,0.02504984347978149,0.08625672162581756,0.01014041576731508,0.031326004316887604,0.02417975576949081,,0.004024282746988295,0.6216582501253077,0.00582251146069609,Control
1,0.07028639494215824,0.009412527897870978,,,0.06281923328552681,0.019716152627012228,,,0.001010189613827843,,0.005873770930446059,0.011282439249976193,0.035188271548336536,,,0.009525654993732714,0.7629682428821071,0.011917122029005167,Control
2,0.021789512239098984,0.00015173717504190292,0.06660574720047607,,0.2275599449433924,0.013274981450602007,,0.00753187760874071,0.023930138371905933,0.0014909592403762114,0.257897946912472,0.003147266183928636,0.039974121130466216,0.03878946615196411,0.01660214916977126,0.0017711205076161012,0.19613040556948202,0.08335262614466564,Control
3,0.11565809743008011,,0.000896073689598615,0.0345588691233919,0.05125264901024588,0.05335422753463016,,0.15727947407647874,0.08627384109221291,0.005473405335346764,0.2893591553320032,0.05222699236574396,0.023625584666805276,0.014829138079241121,,0.01936634702246993,0.04898708413730718,0.04685906110444425,Control
4,0.0441980415119727,,0.0014572476747373127,0.028438117677327544,0.271454390894462,0.025762942866132895,0.0009272656788272017,0.07799126045433816,0.00047736624560545493,,0.02265108050615425,0.013119169459222505,0.04332930216333019,,0.000145214835091924,0.014182957943906279,0.29441177851086997,0.1614538635780217,Control
5,0.1673469665306067,,,,,,,,,,0.25354194929161017,,,,0.11180197763960448,,0.42369391526121697,0.04361519127696174,Control
6,0.1854336334760748,,8.608742453176753e-05,0.015523257970875365,0.08980492611618345,0.0038783375527546926,2.9062762246018695e-05,0.05359921944466125,0.08176180666459776,0.0023337177911111765,0.231672047864608,0.010958312660058483,0.024187593965469698,0.08555890058652835,0.0023718076234487614,0.003862044792101621,0.20578527308373187,0.003153970221016802,Control
7,,0.01807156358042831,,,0.34254633710995747,0.03123678090863908,0.007261022409420881,0.0013107534020453996,0.0217119607608392,0.01967508697844676,0.0680528799933247,0.002522647047086268,0.05284697960768096,0.043991866290818187,0.04222109757911501,0.009103078982597055,0.3071037537684614,0.032344191581139374,Control
8,,0.004174707136585687,,,0.10282802256852086,0.017590123088099815,,,,,0.032464756477921096,,0.05165185933495234,,,,0.7565116682498163,0.034778863144103896,Treat
9,0.025552898757960046,0.007599601968842942,0.10009862657293404,0.0013035875899270381,0.09930621005383206,0.014482966951994261,0.0007647827667864632,0.0015528248308886979,0.1285292903886544,0.006935965137172768,0.26735495324235314,0.007880954111144268,0.08439454651186179,,0.035125166543643796,0.01715970663574689,0.19734233444139376,0.004615583494863617,Treat
10,0.006250806737336968,0.0001621371019465196,0.00015928606727926424,0.00039701277531675305,0.009496870851444858,0.001995079685327862,4.517030577164505e-05,0.02521479851326401,0.8218347778198639,0.0025212319352683797,0.07239619934758515,0.0015132796181675158,0.010665770273413727,0.0035507777410229762,0.0007403021408600947,0.0020689090874068733,0.029655223028499655,0.011332366970223825,Treat
11,0.019987774906421646,,,,0.043951608782719864,0.00861899653665105,,0.0005614075128878587,0.29842292319253677,0.0015663962705266179,0.03173323571908532,0.0005436281015833049,0.08250751780478767,,0.0011511415454812776,0.005146185310479653,0.37907814322988825,0.1267310410869506,Treat
12,0.03841986364258458,0.0002629299702045466,7.12230286190302e-05,,0.13373166996120556,0.01358498879881462,0.0008438663160298929,0.0035970024078932693,0.33285067528448276,0.012223404271871945,0.060433116081669215,0.003885725924485304,0.04827594033208663,,,0.02548422908452234,0.29430778517597755,0.03202757971955289,Treat
13,0.006664968117923485,5.054896446368206e-05,0.0021783989082236775,0.10149273377050287,0.08493533330703679,0.035215981934268184,8.880930135946899e-05,0.12061941608291608,0.2941137791831973,0.0034563290218977646,0.06737209560413046,0.036156018366518654,0.02847850219835541,0.0048242014309624005,0.0009226057548492038,0.013327060174075762,0.1804676469401755,0.01963557093914328,Treat
14,0.0077773543371415736,0.0002540324859653023,3.149314574508772e-05,0.002995473448764295,0.0018377724359424099,0.0007090964539953069,8.807644208601558e-05,0.0038347735398033328,0.9286965703987907,0.0007481349794867549,0.015494119980095552,0.0017539975654874964,0.009197874324867046,0.003376423453117436,,0.00042056677389991755,0.022417957884545137,0.0003662823502667591,Treat
15,,7.188532886368221e-05,,,0.1886085999098669,0.0070327458940822865,,,,,0.006635887835917697,0.0026748573405873713,0.08170522633989043,0.004820038907402552,,0.009398900409682574,0.6911785004167436,0.007873357616963067,Treat
