,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa133925,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,0.0003899085661371,4.785149329607674e-05,,0.011448469771086359,0.007269675910554609,,,,0.0005110580036133959,,0.005881070182426721,0.06635704452551036,0.0033368306151420972,,4.876391583773924e-05,0.07655397471028302,,0.0017165709417143464,,,0.009731696068807204,0.013751829787372091,0.033172642206375585,,0.0019357551122781561,0.0007422050475012243,1.6524986032331593e-05,0.023926963211427264,0.05977067171837855,0.0187637668087241,0.00020793095921663862,4.450594397664766e-05,,0.00033536597420216497,0.006984594556426286,,0.0003083988190819184,0.0009126253022272942,,0.007185530276156847,0.5789655581780382,0.0,0.00017731411392974203,0.06910161153083112,0.00033506183335494424,,,,6.822893005987215e-05,,Control
1,,,,0.017772392823790166,,,,,,,,0.04212716453312613,0.020562253955194294,,,,0.01520426049121627,0.025581771620141667,,,,0.23351210071092998,,,0.012062348328200053,,0.036475342701718656,0.007606051979464998,0.08949718444648398,,,,,0.09895861876935791,,,,,,,0.34004750929174393,0.008055140784714813,,0.05253785956391728,,,,,,,Control
2,,,,0.03472235355955876,,,,,,,,0.11525820162480736,0.013644648810507457,,,,,,,,,0.005274955273823621,,,0.0005878400814542966,,,0.006610720578464406,,,,,,0.22981467431974928,0.01735502760874448,0.09091079144378508,,,,,0.4627101350016913,,,0.023110651697414074,,,,,,,Control
3,,,,0.01318319210081666,6.839568519773061e-05,,,,0.0012206546432540005,,,0.1419428968184523,0.004239516201647147,2.5813527548623436e-05,0.0004467569571013725,0.000616475819330511,0.0005128151968911569,0.008751395607350635,,,0.0020305286630767573,0.02746274772602131,,,0.0011615071116268397,,,,0.04409834669437455,,,1.9207703569645006e-05,,6.0367068361741425e-05,0.012139675168260502,,,,,,0.7217492791013478,,,0.02020111786802214,,,,,,6.93103377486661e-05,Control
4,,0.004893558320107105,0.011942569560397217,0.031022812625052243,0.0001834142527014896,,0.0006109335744176235,,0.02203541102700524,,0.0037829576678459743,0.05202771836282187,0.010682099749485236,,6.884485455930985e-05,0.003776764727405856,,0.16396016246559947,0.0009507195732320885,0.0002909649850115359,0.00386367232491551,0.15221834739113613,0.00035402976182673576,0.04167879880901498,0.004125736921206495,0.0016614627044096108,0.03281742354892438,0.0153896634250408,,0.005465063507055978,4.7272778692899404e-05,0.010607268385833816,,0.012595615129807643,0.01858614963320762,0.014106279734500385,0.00010755073231004625,0.00078051692680285,0.00420325189238197,,0.3683426793405881,4.716956301889744e-05,0.003333969485937431,0.002660796860096625,7.008344264733342e-05,,0.0001801113511334268,,,0.0005281546038680487,Control
5,,4.0252040636513536e-05,0.0014777669830659565,0.00955808531688698,0.0003749421820499421,,0.00013241603292515533,,0.004749436623516885,,0.009775568004960836,0.005001594873045875,0.0018724803185771585,,0.00408583560093255,0.049282793803903005,,0.008038444044695378,0.000160805381484913,,0.00793391040767713,0.0751253136262587,0.00015046354736671558,0.03985540088092149,0.0011561562200961305,0.004654028134249985,0.06218615828643515,0.010830232303955831,,0.02074592202216519,,0.006105129407775884,,0.0005709300776428405,0.0036043319712529454,,6.377464372888415e-05,0.00044439469549077774,,,0.6039144450480561,,0.0,0.06786514329422294,4.785633042930576e-05,,1.5005798524443332e-05,,,0.00018098209706845502,Control
6,,,,0.04637284697421809,0.006668294620826393,,0.00042528132974350335,,,,0.00010600793185085373,0.11043777214646797,0.004970813975344305,0.0012714703810402,6.747852636478702e-05,0.01867530697262486,,0.00011787915408169588,,,0.012838414442070777,0.021227932152840943,0.014760198707598782,,0.07982699255601472,,0.02805336426793348,0.01960688551716094,0.037705605143363234,0.0019203263961312309,,,,0.0006334442528966043,0.017305846941416042,,1.3016691042590093e-05,,,0.020275839303221736,0.4796546515666109,,,0.07706433004913542,,,,,,,Control
7,,,,,,,0.015427402307609682,,,,,0.2165405716532465,0.008199047041918402,,0.0025616575228359327,0.0020065422132866917,,0.018164167397970457,,,0.014952443297778123,0.028481124255438167,,,0.001151068784441369,,0.033655613677035984,0.030155793040690226,,,,,,0.033883010309863376,0.010616402958182935,0.008901909361566727,,,,,0.18987213499496366,0.3696765982112276,,0.015754512971944277,,,,,,,Control
8,0.00451943693294229,0.0,,0.041180694640454985,0.00026863537195021865,,0.0038812373489561284,,0.030749043437516357,,,0.032656629007233234,0.00441098670900325,,9.422057881114367e-05,0.005853364523360249,,0.028255094848207797,0.042838041736565566,4.716110956674288e-05,,0.029390518889091603,2.0328064468423654e-05,,,1.5855890285370453e-05,0.07096171564798501,,,,0.001255461261569845,0.010321879654809138,,0.00012816844647341115,0.01775686923413509,,,0.0028788604900181584,,,0.6585063039868924,,2.22592305929239e-05,0.012879658366548544,0.0009959735186304169,,,,,0.00011160107393164587,Control
9,,,,0.017793397129148115,,,,,,,,0.05213409348791168,0.025087675335587683,,,,0.01577894593310731,0.027770023743434152,,,0.0065245171169526035,0.2388300677228869,,,0.01703600450654644,,0.04004949800113509,0.006452920788315801,0.09694997628874397,,,,,0.07606476410819732,,,,,,,0.33284047171522685,,,0.0466876441228062,,,,,,,Control
10,,,,0.052518443714645306,0.001426229501389585,,0.00509234210573303,,0.0004474160529142668,,0.00036395375441239435,0.14307970898648115,0.01353210371083345,,2.3460795350028844e-05,0.002820589692281565,,0.012760492685007056,0.0003519119302504326,,0.006292891212914814,0.08411234938896048,0.003520884052597027,,,,0.08266421622465557,0.0033490804406311075,0.0826429354147142,3.0104560404904267e-05,,,,,0.006718403602913789,0.013047939332459402,,,,,0.4131996247933685,,,0.07200491804708188,,,,,,,Control
11,,,,,,,0.007392025442123672,,,,,0.1981792919906869,0.004048643660627942,,,,,0.014900303947455219,,,,0.049094191530340836,,,,,0.03357108894928148,0.033428789568278765,,,,,,0.02423604842563585,0.007004548753075274,0.008827288174046523,,,,,0.27086662032634523,0.3329644611569955,,0.015486698075106718,,,,,,,Control
12,,,,,,,,0.04711976230419017,,,,,,,,,,,,,,0.2664087868729705,,,,,,,,,,,,,,,,,,,,0.6864714508228394,,,,,,,,,Control
13,,,,0.12731684636080354,,,,0.016574093479326292,,,,0.04060386877821634,0.019256229637716026,,,0.005498855435435168,0.009648231346759486,0.005981246734231174,0.007832068643876448,,0.002447325099711092,0.22740797372548366,,,0.009107162618971274,,0.03356784712006314,0.0381589759035412,,,,,0.003931793113316959,,0.008143798819316895,,,,0.007392747996758654,,0.3851367538795002,0.00465426529170283,0.003274788325481976,0.01334349057533067,,,,,0.03072163711445686,,Control
14,,,0.005271923460651819,0.026041128679125905,0.0010830638585387965,,0.0002786902046469161,,0.005308481296363135,0.008523241669370527,0.02649815225963882,0.07829098497948915,0.007001382514052994,0.0016864200501399327,0.00046836562372528615,0.12270369195658755,,0.04143299019601887,0.0006963204386454198,0.0009728840101900159,0.004048096744388018,0.09586993673975401,0.0006086221402354527,,0.03622020738926014,,0.06608856677486168,0.017948277042367795,0.1367809904115177,0.0004791000574798548,0.0,0.0003783381557270635,,,0.0073406311279945536,,,0.00023160047166696839,,0.00043768134610609435,0.2766111676187907,9.43820024458306e-05,,0.027905578300402932,,,,0.0026991024798162276,,,Control
15,,,,0.08275101981961634,,,0.001752007498087917,,,,,0.029190007860085437,0.002408745618090599,,,,,0.002546889518659258,,,,0.0396356026073905,,0.02860879512805788,,,0.038213627946208584,,,,,,,,0.01714063301165299,,,,,,0.5045438755615878,,0.189265210576176,0.06394358485438675,,,,,,,Control
16,,,,0.05701061171581182,,,0.00039015751277072955,,0.00010568669549683306,,,0.198442253236287,0.020158544256633694,,0.001252199521861613,0.005337533457301154,,0.009579316189821023,,,0.018138111089407494,0.08967571951218026,,,0.005765965594665838,2.8629825293090225e-05,0.07163588385143842,,,,,,,,0.03781563367143601,,2.558409919808063e-05,0.0003944215293037431,,,0.43671854282717293,,,0.04752520541392027,,,,,,,Control
17,,,,0.007964291461148009,2.1441467373115812e-05,,,,0.003940982158777504,,,0.18227270047089306,0.001385199703500916,0.007038262804222309,,0.0026907018773319486,,0.01569525525611782,,,0.0018198951127917265,0.009739584276243772,,,0.004449104479921532,,0.024594071049943145,,,,,,,0.18229393966027208,0.011896474527182774,,,,,,0.4863015825320006,,,0.05789651316227965,,,,,,,Control
18,,,0.005633442921124958,0.07655810500307839,,,,,0.0005931422454900668,,0.022875713762590184,0.033925905507691936,0.0353170132028474,,,0.10410873737963117,,0.057107646867090266,,,0.0036230367756240273,0.1915368581166728,,,0.03457085715895327,0.0006477684733226831,0.015638593681465716,0.00981592067829075,0.2500643845042594,0.00044747230460308963,3.0482038735327368e-05,0.0004347966053270129,0.014595464111674922,,0.012819256600417694,,,,,,0.03242624956238657,,0.015765048871862763,0.03101763733013557,,0.00012444317463894378,0.001592812274905737,0.01337588075989811,0.03535333008728124,,Control
19,,,7.977201037645079e-05,0.04455469761739477,9.773593637725461e-05,,0.005382580878263446,,0.001048301647809619,,0.0031596211539944865,0.11518022790843066,0.0029697312921441814,,0.000158021654142664,0.024338480962298084,0.00042463879314894417,0.0320290711127891,,,0.0008566864371343782,0.06023081107633348,,,0.023905519898346505,0.0009235690768774837,0.06127353071323889,0.023522390968103372,,0.017260389644659334,,0.0006573579023006005,,,0.008621872551527035,,1.6543050497915373e-05,4.9324678171698585e-05,,,0.49502490591774345,,,0.07823421711789613,,,,,,,Control
20,,,,0.10475718236738207,,,,0.06594834337430737,,,,0.06559229421542677,0.075366404497603,,,,0.030896612381287526,0.0009821472714045994,0.005634052092858615,,,0.10257331725226433,,,,,0.013137569999804736,0.02021306031522607,,,,,,0.00654339001176167,,,,,0.0026680836619967577,,0.4336113729662717,,,0.07207616959240473,,,,,,,Control
