,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,condition
0,0.0006672080683758558,0.07073672753869321,6.563290262288924e-05,0.009274323655329469,,0.009944879121289007,0.12686278192410086,0.003231075517648137,0.0018588816081663109,0.08123261221223886,,0.07790577721371472,0.003916813822647943,,0.003197840641638733,0.10827432449217886,0.000907981594573486,7.125174856692528e-05,0.002427460997737279,0.023654265475168457,0.022304188299721677,0.05316408572350472,0.018547212711694506,0.004302123194512371,0.001315885900127763,0.009547973407795396,,,0.00010412797483522134,,0.33084004018311697,0.0003995358115950743,0.0004563220206039493,0.03478866623780128,Control
1,,0.035635260242547845,0.0034428934492117497,0.0060689798616837135,0.16402786832195904,0.00015505418578818527,0.06481411440885487,0.009188896069648416,0.000979498844365041,0.004415277796523083,,0.007162519908821441,,,0.022561534906704362,0.199319958706622,,0.009082806363582814,,0.06380291420261816,0.04508843895275023,0.01955932177499587,0.00040448008249468586,,,0.01591858253271701,,8.537396464450688e-05,,,0.3105739526335619,,,0.017712272789905028,Control
2,,,,0.015427402307609682,,,0.2165405716532465,0.008199047041918402,0.0025616575228359323,0.0020065422132866917,,0.01816416739797045,,,0.014952443297778123,0.02848112425543816,,0.0011510687844413683,,0.033655613677035984,0.03015579304069022,,,,0.033883010309863376,0.010616402958182935,0.008901909361566726,,,,0.18987213499496366,0.3696765982112276,,0.015754512971944277,Control
3,0.005948175653351493,0.03792433107593509,0.003326978332239268,2.6849263271413527e-05,0.0029338645907559303,0.051510868835067204,0.1305168017117064,0.03184575918926168,0.0003638328468213057,0.07129046779218104,,0.06962996750631237,0.002494448534876231,7.70016607029218e-05,0.004953030506740837,0.07298926627245195,0.0007027414718887708,0.019334610412630623,,,,0.02733437373384194,,0.002389888385079632,4.1439051615125023e-05,0.06584969255567194,,,0.0016163256489390946,0.0004921014026764359,0.3906040952522701,,2.7051899220631745e-05,0.00577603641449062,Control
4,0.0013989769112493391,0.015299045901196535,0.0002773194965144299,,0.004457811972510769,0.03876952943660713,0.017145508717908237,0.007037197849348239,4.5053002726822854e-05,0.05035992174171662,,0.0559369558315176,0.002660258046146654,0.0003523063636656057,0.008161087620074118,0.011380855254139018,5.2358895060902235e-05,0.0055204134242118705,0.005949837540292758,0.07368022860137113,0.0664104598460547,0.07407149972415183,0.015973217410469077,0.007887928423361038,5.408389741755985e-05,0.020507030957399648,,9.00045347267835e-05,0.0024261650792755276,,0.4800549646633267,,,0.03403997885755935,Control
5,0.00283520210879672,0.013946674014664708,,0.00031535045176649693,0.036690485567423665,0.0016868907962151027,0.1191796694439154,0.008765480342968557,,0.030938749842095745,0.005535021357409632,0.05718887568199116,0.09830607540255279,,0.0016667360546238285,0.24940474802959406,,0.002193304126601908,,0.01918660145352332,0.03419038148548792,,0.002570442094256804,0.0013536250185896951,0.02075246200856658,0.009634577230374091,0.008026167776415918,,,,0.10354651179953238,0.10103307301482667,0.018021799897821565,0.053031094999985234,Control
6,0.002010490336539627,0.038048013463392906,,,,0.0014193509155624874,0.12950421532225162,0.003714471544982679,,0.03746827568893679,0.005685107477466853,0.05158649289050844,0.010085424011826487,,0.0008365316150196045,0.11194876120596961,,0.05516917783651394,,0.0313113865675867,,,0.013624864875081095,0.0016708034442422502,,0.012304020076758761,,,,,0.20897677309983853,0.24593659698445963,,0.038699242643061904,Control
7,,0.030702049144940846,,0.00035940562899899935,,,0.05051046473920854,0.0053219219599340475,,0.001349864469822868,,0.009672306888256278,0.001225893995674953,,0.0031699467731681782,0.03910909597467871,,0.0013871643580971968,,0.10235556950404631,,,,,0.0017539647171330897,0.006039863249692413,,0.0022920400733470224,,,0.33082717232700626,,0.26421370421819323,0.14970957197780102,Control
8,0.003417772371595593,0.019344822017258522,0.002120631628581565,0.0,0.022900383438293096,0.016938658373078168,0.024410247210554643,0.009739404223413314,0.00023162428684101155,0.0870576266909915,0.0014048443587686848,0.0005314720478360631,0.020403516126016145,0.0002751307318343256,0.0021615657130739886,0.17699741556058896,0.000273117580137977,0.052163220971135425,1.6105213570789796e-05,0.007626601518095326,0.0032960885357274034,,0.0,0.000984319337753618,6.710505654495747e-05,0.00550932514234101,0.0034184434221610415,,,0.00017659814047414645,0.011375089976696654,0.42501882296836085,0.022020859830510525,0.08011918752776472,Control
9,0.012592350341703746,0.032710726379616285,0.00019339360059813794,0.0006441737320992565,0.023234331118793406,0.003988783824154392,0.05485848366139687,0.0112632998912229,7.259061992062919e-05,0.003982253933306959,,0.17288103681606873,0.0010024470765950756,0.0003067960383152228,0.004073890068199268,0.16050036376933596,0.0003732920934449146,0.004350213282559803,0.0017518608828521257,0.034602979915688226,0.016226996418899024,,0.005762411009831294,0.011184397043483089,0.013280927331565547,0.01959739957980152,0.014873785372282679,0.00011340243771708485,0.0008229839098047943,,0.3883837595084734,4.973600195461399e-05,0.003515366737715506,0.0028055676025995503,Control
