,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1350,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa29521,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa644652,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84108,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,,,,,,,0.023304777036258703,,0.00106458399383281,0.13476344354281847,0.00811453364134535,,0.00011356498117056529,0.03236752314174664,,0.019892414971853824,0.0002920815137961405,,0.0003410958790145045,0.1560009971265955,,,,0.044726360015824924,,0.019662678928744442,0.014632141175003634,0.07176013792983167,,,0.0002168058731438064,,,0.027485531991796455,,0.000344203129161272,0.0023340460296008675,,,,0.3856327970052524,,,0.056950282093208085,,,,,,,,Control
1,0.0003516008344382406,0.002987150757907846,0.05649205975050488,0.0002474728950084541,,,,,0.000472372600350311,,0.0053603523664504564,0.18426276274620645,0.004666408826054746,0.00013512706625303986,0.00022177898787642872,0.05377079412065151,0.0009095851172567979,0.05056883397720668,0.0032723843342479806,0.0005604808567908996,0.0070247350146788136,0.3386737824572821,,,,0.007576893958228572,0.00034972840395898377,0.02831666211388663,0.015839097471865172,,0.008158595693784385,,0.004629688383878207,,0.00031956146845984475,0.01633643581193891,0.012002799491614318,0.00010932913520550026,0.0002476809428394825,,,,0.1779734768142135,,,0.016369203345325906,,1.477139600302668e-05,0.00013512706625303986,0.0014170137771354187,,,0.00022625201624354246,Control
2,1.3907346012433975e-05,0.0017049188049549537,0.009808333423849515,0.00029388150880289317,0.0,,,,0.0038183278314722026,,0.013159496245473388,0.04132309008234673,0.0016632982803921948,,0.0012770395097548863,0.0327590073159746,,0.060251292545692975,0.03568878770476917,0.0006078626855653625,0.00954165752622423,0.17648219062829631,0.001037061655934493,,,0.004045007420127423,0.00033347176387478553,0.15849197266973025,0.02741239412525281,0.22886923430111883,0.0037244278675196366,1.8373938892339782e-05,0.0018362772410140016,,3.268733880294702e-05,0.00239774826871307,,,4.7203765662640876e-05,,,0.00031134182642434316,0.05651894662715897,,0.08819358700806187,0.03664890214699983,,,0.0016538575272596672,3.441306787018335e-05,,,,Control
3,,,,5.746139223877298e-05,,,0.0004963405417939242,,0.03401907312134749,,,0.07664628919201971,0.0062881646181578805,,0.0007696374815585478,,,,,0.00043502131756738906,0.028505520557574483,0.027390607113111226,6.355270590366056e-05,,,0.0016150102963505312,0.008066929730199474,0.3475845707837043,0.0800301154547592,0.06561360036028088,,,0.011725981848697452,,0.0003467987913209338,0.011354614758928136,,0.0007702466129250364,0.0033305272681717077,7.776577112173163e-05,,,0.23469628507023077,,8.253730015922694e-05,0.017502983728476848,,0.0018357188948082924,,4.2639195654213164e-05,0.04032297363313966,,0.000329032459798345,Control
4,,,,,0.010015569989822632,0.0012725221678256723,,,,,,0.19353451207311176,0.01503393760247836,,,0.0007339622183493964,,0.01878088644821068,,,,0.047713462433913806,,,,,,0.03497369592558183,0.028587111194122522,,,,,,0.0239866315959049,0.006728538701987264,0.00873913576425258,,,,,,0.26399468441630797,0.3304083847233945,,0.01549696474473623,,,,,,,,Control
5,,,0.027021264555974568,,0.0015598790656691202,,,,,,,0.05742743738051065,0.006817713322581818,,,0.011043442586507251,0.003304676100514537,0.037895956864599616,,,,0.2201008863936752,,,,0.0023681625823036533,,0.019285731608240674,0.04225466538941905,,,,,,0.1658229152772557,0.05788326522693376,,0.0004077289648231456,,,,,0.32312848868463706,,,0.023677785996354183,,,,,,,,Control
6,0.0,0.004500363049421839,0.061236047364357844,0.005316368474825956,0.0017281595468305563,,,,0.0013218180419655333,1.3591700484831057e-05,0.01278233989077508,0.02290161259988892,0.008597606330389874,,0.0031037403151583107,0.11126468054671254,0.006281882605563214,0.045302345867096125,0.0014803878809552288,0.00015182432837870547,0.003807287003958306,0.06597300668147861,0.0011648590711814469,,,0.1303142038706747,0.002912953112056422,0.017332639854570817,0.0068648155374681896,,0.002355391354389797,,0.002843987817003761,,8.638280752581515e-05,0.012521379241466325,,,0.0013204085322856246,,,0.0,0.38245434296108993,5.617902867063504e-05,0.00031713967797939135,0.08307438626928158,6.83612194755577e-05,0.00010601526378168225,0.00038177576472947684,,,,6.171638812741807e-05,Control
7,,,0.1082062453094156,,,,,0.05636128907706014,,,,0.07133250623043326,0.04579138620663142,,,0.0032345183553327663,0.031374159455633134,0.010699964731819757,0.003807312882246065,,0.013530507811651205,0.10634359230652228,,,,0.00779859278289343,,0.039102654640941516,0.02670154344254212,,,,,,0.007033891718329258,0.013864594424284568,,,,,0.005946073113779161,,0.4276924999122474,,0.002654828982755364,0.01852383861548156,,,,,,,,Control
8,,0.001593984342868589,0.02529511491695563,0.025238998712371574,,,0.001361502923877506,0.010784560351861794,0.0006377763938712175,0.005313179666937643,0.0023428769103736946,0.1750916911384395,0.009421738240534754,,0.002867203183584925,0.04019919324584144,,0.17969565533731574,,0.000662333575624095,0.008054755614943796,0.049453597632200585,0.004493761308861257,,,0.06283868235092598,0.001642895754459031,0.019028670103792656,0.057981535637696736,,0.0035329869417693406,7.336711738566272e-05,0.00021654969363901004,,,0.022135255071489304,0.011329689196392613,,,,,0.0009287079644724554,0.2585546515513492,0.0002784500278094862,,0.01895063509235479,,,,,,,,Control
9,1.8408820856034584e-05,0.0016221120653751137,0.009820241424057564,0.00038180504692571167,9.214581047274766e-05,,,,0.005075240715673933,,0.009743249836278459,0.005348932079892656,0.001811794114527072,,0.0044565619462415655,0.05342951755769258,,0.007041424830529515,0.00015510194367653445,,0.007605995905512099,0.07947942295567757,0.00013404876181355565,,0.04038742736525124,0.001202980845774459,0.004952277928851026,0.06820051131771256,0.011175374733923885,,0.020832377718898936,,0.0065399115949432915,,0.0005143282158506457,0.002811972812307426,,8.960315565837827e-05,0.00034803859099088584,,,,0.5861999138955375,,,0.07031315234987584,,3.9156884141289027e-05,,,,,0.00017696877508011142,Control
