,taxa1263,taxa1301,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa29465,taxa33042,taxa375288,taxa397864,taxa39948,taxa561,taxa572511,taxa816,taxa841,condition
0,0.005298015908688239,0.014569590673617157,0.10022075401462804,0.010154523788120387,0.0004415013257240199,,0.01810154765115275,,0.17351020200490574,0.0004415013257240199,0.0344371168135377,,0.00088300265144804,0.0026490079543441195,0.055629126820034104,0.09139072750014764,0.011479034468824518,,0.0039735052279841095,0.47108133134023916,0.0057395105308801885,Control
1,0.06540151567250702,3.850203358539654e-05,0.00620100676764047,0.11604028620329268,0.0032022068687627917,0.0021470332124837637,0.0572751650744421,,0.05821749629266581,0.002855930717648848,0.0017571698535372956,0.09101348007047566,0.0008742867437740516,0.00011042092650906174,0.02093166688137402,0.021317171519537235,0.045289288298384474,0.0010879851377307336,0.008974485017139459,0.46589518923144135,0.0313697134770678,Control
2,0.029625821014375605,,,0.04928181823624858,0.00552661673222807,,0.00032601081314101985,,0.011358887312221967,0.0006624994761075087,,0.05304710841281532,,0.00042659817146552194,0.13183589890970487,,,0.002419784575407588,,0.5305459259126207,0.18494303043366322,Control
3,0.014409524564431087,0.0018089652678877984,0.005286165928689951,0.21304764889487784,0.011788535352779113,,0.07736781941257632,,0.029000825217369543,,0.0042014778521647315,0.12195646776809432,0.0017748298964284665,0.11390114836206236,0.004017816988546117,0.0083749982068459,0.0848595910603441,0.0007515017207473218,0.015120503620286503,0.22263906001657965,0.06969311986928874,Control
4,0.020424474219822474,,0.0002659234913293126,0.08901639624129347,0.015894243934687344,0.0030660276822269783,0.0038042036439792414,,0.009563191077706527,,0.007726967899295539,0.018648892908870975,,0.007271263641409031,0.28014971733453536,0.009937515834701793,0.09185525257547267,,0.016526846489877994,0.41742970858702455,0.008419374437766622,Control
5,0.0006471838785415578,,0.002111940714421275,0.03904168664564546,0.02702336417277452,0.0005833493533439838,0.02358341981683911,,0.07854666463378256,,0.024736124031464534,0.023353370008723236,,0.008217958566973833,0.11658516716420768,0.03137221396056156,,,0.012414587563905113,0.6063518789815251,0.005431090507290516,Control
6,0.09285276568044296,,0.03296787152302279,0.037600448418671224,0.016533380616482234,,0.043311801925134584,0.005969534627694702,0.08797891569045985,0.05466098126846465,0.024711415020534908,0.20026445488910616,0.0002599609135362438,0.007959787372662811,0.027049839635151476,0.036082953004695426,,0.009094404967044365,0.008340662925914032,0.30334446333867005,0.011016358182311465,Control
7,0.03166730035765988,,,0.11046576691381577,0.040197292074536824,,0.0022612338199903444,,,,,0.005208329131456864,,,,0.005111633149042393,,0.2877875279239903,0.008446549653386969,0.48656634640972657,0.022288020566394125,Control
8,0.05488220025284824,0.0008025654581704571,0.008344346332267518,0.019801616990668208,0.010361963170363876,0.002664900835070349,0.05412163374022288,0.00199302192209477,0.11541998059711248,0.0013825260833773907,0.010897215240635718,0.18301327114571353,0.019558377440042338,0.0048112241191919656,0.03096333179406676,0.01621034239145331,0.056565492978516235,0.0011848288136527628,0.010136544512264577,0.34629016435761045,0.05059445182465616,Control
9,,,,0.15673431750996686,0.22416012005387967,,,0.10663894338121627,,,,0.4537494236871367,,0.03893434101449145,,,,,0.0014659591202075633,0.002347559597530217,0.01596933563557139,Control
10,0.03923746692958067,0.003416662543282376,0.0026266835251672078,0.08513455041600561,0.025798480208281793,0.0016736553643825927,0.11013594534813823,0.02080264921299508,0.006102696482770745,0.11889401358295425,0.023129817121765466,0.1923940404288179,0.0024250763527946546,0.024116929001639177,0.016610483362407582,0.02378043452399125,,0.0028907994487649322,0.01474180069420245,0.24392625493884929,0.042161560513208685,Control
11,0.00024285331363495187,8.697642494323185e-09,1.682977807742687e-06,0.0006616224507734587,0.0038034725124993954,1.084863047774807e-07,0.0013635364320498356,,0.0012463689169179748,1.6272945716622105e-06,2.9099291131021587e-05,0.0003889483640779251,1.5487313214385254e-05,,0.0003822519749113504,0.0003347229365037197,0.00038215356919241514,,0.02423873205579014,0.9665743616626103,0.0003329617503663891,Treat
12,0.00017941934114765773,3.8121448707371723e-10,3.3998360300179505e-05,1.1153600910179799e-06,0.0007115760504211356,1.995957963565681e-06,0.017544244576126963,,0.006303909745225242,3.5837171309340605e-07,,0.00020504930672141368,6.028020301363249e-07,,3.685926532172821e-07,,1.3079609314772702e-05,1.9745578701813146e-06,0.10613835793115303,0.8686356276268835,0.00022832142917034298,Treat
13,0.00013186065870759563,,,0.0002903378483866002,0.001571601350677505,9.785933828505749e-06,0.0022588913855546644,,0.0008787558572234247,,8.199763561563708e-05,0.00016560754883644582,,2.424727341935102e-07,0.0003341008553642248,0.002503791512294255,,,0.03429491061195184,0.9573127210266698,0.0001653953021554189,Treat
14,0.0006859625065278337,3.9392940114414684e-08,0.00011564967116019796,0.001320250006959419,0.007442592024806606,7.264726357297106e-06,0.16244964363855904,2.209378275013021e-05,0.025766680518224477,8.423370670486462e-06,0.00019333982142352642,0.005081914709327923,4.90672937031328e-05,0.0001987194308319044,5.4135468161785505e-05,0.004513496827903429,0.0,4.1517645995954526e-05,0.09207005422662515,0.6994854239834939,0.0004937309535777927,Treat
15,0.0007786751011095633,,,,,,,,,,,0.001179745334457868,,,,,,0.0005202210595603827,,0.9973184145006778,0.00020294400419436156,Treat
16,0.00043231222374910916,2.678781912869366e-07,,0.0010406955784439964,0.012831878368214396,2.855766773826756e-05,,0.00012127906899798247,0.0015890087427505102,,,0.0001271854746431988,,1.1983586300662363e-05,0.00024533454153651,0.004113219582361629,1.016268465784446e-05,,0.006681638439246625,0.9726384881507467,0.0001279880124213337,Treat
17,,,,,,,,,,,,0.013758169331431864,,,,,,0.004892727538087036,0.262582135037485,0.7185314086079728,0.00023555948502336317,Treat
18,0.00010156676695024478,,,0.00022333765650365842,0.002662114086109641,,0.0002982359855273029,,0.0006212287181284468,9.749102941174842e-07,7.959555563595836e-06,0.0001612506730712696,,2.7624159747454578e-06,0.0004192573646519164,,,5.8494617647049045e-06,0.020402539215655456,0.9744489464502377,0.0006439767395671852,Treat
19,0.00029005077209668176,,1.3228034204192199e-05,0.0010334079866992246,0.001963553868640953,,0.033185542943891214,4.3102826007305654e-05,0.009009549801547327,8.862766304936107e-05,6.671328062794911e-06,0.0008756948676051635,,0.00044181601018256615,0.0002765984776114942,,,,0.06304109990917153,0.8894170221785652,0.00031403333266505085,Treat
20,0.00042083725479078333,2.6490096756822185e-07,4.703194432503515e-06,0.0010321932869746659,0.007462569479148727,1.981713190650946e-05,0.002531231882936412,7.653883046521227e-05,0.001974358222957322,3.91066564993786e-06,,0.00015635955727120418,1.357584427365768e-05,0.0005163475923049436,0.0002089034330868334,0.004595288030124764,4.3704217687943525e-05,,0.03460692715861207,0.946177920614748,0.0001545487016608285,Treat
21,0.00030441753000632173,4.6764981295359673e-08,,0.0016500394017965156,0.0015229232479845466,8.560209462263722e-06,0.0022367288396791868,,9.320609710157106e-05,,,0.00033680014499279354,,0.0004957780264156474,8.171030117795608e-05,0.0005359144726142264,0.0001516017030963251,,0.08059395528932076,0.9115640534579551,0.0004242645134154284,Treat
