,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa61170,taxa816,taxa830,taxa838,taxa841,condition
0,0.0011605867789290165,0.014787239727125376,0.000901479520258667,0.0011143812386647124,,0.000177173624913692,0.01654745078481315,0.008378814183529244,,0.016212067713642996,0.0030570046446521536,0.027885410260144523,0.0003415647647656038,0.001698603670668702,0.004102339509089709,0.18437267859069958,,0.002606369658990539,,0.020596250540898187,0.04896519496956825,,0.00664814952573837,0.0008013151291188151,0.0005224054960494786,0.00043795727506755326,0.020096266780940685,4.023339560429198e-05,0.18110581068720524,,0.4296905695644839,0.007752681964437447,Control
1,0.0035640947667135883,0.0003074235271076228,,,0.001180043087454139,0.0010778743583780882,0.019950307698729075,0.01340141829918765,0.00019676940414646799,0.013476296166849443,,0.038171888394595586,,0.00020296144833289531,0.012511713283585992,0.011945714577952566,,0.003958780249855863,,0.061842811976972945,0.016902331281702692,,0.03454094248416557,0.009558452209114963,,0.005683952560685473,0.11578663958679342,0.00021224951461253625,0.17471196674459466,,0.4580862822370434,0.002729086141425372,Control
2,,0.1124748013689365,,,,,0.07042457706947712,0.0809187607397717,,,0.033172812231348894,0.0010545035363672688,0.00604912117456706,,,0.11013004762997096,,,,0.014105434518240983,0.021702186834697317,,,,0.007025451384052618,,,,0.4655561742263768,,,0.07738612928619279,Control
3,,0.05805267359418447,,0.01324086282832316,,,0.17610340805093372,0.020102166192186084,0.0035841948812852624,0.0034646034784882426,,0.009269347203233427,,,,0.0489360250182512,,,,0.029548197869043363,0.014331543178408413,0.025893903507305038,,,,0.002763608673957688,,,0.5584952293502977,,,0.03621423617410211,Control
4,,0.06988227765856424,,,,,0.035794580741155865,0.0025528492854152277,,,,,,,,0.07619844424288755,,,,0.03347903193693727,,,,,,,,,0.5577278228003464,,0.15910602958298206,0.0652589637517114,Control
5,,0.0700253226947892,0.03727968492344917,,,,0.19626781628122614,0.04087799224216385,0.0023929749460890747,0.0014591557194608114,0.016398443823313482,0.004809906934472032,,,,0.02950062101303516,,0.0007599537720059839,,0.044116034165370514,0.03959371282299173,0.005294405262381672,,,,0.021262936423771573,,,0.4247543164878936,0.04708155209691342,,0.018125170390672646,Control
6,,0.017433386231581995,,0.0038705445532317417,,,0.06716363040817273,0.013029546548723243,,0.008480970357310894,0.009503908253883404,0.04860022650842844,,,0.0034663131561594378,0.1324801873496295,,0.0019483679854203214,,0.008630755813837297,0.0033458747097249364,0.05288005140670528,,,,0.010381373336989616,,,0.5161076692362657,,,0.10267719414393565,Control
7,0.0031149275795494024,0.02287504745902368,0.0006170682844471732,,0.00670646492879127,0.006821275375431171,0.2021512064689679,0.014223772325936457,0.0004835771582748341,0.01000365535458959,,0.20935185110387672,0.001164967566301266,0.0006564491764344743,0.02183397823751323,0.09356031537026116,0.0,0.005674382628785615,0.007789237505149808,0.02794892197332601,0.08022816682957566,,0.030667112310264883,0.0028626879175384307,,0.021112601077622768,2.403244177686585e-05,0.002487256747259494,0.21994026221615465,5.0589299706763835e-05,1.5853333441041754e-05,0.007634339329999759,Control
8,,,0.0007501139803584118,0.0035567006074845053,,,0.09284028784661325,0.011616138797271046,7.639764563814627e-05,0.006917683590525051,,0.007177271289682622,,,0.001073777124244752,0.030522399707553105,,0.0029492161026521487,,0.04831730078081681,0.000742823344820363,0.04998634289399211,0.0010020003039476228,,,0.00661630309328317,0.01020432262807901,,0.618316746281776,,0.06632065241946417,0.0410135215617979,Control
9,0.00011628968885483297,0.13026498594202485,,0.00022566251889302166,0.00029623609400659587,,0.26373442288269816,0.03423131813173483,0.037859102505145764,,,0.00036583698584907953,,,0.006192534007438867,0.046605686630630555,,0.02471199118532805,,0.005033203624217868,0.012712754201316257,,,,0.000443111267941278,0.12446779364632479,,0.0009978649602199563,0.2674630420885456,,,0.04427816363882972,Control
10,,,0.0003048486428027606,0.0031759256789064432,,,0.09800724823565383,0.014007235922682748,0.00038436991448641554,0.005497536379699195,,0.004296919089414743,,,0.0023682973828779924,0.03461873911071618,,0.0026449288002446175,,0.04597355584240218,0.001243404864854881,0.04663414674188523,6.002573410959775e-05,,,0.012326412759521517,0.009276797642476468,,0.6191936645659369,,0.0610586897767453,0.03892725291458286,Control
11,,,,,,,0.1799383851940553,0.015432793863013963,,,,,,,,0.0018857149716084848,,0.0012843368880962741,,0.08258807005037458,0.0007666756792001916,0.033084135764154,,,,0.0061160110404552895,,,0.6678623023218768,,,0.01104157422716508,Control
12,,,,6.850862301620159e-05,,,0.1797489929181745,0.006702393170379427,,,,,,,,0.006324176926153887,0.0016240394731281518,0.002549209916197537,,0.07786724549021215,0.004593624786176582,0.045349465424985046,,,,0.008957401115251472,,,0.6587114237419471,,,0.007503518414378055,Control
13,0.0008613723553934417,7.178106652532913e-05,0.0007895909566852319,,0.021893177123707665,0.0013638432536271802,0.0007537008109692613,,,0.0013997300775143427,,0.0004845219499088109,,,0.0003230146332725407,,0.00014356169014015052,,0.00010767154442418021,0.0004845219499088109,0.00044863180419284064,0.027581808957101602,,1.7945294313239014e-05,,3.58904778988511e-05,0.0011126022681289646,,0.004683712182451839,,0.9373890858316237,5.3835772212090105e-05,Control
14,0.001160134552288778,0.016766266157904147,1.5278153868297886e-05,0.017258182506795262,0.0005325240736463303,0.022463911894907203,0.061746658858725934,0.004784474500861708,0.0010053427302020757,0.03686698939756429,,0.08473354598111178,,0.0010984188517944695,0.009217249920242006,0.04127453576022787,,0.005851633445728277,0.003569157669140723,0.24387753112270508,0.012679661540645013,0.1142544572506198,0.015006966637135603,0.006588100770682348,,0.007124544896965938,0.009127289737925386,,0.2784353079744123,,,0.00456183561389934,Control
15,,0.07699480009354435,0.0325386118965633,,,,0.20213350922594472,0.031046303445990193,0.0028745826049265746,0.002675303902556466,0.0160694694683731,0.015243248812795863,,,,0.035312794544570585,0.0008409256997724876,0.0014368349390227449,,0.04889193942495367,0.03449854075254533,0.007438318424446802,,,,0.008631860942611586,,,0.4107494075895471,0.04962090396064645,,0.0230026442711886,Control
16,0.0017804183481002402,0.03964202921245988,0.00101584268968281,0.0008446003374007838,0.0006291090449750202,0.0008680324002664979,0.15659626691672027,0.007455475680813881,0.0010853020188918918,0.05719013372071554,,0.02087430675352849,0.0021936176709554667,0.0005551515965551103,0.01301692935159821,0.09863036454327195,0.0008828866544045845,0.31617070718070334,0.0030838268450055864,0.021476217868391517,0.004644360388892741,,,0.0011621884751700157,3.567113141610939e-05,0.013219344716085516,,0.00023829571075043176,0.1924400005816173,6.966854405609634e-05,1.66325803377167e-05,0.044182619037233015,Control
17,0.059910475587655075,0.056332673491764185,0.0003178658842450477,0.001130959146457665,0.03093759676986904,0.06457449699374931,0.12079542741829734,0.010667042197228749,0.0009579651129409229,0.05986658793875798,0.07955222241408272,0.03661657331841863,,0.0021532644048691007,0.00047552054533173355,0.15937607954828104,,0.04529407760678521,0.011073855136884192,0.009718025051538693,0.08963391842031736,,0.0023865506939095343,0.014396320595866442,0.0012513306106657427,0.030273316724911892,,0.0029667837607603295,0.05981183490105625,,0.00010780170068900414,0.04942143402466677,Control
18,,,,,,,0.14526333256505888,,,,,,,,,0.029756369609145586,,,,,,,,,,,,,0.6580997521796019,,0.006100910827551881,0.16077963481864174,Treat
19,0.0008111893252780918,0.0002612163671923331,7.069496786944035e-07,,9.513019243353195e-07,7.787003814430676e-05,0.005107716989247071,0.011359562004654952,2.5519997019259005e-07,0.05075632003478325,,0.0007128733813408705,0.014698716080015141,1.226873937281826e-06,8.851334179632317e-07,0.00043296542700904493,9.637608917105304e-09,2.5446599415833594e-06,0.003117735688842664,0.00116904804344538,0.30372724032366505,,,5.775939038937821e-05,5.962378012958406e-07,0.5979271591525727,0.001421602909962735,2.3168425024968758e-05,0.006959379345617557,2.323034202741102e-06,,0.001368978044331439,Treat
20,,0.003170692705292072,2.9135204306017134e-07,,,,0.0023274642274755957,0.19272913420984028,9.922611118365876e-05,0.0204705091883902,8.069755978532116e-06,0.0015067548739864799,,,2.3949609895774717e-06,0.003682884185609216,2.6586805977564253e-06,2.8662140401212768e-06,,0.0019780597224528726,0.48754035410545943,0.018326365029288524,0.0015629928459982097,,,0.23933842530771937,,,0.023670809107445515,,,0.003580047416209608,Treat
21,,,,,,,,,,,,,,,,0.04205793527039475,,,,,,,,,,,,,,0.9579420647296053,,,Treat
22,0.001986991440240657,0.0004042297542190849,,8.001935361522602e-07,4.914450055750528e-06,8.435225711493867e-05,0.003398047446686712,0.02108850029325177,,0.04083261038493997,3.904745174605201e-06,0.0013964966815911924,0.14019782530913544,5.214998682075133e-05,1.5622651248544373e-06,0.0030446048589582043,,6.546617132577677e-07,,0.0008190533164656132,0.6773986317814242,,0.000840774361360015,2.4574293748298874e-05,0.0005677305782642023,0.10049182802449728,0.00019208686249149964,,0.0028107269451855973,0.0029572404956770453,2.683856882901901e-06,0.0013970247554399664,Treat
23,,,,0.00052123677131473,,,0.007316131787884385,0.021426408434639718,1.9418518449514276e-05,0.003950895644674026,,0.000613702279836724,,,3.6145121225772496e-06,0.00047634328494635915,,3.156029577662966e-07,,0.0011371028679910103,0.7193587447315207,,,,0.001144785787275764,0.2242930960926252,0.0003007636931766985,,0.006415100652336816,0.01249005066699969,,0.0005322886712484136,Treat
24,,0.006802533450658765,,9.074863525514854e-05,,,0.0023309622692832335,0.021889967752277476,,0.02555281565267939,,0.0006732113559829625,,,,0.003246487069930138,,2.044563286810007e-06,,0.0028214512044245853,,,,,,0.8949146343906733,,,0.0382841101280493,,0.00011716055894156921,0.003273872968557268,Treat
25,,0.0023531028042351174,2.3365280228875137e-06,1.9190789150787293e-05,,,0.0023504553218627227,0.03164575450305713,1.8099286017440654e-06,0.028988806549664212,1.9582716261591992e-05,0.00015316390966315966,0.010951975038344514,,3.2955708872214643e-07,0.004315997425559356,8.041105472620927e-08,4.296751112390717e-06,,0.0008366957221723889,0.0336229233301052,0.0029234437908188422,,,,0.8741527640657046,0.00015625402231725063,,0.006041073413373822,,,0.001459963421828692,Treat
26,,,,0.00037765560972566337,,,0.007297577095881704,0.04384668591032085,,0.0016128686169984319,,0.0007081680952751305,,,,0.0008905983393008135,,,,0.0013187479566871322,0.7610673187328935,,,,0.0009044603542106294,0.15864898402179053,0.0003295252940050202,,0.009954408347092032,0.012458659878367528,,0.0005843417474509719,Treat
27,,0.00753168634617248,,0.0012342604509469322,,,0.00773554274580532,0.1831502990078169,,,,,,,,,,9.121912440860686e-06,,0.0037029914114986968,,0.06069354131702706,,,,0.6567533393782063,,,0.07862451342333626,,,0.000564704006749081,Treat
28,0.003044269713565984,0.0001372404159687521,,,6.567217331345726e-08,0.0004043004064208676,0.0037389071606608467,0.02903930756972316,5.697576485573428e-06,0.03939561384651991,,0.0007504407855528626,,,3.618386350256754e-07,0.0004767440815815722,,,,0.001132825922822598,0.692804467968755,,0.0036899199874814944,6.242103953749026e-05,,0.21651479731133197,,1.7626254998178047e-05,0.008544165865787068,,,0.00024082658199839254,Treat
