,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,taxa906,taxa946234,condition
0,0.0020588497386852325,0.055069310705665425,0.0019497562350570409,,,,,0.005461436758415212,0.018475857789301386,0.01130767789179277,0.002906166164644804,0.04027003518341182,0.0014032795263182278,0.10318570186834485,0.0010388608014325663,,0.010296267074621876,0.18380085601564894,0.022336011826099105,,0.004194397962807492,0.00044565856801303806,0.028956705824271053,0.01425158778479737,0.05432684918282306,0.01776861701832418,,0.00018104879325529666,,0.0008398484155354399,0.00925014010088475,,,,0.0008549862745032738,0.3572020029203958,,,0.052168089574950116,,,,Control
1,,,,6.850862301620156e-05,,,,,0.17974899291817442,0.006702393170379423,,,,,,,,0.0063241769261538835,0.0016240394731281507,,0.002549209916197536,,0.07786724549021211,0.0045936247861765814,0.04534946542498503,,,,,,0.008957401115251467,,,,,0.658711423741947,,,0.0075035184143780525,,,,Control
2,0.0017044349750013688,0.03042859624497439,0.002695008921643388,0.0006494062440383373,0.026068451412806767,,,0.0033829584789189134,0.06447216659953078,0.01763750650890756,0.0007042521911657648,0.09108832173237187,0.012410515004523172,0.005341433835004606,0.09864615802520905,,0.020027623787464612,0.14797393349194757,0.0014628105071447107,0.11266199662783796,0.017226161905451853,,0.012775434888953692,0.015710124918122455,,0.006951615833938565,,0.0002455111885192318,,0.00409422836016988,0.01691436053674317,,,,0.0034390999996005323,0.2064269733231689,,0.04633510852101966,0.0325258059358214,,,,Control
3,,0.057430423798798945,,0.013098937854406413,,,0.010718710385939748,,0.17421580662205885,0.019886696894642023,0.0035457769343859996,0.0034274673972002094,,0.009169991755095249,,,,0.04841149393864147,,,,,0.029231479293658647,0.014177927517695465,0.025616354254848768,,,,,,0.002733986352961465,,,,,0.552508880734963,,,0.03582606626470389,,,,Control
4,,,,0.015427402307609682,,,,,0.2165405716532465,0.008199047041918402,0.0025616575228359323,0.0020065422132866917,,0.018164167397970457,,,0.014952443297778123,0.028481124255438167,,,0.001151068784441369,,0.033655613677035984,0.030155793040690226,,,,,,0.033883010309863376,0.010616402958182935,0.00890190936156673,,,,0.18987213499496366,0.3696765982112276,,0.015754512971944284,,,,Control
5,0.0010276544872800256,0.0009663026078031444,4.601442071241976e-05,,,0.0010583309949126428,9.20287278460042e-05,0.0062732884535583715,0.059864678207150676,0.003282360193557912,,0.12089558389540658,,0.01592102682035523,1.533814023747326e-05,0.0002454097894842308,0.0019786228165260982,,6.135256094989304e-05,,0.003711824485684434,0.0005368349083115641,0.044265874542609183,0.007224261325957856,0.062242110388149384,1.533814023747326e-05,,0.009126184354989764,1.533814023747326e-05,1.533814023747326e-05,0.004248666208726116,0.00013804258066424737,0.0014571255941366666,3.067628047494652e-05,,0.19528517787911176,,0.43143034176597667,0.021795437762139793,0.0067180972463371435,1.533814023747326e-05,,Control
6,,0.07699480009354437,0.032538611896563305,,,,,,0.20213350922594472,0.0310463034459902,0.002874582604926575,0.002675303902556467,0.0160694694683731,0.015243248812795866,,,,0.035312794544570585,0.0008409256997724877,,0.0014368349390227455,,0.04889193942495367,0.03449854075254534,0.007438318424446802,,,,,,0.008631860942611588,,,,,0.4107494075895472,0.04962090396064647,,0.0230026442711886,,,,Control
7,,0.02288708956534651,,,,,,,0.06172625261083918,0.023802560519323238,,,,0.002042366341398577,,,,0.02600688913203693,,0.009130925606487667,,,0.08876595378360809,,,,,,,,0.005623426879612149,,,,,0.4613220099360012,,0.16278628988847124,0.13590623573687519,,,,Control
8,0.00014640251559448392,0.000688090329194835,0.002928039639752255,,,0.0033526092828464913,0.000688090329194835,0.0005563289189307934,0.0004538465176864095,,,0.003440451645974177,,5.856089951641933e-05,,1.464025155944839e-05,0.00032208510742236766,,0.00029280396397522555,,0.00013176247747778399,5.856089951641933e-05,0.002152111216284705,0.0018593104539507068,0.007656842387553325,0.0005709689570474933,,0.0003367251455390675,,,4.392064795697094e-05,0.0005416878136003512,,,0.00011712137214734173,0.0037771789259407286,,0.9693726536083248,0.0004245664414530095,1.464025155944839e-05,,,Control
9,0.003273142487426118,0.00028232723147768557,,,0.003214591968701167,0.0010837111298533616,,0.0009898828705297443,0.018321678866622025,0.012307403281335347,0.00018070627721585546,0.012376168548830654,,0.0350557540996157,,0.0001863928383869838,0.01149032868639489,0.010970534872678425,,0.07429681722118187,0.003635608108741371,,0.05679431908326737,0.015522521783478287,,0.03172121781287907,,0.008778154927831745,,,0.005219947235030733,0.10633448163256537,,0.0001949226801436762,,0.16044948264403608,,0.42069074237318943,0.002506299182830629,0.002754717660658253,,0.0013681444950981315,Control
10,,0.4045343495029271,,,,0.04977570570063,,,0.2054518755629679,0.007242430119306625,0.0015184819582416422,,,0.0013910939257814688,,,,0.07607661056056132,,0.002547968290658169,0.0009358400363455601,,0.03347865466609801,,,,,,,0.004107770898385671,0.05359194799661294,,,,,0.1511806285472947,,,0.00816664223418883,,,,Control
11,,0.026993283855187674,0.0002855111103310832,,,0.0037522824957452786,,0.0013886934466268166,0.15784700595164783,0.021541828944683865,0.0024820557886411285,0.003860406900865172,0.02556739979192059,0.006022372663141706,0.005137841901643982,,,0.09167581023049096,,,0.01558506220078399,,0.11435278872689729,0.004431115717454528,,,,,,0.056116461789200864,0.010744327360165108,,,,,0.36036662844181655,0.0709569803810095,,0.020892142301746065,,,,Control
12,,0.03127678111642688,,,,,,0.007357878865827029,0.19314469658748298,0.006520152747770773,,0.029420977396649922,,0.034709882508585775,,,0.0020256171367832023,0.21125411323323243,,,0.013037495344432697,0.0010129591122010038,0.020403202488348666,0.014156638023532408,,,,,,,0.004963027945848791,0.010806737176703407,3.924175298430521e-05,,,0.16802596017594357,0.23539933301063432,,0.01644530537661194,,,,Control
13,0.005710537020745186,0.0776058085578105,,,,0.0006012594427356981,,0.023188769664707107,0.03439018413366479,0.03580032924461277,,0.10553347345724079,,0.057889169406377665,,,0.0036726183125311107,0.19415805475030146,,,0.035043961997874185,0.0006566332346972793,0.01585260903869568,0.009950252307674738,0.2534865348376105,0.00045359599750481415,3.0899187779666975e-05,0.0004407468303093091,0.014795204160519547,,0.012994689112870045,,,,,0.03287000528141563,,0.015980794778098453,0.03144211608243577,0.0016146100333843804,0.03583714312840306,,Control
14,0.0007112574500824319,0.009098191632033684,0.04012684461871505,,,0.1738139096820106,0.029872879020344703,0.0025486786749415167,0.004297190493452905,5.927149655615302e-05,,0.050855071701621776,,0.0011854299311230608,,0.00014817886853823366,0.0004741724810406285,,0.011261586888626097,,0.08028344183458333,,0.015825508144079115,0.0021930486784217896,0.01715911109493926,2.9635875425927594e-05,,0.001244703716340533,0.00011854299311230605,0.0006223505866917558,0.42198337408545294,2.9635875425927594e-05,2.9635875425927594e-05,2.9635875425927594e-05,0.07838665019213993,0.05441139709638927,,0.0002667231331290505,0.0023115911629426915,2.9635875425927594e-05,0.0005927149655615302,,Control
15,0.0017865251987873069,0.05631184611722566,9.680628113463088e-05,0.0018393193415579864,,0.00022802576558399873,0.0060212894167758525,0.021688691627369746,0.01330637053747807,0.005134204855366003,0.0006377164827908963,0.02776563444416498,,0.13041480776651873,0.0,,0.0054168628576662745,0.11218500047943614,3.788515854530385e-05,,0.012699799535431966,0.004938141501169282,0.06659710502245896,0.024446955825394544,,0.0015820883055051012,,0.001993923465648525,,,0.0030451089698678192,,,0.0008209131793684573,,0.1623169705189133,,0.33540823504891837,0.0026520632145015806,0.0004401213836395137,,0.00018758769878092493,Control
16,0.0005320876675842693,0.018842927558121593,0.0004500718653316768,0.0002346788797128635,,0.0013451403607071225,,0.005381779499297587,0.11640762665757184,0.008830706391548314,0.0001632195668591196,0.030658684336605846,0.0025664449803892908,0.05973156065515196,0.00030654421138964007,0.0008696923189359058,0.006287404484071881,0.09937858819134855,8.688802812898407e-05,,0.005317730029964189,0.003294132215969533,0.038130242718052404,0.04937584756429308,,,0.0006070996451395487,0.00340345278407107,,,0.007630819264781115,0.012432702380082341,0.0009301891235677685,0.00026340471144242246,0.00018900176212169193,0.09645504965610206,,0.4097146093692904,0.02011295443656768,,,6.871868579827361e-05,Control
17,,0.05701061171581182,,0.00039015751277072955,,0.00010568669549683306,,,0.198442253236287,0.0201585442566337,0.0012521995218616128,0.005337533457301154,,0.009579316189821023,,,0.018138111089407494,0.08967571951218026,,,0.005765965594665838,2.8629825293090225e-05,0.07163588385143842,,,,,,,,0.03781563367143601,,2.5584099198080625e-05,0.0003944215293037431,,0.43671854282717293,,,0.047525205413920274,,,,Control
18,,0.12200394927798874,0.13159441523029342,,,,,,0.07016345776315427,,,0.022368542166269743,,,,,,0.1993197072117796,,,,,0.015736739743260796,,0.0211652432075416,,,,,,,,,,,0.3961182368508154,,,0.021529708548896496,,,,Control
19,,,,,,0.0019081022654578344,,,0.07736427206349779,0.02018557623084127,,0.0068077037999610965,,0.0035837830358378298,,,0.0011649149826636425,0.1322967615403589,,,0.0572928009497396,,0.021415565221402026,0.011991966518470388,0.05984843471442638,,,,,,0.036359926443309404,,,0.0012599691575272275,,0.4913127703479103,,,0.07720745272859626,,,,Control
20,4.799293543990325e-05,0.015072524181583329,0.0003862640210569795,0.0010917074325340627,0.00018944024626388185,0.02608062686579129,,,0.19163631860642855,0.010278504586542442,0.0011822083965064515,0.0094625192050851,,0.01003200021264562,,,0.005095583995969858,0.0665660959761668,,0.030349466624446944,0.04128816414048028,0.00012952818619824436,0.04770128606299922,0.0058013438443839105,,0.0026956207870377303,,,,0.0004531376937358777,0.00940366193480935,,,,,0.15806552396366375,,0.353339812555416,0.013650667544814327,,,,Control
21,0.001892923795776132,0.03800876184453193,,,,,,0.0012951746284434998,0.1301243670066736,0.004430400384962397,7.858894576529536e-05,0.036307064292443875,0.004642199651102113,0.04921859031798589,0.009361856731734682,,,0.10563835568472214,,,0.054830087921897405,,0.034631185883532624,,,0.013683322962815603,,0.0019309838873116814,,,0.015882990523345807,,,,,0.21523084628465097,0.24207864058405162,,0.04073365866825271,,,,Control
22,0.0005516985509480964,0.009309611901751886,,0.0003856670001351139,0.0037668282613404873,,0.0003175077359259149,0.00024463052559325167,0.09339264695047018,0.0017366057007645686,,0.014519027476715934,0.0005952642662158318,0.0009275281315066249,0.00048203355925268543,,0.0007468408331611784,0.04504152896788805,,0.0025104492468451495,0.000417989950172466,0.00047821904962094813,0.004832782939746208,0.0006555937474967282,,,,,0.008880881095511104,,0.0007596897077101881,0.006715143061176102,,,,0.043639395532727394,0.19175539918742915,0.5510661454038873,0.006481253391651164,,0.009789637824356287,,Control
23,,,,,0.025042555053980512,,,,0.051326912840860495,0.04821001183617538,,0.0026841939971133503,0.019424209272541938,,,,,0.16087532105573873,,,0.013848906014627408,,,,,,,,,,,,,,,0.004605238866299343,0.30346949706004006,0.37051315400262286,,,,,Control
24,,0.005633792676069521,,,,,,,0.004109494657656945,0.05169413279762736,,0.013579382346802947,,,,,,0.015588379735106342,,,,,0.01388728194653347,,0.15577179749666326,,,,,,0.025279767136302714,,,,,0.36552452481811776,,0.2500996748704227,0.09883177151869699,,,,Control
25,,,,,,0.022121916580943018,,0.0011660689577160615,0.13859353311072262,0.006394726977609031,1.704779177947458e-05,0.033091568904266226,,0.019314546399376017,0.00019875719592305069,0.0003628171215184649,0.0013949104920734788,0.1500265845270632,,,0.04390087170373426,,0.021822176289008607,0.015702520445817807,0.07302672311558223,,,7.912181008238498e-05,,,0.026166956445699874,,0.00019875719592305069,0.0024097555085927894,,0.3844507692866181,,,0.05955987013995034,,,,Control
26,0.0026121618629417094,0.04067779672935413,,0.00041518152752510463,,,,0.0013231741663892308,0.16996881668005198,0.007427194653025738,,0.041502269192678624,0.001622963209573053,0.03728776119120387,0.00019954379470867072,,0.01716739326063712,0.12369611489178403,0.0023303601623489156,,0.005702723925322024,,0.02962347022121801,0.01652174233184333,,0.011808637816441798,5.659175622206899e-05,0.000562341131530076,,0.0009749981197441588,0.009311763248703411,,0.00040329515493571104,,,0.1422914507002178,,0.3041407178211964,0.03237153645040306,,,,Control
27,0.000930510361635298,0.014492905640137376,0.002198792151963053,0.002779932484040074,,0.00028260243153068555,,0.0038397420309795602,0.2043451586280126,0.013585289908037215,,0.06405029798822773,,0.025432907691576863,,0.0003924361388600634,0.0042172512748123074,0.11307627270186585,0.0016945051577969476,,0.10981656157157613,0.0002977310413556687,0.0056990481784699905,0.008021894930997905,0.08055329158711119,,,1.6137183813315373e-05,,0.0005096324363042664,0.015267692177974178,,0.0019160888630335344,,0.0037083248402998725,0.22628971146614485,0.02629786074397057,0.0011067082373969349,0.06918071215207602,,,,Control
28,,,,0.010028331263661941,,,,,0.19378110282215863,0.015053092997011394,,0.0007348973915712481,,0.01880481599342419,,,,0.04777425623402298,,,,,0.035018257434445775,0.028623535277284406,,,,,,0.024017194007688654,0.006737111826133139,0.00875027067766438,,,,0.26433105153903597,0.33082937243358407,,0.015516710102313144,,,,Control
