,taxa1017280,taxa102106,taxa1263,taxa1301,taxa133925,taxa1348911,taxa1350,taxa135858,taxa1485,taxa1578,taxa158846,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa674963,taxa724,taxa816,taxa830,taxa838,taxa841,taxa84111,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,,0.07668214026943718,0.034332977194856874,,,,,,,,0.0015606643005972485,0.18196322358537287,0.019637966817718504,0.002861695464760713,0.007415969740510137,0.011422118246161277,0.02277751169730685,0.0007723497361709794,,0.01364614162849435,0.01899998771936288,0.00235297007208734,,0.09892155538362664,,0.03463252240192888,0.03771844183276228,0.009847228874233995,,,,,0.0007854490824317299,0.013490586891647938,,,,,,0.34448108167851743,0.03782487402113088,,0.027872543360882896,,,,,,,Control
1,,,0.026771062075548996,0.006125675782169131,,0.00796189183796542,,,0.10487054995380672,0.0024791767152557284,,0.0013657324995263304,0.10404035718297829,0.015173402085709829,0.0008012416562943802,0.0016268514321579814,0.04639499939359152,0.0026116364477764935,0.02218884957325051,,0.007266617967687648,0.2801003564116938,0.00011982855127616848,,0.008256656660460994,0.0001316772699657896,0.08841782159071283,,,,,,,0.036799661081933326,0.017977747882740158,,0.0012341670099255372,8.137610571739799e-05,0.004966736957886188,0.000650226383184209,0.20675008090103913,,,0.004835618589745381,,,,,,,Control
2,,,0.034947298809581216,,,,,,8.527295381963343e-05,,0.06762781914785912,,0.25395371129395916,0.015172845250567847,0.00016564036439627684,0.015498176703512516,,,,,,0.026880498252896005,,,0.007810459828923877,,,,,0.015439727677638595,0.0013610273167784816,0.0015206140320663888,0.0006077654958283052,,0.013480015338694362,,,0.0007030582826548969,,,0.5280232810819917,,,0.015309052355506185,0.0007968898438346404,,,,,0.0006168459694908608,Control
3,,,,,,,,0.04711976230419016,,,,,,,,,,,,,,0.2664087868729705,,,,,,,,,,,,,,,,,,,,0.6864714508228393,,,,,,,,,Control
4,,,0.07441479468028757,,,,,,,,,,0.16771506115862647,0.002523024303317225,0.0027901185397479745,0.0118245143647838,,0.011128344836930863,,,0.0021844859513769415,0.23304844650108603,,,0.06919701330749299,,0.04533991385646301,0.061835908469412476,,,,,,,0.022141208883706232,0.018209626889265727,,,,0.0010167442013245902,0.2506805667899831,,,0.025950227266195027,,,,,,,Control
5,,,0.0770510524646194,0.03677629626597629,,,,,,,,0.0008611074158591121,0.18898416954043573,0.022478638600943485,0.0036283167729193747,0.004433040328274819,0.014013487101296521,0.017113678458500047,0.000716003397357838,,,0.028627856287670252,0.002612997963631899,,0.09453803096507475,,0.03824810945222721,0.03892686470943381,0.008001801008974347,,,,,,0.00812111785352476,,,,,,0.34244753026411395,0.04412359424086449,,0.02829630690830204,,,,,,,Control
6,,0.0013159227175700867,0.04299868102140809,,,0.0004983182680484417,,,,,,0.0011793567468805582,0.1736642852273028,0.007463498898146549,,0.033826632239959055,0.0015061245517480181,0.0324908990266408,,,0.017788033807243246,0.12123075023085021,0.002537324080426819,,0.005021960672161691,,0.020272881148932886,0.016123636039464616,,0.009048022433068187,,5.637561290038408e-05,,0.0019522822059914319,0.013232673534937444,,0.0003222366808399524,,,,0.16154616282815482,,0.30529449197616965,0.029591295773968147,,0.0010381542771861385,,,,,Control
7,3.135460335968648e-05,0.009868556005480542,0.08193395600725188,0.0006570214613097939,3.440862316744814e-05,8.581795659810292e-05,,,0.0010128147689140285,,0.017391930200580896,0.004175455881171755,0.10610988220747404,0.016339718576146744,9.864483979070194e-05,0.02898987582253661,0.00356953835131184,0.014246798801887667,0.0011295801262307828,0.001469797932815433,0.002223122818729978,0.5244169392633847,0.0,0.01274920928882161,0.06878385571833143,0.008153011278800554,0.014664690512249728,0.00013508947616332453,,0.0005925816433660228,,0.004736682921178092,2.5653766385198026e-05,,0.02695335361406087,0.0022732087435772693,,0.0006460269900018518,,,0.034832113914124434,6.810464171308524e-05,0.0015762814234460563,0.008076355381625735,,0.00019606807165829923,0.0013947708462047543,0.000345715042238621,,1.2012477910529235e-05,Control
8,8.118340015015907e-05,0.006115346100144862,0.07714709445013758,0.00025019797267120987,,0.004647497849042792,,,0.01856340030728824,,,0.004124036148570861,0.1535675672517848,0.009885539463694,0.00032261840034858506,0.014719577830203409,,0.12839265529951335,0.002623754826937337,0.0006376825140827013,0.014104054556856484,0.02425046871830348,2.820267002735055e-05,,0.005881465386560904,0.006923956939357614,0.05341585703180194,0.03934121383083112,2.8807012956508063e-05,0.0234763054260527,0.0004173995164047881,0.014185540128471218,,,0.016961488649734725,,,0.0007273267152410652,,,0.35365644595189955,,,0.02030572097204934,0.0,0.00012358812901271116,0.004594114223633879,,,0.0004998923262347885,Control
9,,4.799293543990325e-05,0.015072524181583329,0.0003862640210569795,,0.0010917074325340627,,0.00018944024626388185,0.02608062686579129,,,,0.19163631860642855,0.010278504586542444,0.001182208396506452,0.0094625192050851,,0.01003200021264562,,,0.005095583995969858,0.0665660959761668,,0.03034946662444695,0.04128816414048028,0.00012952818619824436,0.04770128606299922,0.00580134384438391,,0.0026956207870377303,,,,0.0004531376937358777,0.00940366193480935,,,,,,0.15806552396366375,,0.353339812555416,0.013650667544814327,,,,,,,Control
10,0.0,0.004500670720760768,0.06124023382142285,0.0053167319331045276,,0.0017282776940013107,,,0.0013219084092364235,1.359262969357279e-05,,0.012783213766857,0.02290317828908664,0.008598194113424756,0.003103952505136756,0.11127228725596319,0.006282312072077587,0.04530544300242865,0.0014804890889947727,0.00015183470798450197,0.0038075472925344347,0.06597751698499765,0.0011649387078121274,,0.13032311291759954,0.002913152258697345,0.01733382481597341,0.006865284856713041,,0.002355552382823225,,0.0028441822487706974,,8.638871316359595e-05,0.012522235276740401,,,0.0013204988031941267,,0.0,0.3824804897937978,5.618286940010085e-05,0.00031716135951669836,0.08308006572388855,0.00010602251160986775,0.00038180186517057795,,,,6.17206074234083e-05,Control
