,taxa1017280,taxa102106,taxa1263,taxa1301,taxa133925,taxa1348911,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,,0.003272716169104725,0.0002822904590878892,,,,0.0032141732764330113,0.0010835699792888724,,0.0009897539408527255,0.018319292515459645,0.012305800273972314,0.00013024740689732148,0.00018068274069183799,0.012374556584969849,,0.035051188178547396,,0.00018636856120311966,0.011488832100879092,0.01096910598895898,,0.07428714025339808,0.0036351345802127124,,0.05678692177048028,0.015520500015267481,,0.031717086206515324,,0.008777011595915055,,,0.0052192673504392285,0.10632063184206896,,0.000194897291970042,,0.1604285845149837,,0.4206359484948896,0.002505972743861157,,0.0027543588658262186,,,0.0013679662978253846,Control
1,,,0.046372846974218083,0.0066682946208263955,,0.0004252813297435036,,,,0.00010600793185085374,0.11043777214646798,0.0049708139753443055,0.0012714703810402003,6.747852636478705e-05,0.018675306972624862,,0.00011787915408169589,,,0.012838414442070779,0.02122793215284094,0.01476019870759878,,0.07982699255601473,,0.02805336426793349,0.019606885517160944,0.037705605143363234,0.0019203263961312315,,,,0.0006334442528966042,0.017305846941416046,,1.3016691042590096e-05,,0.020275839303221736,0.47965465156661086,,,0.07706433004913542,,,,,,Control
2,,,,,,6.850862301620158e-05,,,,,0.17974899291817445,0.006702393170379425,,,,,,,,,0.006324176926153886,0.001624039473128151,,0.0025492099161975364,,0.07786724549021214,0.004593624786176582,0.04534946542498504,,,,,,0.00895740111525147,,,,,0.6587114237419471,,,0.007503518414378054,,,,,,Control
3,,,0.07280766316406982,,,0.002114373099943559,,,0.0003529655189201689,,0.030860894870693812,0.003344672690115285,,,0.0037141347451149376,,0.006464429193195661,,,0.0039080696326835,0.08506549476883776,,0.027140624218866385,0.0019934655611171014,,0.03324454374554455,,,,,,,,0.0048007937650336,,,,,0.43154234263486496,,0.2484287803799052,0.04421675201109372,,,,,,Control
4,,,0.36803880732085975,,,0.012470299353784457,,,,,0.07327291163947568,0.025424971983397018,,0.004217236027447022,0.015468386019492027,,0.0050863002783486785,,,0.0057139940673795785,0.028388126314451523,,,0.025286004409091806,,0.02932977582147031,0.07642041293284264,0.05074416755158287,0.003442739374095269,,,,,0.06417592228437011,,,,,0.19724145556182618,,,0.014719354058691111,,,0.0005591350013940289,,,Control
5,,4.799293543990325e-05,0.015072524181583329,0.0003862640210569796,,0.0010917074325340627,0.00018944024626388185,0.02608062686579129,,,0.1916363186064286,0.010278504586542444,,0.001182208396506452,0.0094625192050851,,0.010032000212645623,,,0.005095583995969859,0.06656609597616682,,0.03034946662444695,0.04128816414048028,0.00012952818619824436,0.047701286062999226,0.0058013438443839105,,0.0026956207870377307,,,,0.0004531376937358777,0.009403661934809352,,,,,0.15806552396366375,,0.3533398125554161,0.013650667544814327,,,,,,Control
6,,0.009691616014207404,0.016773712811485618,0.0001918137619223005,,0.0001855247861215693,,0.0013298140765739606,,0.004860363943029588,0.1748994600711405,0.01216906673932124,,0.000975196989487571,0.06587519568097487,0.001443218511174242,0.024570927018363095,,0.0,0.0034842954637921857,0.273284400367966,6.430984931715416e-05,0.03196757404077142,0.04402962675638668,0.00020063861506203613,0.011736750370567754,0.0013359001821875713,,,,0.0008423170169237351,,0.0001562100440826773,0.014335010292111766,0.0118752092732774,0.00012628669148242417,9.595759850793031e-05,6.897586362092243e-05,0.2533655910455534,,0.00011157860291619807,0.0396774526320936,6.238258253951074e-05,,,,0.00021362230703773918,Control
7,,,0.36506407053811674,,,0.013250216899162904,,,,,0.10162710687109255,0.04333570444138176,,0.0013383701772124482,0.018838644189853558,,,,,,0.017495652112670474,,,0.026330303861311303,,0.03144575672167314,0.06810259561500541,0.05121934524844472,0.0005829096224876121,,,,,0.038902972233825876,,,,,0.19370602867426734,,,0.028760322793493942,,,,,,Control
8,,,0.037203574727420675,,,,,0.0004661474757662812,,,0.10613574821799125,0.020186319474336658,,,0.0021575734397703402,,,,,,0.008359571226390514,0.02114651761984114,0.02379044783395302,,,0.025778140063364874,,,0.0008153477415031699,,,,,,0.0009848186107738338,,,0.03303851010075106,0.5758860187353535,,,0.14405126473278385,,,,,,Control
9,,0.002631634710103039,0.05204152839955398,0.005500452305817902,,,,0.0024123659397186944,,0.00719656073555562,0.2239356533170339,0.004964564344584457,6.193165550071333e-05,0.0007306911685356889,0.08432624449614398,,0.016640677550737126,0.0014116322799253506,,0.0008312149465550286,0.10416904455219984,0.0010737208835487314,,0.11541501426014757,,0.018332793691938434,0.01078798255636062,0.05300418176869234,0.0005492979560608724,,0.0001298005606196769,,,0.013302100670571401,,,0.0002345213599208831,0.011117090444682598,0.1733001270469052,,,0.0958991723985864,,,,,,Control
10,,,,,,,,,,,,,,,,,,,,,0.21811221811221804,,,,,0.15443715443715444,,0.02152052152052152,,,,,,,0.015447515447515445,,,,0.5904825904825904,,,,,,,,,Control
11,,,0.06826457855104111,,,0.011186906309359042,,,,,0.07011226186739968,0.02146184527438383,,,,,,,,,,,,0.010188061073854822,,0.03356262282649953,,0.057960880699319914,,,,,,0.009519391906868502,,,,,0.7126251713007554,,,0.005118280190518104,,,,,,Control
12,,,,,,0.014659276220750245,,,,,0.19914942188479312,0.00819657698001603,,0.0008878677560017857,0.00019842194184446066,,0.0194731213230437,,,,0.03999630927138596,,,,,0.033617526815387204,0.03488654179030724,,,,,,0.020582050441232236,0.007623648715887046,0.007704949389827373,,,,0.2577543284810851,0.3407615116169909,,0.014508447371447583,,,,,,Control
13,0.0,0.0010866581501800812,0.03049600826814798,0.00037165936146715497,,3.012307610064841e-05,,0.0015141088427350568,,0.0012685633456470248,0.11288622768717993,0.006575528097829569,,,0.07964223119503334,0.00030345817156322223,0.02669201530591681,0.0016653606262545092,0.00011296153537743152,0.0022271984223993504,0.26533657022049667,0.00015252458955187468,0.02234782225009196,0.1404986938888764,0.0009098441788428243,0.009874747401036148,0.003474760468511415,,0.006733992448866078,1.9410291994431894e-05,0.003961926977420846,6.69283838715111e-05,0.00010755210973963904,0.006369333520577244,0.01934887910336755,0.0002805476629796305,0.00030897366437038313,0.00022549880207738913,0.19017737400599152,,,0.064338859998549,,0.0005690503636618969,,,2.460758329348743e-05,Control
14,,,0.00817100180521665,,,0.000433726761997368,0.01977681378406181,,,,0.10487798769290255,0.010956227695686762,,,,0.0035747252770464886,,,,,0.029312767388977964,,,,,0.00577484249995197,,,,,,,,0.0005369279813408976,0.0012803589873526206,,,,0.03783149494007238,0.45200725868693237,0.31766059533021523,0.007805271168244843,,,,,,Control
15,,0.00012024007194464768,0.005563810211598342,0.0019730214882787856,0.00015849736804983555,,,0.007542306546605678,0.006236061421969183,0.008739232419323603,0.00030606392142439205,0.0,,,0.0038695283843471957,,0.007886622211552369,,0.0011477410934871922,0.0014920678635996613,,6.0119813869008284e-05,,0.0,0.0011914621311551533,0.004088144677852777,0.003864064642784422,0.011395454811430332,0.0003661839573967159,,0.0008854004307639167,0.0034104297259191624,,9.291247999816106e-05,0.004454326414216336,2.7327147739855486e-05,0.0,0.0,0.03899045914985102,8.744696160886376e-05,0.8761531592205815,0.00031699584661624893,,0.0035306764609632775,0.00012024007194464768,0.00593000305312768,,Control
16,,0.0005016507834769498,0.05414594679641042,0.0031123077946788947,,0.0033765036308530155,,0.02333318753675576,,3.938580531430597e-05,0.12358540179636586,0.013074221720939961,,0.001173386057798047,0.008318800316661875,,0.0012264532481162703,,0.00024906339518494016,0.009124343682195522,0.07891972198596497,0.0006132784474861801,,0.03986807413569406,4.9854137779424155e-05,0.046478256029707676,0.054034630072969464,,,,,,0.00019516703001799517,0.010705061884428364,0.007808339550417251,0.00020107490081514102,,0.0017854207430111437,0.22203022217947366,,0.2853646700619994,0.01064380659247901,4.1769683004382394e-05,,,,,Control
17,,,0.10885349615625116,,,,0.056698422039945566,,,,0.07175919163045363,0.04606529381164317,,,0.0032538660809525565,0.0315618283948736,0.010763968072976056,0.0038300868587402594,,0.013611442443604875,0.10697970143293274,,,0.007845241160428567,,0.039336552659096524,0.02686126247313579,,,,,,0.007075965929094263,0.013947527442212403,,,,,0.430250802642019,,0.0026707092150134782,0.018634641556626336,,,,,,Control
18,,0.001359329779131759,0.03996283320639756,0.0018974358974358973,,,0.005788981975120589,,0.005062503173394264,0.00032637725310992634,0.10488042650418887,0.005511449606499111,,0.002558111195734958,0.04812388931200812,,0.013515410002538714,,,0.009556435643564357,0.06523919776593043,0.003444224422442244,0.03648570703224169,0.26114546839299313,0.0002584412287382584,0.009307946179233306,0.00018400609291698402,,0.0006230007616146229,,,,0.0002568164508758568,0.017496623508504696,0.0143997969027672,,,2.1731403909621728e-05,0.11414978420919013,,0.1894105102817974,0.049033561817720235,,,,,,Control
19,,0.0014207752408047622,0.04040736737207214,0.0018627761655973304,,,0.006292729419636349,,0.005203556341876147,0.0010478750115548335,0.10207522275334713,0.006112519676194749,,0.003110951871720697,0.051668954295419976,,0.016167127490174456,,,0.011135663335729027,0.06335610409263837,0.0029121732189042048,0.03667197250421428,0.2529704420506448,0.0003719870041987044,0.010475198684793578,0.00011648692875616816,,0.0006250518128379757,,,,,0.018772457091867294,0.015131936159886629,,,1.8771848275166483e-05,0.11860662556950997,,0.18631313086728069,0.04715214319206452,,,,,,Control
20,,0.00012799719239567662,0.00025599438479135324,0.0017919583937686934,4.266580745758488e-05,,,,4.266580745758488e-05,0.001365304918734404,0.0019199636353620989,,,,0.0031572633125030967,,0.01510362960658659,0.0004693234220792776,8.533161491516974e-05,0.012714397743643925,,4.266580745758488e-05,,,0.0008533161491516974,0.044244370120713035,0.035497881891678906,,0.0011093105339430509,,0.003882588018686067,,,8.533161491516974e-05,0.05572149118492375,0.0011093105339430509,,0.00012799719239567662,0.3743497881934915,0.0005546552669715254,0.42981450997087106,0.0004266580745758487,,,0.01510362960658659,,,Control
21,,,0.07283494884086313,0.04179301866083035,,0.000459259425169533,,0.00046614317941704066,,0.00020918393504366207,0.19900522559141465,0.02664413589928184,,0.004773626714144707,0.003823154914985123,0.01870685902410352,0.010841604712022251,0.000639161719011111,,0.012168011687176319,0.024013103380324034,0.002747131657759055,,0.09300928043089425,,0.04151818220393359,0.03258943923191275,0.007293183511333178,,,,,,0.011891736833869631,,,,0.000613784296635971,0.3157269845529583,0.04954700273634369,,0.02868583686057244,,,,,,Control
22,3.190957241587372e-05,0.010043227110372727,0.08338416763051534,0.0006686505856235359,3.50176476511861e-05,8.733691411227777e-05,,0.0010307413505374274,,0.00424936046171908,0.1079880020007716,0.016628927726476117,,0.00010039083010058975,0.029502989761171352,0.003632718335033105,0.014498963767716545,0.001149573427034204,0.001495813008248003,0.002262471566291722,0.5336989949313509,0.0,0.012974867274827198,0.07000131367979946,0.008297317648189919,0.01492425206241512,0.00013748052790865076,,0.0006030701981584448,,0.004820521087461651,2.6107831976623956e-05,,0.027430421591757213,0.002313444000150845,,0.0006574615147764113,,0.035448634083816086,6.931007774746602e-05,0.001604181231452561,0.008219304959783577,0.00019953843010705452,0.001419457959967162,0.00035183411663736104,,1.2225095925562013e-05,Control
23,,,0.0700253226947892,0.037279684923449165,,,,,,,0.19626781628122614,0.04087799224216385,,0.002392974946089074,0.001459155719460811,0.016398443823313482,0.004809906934472031,,,,0.029500621013035157,,,0.0007599537720059838,,0.044116034165370514,0.039593712822991727,0.005294405262381672,,,,,,0.02126293642377157,,,,,0.4247543164878936,0.047081552096913414,,0.018125170390672646,,,,,,Control
24,,,0.017161508603752963,,,0.0002224706812202577,,,,,0.031942981766523444,0.01995872667803272,,,0.004652342962004714,0.0051703388859810715,0.007286916930149118,,,,0.05968798186322803,,,0.007498464501345498,,0.03953454323311832,0.019249325798592086,,0.0022453504880275204,,,,,0.0023397502095182784,,,,,0.12930657391843928,0.6433220765172877,,0.010420646962779154,,,,,,Control
25,,0.00095964198694899,0.01435037128151361,0.00048694479678921594,,0.0009278122274576844,0.020082153114481336,,,0.00022543553468286798,0.01668071386369931,0.008498141596756558,,,0.013758135661264263,0.003524615367670604,0.020026880484507542,0.0001049876828935454,0.0009557011595833998,0.0023802597288165115,0.18216019786591064,,,0.0020839903484085468,,0.02075744924997466,0.0508893184278443,,0.004523766675131024,,0.0002453417652218751,0.004813771150496255,,0.004736268212306313,0.0179729010521908,,,,0.18005539186526331,,0.40362358065797466,0.008751668157276194,,,,0.016424560084935945,,Control
26,,,0.02702126455597456,,,0.0015598790656691198,,,,,0.05742743738051066,0.006817713322581816,,,0.01104344258650725,0.0033046761005145362,0.03789595686459962,,,,0.2201008863936752,,,0.0023681625823036533,,0.019285731608240677,0.04225466538941905,,,,,,0.16582291527725568,0.057883265226933746,,0.0004077289648231455,,,0.323128488684637,,,0.023677785996354183,,,,,,Control
27,,0.004446727896851633,0.007862729485261158,,,,,0.000624924519843861,,0.0063162818116875,0.1893728033995239,0.019672022090355117,,0.0013645788770190303,0.038388439817496664,,0.05234239231668301,,,0.0018598310472654179,0.04548940821510667,,,,,0.057422334757306986,0.05682647649420004,,0.013398930279875298,0.0001049046237864326,0.005286271925066372,,,0.021446905978847134,,,0.0012543522625624564,,0.46213813022092404,,,0.013784774603460519,,,,,0.0005967793768767695,Control
28,,0.0006059843540563247,0.008559390935016283,,,0.00022070482356517003,0.003889746794935195,,0.000273320532185802,0.0005389093667307861,0.08847180787072761,0.001974896483111813,,,0.01599115895436521,0.00043960223729222676,0.0013042470215141014,0.0005356961936852512,,0.0008184554216923117,0.04790188335117479,,0.0030890642366509973,0.0003391905796192651,0.00042775366168681727,0.004482778045151706,0.00048287966174927335,,,,,0.010208953647267701,,0.001428054595424863,0.00602610522358513,,,,0.043285055743029696,0.1803985800586665,0.5595198635847384,0.006869864383011028,,0.00030816337739831976,,0.011607888861967404,,Control
29,,,0.01913171980226046,,,,0.01231975856230916,,,,0.14604224944327907,0.011984811123871356,,,0.009959735270977,,0.017530064008111072,,,,0.017403382409447415,,,0.002574639355678231,,0.0982141876932648,0.033887489088914986,0.06500520395522125,0.0066111219339985644,,,,,0.006142496886775497,0.21227293910995687,,,,0.3136763387403522,,,0.01298211927443841,,,0.014261743341143752,,,Control
