,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,condition
0,,0.00529514544027956,0.026155835685815886,0.0010878345816052921,0.0002799177904233533,0.0053318643074099495,0.008560785185676427,0.026614872382102427,0.0786358442460925,0.007032222484193087,0.00047042869938517765,0.12324418209384608,,0.04161549589084345,0.0006993876188048609,0.0009771694086472217,0.004065927963075263,0.09629222847720043,0.0006113030234172795,,0.03637975160957815,,0.06637967634098627,0.01802733633200691,0.1373834887968804,0.0004812104166035191,0.0,0.00038000467478984306,,0.007372965434018027,,,0.000232620634701384,0.00043960926243086235,0.27782959556965,9.47977400706996e-05,,0.028028497909465717,,,Control
1,,,0.009934201946359633,0.007598350138965239,0.0008852743754058914,,,,0.09749570949867187,0.027232332724490525,,0.01514796022362916,,0.0009426815941750133,,,,0.15540735723982016,,,0.006998174491229799,,0.045547988611141954,0.005886330239971352,,,,,,0.029479677487672495,,,,,0.47378595713383603,,,0.12365800429463097,,,Control
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7930343899973008,,,0.20696561000269922,,,Control
3,,,0.40510415671108646,,,0.03987044236834477,,,0.20474710229909882,0.012073951766500567,0.002528528182850723,,,0.0018616253104160937,,,0.005744446832316962,0.0805992515691755,,0.0012118306351840637,0.0019791649615672805,,0.04332070107702438,,,,,,0.0011605060435762684,0.05170160558318624,,,,,0.1384602305699195,,,0.00963645608975256,,,Control
4,8.122400340616789e-05,0.0061184046436750334,0.07718567897875428,0.00025032310727161417,0.0046498222595086755,0.01857268464982226,,0.004126098753675109,0.15364437289476401,0.00989048364056867,0.00032277975547140915,0.014726939714355533,,0.12845686990303,0.002625067077825393,0.0006380014461097381,0.014111108591756167,0.024262597404560535,2.8216775376832516e-05,,0.005884406956442873,0.0069274199034079316,0.05344257256372078,0.03936089003771475,2.8821420563478923e-05,0.02348804692046648,0.0004176082755771211,0.014192634917755659,,0.016969971808418173,,,0.0007276904821289555,,0.35383332451559113,,,0.020315876722923863,0.00012364994066919104,0.004596411934688242,Control
5,,0.0023151696084617,0.21100800722240176,,0.0008166238349517054,,,0.006752740460325521,0.06127961672027043,0.01898281088900174,0.0007080826267382753,0.0036510061605855896,0.048730796259534546,0.028040154091582926,0.00824482300499105,,0.012146356226500267,0.09847888422100139,,0.015342269003688142,0.020055399104381148,0.0007657387316682825,0.018155209824107846,0.019102124145289282,,,,0.00020538704994639627,,0.016283540823497433,,,2.4108869499202355e-05,,0.406088771935224,,,0.002465465326829068,0.000356913859522234,,Control
6,,0.00023337904659978347,0.07496283870135222,,,0.0014885951077705866,0.0011851685077931009,0.0022560726491262784,0.31211317338427597,0.009148368388317467,8.911041411978202e-05,0.017306708795964902,0.05831193743411187,0.006047551572934165,0.002504115434758431,,0.005252212927416974,0.15953584077254895,,0.04477414796344353,0.04392793742328327,,,0.02172523176039541,,,,,0.01721353765411308,0.06689405989979479,,,,,0.10620889782148725,0.0005564324972821324,,0.04826468184311017,,,Control
7,,0.0025387387634360293,0.014869247947884984,,0.0004290797478115764,0.032268299728347646,,0.0010716840364768554,0.12189479423514202,0.00949986216853818,,0.03143653889207874,0.00556818799094526,0.054833772211045094,0.09723022220056178,,0.005407968435326078,0.23807834005229983,,,0.0030112747658768897,,0.02881626888456018,0.0344994941103068,0.00024631979843608255,0.002611233543354975,,0.0014063378104444263,0.02119324986280312,0.005069456395760578,0.007039913249944031,,,,0.10482095363126252,0.10153533587471196,0.020004091792199908,0.05334742615609629,,0.0012719077143482297,Control
8,,,,,,,,,,,,,,,,,,0.27958265512692565,,,,,,,,,,,,,,,,,,0.7204173448730744,,,,,Control
9,0.0003443000206803585,0.0013509812499777698,0.026607847052744053,0.002675438797063694,0.0002504000150402606,0.0003920630105622263,9.146104445464065e-05,0.004086581089616072,0.08682468086446947,0.007026240681770949,0.00023810358573024787,0.08301319427189642,,0.11416675685741882,0.024643365441241103,0.000287289302970299,0.009544264858989931,0.20706069100851554,0.001324152676937742,,0.029323020592454153,0.0016160150321307724,0.029453200145727932,0.011323791913929057,0.08112808052230355,,0.00019796234955293335,0.0023587803364851826,0.00035344612512582245,0.008367364463624165,,0.0014782137251524476,0.0004160461288858875,5.701071771005935e-05,0.10763338958187568,,,0.15636586653496273,,,Control
