,taxa100883,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa1357,taxa135858,taxa1485,taxa1578,taxa1678,taxa1730,taxa189330,taxa191303,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa447020,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa846,taxa872,taxa904,taxa906,taxa946234,condition
0,0.0005312881552020186,,,,5.754096744055541e-05,,0.00049702789720296,,0.034066184312055034,,,0.07675243252914919,0.006296872760248343,,0.0007707033112488525,,,,,0.00043562375526992917,0.028544996324901116,0.02742853889657571,6.364071663920084e-05,,0.0016172468375341966,0.008078101188739457,0.34806592202283954,0.08014094487148339,0.06570446511807587,,,0.011742220532365781,,0.0003472790543762143,0.011370339156221694,,0.000771313286168717,0.0033351395368460433,,0.23502130337407626,,8.265160164164582e-05,0.01752722267236112,,4.2698244390518134e-05,0.040378814757733215,,0.00032948811921349835,Control
1,,0.00012329622675205247,0.0031124729974200617,0.022857021780651767,0.0006165820308361643,,,,0.006701180193096823,,0.0068159001683972195,0.20199191007245418,0.014212563905685446,,0.00048319609649392746,0.009995772412519711,,0.2091868805550146,0.0011640495646795658,0.000655931890437883,0.02181677292810377,0.09348658926515649,0.0,0.0,0.005669911180304081,0.007783099537992289,0.02792689805056759,0.08016494653968431,,0.03064294643676931,0.000459687077808798,0.0028604321018172556,,,0.021095964217861,2.4013504064638708e-05,0.0,0.0024852967736142036,,0.21976694793408194,5.054943502682349e-05,1.5840840916589394e-05,0.007628323423558861,,,,,0.00020502285823254554,Control
2,0.0007124679435450466,0.00016947450221851024,0.01075523852129866,0.0330460960418243,0.00042056677919282684,0.0003252437640644915,,,0.016758440638205998,,0.04131843594160422,0.05070335498147644,0.007322587197546312,0.0002832075417278544,0.00033363055294917334,0.15621212521025785,0.0021877245639432314,0.03569703727477637,0.022918332518178368,0.0008493157914438798,0.005871468164669895,0.20677116605616983,0.00029077610730671367,,0.016615660671339953,5.4820961490115566e-05,0.023687257869825173,0.09281444475059634,,0.01591689796816743,3.89678849398023e-05,0.0023003325464070684,3.8763329113346644e-05,2.485353291436209e-05,0.018531632819836844,,0.00017980457145452082,0.0008549410766714102,,0.19370107152478575,,,0.042241084996832455,1.4114352025440203e-05,,,,3.86610512001188e-05,Control
3,0.00011550565765135392,0.0003113894854825282,0.005943125459593064,0.037892132090690867,0.0033241536198926453,2.6826467377395958e-05,,,0.002931373644706622,,0.051467134439272165,0.13040598872033096,0.03181872110840079,,0.0003635239409518072,0.07122993987631884,,0.06957084940896736,0.002492330667288636,7.693628379932425e-05,0.004948825223439165,0.07292729602166527,0.0007021448216212014,,0.019318194702248482,,,,0.027311165965331705,,0.00025510451996618044,0.002387859292445343,,4.1403868518320546e-05,0.06579378403418237,,,0.0016149533361192367,0.0004916835926491026,0.3902724597258801,,2.7028931282131024e-05,0.005771132372520627,,,,,0.00016703272140642766,Control
4,,,,0.13347576686765167,,,,0.014204062160717998,,,0.0007679462880829574,0.039710841939138784,0.0334431883014362,,,0.00337155506821532,0.011186770896666419,0.013523798573030963,0.00571939587368852,,0.002537873520006484,0.23430337807506385,,,0.00787581217573326,,0.03021541573216072,0.03253038890757098,,,,,,0.0014135222140749042,0.014427176626682714,,,,,0.3871935294235413,,0.004105134876655921,0.01822001548739859,,,,0.011774426992482306,,Control
5,,,,,,,,,0.003474251757077286,,0.0010578255934240166,0.13548910121819885,0.0079323384632845,,,0.03630223634215921,,0.02086987331558494,0.00020492801752996774,,0.0007086258453531368,0.1552450042780228,,,0.04446526921265333,,0.020387229736138136,0.01565954839238783,0.07508275823486797,,,0.0001996143262730752,,,0.018298648297202572,,0.0004381288828796277,0.0028518480717416492,,0.40201783916439093,,,0.059314930850830255,,,,,,Control
6,,,,0.03603398305561995,0.013840183811777288,,,,,,,0.09907688116780564,0.015468494065376814,,0.0015297835303414457,0.0008698156734256201,,0.0005497549374430867,,,0.00824783520770854,0.03750100365284301,0.0013117755250955522,,0.012204418570937379,,0.047177274861652074,0.013359840850126451,,,,,,,0.0503124999685178,,0.00019554230045391809,,0.0006910974657979794,0.5723898905940326,,0.0003801036061888887,0.0888598211548561,,,,,,Control
7,,,,0.052153913003418,,0.0004742110307217373,,,,,,0.24090677368010904,0.022920668441812845,,,0.001804056650969218,0.006240876709674057,0.008598630162763068,,,0.007183134568437681,0.0869658691341934,0.0017065108471582702,,0.0056039090994229645,,0.04046918017618372,0.01317376627809119,,,,,,,0.007309338507514595,,,,,0.236560470071282,,0.22446349267184448,0.043465198966403794,,,,,,Control
8,,,,,,,,,,,,0.1799383851940553,0.015432793863013968,,,,,,,,,0.001885714971608485,,,0.0012843368880962743,,0.08258807005037459,0.0007666756792001917,0.033084135764154005,,,,,,0.00611601104045529,,,,,0.6678623023218769,,,0.011041574227165082,,,,,,Control
9,,0.0003626869689637011,0.0035552517839346023,0.04609393796826846,0.0003393932706753282,0.0004754775080442437,0.0,,0.00013976218973023755,,0.03090256440120125,0.25149123089316516,0.01067832168903832,,1.563129753561867e-05,0.07519328405898823,,0.0411362625158931,0.0007969918436298119,0.0005126656930309444,0.008326884146033098,0.06043182225682221,,,0.007674354097928545,0.005206345898138088,0.024129512962483352,0.03238120341579609,0.07300306342782095,,0.0009210205704810607,0.004787672321007595,,0.0004908023095497523,0.02015855039637599,0.015038534213385597,3.013877629416671e-05,0.000483344239483738,,0.2592067576244719,,,0.025867345453208013,1.3690156011587591e-05,2.155688745108196e-05,,,0.00013393876515814423,Control
