,taxa1017280,taxa102106,taxa1263,taxa1301,taxa1348911,taxa135858,taxa1485,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa244127,taxa283168,taxa292632,taxa29465,taxa33024,taxa33042,taxa35832,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa52225,taxa561,taxa572511,taxa577309,taxa577310,taxa61170,taxa724,taxa816,taxa830,taxa838,taxa841,taxa872,condition
0,,,,6.0047131693862754e-05,,,0.0355499176792017,,0.08009534126556651,0.006571129487608066,0.000804270857546243,,,,,0.0004545971012512401,0.029788257475735287,0.028623173376332457,6.641255201476693e-05,,0.0016876851077490614,0.008429938311650767,0.36322573615820786,0.08363143834416746,0.06856618589000617,,0.01225364629841791,,0.0003624045969368114,0.011865567839520117,,0.0008049073995783334,0.0034803996507930413,,0.2452575231576644,,8.625144534825161e-05,0.018290610930763434,4.455794224632925e-05,Control
1,,,0.023601236624802506,,,,,,0.0377165499120351,0.008804189084248232,,,,0.006475107682908976,,,,0.05175912056382634,,0.016969701881835775,0.0013827179505623624,,0.08222906534325052,,,,,,,0.004417848692278897,,0.0009958041277899664,,,0.3655874651673714,,0.2682126334100441,0.13184855955904592,,Control
2,0.004917401633816572,0.01200075839026273,0.031173967797869913,0.00018430791806315093,0.000613910279693748,,0.022142776094194724,0.0038013897045202838,0.052281217581461085,0.01073414708165992,6.918029338667513e-05,0.003795166589672907,,0.16475903995592375,0.00095535184765317,0.0002923826792459327,0.003882497634697765,0.1529600142052968,0.0003557547321083893,0.04188187407859006,0.004145839111322605,0.0016695579949704783,0.032977322762059,0.015464647832893601,,0.005491691415648686,0.010658951110587447,,0.012656985850918647,0.018676708561367276,0.014175010999355489,0.0001080747611827818,0.0007843199079310901,,0.3701373877064856,4.739939142085536e-05,0.0033502138780854454,0.0026737612941755587,0.00018098892347788312,Control
3,,,0.07705105246461938,0.036776296265976276,,,,0.0008611074158591119,0.18898416954043565,0.022478638600943478,0.0036283167729193734,0.004433040328274817,0.014013487101296516,0.017113678458500044,0.0007160033973578379,,,0.028627856287670242,0.002612997963631898,,0.09453803096507471,,0.0382481094522272,0.03892686470943381,0.008001801008974345,,,,,0.008121117853524757,,,,,0.3424475302641139,0.04412359424086448,,0.02829630690830203,,Control
4,,,0.038428956569580876,0.004295838380169026,0.0004351806775977522,,,2.1225750108504767e-05,0.06951074117996166,0.012140073054596646,0.0010584362852614094,0.01279669849825178,,0.04051985135638881,,,0.0196473357459584,0.052058211355670715,0.004720353382339121,,0.015448650052853176,,0.02583089307607584,0.08903051122377541,,0.0006035082680104716,,,0.00018987014276164964,0.01609534902630832,,,,0.0003234550874743787,0.5433274584117859,,7.05412988680656e-05,0.05344686117620225,,Control
5,,,0.019408519120589995,,,0.012498001857071854,,,0.14815520089307163,0.012158208371148825,,0.010103833551855197,,0.01778369043677876,,,,0.017655175998176127,,,0.002611889452687906,,0.09963515875518536,0.034377776108412465,0.06594570466967094,0.00670677219773011,,,,0.00623136704422469,0.21534412170371925,,,,0.31821463418042945,,,0.013169945659247404,,Control
6,,,,,,,0.022121916580943018,0.0011660689577160613,0.13859353311072262,0.006394726977609029,1.704779177947458e-05,0.033091568904266226,,0.019314546399376017,0.00019875719592305063,0.00036281712151846487,0.0013949104920734786,0.15002658452706316,,,0.04390087170373425,,0.02182217628900861,0.01570252044581781,0.07302672311558223,,7.912181008238499e-05,,,0.026166956445699874,,0.00019875719592305063,0.002409755508592789,,0.3844507692866181,,,0.05955987013995034,,Control
7,7.491946157880277e-05,,0.057025181669542624,9.187278147536112e-05,0.0,,0.03471989156372346,0.010805761854786591,0.0003544969645436034,0.0037207968913093212,0.0006343790181652285,0.05333808838425521,,0.09485504302387127,0.00011390194565232619,0.0016483296716192693,,0.06517120112139613,0.00020140950104653753,,,,0.00011715048599178646,,0.004157116465653081,,0.007315205260036516,,0.0006275773868294835,0.0432372597831315,,,0.003416652302027352,,0.5457476708473351,5.827069233906883e-05,,0.07256782292369036,,Control
8,,,,,,0.125676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.693369,,,0.180955,,Control
9,,,0.0005594967732069757,,,0.022684468617552186,0.1320484711221139,,0.05191665099593525,0.06994908217731555,,0.006917611904520818,0.017919085297685346,,,,,0.16830675508403303,,,0.012997683487044267,,0.0058108105315580975,,,,,0.0004275526588237239,,0.010785527270172365,0.0026202840569767125,,,0.0013911476554863752,0.004598412537687249,0.24787205243874466,0.240379031941428,0.0028158754497155515,,Control
10,,0.0007086486159090498,0.03359986908755514,0.0026567150539748186,0.0013972140726627826,0.02770806524795263,,0.002048482233842355,0.07045087223604193,0.020652075737949842,0.0010180780310428262,0.09025361098389417,0.014880558333076539,0.005390362421327679,0.08856481919312453,,0.020382918901228047,0.13905196862776767,0.0021526171331662214,0.10932570527485769,0.020918469812036506,,0.0020544327995180045,0.019561528317785706,,0.006435749298417682,0.00030273502874867043,,0.0032994824070463205,0.023634903042970522,,,,0.0027835896149877738,0.2083356799105715,,0.04763980375884483,0.034791044823698554,,Control
11,,,0.022887089565346515,,,,,,0.06172625261083919,0.023802560519323245,,,,0.0020423663413985773,,,,0.02600688913203693,,0.00913092560648767,,,0.0887659537836081,,,,,,,0.00562342687961215,,,,,0.46132200993600125,,0.16278628988847127,0.13590623573687519,,Control
12,,,0.026993283855187677,0.0002855111103310832,,,0.0037522824957452786,0.0013886934466268166,0.15784700595164783,0.02154182894468387,0.0024820557886411293,0.003860406900865173,0.02556739979192059,0.006022372663141706,0.005137841901643982,,,0.09167581023049093,,,0.01558506220078399,,0.11435278872689729,0.004431115717454529,,,,,0.05611646178920088,0.01074432736016511,,,,,0.36036662844181655,0.0709569803810095,,0.02089214230174606,,Control
13,,,0.061203541076992,6.277984982724536e-05,0.00014232894167846282,,0.05068985517453742,,0.21602451998568747,0.02202377920442105,,0.003837326613898055,0.0017761771536265903,0.007966018807962624,,,0.0041330941200958616,0.2835930364884034,,,0.08685314483028375,2.8926942491351792e-05,0.012967864472662889,0.005320042032105134,0.02304251065737735,0.00032092136923376514,,0.0020073830780321044,0.001202564268644096,0.004824720545822059,0.004622127140619947,0.0008223217057505295,,0.0005280215082298201,0.1491634558808579,0.038195197750238497,,0.01864834040052077,,Control
14,,,0.035878417445649034,,,0.05170224487312725,,,0.176683055250503,0.01092007120293322,,0.0165724940782246,0.006652609266615782,,,,,0.20107002886429373,,0.001408531222924541,0.0015564657682460097,,0.005340116612946061,,,,,0.004810302116249675,,0.013733515403439004,,,,,0.0017638429156358537,0.34605105220125265,0.11360773485746228,0.012249517920497222,,Control
15,7.023980484613637e-05,0.0023595447435247356,0.02585378533587701,0.0013462458362407657,0.0006706106915236962,0.021173968615624716,0.0006588186074984325,0.0016420733354832523,0.03927973950773689,0.008251792781296322,0.00018682762690461384,0.10429021651804368,0.0005437688833562935,0.0659261579698338,0.0038964121815304176,0.0002763449256355292,0.010427996253193477,0.2994358769542175,0.00016631965468676376,0.07661101657505585,0.006259033120887832,0.0009341381345230692,0.04411439141823393,0.014686271604507858,0.002191276831477276,0.02181945704118154,0.0023430358258893667,0.01038359649334183,0.0030619427919860998,0.008557156487620106,0.05254747467393606,,0.00021882006356445987,,0.12265613103773927,,0.00028803446979970375,0.0468714832032017,,Control
