,taxa1263,taxa1730,taxa189330,taxa216851,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa561,taxa572511,taxa816,taxa838,taxa841,condition
0,0.08613173663128684,0.06946840973790765,0.08892886936331577,0.009598072805605592,,0.004251676602492196,,0.37158499105884607,0.014693550389555513,0.028962042024512483,,,0.0008931352412151257,0.24662664747023066,,0.07886086867503207,Control
1,0.024394343744471133,0.21557752078097908,0.015168475260369975,0.010668069994530769,0.22325641197105864,0.0012423414340197384,0.023284129634672794,0.09977432825316157,0.006051259156170513,0.02980521072692965,0.08555669592096998,,0.022514840633664126,0.23454807555529283,1.690626723941223e-05,0.00814139066646982,Control
2,0.01653755037233874,0.239783578537241,0.015307476106561909,0.07128027332229529,0.028858145893991678,,0.0033062477536427133,0.13555719070729902,0.12871541183561183,0.004982265539972651,0.0088478361755443,0.0011531874518883633,0.016046737084277583,0.2487081867702351,0.0010536936195879143,0.07986221882951187,Control
3,0.038358297406201,0.27874062708822345,0.016653776699330543,0.01701086182615648,,,,0.029504144283928623,0.008572792496194586,,,,0.014795719698371327,0.5795605023295308,,0.01680327817206325,Control
4,,0.3322920655678103,0.028310986649061287,,0.01492340921893644,,0.003967374627755876,0.06245580894597798,,0.048728618751909,0.04408342777785802,0.03147477547333529,0.010185916850535506,0.39762877013324166,,0.025948846003578614,Control
5,0.16314522439503054,0.13632953778712814,0.008506781153703156,0.22677605279559074,0.08745494048641825,0.003881958293494965,0.0024216139582863105,0.09499290842134694,0.05382930279813518,0.023672162515394026,0.028442828225740305,0.0013397665436741266,0.030169712942235808,0.08461387865946712,1.6404327150179218e-05,0.05440692669720426,Control
6,0.012315271217041995,0.1395504782215779,0.002291624609042406,0.06375317693165605,0.010872920565496403,0.000770874171310266,0.004325796645105395,0.023481363617637745,0.02109661786517725,0.009535331200296166,0.0020660112505404967,0.0005152475031037529,0.003641424712411439,0.06351934700167608,0.6120284444010285,0.030236070086898235,Control
7,0.02580361091341211,0.9424797425817871,0.00021219492891771024,0.0002932593626056509,0.00014249369855181475,4.723411388996288e-06,0.02469772964619193,2.74651101721478e-06,0.0021309799956419806,0.0020312894663914467,,0.00043162547545537753,1.5382554222785648e-06,0.0017514323447508087,1.2545618752323823e-05,4.087789713287694e-06,Treat
8,0.0018551290436752432,0.9972212129785177,5.3501557588932927e-05,9.266651171807549e-05,3.5775120726675744e-06,,,1.9846999661948903e-06,,0.0003721030811270298,6.437240336096065e-05,,9.726989650490104e-07,0.0003341702455267297,,3.092674814688559e-07,Treat
9,0.013672573107871738,0.9499225848205775,0.0001228367877170817,5.153181446948147e-05,,,,1.8894304187910314e-07,,,3.972384321794638e-05,0.035278186676311656,,0.0009120407275931433,,3.332791997202153e-07,Treat
10,0.03464516574158599,0.95728264289226,0.00012325196618448791,0.0001542630398254063,0.0002533204784647649,1.4774746826622164e-05,,4.158961664559527e-06,0.0015147908666404513,0.002940141236783335,,0.0008218853883953528,,0.0022204644219368736,1.9736453703299125e-05,5.403805728972436e-06,Treat
11,0.07816823976020658,0.8941853777950636,0.00016225810428417868,,,,0.02683840113750472,6.575108685434744e-07,0.0004247463646409128,9.111649997936675e-05,,,2.3446887447953606e-06,0.0001267598122928117,,9.832641449822613e-08,Treat
12,0.005721663395444656,0.9823484347410416,2.5175959927752902e-05,0.00432530775592265,1.662652753211219e-05,6.829049532975481e-06,0.006682113211964169,2.1467574769104133e-06,0.0006884694345790855,5.7146408125615244e-05,6.155744930474055e-06,,2.2103001468898873e-07,0.00010355379272410385,1.6041450183651853e-05,1.1474059965724491e-07,Treat
13,0.010474245768019669,0.6872733451414295,3.756682576560404e-05,0.0061142842672473096,0.0001051819465799627,1.1053252182580808e-05,0.04200633462852502,1.747143086789799e-06,0.25365881137667967,0.00010821487042634181,2.3402112084035423e-05,2.7374492353315675e-06,8.087304765969145e-07,0.00018197461897343382,1.8848430309230936e-10,2.916808038161815e-07,Treat
