,taxa102106,taxa1263,taxa1348911,taxa1678,taxa1730,taxa189330,taxa207244,taxa216851,taxa2172,taxa239759,taxa239934,taxa283168,taxa292632,taxa33042,taxa375288,taxa397864,taxa39948,taxa40544,taxa459786,taxa561,taxa572511,taxa577309,taxa816,taxa841,condition
0,0.0037689778804572446,0.058692272586054896,0.0005990478675216342,0.0019091520459981342,0.2452408173945167,0.010716385059530669,,0.0598818690354176,0.002341704977955737,0.053800933676886604,0.00028791330242932344,0.024770105705312465,0.17847589291446425,0.008228219176543672,0.04274245236871298,0.023838523285538517,,0.017038184103330675,0.0008113782365773135,0.0014067835530929887,0.01343554938547888,,0.20530631653252215,0.04670752091165767,Control
1,,0.04037028543949134,,,0.1151698588720899,0.02190454775172709,,0.00234122275233933,,,,,0.009071124993599265,,0.027972335456522855,,,0.0008847488795926682,,,,0.0010686448470168112,0.6249045455253837,0.15631268548223715,Control
2,,0.07449053249725773,,,0.16788575802958802,0.0025255921845257507,0.0027929582638673033,0.011836549107452495,,0.011139671032858183,,0.0021867092753526398,0.2332856383211013,0.0692674405760393,0.045386059869656464,0.06189884375987402,,,,,0.02216374374163518,0.018228160265516505,0.25093570421214606,0.025976638863129016,Control
3,,0.03508379181345434,,,0.06411160754550362,0.01593451194247045,,,,0.008346065776136058,,,0.02738671042588507,0.0004159638582599787,0.1253426990265907,,,,,,0.011843527588903863,,0.511080927182094,0.20045419484070204,Control
4,,0.08113866867720365,,,0.0654413170070562,0.08377365126163487,,0.009041671279048901,0.0416741516354302,,0.0040052063578957615,,0.35004416088823664,0.013841763365965572,0.027283108688517542,,0.014763350679310287,,,,0.0008413600753356335,0.0015326275046261468,0.2323296686994662,0.07428929388027244,Control
5,,0.017433386231581992,0.0038705445532317404,,0.06716363040817272,0.013029546548723242,,0.008480970357310892,0.009503908253883402,0.048600226508428435,,0.0034663131561594373,0.13248018734962946,0.0019483679854203208,0.008630755813837295,0.0033458747097249364,0.052880051406705264,,,,0.010381373336989613,,0.5161076692362656,0.1026771941439356,Control
6,0.002999951421597331,0.05673414189385776,,0.0053833227731895274,0.18505237326390978,0.004686405516835028,0.0002227293644952469,0.05400121498241515,0.0009134829095433578,0.05078553366509423,0.0032864072928196425,0.00705483770373547,0.3401250815516464,0.007609362781944089,0.028438005861793923,0.015906971836540468,,0.008193557250169896,0.00464952771867986,0.00032093086666482105,0.016406441391724227,0.012054234391315227,0.17873613622010928,0.01643934934191935,Control
7,,0.04278526254054705,0.00848934368569927,,0.10896528234249464,0.0036400699493089913,4.4480248298630505e-05,0.00412183634233976,0.001253169217691277,0.00750717449930891,,,0.044353706110762406,0.020999001665538187,0.047286931373566536,0.018734524580279435,,0.002034353578435976,,,0.010462125068573717,,0.5858810631108827,0.09344167568627258,Control
8,0.000571096144754622,0.018358419650918906,0.000905192042582285,0.0019641447165696263,0.02325508051183781,0.0032798476580611726,,0.0655723431879387,0.0007880361613570476,0.15723498057466562,0.001360683354848103,0.005940723467036492,0.20912376500329444,0.0015941678913058137,0.01851683342853326,0.04147979976167619,,,0.002356663450136265,0.22277609598137751,0.04108800485085321,,0.16809645785966026,0.015737664302592647,Control
9,,0.07591598875098719,0.011014357419404546,,0.06666601122333014,0.011997121132349261,0.0001064426602117537,0.004272052591703212,,0.00814843143046094,0.0009521652102448203,0.0030054752258470477,0.0034768928133447194,0.010114259825229378,0.03299371336205513,,0.0822065392912865,0.004065086325900338,,,0.005398980397696265,,0.6737539487116927,0.005912533628256082,Control
